,05-Jun-2020
The Nifty witnessed an intraday movement of about 137.05 points.The closing index was 1.13 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 64333.24
, Traded Quantity (in Lakhs), 50148.39
, Number of Trades, 20709104
, Total Market Capitalisation (Rs. Crores), 13314432.88

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10029.10,     10093.80,     10177.80,     10040.75,     10142.15,113.05
,NIFTY50 EQL Wgt,     10481.25,     10563.50,     10692.45,     10541.10,     10663.45,182.2
,NIFTY100 EQL Wgt,     11406.70,     11507.65,     11689.45,     11480.15,     11662.70,256
,NIFTY100 LowVol30,      8241.10,      8285.45,      8303.55,      8236.20,      8273.00,31.9
,NIFTY Alpha 50,     12337.30,     12415.55,     12635.20,     12357.90,     12612.95,275.65
,NIFTY MIDCAP 150,      5293.15,      5334.45,      5391.10,      5315.35,      5385.65,92.5
,NIFTY SMLCAP 50,      2009.45,      2033.20,      2090.70,      2031.85,      2085.10,75.65
,NIFTY SMLCAP 250,      3781.40,      3825.00,      3893.00,      3823.70,      3887.70,106.3
,NIFTY MIDSML 400,      4748.60,      4790.80,      4851.35,      4779.15,      4846.35,97.75
,NIFTY200 QUALTY30,      9206.35,      9264.20,      9269.20,      9167.35,      9209.25,2.9
,Nifty IT,     14627.45,     14715.90,     14732.85,     14599.75,     14627.45,0
,Nifty Next 50,     24854.80,     25048.80,     25368.25,     24947.00,     25324.80,470
,Nifty Bank,     20390.45,     20516.40,     21198.70,     20425.05,     21034.50,644.05
,NIFTY MIDCAP 100,     13912.80,     14025.30,     14178.85,     13964.25,     14158.05,245.25
,Nifty 500,      8185.90,      8243.60,      8319.40,      8206.10,      8299.35,113.45
,Nifty 100,     10198.00,     10265.70,     10357.50,     10213.85,     10324.15,126.15
,Nifty Midcap 50,      3880.95,      3909.80,      3953.35,      3891.85,      3946.45,65.5
,Nifty Realty,       197.35,       196.35,       202.60,       194.50,       202.00,4.65
,Nifty Infra,      2948.80,      2973.05,      3014.05,      2968.05,      3002.45,53.65
,Nifty Energy,     13704.60,     13762.15,     14002.50,     13738.85,     13925.40,220.8
,Nifty FMCG,     29621.55,     29789.35,     29802.75,     29428.25,     29542.00,-79.55
,Nifty MNC,     12818.80,     12905.30,     13017.05,     12860.95,     12996.25,177.45
,Nifty Pharma,     10077.85,     10161.40,     10234.80,     10061.95,     10081.30,3.45
,Nifty PSE,      2427.35,      2431.15,      2509.00,      2422.15,      2500.90,73.55
,Nifty PSU Bank,      1297.90,      1318.50,      1397.00,      1314.10,      1386.75,88.85
,Nifty Serv Sector,     13251.05,     13319.80,     13487.45,     13210.45,     13426.65,175.6
,India VIX,29.6900,29.6900,29.6900,25.9200,28.6800,-1.0100
,Nifty Auto,      6511.35,      6563.80,      6645.15,      6527.00,      6628.75,117.4
,Nifty Metal,      1972.90,      1995.90,      2057.05,      1990.15,      2049.70,76.8
,Nifty Media,      1319.45,      1340.10,      1398.45,      1334.35,      1388.90,69.45
,NIFTY SMLCAP 100,      4278.55,      4333.70,      4430.25,      4332.00,      4423.10,144.55
,Nifty 200,      5188.10,      5223.35,      5270.05,      5197.40,      5255.15,67.05
,Nifty Div Opps 50,      2196.20,      2205.35,      2221.15,      2195.85,      2211.90,15.7
,Nifty Commodities,      2802.35,      2822.55,      2884.05,      2817.35,      2879.05,76.7
,Nifty Consumption,      4743.35,      4784.30,      4787.45,      4736.70,      4774.80,31.45
,Nifty Fin Service,     10110.85,     10171.25,     10402.40,     10094.20,     10334.85,224
,Nifty50 Div Point,        11.71,        11.71,        11.71,        11.71,        11.71,0
,Nifty100 Liq 15,      2485.70,      2516.35,      2570.60,      2497.45,      2561.50,75.8
,Nifty CPSE,      1436.90,      1438.20,      1479.95,      1433.30,      1473.50,36.6
,Nifty GrowSect 15,      5066.40,      5096.20,      5122.60,      5042.05,      5093.55,27.15
,Nifty50 PR 2x Lev,      3230.00,      3271.40,      3325.25,      3237.55,      3302.55,72.55
,Nifty50 PR 1x Inv,       436.95,       434.20,       436.50,       430.55,       432.10,-4.85
,Nifty50 TR 2x Lev,      4238.35,      4292.65,      4363.30,      4248.25,      4333.50,95.15
,Nifty50 TR 1x Inv,       381.70,       379.25,       381.25,       376.10,       377.45,-4.25
,Nifty50 Value 20,      4976.30,      4995.25,      5002.95,      4956.65,      4975.80,-.5
,Nifty Mid Liq 15,      3317.40,      3337.00,      3371.00,      3309.70,      3362.90,45.5
,Nifty Pvt Bank,     11128.70,     11185.40,     11485.90,     11113.85,     11399.70,271
,NIFTY100 Qualty30,      2400.80,      2416.30,      2419.55,      2393.80,      2407.90,7.1
,Nifty GS 8 13Yr,      2174.33,      2174.72,      2174.72,      2169.66,      2173.21,-1.12
,Nifty GS 10Yr,      1989.66,      1989.98,      1989.98,      1983.04,      1986.11,-3.55
,Nifty GS 10Yr Cln,       979.26,       979.26,       979.26,       975.83,       977.35,-1.91
,Nifty GS 4 8Yr,      2307.14,      2307.54,      2307.54,      2303.35,      2306.24,-.9
,Nifty GS 11 15Yr,      2348.48,      2348.90,      2349.65,      2345.06,      2348.18,-.3
,Nifty GS 15YrPlus,      2556.62,      2557.09,      2557.70,      2556.52,      2556.82,.2
,Nifty GS Compsite,      2213.46,      2213.85,      2213.85,      2209.10,      2212.24,-1.22

,ADVANCES,1588
,DECLINES,312
,UNCHANGED,66

,Total securities that have hit their price bands today,565

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,BAJFINANCE,EQ,      2313.05,      2390.35,3.34,3719.96
,SBIN,EQ,       174.05,       187.80,7.9,3676.58
,BHARTIARTL,EQ,       572.45,       584.35,2.08,2769.98
,RELIANCE,EQ,      1579.80,      1581.70,0.12,2437.79
,TATAMOTORS,EQ,        98.50,       110.75,12.44,2002.94
,HDFCBANK,EQ,      1001.70,      1033.35,3.16,1798.76
,IDEA,EQ,         8.60,        10.50,22.09,1750.02
,AXISBANK,EQ,       394.35,       405.30,2.78,1556.51
,ICICIBANK,EQ,       347.85,       357.20,2.69,1314.41
,HDFC,EQ,      1764.30,      1766.60,0.13,1181.09
,SUNPHARMA,EQ,       494.85,       494.25,-0.12,1148.19
,PVR,EQ,      1069.15,      1242.20,16.19,1147.95
,INDUSINDBK,EQ,       415.05,       422.35,1.76,1108.25
,TATASTEEL,EQ,       319.95,       338.95,5.94,1042.4
,INDIGO,EQ,      1116.05,      1189.95,6.62,829.28
,BAJAJFINSV,EQ,      5136.80,      5236.40,1.94,787.69
,KOTAKBANK,EQ,      1334.40,      1337.80,0.25,760.93
,ZEEL,EQ,       205.60,       206.20,0.29,753.94
,TCS,EQ,      2091.55,      2048.25,-2.07,734.17
,MARUTI,EQ,      5690.20,      5746.20,0.98,710.03
,HINDUNILVR,EQ,      2120.60,      2087.60,-1.56,624.98
,LT,EQ,       930.70,       955.25,2.64,577.2
,INFY,EQ,       707.75,       703.55,-0.59,544.8
,UPL,EQ,       422.05,       439.40,4.11,541.15
,JSWSTEEL,EQ,       192.00,       197.05,2.63,517.77

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TATAMOTORS,EQ,       110.75,        98.50,12.44
,INFRATEL,EQ,       236.25,       218.90,7.93
,SBIN,EQ,       187.80,       174.05,7.9
,TATASTEEL,EQ,       338.95,       319.95,5.94
,HINDALCO,EQ,       149.25,       142.65,4.63

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TCS,EQ,      2048.25,      2091.55,-2.07
,HINDUNILVR,EQ,      2087.60,      2120.60,-1.56
,CIPLA,EQ,       650.90,       660.55,-1.46
,BAJAJ-AUTO,EQ,      2776.30,      2817.25,-1.45
,INFY,EQ,       703.55,       707.75,-0.59

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        29.50,                  2296211.65,77986
,21STCENMGM,EQ,        10.70,                     1120.90,105
,3IINFOTECH,EQ,         1.95,                  3892887.30,2019819
,3MINDIA,EQ,     17979.25,                 70240920.40,3900
,3PLAND,EQ,         4.90,                       98.00,20
,509GS2022,GS,        98.00,                     9511.95,97
,5PAISA,EQ,       168.35,                  2422971.45,14583
,617GS2021,GS,       104.75,                      315.50,3
,63MOONS,EQ,        63.90,                  8923852.75,142283
,706GS2046,GS,       108.00,                    13500.00,125
,719GS2060,GS,       110.65,                      110.65,1
,732GS2024,GS,        92.00,                       92.00,1
,763GS2059,GS,       112.00,                    11200.00,100
,A2ZINFRA,EQ,         4.50,                  1954544.50,436680
,AARON,SM,        42.55,                   140415.00,3300
,AARTIDRUGS,EQ,       999.05,                113244719.00,113248
,AARTIIND,EQ,       908.75,                591511308.40,649815
,AARVEEDEN,EQ,        13.10,                   453882.55,34862
,AAVAS,EQ,      1198.20,                 82979859.70,69832
,ABAN,EQ,        23.00,                  2727948.40,119685
,ABB,EQ,       877.50,                312535576.00,357760
,ABBOTINDIA,EQ,     17163.55,                274004580.60,16190
,ABCAPITAL,EQ,        55.80,                287847577.20,5244025
,ABFRL,EQ,       138.85,                878214088.15,6512206
,ABSLBANETF,EQ,       203.32,                    49577.11,245
,ABSLNN50ET,EQ,       256.98,                    75676.04,294
,ACCELYA,EQ,       943.05,                  1770652.55,1876
,ACCURACY,SM,        21.05,                  2909280.00,139200
,ACE,EQ,        49.55,                 21955146.95,441159
,ADANIENT,EQ,       152.45,                626567483.75,4111098
,ADANIGAS,EQ,       135.05,                264077564.80,1955665
,ADANIGREEN,EQ,       284.25,                292164294.10,1044811
,ADANIPOWER,EQ,        38.90,                434746624.40,11140608
,ADFFOODS,EQ,       292.15,                 21808140.70,74360
,ADHUNIKIND,EQ,        19.10,                  1145961.25,59415
,ADORWELD,EQ,       255.80,                  3380250.95,13190
,ADROITINFO,EQ,         6.25,                   301366.25,48357
,ADSL,EQ,        16.90,                   781409.80,46458
,ADVANIHOTR,EQ,        45.65,                  1318114.00,29417
,ADVENZYMES,EQ,       155.90,                 21060094.90,134125
,AEGISCHEM,EQ,       196.35,                 92771575.10,478233
,AFFLE,EQ,      1491.45,                 49808473.75,33204
,AGARIND,EQ,        57.35,                  1857405.65,32308
,AGCNET,EQ,       291.50,                  1033138.10,3584
,AGRITECH,BE,        35.65,                   469106.30,13203
,AGROPHOS,EQ,        12.35,                   583127.35,47290
,AHLEAST,EQ,       149.50,                  1112957.70,7662
,AHLUCONT,EQ,       175.70,                  1227394.75,7024
,AHLWEST,EQ,       255.75,                   579628.45,2323
,AIAENG,EQ,      1682.95,                 58951333.50,34962
,AIONJSW,EQ,        15.45,                  4691396.80,304358
,AIRAN,EQ,        11.25,                  3654755.75,332076
,AJANTPHARM,EQ,      1464.70,                162227974.95,111191
,AJMERA,EQ,        90.60,                 16873376.25,183956
,AJOONI,SM,         7.25,                    29000.00,4000
,AKASH,BE,        87.00,                     4524.00,52
,AKSHARCHEM,EQ,       224.25,                 52273109.45,229223
,AKSHOPTFBR,EQ,         5.50,                   508700.50,92491
,AKZOINDIA,EQ,      1896.40,                 10827292.90,5719
