,30-Jan-2020
The Nifty witnessed an intraday movement of about 139.7 points.The closing index was 0.77 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 38244.91
, Traded Quantity (in Lakhs), 17308.58
, Number of Trades, 12086545
, Total Market Capitalisation (Rs. Crores), 15626520.17

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12129.50,     12147.75,     12150.30,     12010.60,     12035.80,-93.7
,NIFTY50 EQL Wgt,     12379.85,     12397.05,     12399.30,     12235.40,     12259.80,-120.05
,NIFTY100 EQL Wgt,     13539.85,     13558.20,     13560.95,     13310.15,     13347.25,-192.6
,NIFTY100 LowVol30,      9076.25,      9093.50,      9094.25,      8969.95,      8986.30,-89.95
,NIFTY Alpha 50,     14005.80,     14034.20,     14041.05,     13801.90,     13841.70,-164.1
,NIFTY MIDCAP 150,      6739.45,      6756.65,      6757.35,      6675.30,      6691.15,-48.3
,NIFTY SMLCAP 50,      3074.35,      3070.80,      3072.25,      3010.95,      3020.35,-54
,NIFTY SMLCAP 250,      5266.55,      5272.75,      5275.05,      5194.15,      5203.95,-62.6
,NIFTY MIDSML 400,      6212.90,      6226.10,      6227.20,      6146.45,      6159.20,-53.7
,NIFTY200 QUALTY30,     10127.45,     10142.05,     10145.45,      9991.40,     10009.75,-117.7
,Nifty IT,     16479.30,     16509.00,     16514.10,     16287.75,     16327.90,-151.4
,Nifty Next 50,     29045.40,     29078.75,     29094.85,     28423.30,     28533.00,-512.4
,Nifty Bank,     30877.00,     30889.25,     30909.50,     30521.30,     30647.40,-229.6
,NIFTY MIDCAP 100,     18273.10,     18304.45,     18312.10,     18081.95,     18128.40,-144.7
,Nifty 500,     10009.30,     10025.35,     10026.90,      9902.30,      9919.20,-90.1
,Nifty 100,     12276.95,     12295.10,     12297.30,     12144.25,     12165.40,-111.55
,Nifty Midcap 50,      5015.75,      5018.30,      5020.10,      4961.15,      4976.75,-39
,Nifty Realty,       328.50,       329.75,       330.05,       323.55,       327.15,-1.35
,Nifty Infra,      3330.40,      3332.50,      3333.40,      3289.05,      3298.65,-31.75
,Nifty Energy,     15451.90,     15473.55,     15477.70,     15195.65,     15244.80,-207.1
,Nifty FMCG,     31426.25,     31419.20,     31438.35,     30849.85,     30936.45,-489.8
,Nifty MNC,     14097.00,     14091.45,     14100.10,     13871.00,     13907.35,-189.65
,Nifty Pharma,      8412.80,      8426.25,      8438.20,      8207.60,      8237.05,-175.75
,Nifty PSE,      3137.80,      3145.35,      3150.75,      3097.35,      3109.20,-28.6
,Nifty PSU Bank,      2378.15,      2378.90,      2378.90,      2330.70,      2346.75,-31.4
,Nifty Serv Sector,     17363.05,     17395.70,     17399.75,     17208.00,     17252.55,-110.5
,India VIX,16.4975,16.4975,17.1400,15.3800,16.7975,0.3000
,Nifty Auto,      8220.40,      8239.65,      8267.55,      8148.20,      8181.45,-38.95
,Nifty Metal,      2665.85,      2667.40,      2669.55,      2621.05,      2628.90,-36.95
,Nifty Media,      1868.05,      1868.20,      1870.65,      1839.40,      1845.00,-23.05
,NIFTY SMLCAP 100,      6327.95,      6329.40,      6331.85,      6213.75,      6226.65,-101.3
,Nifty 200,      6304.70,      6314.20,      6315.40,      6237.35,      6248.25,-56.45
,Nifty Div Opps 50,      2561.40,      2565.20,      2565.65,      2535.15,      2538.80,-22.6
,Nifty Commodities,      3409.25,      3416.60,      3416.90,      3358.45,      3367.35,-41.9
,Nifty Consumption,      5120.50,      5124.00,      5126.90,      5061.85,      5072.60,-47.9
,Nifty Fin Service,     14346.80,     14382.95,     14388.35,     14247.95,     14289.95,-56.85
,Nifty50 Div Point,       120.55,       120.55,       120.55,       120.55,       120.55,0
,Nifty100 Liq 15,      3690.50,      3698.80,      3698.80,      3629.45,      3644.25,-46.25
,Nifty CPSE,      1784.60,      1787.30,      1792.85,      1763.70,      1772.50,-12.1
,Nifty GrowSect 15,      6343.00,      6350.90,      6350.90,      6279.05,      6292.00,-51
,Nifty50 PR 2x Lev,      5225.20,      5240.25,      5241.00,      5122.40,      5143.75,-81.45
,Nifty50 PR 1x Inv,       386.80,       386.30,       390.65,       386.25,       389.85,3.05
,Nifty50 TR 2x Lev,      6795.35,      6814.90,      6815.90,      6661.65,      6689.45,-105.9
,Nifty50 TR 1x Inv,       339.25,       338.80,       342.60,       338.75,       341.90,2.65
,Nifty50 Value 20,      5512.50,      5521.05,      5521.65,      5455.65,      5463.70,-48.8
,Nifty Mid Liq 15,      4382.80,      4380.45,      4384.75,      4337.95,      4349.40,-33.4
,Nifty Pvt Bank,     17006.85,     17004.55,     17017.80,     16804.20,     16869.80,-137.05
,NIFTY100 Qualty30,      2767.05,      2772.05,      2772.05,      2726.40,      2731.05,-36
,Nifty GS 8 13Yr,      2033.19,      2033.19,      2035.09,      2033.14,      2033.51,.32
,Nifty GS 10Yr,      1874.98,      1874.98,      1877.53,      1874.98,      1876.09,1.11
,Nifty GS 10Yr Cln,       942.59,       942.59,       943.89,       942.59,       943.16,.57
,Nifty GS 4 8Yr,      2160.97,      2160.97,      2161.99,      2160.83,      2161.21,.24
,Nifty GS 11 15Yr,      2168.67,      2168.67,      2171.16,      2168.67,      2169.85,1.18
,Nifty GS 15YrPlus,      2352.16,      2352.16,      2352.16,      2351.80,      2351.80,-.36
,Nifty GS Compsite,      2069.25,      2069.25,      2070.88,      2069.25,      2069.89,.64

,ADVANCES,532
,DECLINES,1314
,UNCHANGED,112

,Total securities that have hit their price bands today,339

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,BAJFINANCE,EQ,      4419.00,      4364.30,-1.24,1578.56
,RELIANCE,EQ,      1479.85,      1443.75,-2.44,1487.51
,ESCORTS,EQ,       748.00,       818.35,9.41,1366.56
,TATAMOTORS,EQ,       188.05,       186.20,-0.98,1334.06
,SBIN,EQ,       316.45,       310.70,-1.82,1114.1
,ICICIBANK,EQ,       526.60,       532.20,1.06,756.92
,BAJAJ-AUTO,EQ,      3091.85,      3145.50,1.74,751.09
,HDFCBANK,EQ,      1235.85,      1226.05,-0.79,741.71
,BHARTIARTL,EQ,       490.25,       489.80,-0.09,733.6
,HDFC,EQ,      2404.25,      2415.00,0.45,677.37
,INDUSINDBK,EQ,      1258.25,      1231.50,-2.13,656.48
,TATASTEEL,EQ,       452.20,       448.55,-0.81,655.48
,AUROPHARMA,EQ,       507.35,       480.25,-5.34,609.17
,YESBANK,EQ,        41.20,        39.05,-5.22,589.97
,JINDALSTEL,EQ,       174.95,       175.65,0.4,589.57
,JUBLFOOD,EQ,      1748.90,      1832.45,4.78,552.46
,IBULHSGFIN,EQ,       315.15,       307.95,-2.28,505.34
,TCS,EQ,      2154.60,      2137.85,-0.78,449.15
,AXISBANK,EQ,       735.25,       730.90,-0.59,441.64
,IRCTC,EQ,      1116.40,      1137.15,1.86,436.51
,MARUTI,EQ,      7010.30,      7020.45,0.14,406.25
,BAJAJFINSV,EQ,      9894.25,      9639.65,-2.57,401.85
,PIDILITIND,EQ,      1496.70,      1520.85,1.61,389.03
,DABUR,EQ,       491.60,       478.75,-2.61,375.69
,LT,EQ,      1365.70,      1370.20,0.33,374.42

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,BAJAJ-AUTO,EQ,      3145.50,      3091.85,1.74
,ICICIBANK,EQ,       532.20,       526.60,1.06
,POWERGRID,EQ,       194.40,       192.40,1.04
,EICHERMOT,EQ,     20340.30,     20192.25,.73
,ASIANPAINT,EQ,      1805.00,      1796.95,.45

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,YESBANK,EQ,        39.05,        41.20,-5.22
,BAJAJFINSV,EQ,      9639.65,      9894.25,-2.57
,WIPRO,EQ,       240.70,       246.75,-2.45
,RELIANCE,EQ,      1443.75,      1479.85,-2.44
,ZEEL,EQ,       267.85,       274.25,-2.33

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        34.70,                   780015.00,22212
,21STCENMGM,EQ,        14.55,                      160.05,11
,3IINFOTECH,EQ,         2.25,                  1887283.45,826435
,3MINDIA,EQ,     22132.30,                 16405934.10,736
,3PLAND,EQ,         7.30,                       94.90,13
,5PAISA,EQ,       190.90,                  1102262.75,5795
,63MOONS,EQ,       105.15,                  9546168.45,90263
,732GS2024,GS,        95.55,                     9555.00,100
,A2ZINFRA,EQ,         6.95,                  1046905.95,150373
,AAKASH,SM,        64.50,                   258000.00,4000
,AARON,SM,        48.50,                   160050.00,3300
,AARTIDRUGS,EQ,       619.40,                  9832338.05,15764
,AARTIIND,EQ,       975.90,                477893622.70,493352
,AARVEEDEN,EQ,        13.85,                    24158.45,1761
,AAVAS,EQ,      1955.85,                 42546905.85,21831
,ABAN,EQ,        25.95,                   964957.15,37423
,ABB,EQ,      1331.75,                 30138641.95,22645
,ABBOTINDIA,EQ,     12516.55,                 78441078.45,6268
,ABCAPITAL,EQ,       100.05,                219297669.95,2171452
,ABFRL,EQ,       229.65,                 43684176.50,190362
,ABSLBANETF,EQ,       306.82,                      306.82,1
,ABSLNN50ET,EQ,       288.94,                      865.97,3
,ACCELYA,EQ,      1057.50,                 12576447.65,11718
,ACCORD,SM,        18.00,                  1082400.00,60000
,ACCURACY,SM,        21.90,                    35040.00,1600
,ACE,EQ,        87.25,                  5805062.20,66249
,ADANIENT,EQ,       231.50,                505417129.40,2192123
,ADANIGAS,EQ,       166.75,                109445664.25,652688
,ADANIGREEN,EQ,       180.45,                185060197.50,1024133
,ADANIPOWER,EQ,        62.70,                284311459.60,4508995
,ADANITRANS,EQ,       320.80,                 20956921.15,65326
,ADFFOODS,EQ,       292.30,                  4005059.60,13678
,ADHUNIKIND,EQ,        39.00,                  2009067.05,51512
,ADLABS,BE,         3.95,                    55285.50,13900
,ADORWELD,EQ,       320.10,                   589114.30,1832
,ADROITINFO,BE,         6.00,                     2934.05,514
,ADSL,BE,        24.25,                  4143455.15,171186
,ADVANIHOTR,EQ,        57.35,                  1029453.55,17974
,ADVENZYMES,EQ,       170.05,                  8183654.20,47960
,AEGISCHEM,EQ,       205.70,                 25369383.20,123040
,AFFLE,EQ,      1695.90,                388197657.45,230312
,AGARIND,EQ,        85.60,                  1036728.15,12302
,AGCNET,EQ,       232.70,                  6147697.55,26610
,AGRITECH,EQ,        45.15,                   306221.05,6678
,AGROPHOS,EQ,        24.85,                    36131.90,1454
,AHLADA,SM,        50.10,                    50100.00,1000
,AHLEAST,EQ,       182.05,                   171836.45,954
,AHLUCONT,EQ,       319.95,                  2243518.40,7016
,AHLWEST,EQ,       340.05,                  1088339.20,3152
,AIAENG,EQ,      1800.15,                 34017335.45,19008
,AIONJSW,EQ,        14.10,                  1158491.50,80998
,AIRAN,EQ,        13.40,                   250645.95,18564
,AISL,SM,        28.50,                   410520.00,14400
,AJANTPHARM,EQ,      1119.80,                 74767847.40,65548
,AJMERA,EQ,       144.20,                  2822359.60,19363
,AJOONI,SM,         8.00,                   127200.00,16000
,AKASH,BE,        86.35,                   211021.50,2441
,AKSHARCHEM,EQ,       242.55,                  1089828.35,4386
,AKSHOPTFBR,EQ,         8.00,                  1872696.25,233397
