,24-Nov-2020
The Nifty witnessed an intraday movement of about 101.1 points.The closing index was 1 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 66399.52
, Traded Quantity (in Lakhs), 28632.94
, Number of Trades, 18512741
, Total Market Capitalisation (Rs. Crores), 17267120.08

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12926.45,     13002.60,     13079.10,     12978.00,     13055.15,128.7
,NIFTY50 EQL Wgt,     13409.30,     13477.75,     13537.70,     13461.10,     13522.75,113.45
,NIFTY100 EQL Wgt,     14308.35,     14374.15,     14432.85,     14358.65,     14403.10,94.75
,NIFTY100 LowVol30,     10146.65,     10182.35,     10242.10,     10170.80,     10215.10,68.45
,NIFTY Alpha 50,     18875.05,     19042.10,     19087.50,     18949.55,     19019.50,144.45
,NIFTY MIDCAP 150,      7279.50,      7322.55,      7347.95,      7316.40,      7340.00,60.5
,NIFTY SMLCAP 50,      3111.50,      3141.85,      3150.40,      3131.65,      3146.65,35.15
,NIFTY SMLCAP 250,      5427.40,      5471.70,      5482.05,      5455.50,      5475.85,48.45
,NIFTY MIDSML 400,      6615.35,      6658.95,      6678.35,      6650.05,      6671.55,56.2
,NIFTY200 QUALTY30,     11131.40,     11174.20,     11240.10,     11165.20,     11211.15,79.75
,Nifty FinSrv25 50,     13553.90,     13658.70,     13772.85,     13629.20,     13739.90,186
,NIFTY AlphaLowVol,     12782.75,     12838.05,     12859.10,     12772.10,     12833.70,50.95
,Nifty200Momentm30,     12596.75,     12653.70,     12674.40,     12578.35,     12649.60,52.85
,Nifty100ESGSecLdr,      2243.50,      2255.30,      2265.05,      2250.95,      2260.00,16.5
,Nifty IT,     22007.05,     22099.60,     22281.85,     22016.95,     22064.30,57.25
,Nifty Next 50,     30220.30,     30351.95,     30476.75,     30284.20,     30377.15,156.85
,Nifty Bank,     29024.20,     29265.60,     29827.80,     29206.75,     29737.25,713.05
,NIFTY MIDCAP 100,     19211.40,     19326.40,     19389.40,     19292.40,     19352.25,140.85
,Nifty 500,     10635.95,     10698.30,     10749.35,     10686.50,     10733.60,97.65
,Nifty 100,     13036.65,     13110.80,     13179.10,     13090.10,     13158.30,121.65
,Nifty Midcap 50,      5365.55,      5399.00,      5417.70,      5381.55,      5410.55,45
,Nifty Realty,       253.75,       255.45,       260.90,       254.60,       258.30,4.55
,Nifty Infra,      3436.50,      3452.40,      3466.65,      3439.70,      3446.00,9.5
,Nifty Energy,     16405.55,     16528.35,     16584.05,     16342.50,     16460.55,55
,Nifty FMCG,     31568.10,     31600.40,     31878.10,     31576.95,     31832.20,264.1
,Nifty MNC,     14789.15,     14836.95,     14918.05,     14825.60,     14901.55,112.4
,Nifty Pharma,     11737.20,     11808.90,     11912.35,     11680.00,     11880.80,143.6
,Nifty PSE,      2580.95,      2593.85,      2607.10,      2573.15,      2581.95,1
,Nifty PSU Bank,      1466.85,      1478.60,      1487.55,      1463.75,      1483.10,16.25
,Nifty Serv Sector,     18101.30,     18221.90,     18331.75,     18178.25,     18289.40,188.1
,India VIX,20.7975,20.7975,22.0000,20.0250,21.0575,0.2600
,Nifty Auto,      8738.60,      8776.65,      8942.15,      8767.65,      8887.95,149.35
,Nifty Metal,      2808.60,      2827.50,      2846.75,      2803.25,      2839.15,30.55
,Nifty Media,      1477.30,      1484.95,      1490.90,      1475.45,      1478.00,.7
,NIFTY SMLCAP 100,      6309.65,      6369.60,      6386.05,      6352.25,      6380.00,70.35
,Nifty 200,      6688.00,      6726.25,      6759.20,      6717.80,      6748.90,60.9
,Nifty Div Opps 50,      2630.40,      2640.45,      2654.00,      2637.50,      2647.05,16.65
,Nifty Commodities,      3594.75,      3616.40,      3624.85,      3593.20,      3607.50,12.75
,Nifty Consumption,      5387.45,      5400.35,      5442.00,      5397.70,      5422.95,35.5
,Nifty Fin Service,     14059.10,     14170.95,     14312.60,     14139.05,     14275.25,216.15
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3112.85,      3133.80,      3167.15,      3130.60,      3160.80,47.95
,Nifty CPSE,      1483.85,      1489.65,      1502.35,      1482.20,      1487.25,3.4
,Nifty GrowSect 15,      6471.75,      6509.00,      6573.30,      6492.80,      6557.90,86.15
,Nifty50 PR 2x Lev,      5216.75,      5277.80,      5339.00,      5259.90,      5320.20,103.45
,Nifty50 PR 1x Inv,       339.70,       337.75,       338.30,       335.75,       336.35,-3.35
,Nifty50 TR 2x Lev,      6927.70,      7008.75,      7090.05,      6985.00,      7065.05,137.35
,Nifty50 TR 1x Inv,       294.95,       293.25,       293.75,       291.50,       292.05,-2.9
,Nifty50 Value 20,      6232.05,      6256.95,      6289.80,      6246.25,      6272.50,40.45
,Nifty Mid Liq 15,      4714.55,      4741.15,      4768.40,      4736.30,      4758.45,43.9
,Nifty Pvt Bank,     16166.85,     16298.45,     16592.35,     16263.00,     16542.95,376.1
,NIFTY100 Qualty30,      3023.10,      3033.85,      3054.95,      3031.85,      3049.00,25.9
,Nifty GS 8 13Yr,      2241.68,      2242.05,      2244.42,      2240.79,      2244.37,2.69
,Nifty GS 10Yr,      2021.98,      2022.30,      2025.04,      2020.03,      2024.74,2.76
,Nifty GS 10Yr Cln,       968.53,       968.53,       969.86,       967.42,       969.72,1.19
,Nifty GS 4 8Yr,      2388.67,      2389.05,      2391.62,      2388.05,      2391.61,2.94
,Nifty GS 11 15Yr,      2422.24,      2422.67,      2427.84,      2422.45,      2427.84,5.6
,Nifty GS 15YrPlus,      2636.51,      2636.99,      2639.27,      2636.99,      2639.27,2.76
,Nifty GS Compsite,      2287.43,      2287.81,      2290.30,      2286.97,      2290.29,2.86

,ADVANCES,1097
,DECLINES,806
,UNCHANGED,117

,Total securities that have hit their price bands today,364

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      1394.60,      1438.20,3.13,2871.05
,HIKAL,EQ,       173.20,                 68565864.90,396769
,HIL,EQ,      2016.55,                 32343333.45,16052
,HILTON,EQ,         9.25,                   125191.95,13340
,HIMATSEIDE,EQ,       119.55,                 23686470.40,197984
,HINDCOMPOS,EQ,       209.95,                  2062414.75,9749
,HINDCOPPER,EQ,        38.80,                124051175.65,3224375
,HINDMOTORS,EQ,         5.55,                  1795036.40,331090
,HINDNATGLS,EQ,        28.40,                  5114199.35,176728
,HINDOILEXP,EQ,        72.80,                 18496377.90,254043
,HIRECT,EQ,       149.00,                 30947984.75,206139
,HISARMETAL,EQ,        76.65,                   560038.10,7382
,HITECH,EQ,       161.95,                 10684972.95,66131
,HITECHCORP,EQ,       113.65,                  2537450.30,21895
,HITECHGEAR,BE,       144.00,                   272753.75,1889
,HLVLTD,EQ,         4.70,                   833559.60,174117
,HMT,BZ,        14.60,                   171766.50,11831
,HMVL,EQ,        57.00,                 14704807.70,257691
,HNDFDS,EQ,       882.50,                 16131906.40,18184
,HNGSNGBEES,EQ,       344.36,                    37974.33,110
,HONAUT,EQ,     30985.15,                 99862772.20,3222
,HONDAPOWER,EQ,       940.40,                 48862839.15,51959
,HOTELRUGBY,EQ,         1.20,                       36.00,30
,HOVS,EQ,        31.15,                   240584.30,7801
,HPL,EQ,        34.00,                 17078562.70,498460
,HSCL,EQ,        41.25,                241509707.15,5782488
,HSIL,EQ,       102.50,                 40436796.15,397300
,HTMEDIA,EQ,        13.75,                  1153717.70,83425
,HUBTOWN,EQ,        10.80,                   403466.30,37695
,HUDCO,EQ,        35.55,                113148422.80,3200129
,HUDCO,N3,      1109.50,                  1332498.25,1206
,HUDCO,NA,      1107.00,                   181742.10,148
,HUDCO,ND,      1284.44,                  1184160.30,919
,HUDCO,N2,      1271.58,                    38208.22,30
,HUDCO,NE,      1505.00,                   509792.29,339
,HUDCO,NB,      1311.00,                   131100.00,100
,HUDCO,N8,      1293.95,                   591335.15,457
,HUDCO,N4,      1126.00,                     5630.00,5
,HUSYSLTD,SM,       118.35,                  1242800.00,10000
,IBMFNIFTY,EQ,       130.41,                    35282.26,272
,IBREALEST,EQ,        60.85,                267124368.30,4366609
,IBULHSGFIN,EQ,       181.70,               1899448059.75,10588500
,IBULHSGFIN,NA,       732.47,                   676493.15,922
,IBULISL,EQ,        51.75,                  6905721.40,133170
,ICEMAKE,EQ,        80.05,                  1807712.85,22335
,ICICI500,EQ,       175.35,                   136777.40,784
,ICICIALPLV,EQ,       129.17,                   207638.40,1611
,ICICIB22,EQ,        29.11,                  8635977.80,297021
,ICICIBANKN,EQ,       294.93,                  3273653.54,11141
,ICICIBANKP,EQ,       163.01,                  3372892.26,20821
,ICICIGOLD,EQ,        43.90,                 22282439.92,506343
,ICICILIQ,EQ,       999.99,                  9352996.86,9353
,ICICILOVOL,EQ,       106.50,                 13045519.00,122815
,ICICIM150,EQ,        74.06,                   364096.77,4928
,ICICIMCAP,EQ,        72.49,                  1400873.04,19249
,ICICINF100,EQ,       141.86,                   580034.22,4091
,ICICINIFTY,EQ,       138.20,                 26581198.08,192226
,ICICINV20,EQ,        65.33,                   224931.63,3440
,ICICINXT50,EQ,        30.83,                  1090191.64,35423
,ICICISENSX,EQ,       479.83,                   485536.27,1017
,ICICITECH,EQ,       222.75,                  4157014.86,18655
,ICIL,EQ,       161.75,                 36943164.45,229458
,ICRA,EQ,      2615.15,                  7296679.95,2781
,IDBI,EQ,        37.80,                 46927306.50,1238396
,IDBIGOLD,EQ,      4566.10,                  1047888.35,229
,IDEA,EQ,        10.25,               4657814006.55,449615731
,IDFC,EQ,        41.00,               1547884876.40,36614018
,IDFCFIRSTB,EQ,        36.90,               1756947086.75,48328341
,IDFCFIRSTB,N7,      5247.00,                    41955.00,8
,IDFCFIRSTB,NC,     10308.20,                   257756.88,25
,IDFCFIRSTB,N6,     10575.05,                    42305.15,4
,IDFCFIRSTB,NA,     10835.00,                    86694.00,8
,IDFCFIRSTB,N5,      5273.00,                    53040.00,10
,IDFCFIRSTB,N8,     10700.00,                    92830.04,9
,IDFCFIRSTB,NB,      5443.95,                    90649.05,17
,IDFCFIRSTB,N9,      5413.06,                    27207.19,5
,IDFNIFTYET,EQ,       148.62,                   177251.55,1195
,IEX,EQ,       212.25,                164739666.80,779999
,IFBAGRO,EQ,       469.50,                 88148456.30,195972
,IFBIND,EQ,       766.15,                 23657197.45,30786
,IFCI,EQ,         6.35,                 17550283.15,2737576
,IFCI,NL,      1066.00,                    92857.50,87
,IFCI,NH,      1017.00,                   384880.50,380
,IFGLEXPOR,EQ,       174.85,                  1876634.95,10519
,IGARASHI,EQ,       339.70,                139869277.10,405759
,IGPL,EQ,       449.65,                 23017564.50,51512
,IIFL,EQ,       112.85,                 91790312.85,801954
,IIFL,NC,       999.00,                    94849.75,96
,IIFL,N5,      1098.75,                  1031874.70,980
,IIFL,N2,      1177.80,                    16496.85,14
,IIFL,N6,      1045.66,                   123232.00,118
,IIFL,N7,      1003.00,                    10030.00,10
,IIFLSEC,EQ,        44.10,                 23822038.25,546128
,IIFLWAM,EQ,       996.15,                 27704239.25,27870
,IITL,EQ,        53.95,                 12110691.00,234596
,IL&FSENGG,BZ,         3.30,                   328688.30,99148
,IL&FSTRANS,BZ,         1.35,                    25965.90,19234
,IMAGICAA,EQ,         4.55,                   324539.65,70830
,IMFA,EQ,       284.85,                  7733500.75,26859
,IMPAL,EQ,       528.30,                   571400.95,1083
,IMPEXFERRO,EQ,          .70,                    13973.40,19962
,INDBANK,EQ,         8.65,                   502208.05,58332
,INDHOTEL,EQ,       114.80,                137429058.40,1195612
,INDIACEM,EQ,       153.35,                460793022.60,2935111
,INDIAGLYCO,EQ,       291.20,                 49942816.05,169979
,INDIAMART,EQ,      4813.90,                353488381.15,72863
,INDIANB,EQ,        65.20,                 78796945.95,1208487
,INDIANCARD,EQ,        96.70,                   167849.70,1734
,INDIANHUME,EQ,       176.00,                  5180404.60,29417
,INDIGRID,IV,       111.42,                 51180266.34,462672
,INDLMETER,EQ,        13.00,                    40643.25,3053
,INDNIPPON,EQ,       346.95,                  4176123.90,11933
,INDOCO,EQ,       274.75,                174670987.85,631474
,INDORAMA,EQ,        23.85,                   539478.40,22941
,INDOSOLAR,BZ,         1.05,                    47153.80,44124
,INDOSTAR,EQ,       295.15,                 10521227.75,35622
,INDOTECH,EQ,        96.05,                  1824308.95,18917
,INDOTHAI,EQ,        20.10,                    81001.10,4070
,INDOWIND,EQ,         3.15,                   160300.75,51611
,INDRAMEDCO,EQ,        52.10,                 21701582.50,413895
,INDSWFTLAB,EQ,        70.85,                 22797975.00,319200
,INDSWFTLTD,BE,         2.90,                    27033.80,9322
,INDTERRAIN,EQ,        34.80,                 71567342.55,2008920
,INEOSSTYRO,EQ,       691.20,                 38125943.05,55676
,INFIBEAM,EQ,        80.30,                189108129.70,2287822
,INFOBEAN,EQ,       127.45,                  1266665.70,9935
,INFRABEES,EQ,       356.03,                   164975.28,463
,INGERRAND,EQ,       613.60,                344575156.25,553091
,INNOVANA,SM,        74.00,                   148000.00,2000
,INNOVATIVE,SM,         5.80,                    17400.00,3000
,INOXLEISUR,EQ,       262.00,                 87487909.85,334004
,INOXWIND,EQ,        55.00,                 42945865.45,767690
,INSECTICID,EQ,       439.20,                 10798618.90,24567
,INSPIRISYS,EQ,        29.95,                   187127.90,6317
,INTEGRA,EQ,         1.05,                     6402.90,6098
,INTELLECT,EQ,       265.70,                 56775221.60,212633
,INTENTECH,EQ,        32.90,                  1160630.00,35171
,INVENTURE,EQ,        21.50,                  1359748.50,63156
,IOB,EQ,        10.40,                 90633186.70,8930881
,IOLCP,EQ,       739.20,                461981593.25,633190
,IPCALAB,EQ,      2210.45,               2742752697.05,1234290
,IRB,EQ,       119.35,                 92580076.70,772437
,IRBINVIT,IV,        43.49,                  7281775.00,167500
,IRCON,EQ,        85.10,                 75623492.40,884801
,IRCTC,EQ,      1362.30,                307235668.55,224459
,IREDA,N5,      1350.00,                   343670.00,250
,IREDA,N6,      1480.00,                   222000.00,150
,IRFC,N9,      1228.89,                    49155.60,40
,IRFC,N1,      1055.00,                  1839441.46,1745
,IRFC,NO,      1245.06,                  2621538.98,2108
,IRFC,N3,      1071.00,                    21440.00,20
,IRFC,NE,      1355.00,                   142299.95,105
,IRFC,N2,      1203.00,                   441551.00,367
,IRFC,NN,      1132.74,                  3557484.74,3140
,IRFC,NJ,      1238.49,                  3991057.01,3222
,IRISDOREME,SM,        36.00,                   834400.00,22400
,ISEC,EQ,       439.95,                119650242.25,272178
,ISFT,EQ,        66.30,                   656563.00,10103
,ISMTLTD,EQ,         8.90,                   219029.00,24610
,ITDC,EQ,       248.85,                  9624012.75,38320
,ITDCEM,EQ,        54.35,                 29744276.60,545547
,ITI,EQ,       125.75,                 66138802.85,523591
,IVC,BE,         3.70,                   201144.50,53892
,IVP,EQ,        70.70,                  1299479.00,18385
,IVZINGOLD,EQ,      4472.85,                   245687.20,55
,IVZINNIFTY,EQ,      1405.00,                   107519.15,77
,IZMO,EQ,        44.75,                   643331.85,14251
,J&KBANK,EQ,        25.55,               1002580431.50,38256437
,JAGRAN,EQ,        39.65,                 15413348.45,389209
,JAGSNPHARM,EQ,        58.85,                 16407360.70,274011
,JAIBALAJI,EQ,        17.00,                   540101.10,32024
,JAICORPLTD,EQ,        92.80,                265862066.40,2852615
,JAIHINDPRO,BZ,         1.40,                      109.70,76
,JAINSTUDIO,BZ,         1.40,                      700.00,500
,JAKHARIA,SM,       152.05,                   121640.00,800
,JAMNAAUTO,EQ,        55.20,                 93741464.30,1674520
,JASH,EQ,       220.20,                 11407740.25,51836
,JAYAGROGN,EQ,       102.35,                  2861602.70,28571
,JAYBARMARU,EQ,       247.60,                181708776.15,734024
,JAYNECOIND,EQ,         3.90,                   108603.30,27847
,JAYSREETEA,EQ,        69.50,                 13156905.65,188032
,JBCHEPHARM,EQ,       979.90,                127157973.15,130780
,JBFIND,EQ,         7.15,                  1969609.50,278462
,JBMA,EQ,       265.90,                 24401358.35,92324
,JCHAC,EQ,      2144.05,                 24608245.55,11505
,JETAIRWAYS,BZ,        67.25,                 10733658.40,160804
,JETFREIGHT,SM,        13.30,                    53200.00,4000
,JHS,EQ,        20.35,                  1307881.50,63576
,JIKIND,BE,          .45,                    25436.35,54024
,JINDALPHOT,EQ,        14.50,                   109893.45,7509
,JINDALPOLY,EQ,       468.15,                 17409370.95,37033
,JINDALSAW,EQ,        66.65,                 29190879.45,437512
,JINDALSTEL,EQ,       240.95,               2037196831.65,8472362
,JINDRILL,EQ,        86.65,                 10881563.40,129446
,JINDWORLD,EQ,        49.35,                  6063443.50,122018
,JISLDVREQS,EQ,        12.10,                  5514977.25,424778
,JISLJALEQS,EQ,        19.40,                156144661.60,7861096
,JITFINFRA,BE,         7.40,                    35659.40,4822
,JIYAECO,BE,         7.30,                   101789.45,14332
,JKCEMENT,EQ,      1953.20,                456149525.20,236425
,JKIL,EQ,       119.70,                 11768686.85,98812
,JKLAKSHMI,EQ,       340.95,                 58726600.25,171509
,JKPAPER,EQ,        94.90,                 68173827.25,716805
,JKTYRE,EQ,        80.85,                365582601.55,4416262
,JMA,EQ,        30.10,                   635624.35,20970
,JMCPROJECT,EQ,        52.40,                  9017448.65,170627
,JMFINANCIL,EQ,        78.25,                 61962911.80,798159
,JMTAUTOLTD,EQ,         2.65,                   465072.65,176829
,JOCIL,EQ,       162.50,                  1539776.75,9612
,JPASSOCIAT,EQ,         4.20,                 18472711.15,4409844
,JPINFRATEC,EQ,         1.30,                   989068.05,752682
,JPOLYINVST,EQ,        14.30,                    17367.75,1257
,JPPOWER,EQ,         2.45,                  8212393.50,3297960
,JSL,EQ,        65.45,                 48937532.55,743856
,JSLHISAR,EQ,       117.85,                 89449005.00,750061
,JSWENERGY,EQ,        61.45,                 68939276.10,1117063
,JSWHL,EQ,      3451.65,                 14435670.20,4199
,JSWISPL,EQ,        17.85,                  4028114.10,224886
,JTEKTINDIA,EQ,        84.05,                 73777028.40,893799
,JUBILANT,EQ,       729.10,                160324821.90,218550
,JUBLFOOD,EQ,      2543.10,               2296237691.10,890378
,JUBLINDS,EQ,       208.00,                 72456804.10,339003
,JUMPNET,EQ,        21.25,                   804461.25,37857
,JUNIORBEES,EQ,       316.08,                 37135228.38,117297
,JUSTDIAL,EQ,       621.20,                314225958.85,503495
,JYOTHYLAB,EQ,       142.35,                112462660.45,790033
,JYOTISTRUC,BZ,         3.55,                   270108.30,76843
,KABRAEXTRU,EQ,        78.00,                   786240.70,10042
,KAJARIACER,EQ,       625.30,                219205991.30,352431
,KAKATCEM,EQ,       167.40,                  3207722.55,19050
,KALPATPOWR,EQ,       291.30,                 72249512.20,245000
,KALYANIFRG,BE,       130.05,                    71381.40,550
,KAMATHOTEL,EQ,        31.35,                   934367.75,29587
,KAMDHENU,EQ,        75.40,                   651566.20,8655
,KANANIIND,EQ,         3.15,                     8800.25,2805
,KANORICHEM,EQ,        43.35,                  4183793.45,94397
,KANSAINER,EQ,       539.85,                142478233.35,265430
,KAPSTON,BE,       100.50,                     2553.00,26
,KARDA,EQ,       105.25,                  3037282.45,29111
,KARMAENG,EQ,         9.15,                    17568.40,1905
,KARURVYSYA,EQ,        38.20,                 74016672.45,1934775
,KAUSHALYA,EQ,         1.40,                    61057.80,43332
,KAYA,EQ,       258.90,                  4661539.40,18026
,KCP,EQ,        69.35,                 16807064.10,241055
,KCPSUGIND,EQ,        14.45,                  1218699.25,84163
,KDDL,EQ,       176.25,                  2603578.40,14655
,KEC,EQ,       348.95,                195773482.50,554646
,KECL,EQ,        11.90,                   810019.45,67949
,KEERTI,EQ,        26.95,                     5766.25,214
,KEI,EQ,       391.00,                132218793.60,339809
,KELLTONTEC,EQ,        54.10,                 80102135.45,1472436
,KENNAMET,EQ,       832.60,                 18321644.15,22337
,KERNEX,BE,        24.00,                    57192.90,2462
,KESORAMIND,EQ,        42.10,                 12778237.85,300223
,KEYFINSERV,EQ,       106.25,                   479187.50,4510
,KGL,BZ,          .25,                   203280.25,862877
,KHADIM,EQ,       112.60,                 14505896.35,127338
,KHAICHEM,EQ,        21.10,                 10901653.25,531049
,KHANDSE,EQ,         8.90,                     8181.65,912
,KICL,EQ,      1345.40,                  1486837.05,1103
,KILITCH,BE,        90.95,                   411153.80,4508
,KINGFA,EQ,       575.55,                  3690962.30,6399
,KIOCL,EQ,       116.90,                  6317266.05,53726
,KIRIINDUS,EQ,       477.45,                 23962284.30,50139
,KIRLFER,EQ,       116.30,                 21438013.20,183421
,KIRLOSBROS,EQ,       143.10,                430698301.55,3033803
,KIRLOSENG,EQ,       113.05,                 35134843.50,308978
,KIRLOSIND,EQ,       715.00,                  1544224.60,2139
,KITEX,EQ,       102.05,                 18225112.40,178503
,KKCL,EQ,       774.10,                  2860970.10,3692
,KMSUGAR,EQ,        10.10,                  1716728.25,168565
,KNRCON,EQ,       285.00,                 32518158.30,114456
,KOKUYOCMLN,EQ,        62.85,                  7162491.30,113290
,KOLTEPATIL,EQ,       207.50,                247990090.50,1189356
,KOPRAN,EQ,       118.60,                 18874069.70,157969
,KOTAKBKETF,EQ,       299.42,                 11818869.77,39696
,KOTAKGOLD,EQ,       431.60,                 93578784.65,217007
,KOTAKNIFTY,EQ,       135.78,                  8680561.34,63999
,KOTAKNV20,EQ,        66.49,                  2336422.16,35225
,KOTAKPSUBK,EQ,       146.76,                  3172448.92,21900
,KOTARISUG,EQ,        14.85,                   615084.55,41698
,KOTHARIPET,EQ,        15.15,                  1199345.40,79021
,KOTHARIPRO,EQ,        62.15,                   996384.60,15835
,KPITTECH,EQ,       105.55,                 23017515.90,218222
,KPRMILL,EQ,       792.30,                  9623684.10,12066
,KRBL,EQ,       252.30,                 74023488.10,293531
,KREBSBIO,EQ,        88.40,                  1748041.60,19410
,KRIDHANINF,EQ,         2.55,                   167392.65,64475
,KRISHANA,BE,        79.25,                   790543.95,10164
,KSB,EQ,       572.95,                113760249.15,200003
,KSCL,EQ,       499.20,                 94121365.25,187912
,KSERASERA,BZ,          .20,                   275965.20,1528583
,KSK,EQ,          .40,                   249531.85,668777
,KSL,EQ,       238.55,                 20416007.20,84228
,KSOLVES,SM,       400.00,                   483000.00,1200
,KTKBANK,EQ,        47.00,                164819035.75,3505043
,KUANTUM,EQ,        41.35,                   192042.20,4627
,KWALITY,EQ,         2.50,                   513182.70,206853
,L&TFH,EQ,        73.10,               1276903528.10,17486112
,L&TFINANCE,Y1,      1083.00,                    87439.17,79
,L&TFINANCE,Y7,      1080.00,                    31427.00,29
,L&TFINANCE,NY,      1095.00,                    10950.00,10
,L&TFINANCE,NQ,      1080.00,                    93519.18,87
,L&TFINANCE,NG,      1205.00,                   965229.00,801
,L&TFINANCE,NE,      1098.73,                   915043.00,853
,L&TFINANCE,N8,      1055.01,                    26375.25,25
,L&TFINANCE,NA,      1180.00,                   236000.00,200
,L&TFINANCE,Y9,      1132.00,                   340731.00,301
,L&TFINANCE,Y5,      1121.50,                    39200.00,35
,L&TFINANCE,NO,      1083.00,                   216600.00,200
,L&TINFRA,N6,      2165.94,                   701199.55,324
,L&TINFRA,N5,      1055.00,                   176246.80,167
,LAGNAM,SM,         7.90,                    23700.00,3000
,LAKPRE,BZ,         3.00,                     8688.00,2896
,LAKSHVILAS,EQ,         7.30,                 11062354.30,1515391
,LALPATHLAB,EQ,      2270.25,                381478973.20,165416
,LAMBODHARA,EQ,        28.65,                   143083.55,5053
,LAOPALA,EQ,       214.85,                 20706777.05,96406
,LASA,EQ,        81.35,                 43807282.85,539880
,LAURUSLABS,EQ,       289.70,                835415298.40,2873638
,LAXMICOT,SM,         8.60,                   104100.00,12000
,LAXMIMACH,EQ,      4435.40,                 30068385.85,6795
,LEMONTREE,EQ,        32.70,                 54206943.35,1667003
,LEXUS,SM,        13.10,                    26200.00,2000
,LFIC,EQ,        57.90,                    35138.00,610
,LGBBROSLTD,EQ,       278.70,                 30345607.05,110300
,LGBFORGE,EQ,         2.60,                   289156.70,111338
,LIBAS,EQ,        28.85,                   694086.10,24167
,LIBERTSHOE,EQ,       148.00,                 50887635.35,340268
,LICHSGFIN,EQ,       324.05,               1481540086.55,4556979
,LICNETFGSC,EQ,        21.63,                   123186.25,5676
,LICNETFN50,EQ,       133.27,                   121854.58,910
,LICNETFSEN,EQ,       457.00,                    35638.30,78
,LICNFNHGP,EQ,       132.53,                   179527.88,1381
,LIKHITHA,EQ,       155.30,                 14047139.75,90088
,LINCOLN,EQ,       239.25,                 79562300.65,331814
,LINCPEN,EQ,       162.55,                   524005.70,3247
,LINDEINDIA,EQ,       900.20,                 62760822.20,69503
,LIQUIDBEES,EQ,       999.99,                885735144.17,885736
,LIQUIDETF,EQ,       999.99,                 41801793.19,41802
,LOKESHMACH,EQ,        23.75,                   260342.95,10926
,LOTUSEYE,EQ,        31.90,                   534160.75,16624
,LOVABLE,EQ,        64.70,                 12391903.80,189304
,LPDC,EQ,         1.30,                    29008.85,22193
,LSIL,EQ,          .70,                   683368.75,979517
,LTMFEOFR,MF,        10.50,                  1378439.00,135560
,LTTS,EQ,      1692.20,                444605801.65,262740
,LUMAXIND,EQ,      1327.25,                  5502631.15,4173
,LUMAXTECH,EQ,       103.25,                  7494565.95,72309
,LUXIND,EQ,      1553.15,                 51270059.00,32855
,LYKALABS,EQ,        19.90,                  2312741.30,119070
,LYPSAGEMS,EQ,         3.10,                    75646.20,24257
,M&MFIN,EQ,       166.35,               3671492170.65,22037664
,M&MFIN,N1,      1090.00,                    10900.00,10
,M100,EQ,        20.13,                  1407717.93,69928
,M14RG,MF,         6.45,                    64500.00,10000
,M15RD,MF,         6.05,                     6793.10,1101
,M15RG,MF,         6.42,                    13923.20,2210
,M17RD,MF,         6.30,                    34650.00,5500
,M50,EQ,       127.91,                  1084689.70,8478
,MAANALU,EQ,        78.35,                  4000098.00,51925
,MACPOWER,EQ,        60.80,                   125869.55,2106
,MADHAV,EQ,        28.45,                   265716.35,9214
,MADHUCON,EQ,         3.10,                   188945.30,61310
,MADRASFERT,EQ,        17.15,                   989817.95,57839
,MAESGETF,EQ,        22.54,                   201988.48,8975
,MAGADSUGAR,EQ,       104.00,                  1683057.80,16013
,MAGMA,EQ,        47.45,                 83830134.65,1764621
,MAGNUM,EQ,         4.70,                    60508.75,12953
,MAHABANK,EQ,        11.65,                 17272535.05,1474817
,MAHAPEXLTD,BE,        72.70,                    92791.10,1274
,MAHASTEEL,EQ,        97.55,                  1178829.30,12249
,MAHEPC,EQ,       145.40,                 11817521.85,81103
,MAHESHWARI,BE,        83.05,                   720310.35,8684
,MAHICKRA,SM,        80.40,                   361875.00,4500
,MAHINDCIE,EQ,       160.20,                 48849115.40,305269
,MAHLIFE,EQ,       275.80,                 18298403.10,66026
,MAHLOG,EQ,       389.50,                 32254774.50,83280
,MAHSCOOTER,EQ,      3874.25,                 35132884.70,9018
,MAHSEAMLES,EQ,       253.45,                 55168084.75,215431
,MAITHANALL,EQ,       549.60,                 26038397.50,47283
,MAJESCO,EQ,       939.90,                478822739.55,509119
,MALUPAPER,EQ,        25.15,                   994184.00,39321
,MAN50ETF,EQ,       132.91,                  4378584.32,32889
,MANAKALUCO,EQ,         7.05,                    48345.20,6787
,MANAKCOAT,EQ,         5.70,                   139662.05,24878
,MANAKSIA,EQ,        45.00,                 16476547.80,372507
,MANAKSTEEL,EQ,        13.60,                  2484827.50,176104
,MANALIPETC,EQ,        34.15,                 19535164.00,565886
,MANAPPURAM,EQ,       163.15,               1005757123.85,6174470
,MANGALAM,EQ,       148.65,                 13077252.50,87864
,MANGCHEFER,EQ,        35.25,                 19833142.65,565291
,MANGLMCEM,EQ,       216.55,                 13528264.50,61921
,MANGTIMBER,EQ,         8.60,                    92002.80,10698
