,04-Dec-2020
The Nifty witnessed an intraday movement of about 127.2 points.The closing index was 0.95 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 72020.34
, Traded Quantity (in Lakhs), 34943.59
, Number of Trades, 20013963
, Total Market Capitalisation (Rs. Crores), 17790826.25

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     13133.90,     13177.40,     13280.05,     13152.85,     13258.55,124.65
,NIFTY50 EQL Wgt,     13960.80,     14029.15,     14128.90,     13965.40,     14112.35,151.55
,NIFTY100 EQL Wgt,     14927.50,     14995.35,     15059.00,     14893.85,     15042.85,115.35
,NIFTY100 LowVol30,     10321.70,     10355.60,     10408.35,     10332.65,     10384.90,63.2
,NIFTY Alpha 50,     19220.05,     19304.35,     19355.95,     19138.05,     19268.10,48.05
,NIFTY MIDCAP 150,      7597.80,      7638.05,      7667.05,      7554.35,      7625.90,28.1
,NIFTY SMLCAP 50,      3307.40,      3323.55,      3331.00,      3300.00,      3322.05,14.65
,NIFTY SMLCAP 250,      5736.05,      5769.70,      5783.40,      5718.65,      5764.90,28.85
,NIFTY MIDSML 400,      6930.95,      6968.85,      6991.65,      6897.30,      6959.40,28.45
,NIFTY200 QUALTY30,     11491.10,     11520.15,     11583.65,     11506.00,     11573.75,82.65
,Nifty FinSrv25 50,     13815.70,     13863.90,     13998.55,     13757.05,     13906.85,91.15
,NIFTY AlphaLowVol,     13104.00,     13145.30,     13191.35,     13101.40,     13181.70,77.7
,Nifty200Momentm30,     12925.00,     12965.55,     13038.35,     12922.35,     13026.70,101.7
,Nifty100ESGSecLdr,      2258.10,      2264.95,      2277.85,      2260.70,      2274.90,16.8
,Nifty IT,     22202.20,     22222.25,     22347.85,     22130.30,     22309.80,107.6
,Nifty Next 50,     31319.40,     31434.60,     31556.35,     31170.85,     31439.10,119.7
,Nifty Bank,     29448.75,     29573.40,     30162.30,     29473.50,     30052.40,603.65
,NIFTY MIDCAP 100,     20127.25,     20231.30,     20325.15,     19989.70,     20197.30,70.05
,Nifty 500,     10893.60,     10934.65,     10990.20,     10888.95,     10978.85,85.25
,Nifty 100,     13280.50,     13325.10,     13415.05,     13288.95,     13396.50,116
,Nifty Midcap 50,      5665.70,      5698.10,      5737.45,      5628.65,      5696.00,30.3
,Nifty Realty,       280.20,       281.05,       284.80,       280.20,       283.40,3.2
,Nifty Infra,      3528.55,      3553.15,      3578.80,      3535.90,      3565.90,37.35
,Nifty Energy,     16941.25,     17048.10,     17102.10,     16802.90,     16923.55,-17.7
,Nifty FMCG,     31908.65,     32044.05,     32404.85,     32016.50,     32356.75,448.1
,Nifty MNC,     15173.20,     15235.45,     15288.30,     15147.75,     15234.90,61.7
,Nifty Pharma,     12206.95,     12248.55,     12393.55,     12131.90,     12353.60,146.65
,Nifty PSE,      2748.70,      2766.60,      2780.40,      2729.05,      2757.30,8.6
,Nifty PSU Bank,      1673.05,      1687.15,      1710.40,      1642.00,      1697.95,24.9
,Nifty Serv Sector,     18238.20,     18290.85,     18472.00,     18257.00,     18431.75,193.55
,India VIX,19.0000,19.0000,19.0350,16.5300,18.0275,-0.9725
,Nifty Auto,      9245.30,      9290.65,      9408.75,      9207.50,      9302.20,56.9
,Nifty Metal,      3126.10,      3144.70,      3193.55,      3100.55,      3161.35,35.25
,Nifty Media,      1581.90,      1596.70,      1617.15,      1566.25,      1583.50,1.6
,NIFTY SMLCAP 100,      6675.35,      6709.15,      6726.95,      6652.25,      6699.35,24
,Nifty 200,      6835.05,      6859.40,      6898.55,      6833.60,      6890.55,55.5
,Nifty Div Opps 50,      2720.10,      2731.30,      2744.05,      2725.75,      2742.15,22.05
,Nifty Commodities,      3764.65,      3789.20,      3817.05,      3740.50,      3782.20,17.55
,Nifty Consumption,      5562.80,      5584.70,      5643.35,      5583.30,      5637.85,75.05
,Nifty Fin Service,     14138.75,     14181.40,     14357.40,     14124.10,     14286.45,147.7
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3213.20,      3231.90,      3264.40,      3214.20,      3257.40,44.2
,Nifty CPSE,      1593.85,      1604.80,      1615.05,      1582.65,      1602.40,8.55
,Nifty GrowSect 15,      6523.40,      6544.55,      6628.75,      6538.50,      6611.05,87.65
,Nifty50 PR 2x Lev,      5378.40,      5413.55,      5495.55,      5393.45,      5480.00,101.6
,Nifty50 PR 1x Inv,       334.45,       333.35,       334.00,       330.80,       331.30,-3.15
,Nifty50 TR 2x Lev,      7142.30,      7189.00,      7297.95,      7162.35,      7277.25,134.95
,Nifty50 TR 1x Inv,       290.35,       289.45,       289.95,       287.20,       287.65,-2.7
,Nifty50 Value 20,      6372.20,      6392.95,      6441.75,      6386.70,      6437.40,65.2
,Nifty Mid Liq 15,      4956.20,      4980.15,      5023.70,      4937.10,      4992.30,36.1
,Nifty Pvt Bank,     16321.60,     16397.55,     16711.65,     16346.95,     16648.10,326.5
,NIFTY100 Qualty30,      3108.15,      3115.40,      3133.05,      3110.20,      3130.25,22.1
,Nifty GS 8 13Yr,      2242.18,      2242.55,      2247.08,      2242.55,      2246.74,4.56
,Nifty GS 10Yr,      2021.18,      2021.50,      2027.05,      2021.44,      2025.60,4.42
,Nifty GS 10Yr Cln,       966.57,       966.57,       969.28,       966.54,       968.57,2
,Nifty GS 4 8Yr,      2388.58,      2388.96,      2397.81,      2388.96,      2397.81,9.23
,Nifty GS 11 15Yr,      2433.80,      2434.22,      2438.01,      2434.22,      2436.22,2.42
,Nifty GS 15YrPlus,      2655.07,      2655.55,      2665.92,      2655.55,      2665.92,10.85
,Nifty GS Compsite,      2287.94,      2288.32,      2294.18,      2288.32,      2293.71,5.77

,ADVANCES,1088
,DECLINES,846
,UNCHANGED,96

,Total securities that have hit their price bands today,416

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,       256.30,       263.50,2.81,2054.09
,MANAKSTEEL,EQ,        14.75,                   587258.90,39913
,MANALIPETC,EQ,        34.20,                 58292261.40,1679892
,MANAPPURAM,EQ,       173.85,                797455100.65,4576499
,MANGALAM,EQ,       142.85,                 22484574.40,157809
,MANGCHEFER,EQ,        40.35,                 25999672.30,636652
,MANGLMCEM,EQ,       220.55,                 12837046.50,57642
,MANGTIMBER,EQ,         9.30,                    47800.05,5125
,MANINDS,EQ,        75.95,                 24650190.85,320371
,MANINFRA,EQ,        32.10,                 21351139.80,664228
,MANUGRAPH,EQ,        10.55,                   126873.85,12053
,MANXT50,EQ,       312.16,                   671157.59,2152
,MARALOVER,EQ,        20.30,                  3308835.40,161167
,MARATHON,EQ,        81.70,                  1743550.35,21380
,MARINE,EQ,       201.35,                 24776681.60,121762
,MARKSANS,EQ,        63.85,                145955530.70,2285930
,MARSHALL,SM,         8.95,                   429600.00,48000
,MASFIN,EQ,      1004.60,                 22428915.40,22180
,MASKINVEST,BE,        33.00,                    18348.00,556
,MASTEK,EQ,       980.10,                 68621777.55,69576
,MATRIMONY,EQ,       872.85,                 88842022.35,104023
,MAWANASUG,EQ,        30.05,                  8379803.30,277334
,MAXHEALTH,EQ,       139.40,                215696164.60,1592136
,MAXIND,EQ,        60.90,                 14310312.55,238464
,MAXVIL,EQ,        43.25,                 10382988.10,241182
,MAYURUNIQ,EQ,       290.70,                 46108291.50,160146
,MAZDA,EQ,       535.05,                  2881095.90,5323
,MAZDOCK,EQ,       182.40,                191071640.20,1040179
,MBAPL,BE,        68.00,                    45220.00,665
,MBECL,BE,         6.15,                  1776348.60,289886
,MBLINFRA,EQ,         9.65,                  1244648.90,128685
,MCDHOLDING,EQ,        26.55,                   552228.25,20445
,MCL,EQ,        84.35,                  2932424.30,34398
,MCLEODRUSS,EQ,        25.75,                 73985239.60,2673917
,MCX,EQ,      1566.05,                245391408.30,156315
,MDL,SM,        25.05,                    50100.00,2000
,MEGASOFT,EQ,         8.35,                   424352.25,50335
,MEGH,EQ,        84.80,                113175876.80,1332508
,MELSTAR,BZ,         1.85,                    10241.50,5500
,MENONBE,BE,        49.65,                  1871591.70,37731
,MEP,EQ,        15.40,                  4838173.05,319667
,MERCATOR,EQ,          .80,                   662114.45,819395
,METALFORGE,EQ,         4.80,                    68363.65,14270
,METKORE,BZ,          .45,                      419.50,860
,METROPOLIS,EQ,      1995.05,                466518973.90,232411
,MFSL,EQ,       637.55,                549329687.20,863619
,MGEL,SM,        41.00,                   369000.00,9000
,MGL,EQ,      1037.55,                543421953.70,522561
,MHRIL,EQ,       198.05,                 34839499.10,174072
,MIC,BE,          .70,                    31229.20,43948
,MIDHANI,EQ,       193.65,                 53873042.80,275741
,MINDACORP,EQ,        84.45,                164707242.20,1957525
,MINDAIND,EQ,       393.05,                183009610.15,457199
,MINDSPACE,RR,       328.86,                 71821212.00,219200
,MINDTECK,EQ,        35.50,                   760735.90,21347
,MINDTREE,EQ,      1437.95,               1055757948.30,734335
,MIRCELECTR,EQ,         8.80,                  2959440.65,332610
,MIRZAINT,EQ,        55.70,                 27691344.30,494889
,MITTAL,EQ,        13.30,                  1290577.35,96359
,MMFL,EQ,       435.80,                 50557548.35,117702
,MMP,EQ,        81.65,                   545096.40,6628
,MMTC,EQ,        19.60,                 75918835.75,3710228
,MODIRUBBER,BE,        35.25,                    74059.80,2158
,MOHITIND,BE,         5.00,                     8005.05,1601
,MOHOTAIND,EQ,         9.50,                  1488267.55,152422
,MOIL,EQ,       139.50,                120952879.75,866931
,MOLDTECH,BE,        50.05,                  1814781.25,36402
,MOLDTEKPP,E1,       158.00,                   376196.55,2369
,MOLDTKPAC,EQ,       290.65,                  8643493.20,29693
,MOLDTKPAC,W1,       114.30,                    26746.20,234
,MONTECARLO,EQ,       242.40,                 14955724.15,61684
,MORARJEE,EQ,        10.85,                   287358.40,26795
,MOREPENLAB,EQ,        33.20,                484753992.30,14938655
,MOTILALOFS,EQ,       646.35,                226603440.75,353785
,MOTOGENFIN,BE,        19.00,                   174280.50,9444
,MPHASIS,EQ,      1334.90,                451488697.15,335509
,MPSLTD,EQ,       375.85,                  5009429.05,13279
,MRF,EQ,     78698.15,               2828155488.30,35870
,MRO-TEK,EQ,        25.40,                   173121.00,6703
,MRPL,EQ,        32.85,                 92528722.15,2767939
,MSPL,EQ,         7.75,                   109047.15,14201
,MSTCLTD,EQ,       166.40,                134749003.60,798011
,MTEDUCARE,EQ,        11.40,                  7573699.40,625669
,MTNL,EQ,        10.15,                 18719133.30,1801753
,MUKANDENGG,EQ,        11.55,                    78372.85,6674
,MUKANDLTD,EQ,        53.50,                  4067078.10,75235
,MUKANDLTD,P1,         4.95,                     7839.50,1447
,MUKTAARTS,EQ,        33.10,                  1410866.70,42198
,MUNJALAU,EQ,        59.90,                 15917130.10,265590
,MUNJALSHOW,EQ,       148.20,                 11130789.25,74768
,MURUDCERA,EQ,        19.35,                  4768471.10,243893
,MUTHOOTCAP,EQ,       442.65,                  6916509.40,15509
,N100,EQ,       911.63,                 17380670.22,19069
,NABARD,N2,      1293.30,                   411522.00,318
,NACLIND,EQ,        40.85,                  6803084.45,165006
,NAGAFERT,BE,         5.40,                  1893626.65,358810
,NAGREEKCAP,EQ,         5.05,                      505.00,100
,NAGREEKEXP,EQ,        16.25,                   235885.60,14440
,NAHARCAP,EQ,        75.50,                  3229022.20,42663
,NAHARINDUS,EQ,        30.45,                  1495280.00,48910
,NAHARPOLY,EQ,        87.80,                  5586462.35,62282
,NAHARSPING,EQ,        55.45,                 11707052.20,208112
,NAM-INDIA,EQ,       295.40,                234245622.60,791705
,NATCOPHARM,EQ,       920.00,                200155513.10,218554
,NATHBIOGEN,EQ,       296.25,                 73068414.05,244166
,NATIONALUM,EQ,        42.25,               1394027114.55,32824268
,NATNLSTEEL,BE,         4.90,                   133757.60,29269
,NAVINFLUOR,EQ,      2561.90,                413387321.80,160488
,NAVKARCORP,EQ,        34.15,                 34987133.10,1022247
,NAVNETEDUL,EQ,        82.20,                  7375024.55,89682
,NBCC,EQ,        28.30,                444018940.05,15565540
,NBIFIN,EQ,      1706.80,                   561973.70,329
,NBVENTURES,EQ,        57.85,                113480104.35,1944575
,NCC,EQ,        51.65,               1416151210.00,27789313
,NCLIND,EQ,       151.65,                399974479.10,2605578
,NCPSESDL24,EQ,       102.82,                    77820.56,757
,NDGL,EQ,       711.30,                   473320.20,665
,NDL,EQ,        22.80,                   782407.40,34389
,NDRAUTO,EQ,       167.40,                  1296688.50,7773
,NDTV,EQ,        37.75,                  1542905.05,40623
,NECCLTD,EQ,         9.45,                   562234.60,59391
,NECLIFE,EQ,        19.90,                 15716509.55,781893
,NELCAST,EQ,        60.85,                  8014619.40,130213
,NELCO,EQ,       200.85,                 20436595.35,100865
,NEOGEN,EQ,       662.95,                 13162378.40,19810
,NESCO,EQ,       575.45,                217517707.75,382979
,NETF,EQ,       156.31,                   123386.96,792
,NETFCONSUM,EQ,        59.86,                  1451872.23,24507
,NETFDIVOPP,EQ,        31.95,                    21519.08,679
,NETFIT,EQ,        22.44,                  4688744.56,209038
,NETFLTGILT,EQ,        22.32,                   300706.80,13470
,NETFMID150,EQ,        76.97,                  3917007.51,50904
,NETFNIF100,EQ,       134.94,                    33693.03,253
,NETFNV20,EQ,        69.15,                   151955.81,2196
,NETWORK18,EQ,        36.70,                 82338280.95,2218557
,NEULANDLAB,EQ,      1119.50,                195594891.95,174987
,NEWGEN,EQ,       271.15,                 22171900.85,80970
,NEXTMEDIA,EQ,         4.80,                    43833.35,9338
,NFL,EQ,        36.95,                 55047884.30,1476466
,NH,EQ,       375.95,                 37442792.55,98361
,NHAI,N6,      1358.37,                   569052.60,418
,NHAI,N8,      1185.00,                   318452.50,270
,NHAI,N1,      1060.92,                  1676196.59,1581
,NHAI,N5,      1499.99,                     2894.99,2
,NHAI,N2,      1241.00,                  3848441.98,3106
,NHAI,NA,      1293.00,                  2273657.00,1760
,NHAI,NE,      1262.00,                  1497274.56,1187
,NHBTF2014,N5,      6699.00,                    13259.10,2
,NHBTF2023,N6,      6760.00,                   202800.00,30
,NHPC,EQ,        21.80,                248634351.05,11333830
,NHPC,N6,      1470.14,                   451429.06,309
,NHPC,N2,      1491.90,                    38789.40,26
,NHPC,N5,      1344.49,                    40028.98,30
,NIACL,EQ,       116.85,                 36647333.35,311420
,NIBL,BE,         9.30,                    47080.45,4986
,NIFTYBEES,EQ,       141.27,                162139308.28,1151089
,NIFTYEES,EQ,     16701.00,                   117475.00,7
,NIITLTD,EQ,       170.25,                137829189.05,801978
,NILAINFRA,EQ,         5.25,                  5294014.30,1007890
,NILASPACES,EQ,         1.20,                   593932.90,495672
,NILKAMAL,EQ,      1440.05,                 43677378.30,30093
,NIPPOBATRY,EQ,       665.35,                  1078480.80,1609
,NIRAJ,BE,        50.70,                   865716.85,17141
,NITCO,EQ,        26.25,                 11283601.80,438761
,NITINFIRE,BZ,          .50,                    85788.70,182134
,NITINSPIN,BE,        61.45,                  5020415.45,83275
,NITIRAJ,SM,        47.95,                  2407125.00,46500
,NKIND,EQ,        17.60,                    15228.50,865
,NLCINDIA,EQ,        53.70,                 57864759.15,1072833
,NOCIL,EQ,       141.85,                123795720.30,864514
,NOIDATOLL,BE,         6.70,                  1129338.30,168595
,NORBTEAEXP,EQ,         9.45,                    31560.35,3330
,NOVARTIND,EQ,       643.10,                  4978311.70,7726
,NPBET,EQ,       159.00,                    68208.11,436
,NRAIL,EQ,       205.75,                 13663381.05,66615
,NRBBEARING,EQ,        80.65,                 56894429.60,688947
,NSIL,EQ,       930.90,                  1019995.90,1100
,NTL,EQ,         1.00,                    23796.10,24860
,NTPC,N6,      1429.92,                   524779.73,367
,NTPC,NC,      1195.00,                     2390.00,2
,NTPC,N4,      1167.50,                   761687.00,643
,NTPC,N7,        14.54,                   449355.85,30924
,NTPC,N3,      2000.00,                     2000.00,1
,NUCLEUS,EQ,       560.15,                 18921211.40,33830
,NXTDIGITAL,EQ,       590.80,                  8418070.05,14030
,OAL,EQ,       565.50,                 24410904.05,43160
,OBEROIRLTY,EQ,       524.45,                291124756.65,550570
,OCCL,EQ,       890.55,                 10572057.70,11932
,OIL,EQ,       107.10,                327641816.10,3085185
,OILCOUNTUB,BE,         5.35,                   123414.35,23426
,OISL,BZ,         3.00,                    65397.30,22284
,OLECTRA,EQ,       107.15,                297333053.80,2860181
,OMAXAUTO,EQ,        41.70,                  3950528.35,92154
,OMAXE,EQ,        75.00,                  9425236.60,126382
,OMKARCHEM,EQ,         8.85,                   108226.65,12229
,OMMETALS,EQ,        21.35,                  2121361.10,98519
,ONELIFECAP,EQ,         6.15,                    24501.45,3980
,ONEPOINT,BE,        14.90,                   199150.40,13323
,ONMOBILE,EQ,        57.75,                 30772461.15,524690
,ONWARDTEC,EQ,        64.85,                  1456052.35,22276
,OPTIEMUS,BE,        96.25,                  5629412.80,58812
,OPTOCIRCUI,BE,         5.85,                  7825571.85,1330088
,ORBTEXP,EQ,        67.30,                  1845964.35,26981
,ORCHPHARMA,BZ,        51.55,                    16444.45,319
,ORICONENT,EQ,        21.20,                  3884770.75,179447
,ORIENTABRA,EQ,        23.00,                  3965599.75,169467
,ORIENTALTL,EQ,         8.50,                   218053.85,25823
,ORIENTBELL,EQ,       142.65,                  6974323.45,48910
,ORIENTCEM,EQ,        78.50,                 65636127.65,834318
,ORIENTELEC,EQ,       225.95,                324561584.15,1415264
,ORIENTHOT,EQ,        23.90,                  1057401.30,44092
,ORIENTLTD,EQ,        76.75,                    10134.60,129
,ORIENTPPR,EQ,        18.95,                 13379914.65,691762
,ORIENTREF,EQ,       216.00,                  9717796.30,44279
,ORISSAMINE,EQ,      2553.30,                 21282703.70,8275
,ORTEL,BZ,          .85,                     7570.50,8567
,ORTINLABSS,EQ,        26.85,                  2205627.90,82213
,OSIAHYPER,SM,       200.00,                    80000.00,400
,OSWALAGRO,EQ,         9.85,                  1881683.20,186438
,PAGEIND,EQ,     24013.35,               1100294598.45,46292
,PAISALO,EQ,       398.80,                  1639080.10,4105
,PALASHSECU,EQ,        38.30,                   853487.30,21328
,PALREDTEC,BE,        35.00,                    85120.90,2438
,PANACEABIO,EQ,       214.25,                203461873.10,929520
,PANACHE,EQ,        41.10,                  2002602.65,48584
,PANAMAPET,EQ,        82.20,                 11455946.50,140280
,PAR,SM,        72.25,                   997900.00,14000
,PARABDRUGS,BZ,         2.40,                    99187.80,41838
,PARACABLES,EQ,         8.00,                  5172882.40,667366
,PARAGMILK,EQ,       121.65,                300081118.50,2457957
,PARIN,SM,        70.00,                   140000.00,2000
,PARSVNATH,BE,         4.30,                   391676.30,92176
,PATELENG,EQ,        13.45,                 21661902.40,1616005
,PATINTLOG,EQ,        27.35,                  1208420.35,43822
,PATSPINLTD,EQ,         4.80,                    54739.55,11612
,PCJEWELLER,EQ,        17.05,                 65369698.45,3805458
,PDMJEPAPER,EQ,        22.60,                  7722585.20,337798
,PDSMFL,EQ,       423.05,                   322533.30,759
,PEARLPOLY,EQ,        15.75,                    18153.70,1142
,PENIND,EQ,        20.80,                  5312212.05,254035
,PENINLAND,EQ,         5.85,                   685552.15,117197
,PERSISTENT,EQ,      1219.10,                303219190.60,248680
,PFC,N6,      1125.00,                   225000.00,200
,PFC,N8,      1424.86,                  2335260.35,1640
,PFC,N4,      1057.00,                   296260.00,280
,PFC,N2,      1238.00,                  1652730.00,1335
,PFC,N5,      1225.00,                    12250.00,10
,PFIZER,EQ,      5255.40,                962185900.80,182754
,PFOCUS,EQ,        38.15,                  3900568.50,101259
,PFS,EQ,        18.80,                 23511068.30,1234784
,PGEL,EQ,       152.15,                 11835057.25,76614
,PGHL,EQ,      6824.75,                 59084304.85,8678
,PGIL,EQ,       180.70,                  4593582.00,26047
,PHILIPCARB,EQ,       173.50,                151024784.15,865770
,PHOENIXLTD,EQ,       745.70,                180491772.70,241977
,PIIND,EQ,      2369.75,               1185163717.60,505417
,PILANIINVS,EQ,      2159.35,                  8262318.30,3814
,PILITA,EQ,         8.40,                  4396605.30,523121
,PIONDIST,EQ,       112.00,                   702254.40,6251
,PIONEEREMB,EQ,        28.05,                   847983.95,30350
,PITTIENG,EQ,        49.85,                 17521193.65,345036
,PKTEA,BE,       238.20,                   705696.10,2971
,PLASTIBLEN,EQ,       259.85,                  6199216.35,23696
,PNBGILTS,EQ,        42.20,                 14626032.40,344798
,PNBHOUSING,EQ,       378.20,                 86198361.95,227228
,PNC,EQ,        15.60,                    85724.30,5379
,PNCINFRA,EQ,       183.15,                171553879.60,941339
,PODDARHOUS,EQ,       185.45,                  1760864.35,9586
,PODDARMENT,EQ,       191.90,                  3504794.95,18345
,POKARNA,EQ,       161.10,                 22784405.75,141246
,POLYCAB,EQ,      1000.60,               1947099035.80,1954683
,POLYMED,EQ,       495.00,                 40337520.30,81808
,POLYPLEX,EQ,       784.55,                160236635.00,202292
,PONNIERODE,EQ,       162.75,                   589573.95,3611
,POWERINDIA,EQ,      1260.80,                 37519048.45,29138
,POWERMECH,EQ,       436.25,                 56078849.15,129073
,PPAP,EQ,       271.50,                 10281445.00,37644
,PPL,EQ,       103.20,                 96109352.15,930052
,PRABHAT,EQ,        70.00,                  4158160.60,59474
,PRADIP,EQ,          .55,                     1627.50,2964
,PRAENG,EQ,         7.15,                   879826.05,119711
,PRAJIND,EQ,        99.00,                310351485.55,3200671
,PRAKASH,EQ,        53.30,                 62461205.05,1168178
,PRAKASHSTL,EQ,          .75,                   178503.75,238005
,PRAXIS,EQ,        35.75,                   549200.95,15394
,PRECAM,EQ,        48.10,                 19155216.45,397961
,PRECOT,BE,        65.45,                   222566.10,3355
,PRECWIRE,EQ,       164.50,                  7176086.15,42825
,PREMEXPLN,EQ,       139.85,                  2619314.30,18417
,PREMIER,EQ,         2.90,                    11200.90,3791
,PREMIERPOL,EQ,        33.60,                   321173.00,9457
,PRESSMN,EQ,        21.15,                   792419.10,37652
,PRESTIGE,EQ,       289.15,                 62073273.60,214676
,PRICOL-RE,BE,        13.90,                  8307366.00,591273
,PRICOLLTD,EQ,        46.85,                 16486781.80,351141
,PRIMESECU,EQ,        47.35,                   648013.95,13665
,PRINCEPIPE,EQ,       265.30,                 23937706.70,89742
,PRIVISCL,EQ,       545.95,                 10838494.70,19862
,PROLIFE,SM,        47.75,                   143250.00,3000
,PROSEED,EQ,          .40,                   112818.55,291719
,PROZONINTU,EQ,        19.45,                 24436550.40,1193524
,PRSMJOHNSN,EQ,        87.80,                122112549.25,1422569
,PSB,EQ,        13.95,                 17961457.55,1287249
,PSPPROJECT,EQ,       415.10,                 12546428.50,30235
,PSUBNKBEES,EQ,        18.73,                 13229404.76,716945
,PTC,EQ,        59.60,                144160666.30,2387605
,PTL,EQ,        43.10,                  4609431.80,107751
,PUNJABCHEM,EQ,       687.90,                 25253037.85,36384
,PUNJLLOYD,BZ,         1.70,                    95716.80,56304
,PURVA,EQ,        75.45,                 14344080.55,188810
,PVR,EQ,      1338.55,               1669826328.25,1245622
,QGOLDHALF,EQ,      2140.05,                   488178.25,228
,QNIFTY,EQ,      1367.00,                    31439.00,23
,QUESS,EQ,       497.85,                 89187299.05,176967
,QUICKHEAL,EQ,       161.15,                 82862654.70,510512
,RADAAN,EQ,         1.00,                    55749.15,54074
,RADICO,EQ,       473.65,                445430702.40,933327
,RADIOCITY,BE,        23.25,                  5527292.55,239086
,RAIN,EQ,       125.70,                438288264.65,3425152
,RAJESHEXPO,EQ,       482.65,                190674112.80,393591
,RAJMET,SM,        30.05,                   240400.00,8000
,RAJRATAN,EQ,       424.85,                  9148319.00,21360
,RAJRAYON,BZ,          .15,                   105606.35,638800
,RAJSREESUG,EQ,        14.00,                   457651.05,32689
,RAJTV,EQ,        35.40,                   130437.00,3708
,RALLIS,EQ,       289.60,                133810612.75,461677
,RAMANEWS,EQ,        14.05,                  1007500.65,70341
,RAMASTEEL,EQ,        47.65,                   196769.15,4107
,RAMCOCEM,EQ,       889.40,                676796570.90,765306
,RAMCOIND,EQ,       217.15,                 10201675.75,46336
,RAMCOSYS,EQ,       482.80,                230957539.25,487384
,RAMKY,EQ,        42.30,                 41374664.60,1026409
,RAMSARUP,BZ,          .50,                    13124.00,26128
,RANASUG,EQ,         6.40,                  2205601.15,347073
,RANEENGINE,EQ,       222.10,                  1963023.90,8855
,RANEHOLDIN,EQ,       479.60,                 10313526.40,21335
,RATNAMANI,EQ,      1645.70,                 11460272.45,6920
,RAYMOND,EQ,       332.95,               1029193685.60,3080694
,RBL,EQ,       698.85,                  5292577.60,7570
,RBLBANK,EQ,       237.20,               5458674929.50,23190815
,RCF,EQ,        49.85,                120754612.25,2420361
,RCOM,EQ,         1.70,                  3162435.20,1860256
,RECLTD,EQ,       127.25,               1157778966.85,9129368
,RECLTD,N1,      1059.70,                  1633515.86,1549
,RECLTD,N2,      1172.64,                   238058.00,203
,RECLTD,NE,      1123.00,                     1123.00,1
,RECLTD,N6,      1314.07,                     1314.07,1
,RECLTD,NH,      1311.01,                    27531.21,21
,RECLTD,N8,      1103.25,                    38532.50,35
,RECLTD,NC,      1530.00,                     1530.00,1
,RECLTD,N5,      1077.65,                    53882.50,50
,RECLTD,NG,      1415.00,                   141500.00,100
,RECLTD,N9,      1285.00,                  1811734.00,1411
,REDINGTON,EQ,       135.40,                 30671896.40,227108
,REFEX,EQ,       116.85,                132536861.80,1138554
,RELAXO,EQ,       726.85,                 79749000.05,109553
,RELCAPITAL,EQ,         9.95,                  7059654.35,709513
,RELIANCEPP,E1,      1052.45,               1225609592.80,1161055
,RELIGARE,EQ,        65.40,                 30890248.80,463679
,RELINFRA,EQ,        22.80,                 15040362.00,659665
,REMSONSIND,EQ,       101.95,                   686239.25,6686
,RENUKA,EQ,         9.95,                 13946341.10,1396336
,REPCOHOME,EQ,       261.80,                 81077826.85,308994
,REPL,SM,       104.15,                  2491950.00,24000
,REPRO,EQ,       354.30,                  2817813.05,7974
,RESPONIND,EQ,       176.90,                 43592168.75,246438
,REVATHI,EQ,       427.80,                   212887.10,496
,RGL,EQ,       265.20,                   936622.15,3519
,RHFL,EQ,         2.10,                  4280771.20,2038522
,RHFL,N6,       180.00,                    36900.00,205
,RHFL,N4,       180.01,                     1800.10,10
,RICOAUTO,EQ,        36.70,                111905123.45,3044591
,RIIL,EQ,       400.70,                117288843.25,290411
,RITES,EQ,       272.05,                665018773.35,2488473
,RKDL,EQ,         6.90,                   108922.35,16195
,RKEC,SM,        36.00,                   397850.00,11000
,RKFORGE,EQ,       468.80,                 21743101.15,46250
,RMCL,EQ,         2.85,                   139932.30,49320
,RMDRIP,SM,        50.95,                  2342000.00,46000
,RML,EQ,       221.35,                  6561220.40,29373
,RNAVAL,EQ,         3.30,                 38896465.55,11505210
,ROHITFERRO,BE,         1.00,                    12941.00,13030
,ROHLTD,EQ,        72.05,                  4025424.45,55463
,ROLLT,EQ,         2.20,                   122926.80,55461
,ROLTA,EQ,         5.65,                  1207625.35,213739
,ROML,EQ,        20.35,                     4497.35,221
,ROSSARI,EQ,       833.90,                 89869262.20,107118
,ROSSELLIND,EQ,       124.70,                  2514018.45,20032
,ROUTE,EQ,      1216.80,                999628417.65,831787
,RPGLIFE,EQ,       369.50,                 21232863.10,57393
,RPOWER,BE,         3.35,                 36305256.15,10838127
,RPPINFRA,EQ,        52.30,                 36501669.25,717636
,RSSOFTWARE,EQ,        20.95,                   649438.30,31046
,RSWM,EQ,        96.10,                 13389166.45,134305
,RSYSTEMS,EQ,       117.40,                  2351767.25,19985
,RTNINFRA,EQ,         6.30,                  2372904.05,376998
,RTNPOWER,EQ,         2.15,                 52317100.25,23995595
,RUBYMILLS,EQ,       192.05,                  2188602.35,11250
,RUCHI,BE,       695.80,                 17880444.05,25566
