,29-Jan-2025
The Nifty witnessed an intraday movement of about 206.85 points.The closing index was 0.9 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 91470.93
, Traded Quantity (in Lakhs), 28737.19
, Number of Trades, 37974054
, Total Market Capitalisation (Rs. Crores), 41395423.28

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     22957.25,     23026.75,     23183.35,     22976.50,     23163.10,205.85
,NIFTY50 EQL Wgt,     28532.80,     28610.50,     28922.65,     28537.50,     28892.40,359.6
,NIFTY100 EQL Wgt,     29512.65,     29554.60,     29952.75,     29537.40,     29924.55,411.9
,NIFTY100 LowVol30,     18875.45,     18911.90,     19009.40,     18877.15,     18978.70,103.25
,NIFTY Alpha 50,     46981.40,     47027.50,     48650.40,     47019.45,     48587.75,1606.35
,NIFTY MIDCAP 150,     19019.10,     19045.55,     19499.60,     19042.45,     19481.75,462.65
,NIFTY SMLCAP 50,      7649.10,      7651.20,      7905.35,      7644.50,      7895.95,246.85
,NIFTY SMLCAP 250,     15135.10,     15135.80,     15627.00,     15135.50,     15613.35,478.25
,NIFTY MIDSML 400,     17629.90,     17646.05,     18117.10,     17644.10,     18103.90,474
,NIFTY200 QUALTY30,     19643.00,     19696.15,     19980.25,     19695.30,     19962.80,319.8
,Nifty FinSrv25 50,     24367.70,     24416.15,     24768.85,     24366.65,     24755.35,387.65
,NIFTY AlphaLowVol,     25451.55,     25466.25,     25844.00,     25464.85,     25823.90,372.35
,Nifty200Momentm30,     28670.10,     28734.75,     29456.80,     28728.50,     29403.50,733.4
,Nifty100ESGSecLdr,      3779.75,      3789.25,      3825.30,      3780.55,      3821.70,41.95
,NIFTY100 ESG,      4484.55,      4491.85,      4545.95,      4488.80,      4541.60,57.05
,NIFTY M150 QLTY50,     22220.95,     22270.80,     22791.95,     22270.15,     22763.40,542.45
,NIFTY INDIA MFG,     12809.30,     12839.60,     13063.55,     12839.00,     13051.90,242.6
,Nifty200 Alpha 30,     22504.00,     22566.50,     23123.05,     22562.20,     23082.40,578.4
,NiftyM150Momntm50,     55072.50,     55061.50,     56820.70,     55054.05,     56760.50,1688
,Nifty IT,     41820.65,     42052.00,     42968.40,     42051.55,     42914.50,1093.85
,Nifty Next 50,     60912.10,     60992.50,     62213.45,     60965.10,     62142.15,1230.05
,Nifty Bank,     48866.85,     48997.20,     49199.65,     48849.80,     49165.95,299.1
,NIFTY MIDCAP 100,     51529.45,     51626.15,     52758.60,     51616.95,     52718.85,1189.4
,Nifty 500,     20924.75,     20971.40,     21259.85,     20968.35,     21245.50,320.75
,Nifty 100,     23440.05,     23504.00,     23717.25,     23468.85,     23696.25,256.2
,Nifty Midcap 50,     14341.40,     14368.75,     14684.95,     14366.75,     14671.25,329.85
,Nifty Realty,       862.90,       861.65,       889.40,       860.90,       888.00,25.1
,Nifty Infra,      8116.05,      8130.30,      8187.65,      8095.95,      8163.75,47.7
,Nifty Energy,     31966.10,     32086.35,     32663.00,     32073.70,     32607.85,641.75
,Nifty FMCG,     55441.95,     55444.80,     55673.90,     54757.00,     55163.05,-278.9
,Nifty MNC,     26601.65,     26605.60,     26908.90,     26548.05,     26838.25,236.6
,Nifty Pharma,     20796.60,     20816.00,     21220.35,     20783.95,     21163.90,367.3
,Nifty PSE,      8715.35,      8741.45,      8893.90,      8720.35,      8871.90,156.55
,Nifty PSU Bank,      6197.55,      6227.20,      6261.70,      6185.45,      6245.00,47.45
,Nifty Serv Sector,     30100.60,     30210.90,     30492.80,     30193.00,     30463.60,363
,India VIX,18.1950,18.1950,19.0100,17.2875,18.6400,0.4450
,Nifty Auto,     22264.15,     22299.00,     22707.55,     22269.95,     22586.35,322.2
,Nifty Metal,      8157.45,      8183.05,      8321.55,      8153.80,      8308.65,151.2
,Nifty Media,      1546.15,      1552.15,      1587.50,      1549.40,      1585.40,39.25
,NIFTY SMLCAP 100,     16008.50,     16017.55,     16560.90,     16013.10,     16540.55,532.05
,Nifty 200,     12698.10,     12730.95,     12872.15,     12723.90,     12862.50,164.4
,Nifty Div Opps 50,      5940.55,      5960.80,      6027.75,      5957.65,      6021.20,80.65
,Nifty Commodities,      7830.95,      7839.20,      7936.00,      7813.40,      7923.80,92.85
,Nifty Consumption,     10782.35,     10801.15,     10885.90,     10780.10,     10874.85,92.5
,Nifty Fin Service,     22805.90,     22865.70,     23060.50,     22803.40,     23044.95,239.05
,Nifty50 Div Point,       254.57,       256.73,       256.73,       256.73,       256.73,2.16
,Nifty100 Liq 15,      6172.25,      6186.25,      6252.45,      6166.15,      6229.05,56.8
,Nifty CPSE,      5736.95,      5758.30,      5862.30,      5739.55,      5843.60,106.65
,Nifty GrowSect 15,     11548.85,     11585.60,     11664.30,     11534.60,     11656.75,107.9
,Nifty50 PR 2x Lev,     12095.90,     12166.95,     12331.25,     12115.70,     12310.65,214.75
,Nifty50 PR 1x Inv,       218.85,       218.25,       218.70,       216.75,       216.95,-1.9
,Nifty50 TR 2x Lev,     17690.35,     17797.60,     18037.90,     17722.65,     18007.75,317.4
,Nifty50 TR 1x Inv,       181.15,       180.60,       181.00,       179.35,       179.50,-1.65
,Nifty50 Value 20,     12929.10,     12976.60,     13079.20,     12920.45,     13066.70,137.6
,Nifty Mid Liq 15,     12836.50,     12840.95,     13119.45,     12838.70,     13107.15,270.65
,Nifty Pvt Bank,     24022.85,     24072.75,     24238.25,     24014.30,     24222.55,199.7
,NIFTY100 Qualty30,      5338.25,      5346.95,      5399.50,      5346.55,      5394.85,56.6
,Nifty GS 8 13Yr,      2793.73,      2794.25,      2795.40,      2790.37,      2791.02,-2.71
,Nifty GS 10Yr,      2472.06,      2472.51,      2474.01,      2468.67,      2469.57,-2.49
,Nifty GS 10Yr Cln,       894.95,       894.95,       895.51,       893.53,       893.86,-1.09
,Nifty GS 4 8Yr,      3013.90,      3014.48,      3014.57,      3011.25,      3011.31,-2.59
,Nifty GS 11 15Yr,      3091.93,      3092.52,      3094.82,      3086.46,      3087.46,-4.47
