,16-Jan-2025
The Nifty witnessed an intraday movement of about 119.6 points.The closing index was 0.42 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 95670.54
, Traded Quantity (in Lakhs), 31796.6
, Number of Trades, 35316750
, Total Market Capitalisation (Rs. Crores), 42553739.18

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23213.20,     23377.25,     23391.65,     23272.05,     23311.80,98.6
,NIFTY50 EQL Wgt,     28861.35,     29122.40,     29154.60,     28986.40,     29018.55,157.2
,NIFTY100 EQL Wgt,     30178.50,     30530.30,     30613.60,     30446.75,     30495.90,317.4
,NIFTY100 LowVol30,     18967.65,     19068.40,     19083.30,     18900.85,     18957.20,-10.45
,NIFTY Alpha 50,     51340.15,     51957.55,     52405.05,     51722.00,     51841.25,501.1
,NIFTY MIDCAP 150,     19955.40,     20146.45,     20277.50,     20134.10,     20172.65,217.25
,NIFTY SMLCAP 50,      8288.10,      8357.65,      8441.55,      8356.85,      8402.15,114.05
,NIFTY SMLCAP 250,     16508.90,     16642.60,     16777.95,     16641.75,     16707.90,199
,NIFTY MIDSML 400,     18755.85,     18925.40,     19053.05,     18922.75,     18967.95,212.1
,NIFTY200 QUALTY30,     20185.20,     20287.65,     20323.75,     20108.55,     20160.65,-24.55
,Nifty FinSrv25 50,     24487.80,     24709.70,     24943.85,     24706.80,     24873.05,385.25
,NIFTY AlphaLowVol,     25992.90,     26135.85,     26160.80,     25985.15,     26055.60,62.7
,Nifty200Momentm30,     30648.65,     30919.95,     31013.50,     30716.70,     30761.10,112.45
,Nifty100ESGSecLdr,      3837.95,      3869.45,      3872.10,      3856.35,      3863.55,25.6
,NIFTY100 ESG,      4565.00,      4606.70,      4614.85,      4596.00,      4601.40,36.4
,NIFTY M150 QLTY50,     23167.40,     23312.35,     23421.05,     23273.25,     23353.30,185.9
,NIFTY INDIA MFG,     13280.25,     13386.25,     13423.80,     13344.20,     13393.65,113.4
,Nifty200 Alpha 30,     24272.00,     24505.85,     24633.80,     24313.00,     24417.20,145.2
,NiftyM150Momntm50,     59422.00,     59930.15,     60433.60,     59822.80,     59963.25,541.25
,Nifty IT,     43401.25,     43696.45,     44012.35,     43095.00,     43188.80,-212.45
,Nifty Next 50,     63639.55,     64520.55,     64914.95,     64448.85,     64564.50,924.95
,Nifty Bank,     48751.70,     49082.90,     49459.00,     49038.45,     49278.70,527
,NIFTY MIDCAP 100,     53899.00,     54460.20,     54819.95,     54410.30,     54483.80,584.8
,Nifty 500,     21551.20,     21734.40,     21776.35,     21687.45,     21714.55,163.35
,Nifty 100,     23839.25,     24036.75,     24049.10,     23958.65,     23984.55,145.3
,Nifty Midcap 50,     15038.40,     15189.85,     15243.60,     15111.70,     15131.50,93.1
,Nifty Realty,       920.85,       932.25,       952.65,       925.80,       927.05,6.2
,Nifty Infra,      8218.25,      8294.25,      8326.15,      8262.65,      8301.45,83.2
,Nifty Energy,     33821.20,     34279.40,     34380.45,     34135.75,     34275.10,453.9
,Nifty FMCG,     55549.85,     55771.75,     55834.00,     54922.45,     55240.00,-309.85
,Nifty MNC,     27037.65,     27167.00,     27245.50,     26998.65,     27197.70,160.05
,Nifty Pharma,     21972.70,     22083.55,     22085.70,     21810.30,     21909.75,-62.95
,Nifty PSE,      9114.90,      9216.25,      9275.45,      9201.90,      9245.30,130.4
,Nifty PSU Bank,      6150.95,      6228.00,      6373.95,      6226.55,      6307.60,156.65
,Nifty Serv Sector,     30528.30,     30782.85,     30848.45,     30658.40,     30708.15,179.85
,India VIX,15.2575,15.2575,15.5725,13.9575,15.4650,0.2075
,Nifty Auto,     22712.75,     22866.80,     22934.75,     22758.15,     22861.25,148.5
,Nifty Metal,      8280.95,      8389.65,      8450.30,      8367.80,      8422.00,141.05
,Nifty Media,      1690.65,      1705.85,      1728.10,      1696.35,      1698.70,8.05
,NIFTY SMLCAP 100,     17353.95,     17517.70,     17692.65,     17516.10,     17643.30,289.35
,Nifty 200,     12975.40,     13087.60,     13104.30,     13052.50,     13064.95,89.55
,Nifty Div Opps 50,      6139.05,      6180.65,      6192.20,      6149.85,      6160.45,21.4
,Nifty Commodities,      7902.90,      7993.95,      8032.15,      7983.25,      8009.75,106.85
,Nifty Consumption,     11013.45,     11102.05,     11111.40,     11001.25,     11026.25,12.8
,Nifty Fin Service,     22680.10,     22842.75,     22994.85,     22832.40,     22943.75,263.65
,Nifty50 Div Point,       233.03,       233.03,       233.03,       233.03,       233.03,0
,Nifty100 Liq 15,      6162.90,      6213.95,      6255.30,      6202.10,      6239.85,76.95
,Nifty CPSE,      5941.90,      6006.85,      6052.65,      5988.85,      6026.45,84.55
,Nifty GrowSect 15,     11870.45,     11927.30,     11939.85,     11789.80,     11803.30,-67.15
,Nifty50 PR 2x Lev,     12402.20,     12575.35,     12583.20,     12464.80,     12505.40,103.2
,Nifty50 PR 1x Inv,       216.05,       214.55,       215.50,       214.50,       215.15,-.9
,Nifty50 TR 2x Lev,     18104.55,     18357.30,     18368.75,     18195.90,     18255.15,150.6
,Nifty50 TR 1x Inv,       178.95,       177.75,       178.50,       177.65,       178.25,-.7
,Nifty50 Value 20,     13275.35,     13351.40,     13367.90,     13252.00,     13265.60,-9.75
,Nifty Mid Liq 15,     13572.90,     13725.80,     13759.90,     13642.70,     13653.00,80.1
,Nifty Pvt Bank,     23987.95,     24131.00,     24290.25,     24095.20,     24206.40,218.45
,NIFTY100 Qualty30,      5447.90,      5480.90,      5485.80,      5434.15,      5445.85,-2.05
,Nifty GS 8 13Yr,      2764.39,      2764.91,      2773.74,      2764.90,      2772.61,8.22
,Nifty GS 10Yr,      2443.72,      2444.17,      2452.92,      2444.17,      2451.60,7.88
,Nifty GS 10Yr Cln,       886.65,       886.65,       889.89,       886.65,       889.40,2.75
,Nifty GS 4 8Yr,      2986.88,      2987.46,      2997.24,      2987.44,      2996.04,9.16
,Nifty GS 11 15Yr,      3052.88,      3053.46,      3064.24,      3053.45,      3063.40,10.52
,Nifty GS 15YrPlus,      3358.70,      3359.35,      3371.48,      3359.35,      3369.66,10.96
,Nifty GS Compsite,      2858.15,      2858.69,      2867.86,      2858.68,      2866.97,8.82
,NIFTY HEALTHCARE,     13998.35,     14076.50,     14079.05,     13918.80,     13997.10,-1.25
,NIFTY CONSR DURBL,     39341.60,     39606.15,     39706.55,     39051.90,     39229.50,-112.1
,NIFTY OIL AND GAS,     10630.85,     10726.85,     10758.45,     10673.65,     10723.95,93.1
,NIFTY500 MULTICAP,     15082.75,     15211.85,     15263.10,     15190.90,     15214.60,131.85
,NIFTY LARGEMID250,     15062.75,     15197.15,     15245.05,     15169.55,     15190.25,127.5
,NIFTY MID SELECT,     12129.00,     12246.40,     12302.05,     12208.75,     12218.00,89
,NIFTY TOTAL MKT,     12152.90,     12256.70,     12283.20,     12233.20,     12249.30,96.4
,NIFTY MICROCAP250,     23357.10,     23579.75,     23826.85,     23579.25,     23749.40,392.3
,NIFTY IND DIGITAL,      9244.90,      9327.25,      9416.30,      9293.05,      9303.90,59
,Nifty Tata 25 Cap,     16079.45,     16199.30,     16224.25,     15959.00,     16005.05,-74.4
,Nifty MidSml Hlth,     40904.95,     41176.60,     41313.10,     40840.30,     41001.70,96.75
,Nifty Multi Mfg,     14102.20,     14209.70,     14242.05,     14170.10,     14209.30,107.1
,Nifty Multi Infra,     13003.15,     13142.40,     13179.05,     13107.70,     13147.65,144.5
,BHARATBOND-APR25,      1292.99,      1293.21,      1293.25,      1293.21,      1293.25,.26
,BHARATBOND-APR30,      1450.52,      1450.82,      1452.76,      1450.81,      1452.67,2.15
,BHARATBOND-APR31,      1322.42,      1322.67,      1323.71,      1322.67,      1323.71,1.29
,BHARATBOND-APR32,      1208.71,      1208.94,      1209.08,      1208.94,      1209.08,.37
,BHARATBOND-APR33,      1178.93,      1179.16,      1179.32,      1179.15,      1179.32,.39
,Nifty Ind Defence,      6066.35,      6161.70,      6246.65,      6144.15,      6224.70,158.35
,Nifty Ind Tourism,      8547.85,      8605.55,      8628.30,      8532.10,      8540.35,-7.5
,Nifty Capital Mkt,      3822.40,      3847.75,      3912.00,      3847.05,      3872.70,50.3
,Nifty500Momentm50,     52619.25,     53053.40,     53370.25,     52738.25,     52816.60,197.35
,NiftyMS400 MQ 100,     48124.45,     48496.25,     48833.30,     48424.65,     48517.85,393.4
,NiftySml250MQ 100,     46368.80,     46722.55,     47101.05,     46659.95,     46714.55,345.75
,Nifty Top 10 EW,      9215.20,      9267.00,      9273.15,      9221.40,      9242.95,27.75
,Nifty AQL 30,     21861.95,     21942.40,     21980.30,     21758.60,     21837.95,-24
,Nifty AQLV 30,     19788.20,     19883.60,     19912.35,     19692.50,     19741.55,-46.65
,Nifty EV,      2870.65,      2895.10,      2916.00,      2893.60,      2909.25,38.6
,Nifty HighBeta 50,      3355.40,      3420.95,      3446.20,      3414.30,      3430.30,74.9
,Nifty New Consump,     11162.15,     11254.10,     11282.90,     11196.55,     11202.85,40.7
,Nifty Corp MAATR,     34379.70,     34881.40,     34913.15,     34595.35,     34713.55,333.85
,Nifty Low Vol 50,     23335.25,     23477.95,     23499.80,     23352.90,     23411.20,75.95
,Nifty Mobility,     18963.50,     19168.70,     19239.60,     19063.45,     19088.45,124.95
,Nifty Qlty LV 30,     16660.70,     16747.75,     16763.10,     16569.25,     16623.05,-37.65
,Nifty Sml250 Q50,     27083.05,     27264.40,     27453.20,     27169.85,     27194.50,111.45
,Nifty Top 15 EW,      9596.25,      9646.20,      9654.35,      9610.55,      9638.25,42
,Nifty100 Alpha 30,     17197.05,     17379.40,     17405.80,     17299.20,     17334.95,137.9
,Nifty100 Enh ESG,      4599.35,      4641.50,      4649.60,      4630.75,      4636.20,36.85
,Nifty200 Value 30,     11825.90,     11933.05,     12035.80,     11930.70,     11999.30,173.4
,Nifty500 EW,     13427.45,     13548.55,     13634.60,     13546.70,     13590.30,162.85
,Nifty Multi MQ 50,     41913.05,     42213.95,     42440.45,     42065.15,     42146.50,233.45
,Nifty500 Value 50,     12968.80,     13086.95,     13207.70,     13085.25,     13173.50,204.7
,Nifty Top 20 EW,      8735.60,      8781.85,      8789.90,      8737.15,      8760.90,25.3
,Nifty CoreHousing,     15147.40,     15292.95,     15398.85,     15272.10,     15279.90,132.5
,Nifty FinSerExBnk,     24840.90,     25127.15,     25481.95,     25126.20,     25351.50,510.6
,Nifty Housing,     10434.80,     10557.10,     10584.40,     10523.00,     10532.50,97.7
,Nifty IPO,      2063.15,      2088.25,      2104.20,      2086.30,      2089.85,26.7
,Nifty MS Fin Serv,     15281.25,     15437.55,     15678.65,     15434.35,     15567.95,286.7
