,31-Jan-2025
The Nifty witnessed an intraday movement of about 269.4 points.The closing index was 1.11 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 103890.63
, Traded Quantity (in Lakhs), 32921.68
, Number of Trades, 38302517
, Total Market Capitalisation (Rs. Crores), 42122795.92

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23249.50,     23296.75,     23546.80,     23277.40,     23508.40,258.9
,NIFTY50 EQL Wgt,     28984.55,     29052.80,     29487.60,     29017.55,     29429.95,445.4
,NIFTY100 EQL Wgt,     30001.40,     30059.05,     30537.05,     29979.50,     30473.40,472
,NIFTY100 LowVol30,     19077.35,     19107.20,     19321.75,     19098.25,     19283.30,205.95
,NIFTY Alpha 50,     48452.60,     48695.80,     50078.35,     48431.35,     49962.65,1510.05
,NIFTY MIDCAP 150,     19514.25,     19557.85,     19878.20,     19514.90,     19850.95,336.7
,NIFTY SMLCAP 50,      7901.80,      7933.00,      8055.65,      7907.95,      8049.35,147.55
,NIFTY SMLCAP 250,     15585.95,     15606.25,     15863.50,     15585.60,     15851.05,265.1
,NIFTY MIDSML 400,     18112.15,     18146.70,     18441.20,     18114.95,     18423.10,310.95
,NIFTY200 QUALTY30,     20083.15,     20125.20,     20524.80,     20096.15,     20475.05,391.9
,Nifty FinSrv25 50,     24823.45,     24830.50,     25038.85,     24705.90,     24970.15,146.7
,NIFTY AlphaLowVol,     25978.50,     25999.20,     26170.50,     25961.40,     26115.20,136.7
,Nifty200Momentm30,     29210.65,     29318.70,     29610.65,     29231.50,     29528.55,317.9
,Nifty100ESGSecLdr,      3834.65,      3841.45,      3879.50,      3835.25,      3872.50,37.85
,NIFTY100 ESG,      4547.90,      4556.55,      4611.15,      4549.65,      4602.45,54.55
,NIFTY M150 QLTY50,     22771.15,     22830.95,     23118.75,     22781.40,     23091.00,319.85
,NIFTY INDIA MFG,     13100.40,     13139.25,     13328.15,     13115.30,     13305.50,205.1
,Nifty200 Alpha 30,     22894.40,     23026.85,     23453.25,     22873.80,     23395.40,501
,NiftyM150Momntm50,     56177.70,     56388.80,     57281.40,     56194.15,     57144.40,966.7
,Nifty IT,     42426.65,     42586.10,     42967.75,     42486.80,     42662.75,236.1
,Nifty Next 50,     62193.15,     62303.95,     63311.30,     62026.05,     63127.35,934.2
,Nifty Bank,     49311.95,     49259.65,     49674.80,     49031.80,     49587.20,275.25
,NIFTY MIDCAP 100,     52714.25,     52841.65,     53815.65,     52689.40,     53712.20,997.95
,Nifty 500,     21297.50,     21339.35,     21613.00,     21310.30,     21580.90,283.4
,Nifty 100,     23772.50,     23819.75,     24096.65,     23788.50,     24053.45,280.95
,Nifty Midcap 50,     14674.05,     14713.75,     14982.00,     14657.00,     14948.10,274.05
,Nifty Realty,       903.80,       899.95,       927.20,       894.35,       921.35,17.55
,Nifty Infra,      8226.70,      8261.05,      8362.90,      8220.65,      8348.50,121.8
,Nifty Energy,     33026.05,     33139.20,     33954.05,     32958.80,     33895.60,869.55
,Nifty FMCG,     55558.95,     55572.45,     56791.35,     55551.85,     56691.95,1133
,Nifty MNC,     26914.85,     26939.25,     27515.20,     26936.25,     27463.40,548.55
,Nifty Pharma,     21419.65,     21413.10,     21641.20,     21304.85,     21438.60,18.95
,Nifty PSE,      9040.05,      9063.80,      9303.25,      8972.05,      9278.65,238.6
,Nifty PSU Bank,      6232.45,      6234.95,      6360.90,      6180.10,      6317.30,84.85
,Nifty Serv Sector,     30542.70,     30567.95,     30766.45,     30480.20,     30708.10,165.4
,India VIX,17.3900,17.3900,17.9425,16.1075,16.2475,-1.1425
,Nifty Auto,     22495.70,     22552.10,     22951.40,     22490.30,     22867.60,371.9
,Nifty Metal,      8299.75,      8278.80,      8409.20,      8190.90,      8399.70,99.95
,Nifty Media,      1566.15,      1568.10,      1586.00,      1562.05,      1580.25,14.1
,NIFTY SMLCAP 100,     16560.50,     16617.85,     16922.80,     16573.75,     16910.50,350
,Nifty 200,     12896.75,     12923.30,     13086.65,     12903.65,     13064.55,167.8
,Nifty Div Opps 50,      6045.15,      6059.30,      6159.60,      6044.05,      6148.15,103
,Nifty Commodities,      7979.75,      7978.15,      8104.05,      7914.05,      8085.65,105.9
,Nifty Consumption,     10938.75,     10951.30,     11139.90,     10937.95,     11115.60,176.85
,Nifty Fin Service,     23133.70,     23122.20,     23267.75,     23031.95,     23220.55,86.85
,Nifty50 Div Point,       256.73,       262.97,       262.97,       262.97,       262.97,6.24
,Nifty100 Liq 15,      6246.60,      6258.95,      6318.20,      6220.55,      6309.10,62.5
,Nifty CPSE,      5967.30,      5981.05,      6144.75,      5932.15,      6126.70,159.4
,Nifty GrowSect 15,     11635.90,     11661.80,     11860.10,     11660.05,     11830.25,194.35
,Nifty50 PR 2x Lev,     12400.30,     12448.40,     12714.70,     12431.10,     12674.20,273.9
,Nifty50 PR 1x Inv,       216.15,       215.75,       215.90,       213.45,       213.80,-2.35
,Nifty50 TR 2x Lev,     18138.85,     18219.00,     18608.55,     18193.70,     18549.25,410.4
,Nifty50 TR 1x Inv,       178.90,       178.50,       178.65,       176.60,       176.85,-2.05
,Nifty50 Value 20,     13065.35,     13093.05,     13243.50,     13071.70,     13221.80,156.45
,Nifty Mid Liq 15,     13090.60,     13114.20,     13372.90,     13086.25,     13319.55,228.95
,Nifty Pvt Bank,     24261.75,     24244.55,     24423.70,     24165.65,     24386.00,124.25
,NIFTY100 Qualty30,      5432.05,      5440.55,      5535.10,      5437.70,      5525.95,93.9
,Nifty GS 8 13Yr,      2794.55,      2795.07,      2795.07,      2792.35,      2792.71,-1.84
,Nifty GS 10Yr,      2472.80,      2473.26,      2473.26,      2470.62,      2470.98,-1.82
,Nifty GS 10Yr Cln,       895.06,       895.06,       895.06,       894.09,       894.22,-.84
,Nifty GS 4 8Yr,      3013.53,      3014.10,      3014.30,      3012.81,      3013.85,.32
,Nifty GS 11 15Yr,      3091.49,      3092.08,      3092.08,      3089.47,      3089.61,-1.88
,Nifty GS 15YrPlus,      3402.19,      3402.84,      3402.84,      3395.98,      3396.06,-6.13
,Nifty GS Compsite,      2889.69,      2890.23,      2890.23,      2887.56,      2887.63,-2.06
,NIFTY HEALTHCARE,     13763.55,     13763.35,     13901.15,     13707.25,     13788.10,24.55
,NIFTY CONSR DURBL,     36696.35,     36829.00,     37642.15,     36810.35,     37591.10,894.75
,NIFTY OIL AND GAS,     10393.25,     10412.65,     10600.80,     10353.70,     10588.10,194.85
,NIFTY500 MULTICAP,     14772.30,     14800.15,     15003.35,     14780.05,     14984.85,212.55
,NIFTY LARGEMID250,     14876.90,     14908.30,     15113.05,     14883.35,     15092.30,215.4
,NIFTY MID SELECT,     11795.15,     11804.15,     11965.80,     11761.45,     11930.85,135.7
,NIFTY TOTAL MKT,     11994.00,     12017.90,     12173.80,     12001.15,     12156.55,162.55
,NIFTY MICROCAP250,     22289.55,     22351.45,     22764.55,     22281.95,     22733.60,444.05
,NIFTY IND DIGITAL,      8994.10,      9024.85,      9109.80,      8992.55,      9087.75,93.65
,Nifty Tata 25 Cap,     15308.85,     15393.30,     15700.60,     15358.85,     15678.45,369.6
,Nifty MidSml Hlth,     40079.15,     40011.85,     40335.10,     39952.30,     40214.55,135.4
,Nifty Multi Mfg,     13815.75,     13848.30,     14057.50,     13834.55,     14030.30,214.55
,Nifty Multi Infra,     12831.85,     12879.75,     13088.35,     12833.85,     13068.95,237.1
