,11-Feb-2025
The Nifty witnessed an intraday movement of about 403.4 points.The closing index was 1.32 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 87197.43
, Traded Quantity (in Lakhs), 27667.2
, Number of Trades, 39171607
, Total Market Capitalisation (Rs. Crores), 40602455.09

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23381.60,     23383.55,     23390.05,     22986.65,     23071.80,-309.8
,NIFTY50 EQL Wgt,     29201.80,     29194.15,     29203.35,     28613.70,     28723.30,-478.5
,NIFTY100 EQL Wgt,     30081.90,     30085.10,     30120.30,     29379.30,     29499.70,-582.2
,NIFTY100 LowVol30,     19117.25,     19139.50,     19148.85,     18739.60,     18808.65,-308.6
,NIFTY Alpha 50,     47770.95,     47784.05,     47836.90,     45804.35,     46149.15,-1621.8
,NIFTY MIDCAP 150,     19406.95,     19408.40,     19434.20,     18721.70,     18837.00,-569.95
,NIFTY SMLCAP 50,      8027.20,      8022.85,      8030.55,      7694.00,      7746.20,-281
,NIFTY SMLCAP 250,     15693.60,     15650.95,     15668.05,     15069.95,     15156.95,-536.65
,NIFTY MIDSML 400,     18091.95,     18075.30,     18094.00,     17428.40,     17529.50,-562.45
,NIFTY200 QUALTY30,     19930.50,     19933.40,     19955.15,     19438.00,     19535.65,-394.85
,Nifty FinSrv25 50,     25025.20,     24989.25,     25017.45,     24439.55,     24567.95,-457.25
,NIFTY AlphaLowVol,     25940.65,     25941.75,     25971.40,     25387.25,     25497.20,-443.45
,Nifty200Momentm30,     29608.65,     29637.15,     29655.30,     28753.95,     28908.70,-699.95
,Nifty100ESGSecLdr,      3867.60,      3868.50,      3869.00,      3794.20,      3809.05,-58.55
,NIFTY100 ESG,      4598.00,      4598.05,      4599.60,      4501.85,      4518.70,-79.3
,NIFTY M150 QLTY50,     22434.80,     22424.35,     22454.35,     21709.20,     21846.25,-588.55
,NIFTY INDIA MFG,     13179.90,     13153.05,     13163.45,     12832.05,     12894.90,-285
,Nifty200 Alpha 30,     23025.25,     23021.70,     23049.05,     22238.00,     22389.65,-635.6
,NiftyM150Momntm50,     56546.55,     56594.20,     56642.75,     54275.60,     54642.45,-1904.1
,Nifty IT,     42596.55,     42616.90,     42790.25,     41866.60,     41968.30,-628.25
,Nifty Next 50,     62390.30,     62374.25,     62521.75,     60574.75,     60827.80,-1562.5
,Nifty Bank,     49981.00,     49812.15,     49906.75,     49177.40,     49403.40,-577.6
,NIFTY MIDCAP 100,     52471.05,     52503.85,     52557.30,     50551.95,     50887.95,-1583.1
,Nifty 500,     21371.30,     21366.25,     21376.45,     20860.60,     20950.45,-420.85
,Nifty 100,     23897.00,     23897.55,     23906.40,     23442.50,     23530.80,-366.2
,Nifty Midcap 50,     14671.20,     14681.60,     14689.90,     14139.70,     14253.60,-417.6
,Nifty Realty,       890.30,       890.05,       890.95,       853.60,       863.00,-27.3
,Nifty Infra,      8169.85,      8205.00,      8205.10,      8003.65,      8029.85,-140
,Nifty Energy,     32109.90,     32156.65,     32157.75,     31217.70,     31436.75,-673.15
,Nifty FMCG,     54856.65,     55012.10,     55117.20,     53505.60,     53794.25,-1062.4
,Nifty MNC,     26755.50,     26687.65,     26751.35,     26149.35,     26298.05,-457.45
,Nifty Pharma,     21665.65,     21680.90,     21704.95,     21123.65,     21249.50,-416.15
,Nifty PSE,      8733.75,      8747.65,      8749.00,      8462.75,      8500.90,-232.85
,Nifty PSU Bank,      6133.65,      6144.45,      6159.50,      5984.90,      6001.70,-131.95
,Nifty Serv Sector,     30900.95,     30859.85,     30886.45,     30384.95,     30506.65,-394.3
,India VIX,14.4450,14.4450,15.4325,13.8450,14.8700,0.4250
,Nifty Auto,     23112.65,     23053.80,     23068.15,     22531.10,     22573.90,-538.75
,Nifty Metal,      8359.25,      8302.15,      8423.90,      8182.25,      8213.55,-145.7
,Nifty Media,      1583.10,      1579.40,      1582.70,      1530.35,      1537.95,-45.15
,NIFTY SMLCAP 100,     16648.70,     16617.05,     16632.75,     15968.10,     16074.35,-574.35
,Nifty 200,     12943.05,     12944.65,     12949.65,     12659.25,     12712.75,-230.3
,Nifty Div Opps 50,      5980.70,      5983.30,      5987.70,      5839.00,      5857.05,-123.65
,Nifty Commodities,      7937.85,      7927.05,      7958.40,      7774.80,      7808.20,-129.65
,Nifty Consumption,     11079.35,     11095.55,     11098.30,     10820.65,     10858.70,-220.65
,Nifty Fin Service,     23400.35,     23329.55,     23358.80,     22966.00,     23089.60,-310.75
,Nifty50 Div Point,       274.23,       274.23,       274.23,       274.23,       274.23,0
,Nifty100 Liq 15,      6336.05,      6355.85,      6355.85,      6217.20,      6239.80,-96.25
,Nifty CPSE,      5695.30,      5702.90,      5703.60,      5538.40,      5565.60,-129.7
,Nifty GrowSect 15,     11713.70,     11725.70,     11741.30,     11514.90,     11541.25,-172.45
,Nifty50 PR 2x Lev,     12511.40,     12511.30,     12511.30,     12086.70,     12177.65,-333.75
,Nifty50 PR 1x Inv,       215.25,       215.25,       218.90,       215.25,       218.15,2.9
,Nifty50 TR 2x Lev,     18328.55,     18328.40,     18328.40,     17706.40,     17839.60,-488.95
,Nifty50 TR 1x Inv,       178.00,       178.00,       181.05,       178.00,       180.40,2.4
,Nifty50 Value 20,     12970.85,     12963.10,     12984.45,     12775.00,     12813.25,-157.6
,Nifty Mid Liq 15,     13219.45,     13233.85,     13244.60,     12753.20,     12855.60,-363.85
,Nifty Pvt Bank,     24870.90,     24796.45,     24847.80,     24449.85,     24568.40,-302.5
,NIFTY100 Qualty30,      5445.55,      5440.80,      5443.45,      5325.85,      5346.80,-98.75
,Nifty GS 8 13Yr,      2793.70,      2794.22,      2800.01,      2794.22,      2797.73,4.03
,Nifty GS 10Yr,      2471.91,      2472.36,      2477.29,      2472.36,      2475.55,3.64
,Nifty GS 10Yr Cln,       892.89,       892.89,       894.71,       892.89,       894.06,1.17
,Nifty GS 4 8Yr,      3016.24,      3016.82,      3019.72,      3016.79,      3018.11,1.87
,Nifty GS 11 15Yr,      3084.83,      3085.42,      3090.66,      3085.41,      3088.46,3.63
,Nifty GS 15YrPlus,      3397.05,      3397.71,      3404.12,      3397.71,      3399.63,2.58
,Nifty GS Compsite,      2887.86,      2888.40,      2893.45,      2888.39,      2891.18,3.32
,NIFTY HEALTHCARE,     13908.70,     13925.20,     13939.30,     13494.60,     13562.05,-346.65
,NIFTY CONSR DURBL,     37565.65,     37585.05,     37660.45,     36524.30,     36715.10,-850.55
,NIFTY OIL AND GAS,     10317.00,     10344.05,     10344.05,     10064.55,     10117.75,-199.25
,NIFTY500 MULTICAP,     14816.20,     14807.10,     14815.60,     14404.75,     14471.75,-344.45
,NIFTY LARGEMID250,     14876.65,     14877.35,     14884.90,     14476.10,     14546.90,-329.75
,NIFTY MID SELECT,     11790.05,     11797.55,     11804.45,     11396.15,     11471.45,-318.6
,NIFTY TOTAL MKT,     12035.90,     12032.05,     12037.65,     11740.65,     11791.45,-244.45
,NIFTY MICROCAP250,     22380.30,     22323.75,     22341.00,     21451.30,     21565.85,-814.45
,NIFTY IND DIGITAL,      9097.80,      9111.20,      9123.30,      8831.90,      8866.05,-231.75
,Nifty Tata 25 Cap,     15291.05,     15269.30,     15276.10,     14926.65,     14982.50,-308.55
,Nifty MidSml Hlth,     40711.45,     40765.05,     40790.10,     39198.25,     39376.00,-1335.45
,Nifty Multi Mfg,     14024.85,     14018.65,     14024.10,     13635.00,     13693.80,-331.05
,Nifty Multi Infra,     12712.25,     12736.75,     12737.10,     12370.55,     12424.85,-287.4
,BHARATBOND-APR25,      1299.96,      1300.16,      1300.22,      1300.15,      1300.18,.22
,BHARATBOND-APR30,      1463.61,      1463.91,      1463.91,      1463.90,      1463.90,.29
,BHARATBOND-APR31,      1336.39,      1336.64,      1336.64,      1336.64,      1336.64,.25
,BHARATBOND-APR32,      1220.11,      1220.34,      1220.34,      1220.34,      1220.34,.23
,BHARATBOND-APR33,      1186.98,      1187.21,      1187.21,      1187.20,      1187.20,.22
,Nifty Ind Defence,      5892.85,      5896.65,      5904.55,      5652.60,      5686.55,-206.3
,Nifty Ind Tourism,      8448.85,      8427.25,      8441.50,      8182.05,      8213.65,-235.2
,Nifty Capital Mkt,      3492.90,      3494.75,      3497.25,      3298.60,      3314.15,-178.75
,Nifty500Momentm50,     50036.00,     50074.70,     50089.75,     48178.40,     48545.05,-1490.95
,NiftyMS400 MQ 100,     45608.20,     45580.20,     45618.00,     43860.10,     44134.85,-1473.35
,NiftySml250MQ 100,     43656.25,     43494.40,     43551.45,     41876.30,     42167.05,-1489.2
,Nifty Top 10 EW,      9236.50,      9249.60,      9252.70,      9097.20,      9124.20,-112.3
,Nifty AQL 30,     21481.95,     21480.20,     21513.25,     21008.65,     21122.15,-359.8
,Nifty AQLV 30,     19585.25,     19557.20,     19567.85,     19118.65,     19207.70,-377.55
,Nifty EV,      2869.45,      2865.20,      2867.85,      2778.80,      2787.25,-82.2
,Nifty HighBeta 50,      3312.80,      3314.55,      3321.15,      3204.40,      3218.75,-94.05
,Nifty New Consump,     10909.55,     10901.10,     10906.30,     10587.15,     10633.80,-275.75
,Nifty Corp MAATR,     34370.60,     34425.15,     34511.20,     33747.10,     33874.25,-496.35
,Nifty Low Vol 50,     23621.30,     23630.85,     23651.70,     23149.45,     23249.35,-371.95
,Nifty Mobility,     18978.45,     18938.80,     18947.30,     18456.75,     18512.75,-465.7
,Nifty Qlty LV 30,     16682.50,     16652.25,     16665.35,     16336.90,     16406.55,-275.95
,Nifty Sml250 Q50,     25276.35,     25254.20,     25287.30,     24396.15,     24546.00,-730.35
,Nifty Top 15 EW,      9793.15,      9808.45,      9809.10,      9639.00,      9668.30,-124.85
,Nifty100 Alpha 30,     16815.60,     16812.55,     16826.65,     16386.80,     16458.10,-357.5
,Nifty100 Enh ESG,      4634.25,      4634.30,      4635.85,      4537.45,      4554.45,-79.8
,Nifty200 Value 30,     11635.05,     11620.65,     11644.70,     11316.00,     11349.35,-285.7
,Nifty500 EW,     13012.30,     12991.00,     13003.95,     12574.25,     12632.95,-379.35
,Nifty Multi MQ 50,     39403.40,     39402.20,     39437.85,     38212.65,     38453.25,-950.15
