,05-Mar-2025
The Nifty witnessed an intraday movement of about 327.1 points.The closing index was 1.15 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 96043.58
, Traded Quantity (in Lakhs), 32818.76
, Number of Trades, 38758542
, Total Market Capitalisation (Rs. Crores), 39060955.14

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     22082.65,     22073.05,     22394.90,     22067.80,     22337.30,254.65
,NIFTY50 EQL Wgt,     27558.90,     27530.20,     28048.20,     27524.10,     28008.70,449.8
,NIFTY100 EQL Wgt,     28112.25,     28087.40,     28752.95,     28087.25,     28738.95,626.7
,NIFTY100 LowVol30,     17703.75,     17679.30,     17955.55,     17671.10,     17926.25,222.5
,NIFTY Alpha 50,     42671.20,     42665.05,     43762.65,     42661.05,     43737.40,1066.2
,NIFTY MIDCAP 150,     17807.30,     17756.75,     18250.55,     17756.75,     18240.15,432.85
,NIFTY SMLCAP 50,      7148.65,      7150.45,      7386.80,      7150.45,      7379.25,230.6
,NIFTY SMLCAP 250,     13914.10,     13913.70,     14303.70,     13913.70,     14291.05,376.95
,NIFTY MIDSML 400,     16401.25,     16370.75,     16826.65,     16370.75,     16815.85,414.6
,NIFTY200 QUALTY30,     18094.75,     18054.95,     18495.80,     18054.95,     18472.25,377.5
,Nifty FinSrv25 50,     24565.75,     24518.05,     24738.90,     24464.55,     24699.10,133.35
,NIFTY AlphaLowVol,     23705.90,     23695.80,     24095.80,     23694.90,     24085.00,379.1
,Nifty200Momentm30,     26760.20,     26738.60,     27445.85,     26738.10,     27409.15,648.95
,Nifty100ESGSecLdr,      3653.75,      3651.80,      3705.55,      3649.50,      3696.80,43.05
,NIFTY100 ESG,      4311.00,      4306.55,      4382.30,      4306.20,      4375.60,64.6
,NIFTY M150 QLTY50,     20598.95,     20560.10,     21119.05,     20560.05,     21098.00,499.05
,NIFTY INDIA MFG,     12205.70,     12195.45,     12502.70,     12195.30,     12495.45,289.75
,Nifty200 Alpha 30,     20895.40,     20857.25,     21419.00,     20853.25,     21395.55,500.15
,NiftyM150Momntm50,     51041.20,     50866.90,     52523.35,     50856.75,     52475.25,1434.05
,Nifty IT,     37276.95,     37287.25,     38381.75,     37287.25,     38072.30,795.35
,Nifty Next 50,     57966.85,     57943.25,     59483.20,     57943.25,     59441.65,1474.8
,Nifty Bank,     48245.20,     48241.30,     48657.65,     48190.25,     48489.95,244.75
,NIFTY MIDCAP 100,     48007.85,     47874.65,     49203.95,     47874.65,     49168.35,1160.5
,Nifty 500,     19917.85,     19901.60,     20265.05,     19901.60,     20256.50,338.65
,Nifty 100,     22504.90,     22495.25,     22861.45,     22493.95,     22818.80,313.9
,Nifty Midcap 50,     13594.55,     13546.60,     13948.50,     13546.60,     13936.70,342.15
,Nifty Realty,       808.75,       806.30,       830.00,       806.30,       827.55,18.8
,Nifty Infra,      7697.35,      7704.00,      7874.85,      7699.15,      7864.20,166.85
,Nifty Energy,     30239.15,     30248.35,     31126.35,     30246.75,     31099.45,860.3
,Nifty FMCG,     50524.25,     50397.30,     51613.95,     50397.30,     51279.10,754.85
,Nifty MNC,     24992.60,     24885.45,     25538.65,     24885.45,     25504.80,512.2
,Nifty Pharma,     19820.65,     19761.60,     20149.65,     19713.10,     20126.80,306.15
,Nifty PSE,      8287.25,      8295.10,      8567.10,      8293.60,      8558.75,271.5
,Nifty PSU Bank,      5718.90,      5724.30,      5897.65,      5724.30,      5890.45,171.55
,Nifty Serv Sector,     29415.55,     29391.00,     29776.95,     29382.20,     29656.95,241.4
,India VIX,13.8300,13.8300,14.1300,13.0950,13.6700,-0.1600
,Nifty Auto,     20269.20,     20354.80,     20848.40,     20327.05,     20796.75,527.55
,Nifty Metal,      8347.75,      8322.20,      8693.90,      8322.15,      8685.20,337.45
,Nifty Media,      1404.05,      1400.80,      1452.55,      1400.75,      1448.10,44.05
,NIFTY SMLCAP 100,     14762.60,     14764.65,     15211.75,     14764.65,     15199.10,436.5
,Nifty 200,     12131.40,     12121.60,     12335.15,     12121.60,     12320.75,189.35
,Nifty Div Opps 50,      5530.60,      5523.95,      5666.10,      5523.85,      5655.90,125.3
,Nifty Commodities,      7678.70,      7667.70,      7889.90,      7666.80,      7886.20,207.5
,Nifty Consumption,     10159.95,     10167.75,     10380.90,     10167.75,     10360.25,200.3
,Nifty Fin Service,     23028.45,     22985.80,     23126.70,     22952.25,     23050.60,22.15
,Nifty50 Div Point,       287.91,       287.91,       287.91,       287.91,       287.91,0
,Nifty100 Liq 15,      6062.55,      6053.25,      6169.60,      6052.90,      6153.25,90.7
,Nifty CPSE,      5479.65,      5489.10,      5654.60,      5487.70,      5643.90,164.25
,Nifty GrowSect 15,     10519.50,     10522.50,     10733.35,     10522.50,     10697.35,177.85
,Nifty50 PR 2x Lev,     11110.00,     11098.55,     11422.15,     11097.15,     11364.45,254.45
,Nifty50 PR 1x Inv,       228.60,       228.75,       228.75,       225.40,       226.00,-2.6
,Nifty50 TR 2x Lev,     16294.95,     16278.15,     16752.80,     16276.10,     16668.15,373.2
,Nifty50 TR 1x Inv,       188.90,       189.00,       189.05,       186.25,       186.75,-2.15
,Nifty50 Value 20,     12017.05,     12030.90,     12232.30,     12030.60,     12209.75,192.7
,Nifty Mid Liq 15,     12247.50,     12229.35,     12659.15,     12229.35,     12644.50,397
,Nifty Pvt Bank,     24107.25,     24093.50,     24344.35,     24074.35,     24238.15,130.9
,NIFTY100 Qualty30,      4965.30,      4953.40,      5055.00,      4953.30,      5046.85,81.55
,Nifty GS 8 13Yr,      2800.09,      2800.61,      2803.96,      2799.42,      2803.93,3.84
,Nifty GS 10Yr,      2478.00,      2478.45,      2481.86,      2476.51,      2481.80,3.8
,Nifty GS 10Yr Cln,       891.12,       891.12,       892.38,       890.40,       892.35,1.23
,Nifty GS 4 8Yr,      3027.99,      3028.57,      3031.40,      3028.55,      3031.40,3.41
,Nifty GS 11 15Yr,      3083.48,      3084.07,      3089.44,      3084.06,      3089.12,5.64
,Nifty GS 15YrPlus,      3370.54,      3371.20,      3381.87,      3371.20,      3381.87,11.33
,Nifty GS Compsite,      2889.89,      2890.44,      2894.87,      2889.73,      2894.81,4.92
