,06-Mar-2025
The Nifty witnessed an intraday movement of about 310.6 points.The closing index was 0.93 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 94950.1
, Traded Quantity (in Lakhs), 31365.27
, Number of Trades, 37796080
, Total Market Capitalisation (Rs. Crores), 39517017.12

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     22337.30,     22476.35,     22556.45,     22245.85,     22544.70,207.4
,NIFTY50 EQL Wgt,     28008.70,     28190.70,     28350.95,     27931.40,     28321.10,312.4
,NIFTY100 EQL Wgt,     28738.95,     28984.20,     29118.40,     28805.35,     29066.85,327.9
,NIFTY100 LowVol30,     17926.25,     18026.00,     18138.55,     17865.55,     18126.10,199.85
,NIFTY Alpha 50,     43737.40,     44251.40,     44564.45,     43812.15,     43953.30,215.9
,NIFTY MIDCAP 150,     18240.15,     18407.55,     18477.45,     18283.20,     18341.00,100.85
,NIFTY SMLCAP 50,      7379.25,      7445.05,      7504.70,      7418.15,      7476.65,97.4
,NIFTY SMLCAP 250,     14291.05,     14411.40,     14546.45,     14381.60,     14503.30,212.25
,NIFTY MIDSML 400,     16815.85,     16965.75,     17061.80,     16878.90,     16963.55,147.7
,NIFTY200 QUALTY30,     18472.25,     18598.50,     18729.05,     18504.20,     18692.80,220.55
,Nifty FinSrv25 50,     24699.10,     24870.65,     24905.25,     24639.65,     24866.60,167.5
,NIFTY AlphaLowVol,     24085.00,     24252.90,     24315.60,     24103.80,     24290.50,205.5
,Nifty200Momentm30,     27409.15,     27634.30,     27664.45,     27301.50,     27405.70,-3.45
,Nifty100ESGSecLdr,      3696.80,      3724.30,      3741.25,      3693.20,      3739.00,42.2
,NIFTY100 ESG,      4375.60,      4408.05,      4423.80,      4377.50,      4419.70,44.1
,NIFTY M150 QLTY50,     21098.00,     21242.40,     21343.90,     21184.80,     21278.30,180.3
,NIFTY INDIA MFG,     12495.45,     12627.10,     12689.70,     12550.50,     12666.85,171.4
,Nifty200 Alpha 30,     21395.55,     21645.75,     21706.65,     21378.65,     21473.05,77.5
,NiftyM150Momntm50,     52475.25,     52944.60,     53114.85,     52265.15,     52378.35,-96.9
,Nifty IT,     38072.30,     38226.10,     38347.10,     37912.00,     38145.30,73
,Nifty Next 50,     59441.65,     60134.80,     60350.05,     59844.10,     60114.35,672.7
,Nifty Bank,     48489.95,     48760.00,     48839.10,     48299.40,     48627.70,137.75
,NIFTY MIDCAP 100,     49168.35,     49645.65,     49812.15,     49252.60,     49348.10,179.75
,Nifty 500,     20256.50,     20411.45,     20467.15,     20262.75,     20447.10,190.6
,Nifty 100,     22818.80,     22982.55,     23053.95,     22775.35,     23038.80,220
,Nifty Midcap 50,     13936.70,     14067.95,     14106.25,     13960.40,     13983.20,46.5
,Nifty Realty,       827.55,       835.65,       840.25,       824.30,       826.15,-1.4
,Nifty Infra,      7864.20,      7935.35,      7987.75,      7864.45,      7979.55,115.35
,Nifty Energy,     31099.45,     31431.80,     31782.55,     31249.90,     31729.85,630.4
,Nifty FMCG,     51279.10,     51597.55,     51966.00,     51108.95,     51890.30,611.2
,Nifty MNC,     25504.80,     25653.20,     25876.75,     25528.15,     25801.70,296.9
,Nifty Pharma,     20126.80,     20293.60,     20457.00,     20200.45,     20423.35,296.55
,Nifty PSE,      8558.75,      8649.70,      8740.05,      8584.45,      8723.65,164.9
,Nifty PSU Bank,      5890.45,      5949.65,      5976.75,      5912.05,      5929.15,38.7
,Nifty Serv Sector,     29656.95,     29797.90,     29843.60,     29494.70,     29812.90,155.95
,India VIX,13.6700,13.6700,14.1775,13.2800,13.7250,0.0550
,Nifty Auto,     20796.75,     21030.70,     21068.75,     20733.40,     20959.70,162.95
,Nifty Metal,      8685.20,      8762.50,      8947.25,      8734.65,      8888.65,203.45
,Nifty Media,      1448.10,      1458.40,      1477.15,      1457.85,      1462.20,14.1
,NIFTY SMLCAP 100,     15199.10,     15342.45,     15457.55,     15277.05,     15400.35,201.25
,Nifty 200,     12320.75,     12414.25,     12438.40,     12307.90,     12427.45,106.7
,Nifty Div Opps 50,      5655.90,      5697.45,      5730.50,      5654.80,      5723.15,67.25
,Nifty Commodities,      7886.20,      7961.85,      8056.55,      7905.80,      8041.40,155.2
,Nifty Consumption,     10360.25,     10432.05,     10447.20,     10330.65,     10438.55,78.3
,Nifty Fin Service,     23050.60,     23175.50,     23198.65,     22942.40,     23163.00,112.4
,Nifty50 Div Point,       287.91,       287.91,       287.91,       287.91,       287.91,0
,Nifty100 Liq 15,      6153.25,      6201.70,      6225.90,      6137.70,      6220.30,67.05
,Nifty CPSE,      5643.90,      5680.50,      5756.55,      5625.70,      5746.15,102.25
,Nifty GrowSect 15,     10697.35,     10762.05,     10796.10,     10647.80,     10787.80,90.45
,Nifty50 PR 2x Lev,     11364.45,     11504.05,     11584.90,     11270.35,     11573.60,209.15
,Nifty50 PR 1x Inv,       226.00,       224.65,       226.95,       223.85,       223.95,-2.05
,Nifty50 TR 2x Lev,     16668.15,     16872.90,     16991.45,     16530.15,     16974.95,306.8
,Nifty50 TR 1x Inv,       186.75,       185.65,       187.55,       184.95,       185.05,-1.7
,Nifty50 Value 20,     12209.75,     12298.70,     12326.40,     12154.20,     12312.10,102.35
,Nifty Mid Liq 15,     12644.50,     12760.80,     12788.50,     12599.50,     12619.25,-25.25
,Nifty Pvt Bank,     24238.15,     24377.10,     24401.85,     24143.45,     24324.50,86.35
,NIFTY100 Qualty30,      5046.85,      5075.30,      5104.90,      5047.30,      5098.65,51.8
,Nifty GS 8 13Yr,      2804.57,      2805.10,      2811.06,      2805.09,      2810.37,5.8
,Nifty GS 10Yr,      2482.48,      2482.93,      2488.50,      2482.93,      2488.44,5.96
,Nifty GS 10Yr Cln,       892.60,       892.60,       894.66,       892.60,       894.64,2.04
,Nifty GS 4 8Yr,      3031.49,      3032.07,      3034.29,      3032.04,      3033.90,2.41
,Nifty GS 11 15Yr,      3089.18,      3089.77,      3097.81,      3089.77,      3097.23,8.05
,Nifty GS 15YrPlus,      3382.17,      3382.83,      3392.37,      3382.83,      3391.22,9.05
,Nifty GS Compsite,      2895.19,      2895.73,      2901.83,      2895.72,      2901.19,6
,NIFTY HEALTHCARE,     12942.30,     13032.75,     13133.05,     12965.15,     13103.30,161
,NIFTY CONSR DURBL,     35448.05,     35687.85,     35743.40,     35317.50,     35629.70,181.65
,NIFTY OIL AND GAS,      9792.60,      9940.30,     10058.90,      9878.25,     10045.85,253.25
,NIFTY500 MULTICAP,     13937.70,     14048.55,     14093.25,     13966.35,     14074.70,137
,NIFTY LARGEMID250,     14096.70,     14211.50,     14237.35,     14113.10,     14204.65,107.95
,NIFTY MID SELECT,     11168.50,     11274.70,     11308.80,     11172.55,     11190.65,22.15
,NIFTY TOTAL MKT,     11387.80,     11475.45,     11510.70,     11395.50,     11499.20,111.4
,NIFTY MICROCAP250,     20193.25,     20374.45,     20635.25,     20369.00,     20596.80,403.55
,NIFTY IND DIGITAL,      8204.25,      8261.15,      8287.80,      8194.55,      8227.35,23.1
,Nifty Tata 25 Cap,     14457.35,     14575.95,     14611.95,     14406.35,     14578.55,121.2
,Nifty MidSml Hlth,     38685.10,     38901.15,     39040.45,     38709.90,     38804.35,119.25
,Nifty Multi Mfg,     13222.80,     13360.85,     13424.10,     13282.85,     13398.40,175.6
,Nifty Multi Infra,     12078.05,     12190.45,     12225.55,     12088.35,     12211.70,133.65
,BHARATBOND-APR25,      1305.87,      1306.05,      1306.13,      1306.04,      1306.13,.26
,BHARATBOND-APR30,      1463.21,      1463.50,      1465.09,      1463.49,      1465.09,1.88
,BHARATBOND-APR31,      1334.58,      1334.83,      1335.89,      1334.83,      1335.89,1.31
