,30-Jan-2025
The Nifty witnessed an intraday movement of about 182.85 points.The closing index was 0.37 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 103561.27
, Traded Quantity (in Lakhs), 28650.4
, Number of Trades, 38966839
, Total Market Capitalisation (Rs. Crores), 41496826.06

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23163.10,     23169.50,     23322.05,     23139.20,     23249.50,86.4
,NIFTY50 EQL Wgt,     28892.40,     28921.50,     29164.30,     28841.05,     28984.55,92.15
,NIFTY100 EQL Wgt,     29924.55,     29983.50,     30200.35,     29860.15,     30001.40,76.85
,NIFTY100 LowVol30,     18978.70,     19013.75,     19137.25,     18972.80,     19077.35,98.65
,NIFTY Alpha 50,     48587.75,     48801.55,     49281.60,     48243.15,     48452.60,-135.15
,NIFTY MIDCAP 150,     19481.75,     19566.85,     19679.55,     19450.65,     19514.25,32.5
,NIFTY SMLCAP 50,      7895.95,      7958.90,      7995.45,      7872.10,      7901.80,5.85
,NIFTY SMLCAP 250,     15613.35,     15674.40,     15808.10,     15550.70,     15585.95,-27.4
,NIFTY MIDSML 400,     18103.90,     18180.05,     18300.65,     18059.65,     18112.15,8.25
,NIFTY200 QUALTY30,     19962.80,     20025.10,     20142.80,     19969.90,     20083.15,120.35
,Nifty FinSrv25 50,     24755.35,     24811.65,     24909.80,     24731.30,     24823.45,68.1
,NIFTY AlphaLowVol,     25823.90,     25840.55,     26029.05,     25783.40,     25978.50,154.6
,Nifty200Momentm30,     29403.50,     29453.95,     29536.70,     29058.55,     29210.65,-192.85
,Nifty100ESGSecLdr,      3821.70,      3823.90,      3847.05,      3817.55,      3834.65,12.95
,NIFTY100 ESG,      4541.60,      4543.00,      4573.35,      4529.25,      4547.90,6.3
,NIFTY M150 QLTY50,     22763.40,     22842.60,     22980.15,     22717.10,     22771.15,7.75
,NIFTY INDIA MFG,     13051.90,     13058.30,     13149.45,     13011.05,     13100.40,48.5
,Nifty200 Alpha 30,     23082.40,     23121.25,     23225.45,     22778.85,     22894.40,-188
,NiftyM150Momntm50,     56760.50,     56991.50,     57200.60,     56004.75,     56177.70,-582.8
,Nifty IT,     42914.50,     42893.80,     43025.85,     42117.35,     42426.65,-487.85
,Nifty Next 50,     62142.15,     62330.50,     62771.75,     61890.85,     62193.15,51
,Nifty Bank,     49165.95,     49206.20,     49426.20,     49031.80,     49311.95,146
,NIFTY MIDCAP 100,     52718.85,     52973.55,     53196.05,     52544.20,     52714.25,-4.6
,Nifty 500,     21245.50,     21282.10,     21404.20,     21209.60,     21297.50,52
,Nifty 100,     23696.25,     23714.30,     23852.70,     23660.90,     23772.50,76.25
,Nifty Midcap 50,     14671.25,     14738.25,     14796.30,     14635.45,     14674.05,2.8
,Nifty Realty,       888.00,       894.50,       914.85,       893.25,       903.80,15.8
,Nifty Infra,      8163.75,      8180.30,      8262.80,      8167.80,      8226.70,62.95
,Nifty Energy,     32607.85,     32824.35,     33210.80,     32760.30,     33026.05,418.2
,Nifty FMCG,     55163.05,     55212.45,     55803.00,     55168.55,     55558.95,395.9
,Nifty MNC,     26838.25,     26889.85,     27010.40,     26785.90,     26914.85,76.6
,Nifty Pharma,     21163.90,     21245.60,     21485.30,     21198.50,     21419.65,255.75
