,21-Jan-2025
The Nifty witnessed an intraday movement of about 449.45 points.The closing index was 1.37 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 99502.09
, Traded Quantity (in Lakhs), 34261.07
, Number of Trades, 36998051
, Total Market Capitalisation (Rs. Crores), 42131505.73

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23344.75,     23421.65,     23426.30,     22976.85,     23024.65,-320.1
,NIFTY50 EQL Wgt,     29209.15,     29288.95,     29361.20,     28837.70,     28863.95,-345.2
,NIFTY100 EQL Wgt,     30745.50,     30803.15,     30849.70,     30241.55,     30263.70,-481.8
,NIFTY100 LowVol30,     19056.00,     19110.80,     19183.80,     18877.45,     18896.10,-159.9
,NIFTY Alpha 50,     52820.40,     52815.55,     52856.10,     50782.90,     50862.95,-1957.45
,NIFTY MIDCAP 150,     20350.90,     20384.95,     20406.85,     19926.60,     19946.30,-404.6
,NIFTY SMLCAP 50,      8520.25,      8539.10,      8554.25,      8324.80,      8341.95,-178.3
,NIFTY SMLCAP 250,     16841.40,     16878.95,     16920.45,     16465.05,     16484.10,-357.3
,NIFTY MIDSML 400,     19129.75,     19165.60,     19185.65,     18722.95,     18740.20,-389.55
,NIFTY200 QUALTY30,     20298.15,     20336.65,     20442.75,     20099.45,     20121.10,-177.05
,Nifty FinSrv25 50,     24819.95,     24889.20,     24892.65,     24350.20,     24395.10,-424.85
,NIFTY AlphaLowVol,     26152.45,     26208.45,     26345.75,     25838.20,     25862.25,-290.2
,Nifty200Momentm30,     30693.50,     30612.50,     30647.05,     29586.35,     29609.70,-1083.8
,Nifty100ESGSecLdr,      3872.80,      3880.85,      3882.45,      3799.70,      3804.80,-68
,NIFTY100 ESG,      4612.20,      4621.75,      4628.65,      4539.30,      4543.35,-68.85
,NIFTY M150 QLTY50,     23524.90,     23535.90,     23633.10,     23136.95,     23165.55,-359.35
,NIFTY INDIA MFG,     13550.60,     13581.55,     13619.70,     13299.25,     13309.85,-240.75
,Nifty200 Alpha 30,     24592.30,     24538.75,     24565.95,     23606.95,     23636.40,-955.9
,NiftyM150Momntm50,     60161.50,     60252.25,     60289.65,     58199.80,     58287.00,-1874.5
,Nifty IT,     42192.80,     42288.55,     42536.70,     41639.00,     41697.95,-494.85
,Nifty Next 50,     65106.15,     64933.55,     65029.45,     63348.15,     63406.15,-1700
,Nifty Bank,     49350.80,     49532.00,     49543.15,     48430.95,     48570.90,-779.9
,NIFTY MIDCAP 100,     55106.20,     55205.60,     55256.85,     53779.65,     53834.95,-1271.25
,Nifty 500,     21809.00,     21855.10,     21863.05,     21411.30,     21433.20,-375.8
,Nifty 100,     24048.80,     24101.95,     24110.30,     23630.80,     23664.75,-384.05
,Nifty Midcap 50,     15298.45,     15324.30,     15328.45,     14944.40,     14963.00,-335.45
,Nifty Realty,       945.35,       946.30,       948.40,       904.55,       906.40,-38.95
,Nifty Infra,      8451.85,      8484.40,      8486.60,      8298.35,      8309.50,-142.35
,Nifty Energy,     34970.55,     35014.85,     35043.40,     34262.30,     34308.50,-662.05
,Nifty FMCG,     55738.05,     55914.55,     56372.10,     55516.65,     55622.65,-115.4
,Nifty MNC,     27430.25,     27484.55,     27611.00,     27102.80,     27125.35,-304.9
,Nifty Pharma,     22182.40,     22195.75,     22395.80,     21862.65,     21882.90,-299.5
,Nifty PSE,      9493.75,      9512.70,      9539.10,      9315.50,      9327.55,-166.2
,Nifty PSU Bank,      6419.25,      6451.45,      6455.50,      6289.30,      6308.15,-111.1
,Nifty Serv Sector,     30509.10,     30556.70,     30566.50,     29935.80,     30001.20,-507.9
,India VIX,16.4150,16.4150,17.4450,15.2025,17.0550,0.6400
,Nifty Auto,     22671.80,     22727.70,     22881.95,     22261.90,     22303.20,-368.6
,Nifty Metal,      8613.35,      8661.60,      8696.45,      8520.10,      8532.10,-81.25
,Nifty Media,      1719.40,      1722.95,      1735.65,      1690.00,      1693.75,-25.65
,NIFTY SMLCAP 100,     17864.65,     17909.45,     17941.25,     17428.30,     17456.50,-408.15
,Nifty 200,     13119.45,     13147.55,     13151.45,     12880.45,     12893.90,-225.55
,Nifty Div Opps 50,      6161.25,      6176.20,      6188.70,      6082.45,      6091.75,-69.5
,Nifty Commodities,      8159.60,      8192.60,      8209.35,      8048.50,      8056.85,-102.75
,Nifty Consumption,     11038.05,     11029.30,     11046.95,     10834.95,     10848.30,-189.75
,Nifty Fin Service,     22926.70,     23003.20,     23009.40,     22492.10,     22548.90,-377.8
,Nifty50 Div Point,       254.57,       254.57,       254.57,       254.57,       254.57,0
,Nifty100 Liq 15,      6350.75,      6372.75,      6374.25,      6237.90,      6247.80,-102.95
,Nifty CPSE,      6208.10,      6215.70,      6221.15,      6077.80,      6085.20,-122.9
,Nifty GrowSect 15,     11671.20,     11696.65,     11772.35,     11554.80,     11580.85,-90.35
,Nifty50 PR 2x Lev,     12531.30,     12611.65,     12616.65,     12134.50,     12185.45,-345.85
,Nifty50 PR 1x Inv,       215.00,       214.30,       218.40,       214.30,       218.00,3
,Nifty50 TR 2x Lev,     18327.15,     18444.65,     18451.90,     17746.85,     17821.35,-505.8
,Nifty50 TR 1x Inv,       177.95,       177.40,       180.75,       177.35,       180.40,2.45
,Nifty50 Value 20,     13186.25,     13224.25,     13245.05,     12983.35,     13013.05,-173.2
,Nifty Mid Liq 15,     13825.15,     13826.90,     13835.40,     13350.55,     13366.05,-459.1
,Nifty Pvt Bank,     24242.65,     24314.40,     24314.40,     23803.10,     23869.30,-373.35
,NIFTY100 Qualty30,      5478.25,      5490.35,      5511.60,      5414.85,      5420.30,-57.95
,Nifty GS 8 13Yr,      2775.59,      2776.11,      2781.80,      2776.10,      2779.88,4.29
,Nifty GS 10Yr,      2454.42,      2454.88,      2460.54,      2454.87,      2458.97,4.55
,Nifty GS 10Yr Cln,       889.77,       889.77,       891.86,       889.77,       891.29,1.52
,Nifty GS 4 8Yr,      2998.89,      2999.46,      3003.50,      2999.44,      3002.10,3.21
,Nifty GS 11 15Yr,      3068.69,      3069.27,      3076.07,      3069.27,      3075.20,6.51
,Nifty GS 15YrPlus,      3373.96,      3374.61,      3391.24,      3374.61,      3387.77,13.81
,Nifty GS Compsite,      2870.21,      2870.75,      2876.57,      2870.74,      2875.45,5.24
