,13-Jan-2025
The Nifty witnessed an intraday movement of about 293.7 points.The closing index was 1.47 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 105027.76
, Traded Quantity (in Lakhs), 40207.65
, Number of Trades, 47973003
, Total Market Capitalisation (Rs. Crores), 41423556.34

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23431.50,     23195.40,     23340.95,     23047.25,     23085.95,-345.55
,NIFTY50 EQL Wgt,     29181.50,     28917.65,     29047.30,     28547.95,     28613.90,-567.6
,NIFTY100 EQL Wgt,     30460.40,     30130.50,     30217.70,     29479.85,     29541.35,-919.05
,NIFTY100 LowVol30,     19282.55,     19121.65,     19201.65,     18986.25,     19017.50,-265.05
,NIFTY Alpha 50,     52170.65,     51380.20,     51866.00,     49466.50,     49714.60,-2456.05
,NIFTY MIDCAP 150,     20252.95,     20015.55,     20070.50,     19393.85,     19458.30,-794.65
,NIFTY SMLCAP 50,      8386.95,      8271.00,      8332.35,      8019.30,      8068.20,-318.75
,NIFTY SMLCAP 250,     16833.40,     16614.40,     16705.75,     16065.45,     16159.90,-673.5
,NIFTY MIDSML 400,     19067.65,     18835.25,     18905.10,     18238.45,     18314.20,-753.45
,NIFTY200 QUALTY30,     20687.95,     20508.90,     20621.95,     20245.35,     20277.65,-410.3
,Nifty FinSrv25 50,     24436.60,     24207.90,     24395.40,     23992.15,     24041.50,-395.1
,NIFTY AlphaLowVol,     26648.95,     26438.80,     26474.90,     25981.00,     26039.15,-609.8
,Nifty200Momentm30,     31277.35,     30929.65,     30954.75,     30064.00,     30125.50,-1151.85
,Nifty100ESGSecLdr,      3879.15,      3837.90,      3857.85,      3796.65,      3803.80,-75.35
,NIFTY100 ESG,      4625.20,      4580.90,      4599.70,      4512.60,      4521.05,-104.15
,NIFTY M150 QLTY50,     23667.00,     23456.65,     23497.90,     22748.70,     22812.85,-854.15
,NIFTY INDIA MFG,     13453.20,     13316.90,     13331.75,     13002.15,     13030.00,-423.2
,Nifty200 Alpha 30,     24671.80,     24318.50,     24457.60,     23486.50,     23576.20,-1095.6
,NiftyM150Momntm50,     60692.25,     59889.00,     59996.15,     57734.85,     57954.30,-2737.95
,Nifty IT,     44609.50,     44390.60,     44655.70,     43927.40,     43999.10,-610.4
,Nifty Next 50,     64257.10,     63399.20,     63478.55,     61388.90,     61481.55,-2775.55
,Nifty Bank,     48734.15,     48264.25,     48606.35,     47898.35,     48041.25,-692.9
,NIFTY MIDCAP 100,     54585.75,     53909.65,     54083.35,     52248.50,     52390.40,-2195.35
,Nifty 500,     21799.00,     21557.00,     21630.55,     21194.45,     21243.45,-555.55
,Nifty 100,     24064.75,     23808.10,     23931.75,     23548.75,     23586.80,-477.95
,Nifty Midcap 50,     15266.45,     15076.95,     15111.30,     14618.30,     14650.10,-616.35
,Nifty Realty,       963.30,       949.25,       952.00,       897.50,       901.00,-62.3
,Nifty Infra,      8259.95,      8150.45,      8206.00,      8025.25,      8054.20,-205.75
,Nifty Energy,     33743.00,     33379.60,     33602.75,     32490.85,     32623.10,-1119.9
,Nifty FMCG,     57117.70,     56334.50,     56925.50,     56332.80,     56420.15,-697.55
,Nifty MNC,     27667.70,     27422.25,     27505.70,     26934.05,     26977.15,-690.55
,Nifty Pharma,     22380.85,     22256.95,     22277.80,     21848.55,     21903.35,-477.5
,Nifty PSE,      9109.85,      8972.05,      9051.15,      8727.60,      8755.55,-354.3
,Nifty PSU Bank,      6085.10,      6047.60,      6061.65,      5866.10,      5897.25,-187.85
,Nifty Serv Sector,     30811.15,     30489.95,     30669.70,     30262.50,     30307.55,-503.6
,India VIX,14.9150,14.9150,16.1850,14.4500,15.9975,1.0825
,Nifty Auto,     23017.75,     22789.70,     22842.45,     22351.00,     22382.25,-635.5
,Nifty Metal,      8262.95,      8194.65,      8198.45,      7935.35,      7951.35,-311.6
,Nifty Media,      1743.65,      1726.50,      1750.55,      1653.50,      1664.50,-79.15
,NIFTY SMLCAP 100,     17645.55,     17407.70,     17531.15,     16808.70,     16922.10,-723.45
,Nifty 200,     13105.35,     12961.75,     13015.95,     12777.00,     12799.60,-305.75
,Nifty Div Opps 50,      6179.45,      6121.15,      6166.55,      6054.30,      6066.95,-112.5
,Nifty Commodities,      7873.05,      7781.25,      7803.15,      7597.05,      7616.35,-256.7
,Nifty Consumption,     11254.25,     11079.90,     11128.20,     10922.00,     10937.70,-316.55
,Nifty Fin Service,     22730.20,     22503.95,     22659.50,     22357.95,     22400.45,-329.75
,Nifty50 Div Point,       233.03,       233.03,       233.03,       233.03,       233.03,0
,Nifty100 Liq 15,      6141.05,      6075.85,      6119.75,      6011.05,      6032.50,-108.55
,Nifty CPSE,      5914.00,      5845.35,      5905.60,      5695.75,      5714.05,-199.95
,Nifty GrowSect 15,     12116.20,     12001.50,     12107.90,     11976.65,     11990.80,-125.4
,Nifty50 PR 2x Lev,     12651.45,     12389.40,     12546.45,     12230.40,     12271.20,-380.25
,Nifty50 PR 1x Inv,       213.90,       216.15,       217.50,       214.85,       217.15,3.25
,Nifty50 TR 2x Lev,     18468.35,     18085.85,     18315.10,     17853.70,     17913.30,-555.05
,Nifty50 TR 1x Inv,       177.20,       179.05,       180.20,       177.95,       179.90,2.7
,Nifty50 Value 20,     13401.55,     13286.90,     13380.80,     13200.75,     13220.45,-181.1
,Nifty Mid Liq 15,     13576.35,     13441.45,     13512.10,     13082.50,     13110.15,-466.2
,Nifty Pvt Bank,     23931.15,     23663.95,     23950.40,     23648.80,     23722.60,-208.55
,NIFTY100 Qualty30,      5560.15,      5514.65,      5539.30,      5455.75,      5464.35,-95.8
,Nifty GS 8 13Yr,      2770.69,      2771.21,      2771.21,      2757.02,      2757.29,-13.4
,Nifty GS 10Yr,      2449.68,      2450.13,      2450.13,      2436.60,      2437.33,-12.35
,Nifty GS 10Yr Cln,       889.36,       889.36,       889.36,       884.36,       884.63,-4.73
,Nifty GS 4 8Yr,      2991.81,      2992.39,      2992.39,      2980.18,      2980.18,-11.63
,Nifty GS 11 15Yr,      3064.54,      3065.12,      3065.12,      3045.08,      3045.08,-19.46
,Nifty GS 15YrPlus,      3379.85,      3380.50,      3380.50,      3352.32,      3353.55,-26.3
,Nifty GS Compsite,      2865.91,      2866.45,      2866.45,      2851.14,      2851.42,-14.49
,NIFTY HEALTHCARE,     14397.80,     14315.95,     14318.45,     14002.05,     14044.85,-352.95
,NIFTY CONSR DURBL,     40585.10,     39919.10,     40095.35,     38760.80,     38986.90,-1598.2
,NIFTY OIL AND GAS,     10740.60,     10646.30,     10675.10,     10399.10,     10454.30,-286.3
,NIFTY500 MULTICAP,     15283.45,     15107.60,     15157.10,     14786.20,     14830.55,-452.9
,NIFTY LARGEMID250,     15245.80,     15075.25,     15114.40,     14761.05,     14796.70,-449.1
,NIFTY MID SELECT,     12283.00,     12159.95,     12162.85,     11789.10,     11813.50,-469.5
,NIFTY TOTAL MKT,     12299.80,     12162.85,     12202.70,     11948.85,     11977.75,-322.05
,NIFTY MICROCAP250,     23983.30,     23696.10,     23904.40,     22822.55,     22942.75,-1040.55
,NIFTY IND DIGITAL,      9449.75,      9338.30,      9349.60,      9103.30,      9117.50,-332.25
,Nifty Tata 25 Cap,     16270.60,     16079.80,     16183.95,     15832.20,     15871.45,-399.15
,Nifty MidSml Hlth,     42746.55,     42161.35,     42343.05,     41229.25,     41384.65,-1361.9
,Nifty Multi Mfg,     14336.35,     14182.60,     14198.60,     13869.60,     13902.50,-433.85
,Nifty Multi Infra,     13145.55,     12967.25,     13030.55,     12667.20,     12717.00,-428.55
,BHARATBOND-APR25,      1292.19,      1292.41,      1292.47,      1292.40,      1292.47,.28
,BHARATBOND-APR30,      1452.87,      1452.94,      1452.94,      1452.62,      1452.62,-.25
,BHARATBOND-APR31,      1325.50,      1325.43,      1325.43,      1325.14,      1325.14,-.36
,BHARATBOND-APR32,      1210.55,      1208.68,      1208.68,      1208.68,      1208.68,-1.87
,BHARATBOND-APR33,      1180.99,      1181.22,      1181.22,      1181.22,      1181.22,.23
,Nifty Ind Defence,      6254.25,      6145.05,      6184.50,      5844.60,      5889.80,-364.45
,Nifty Ind Tourism,      8728.90,      8592.35,      8615.10,      8287.30,      8305.30,-423.6
,Nifty Capital Mkt,      3708.75,      3655.80,      3719.45,      3581.45,      3606.60,-102.15
,Nifty500Momentm50,     53819.65,     53132.35,     53170.60,     51231.75,     51357.20,-2462.45
,NiftyMS400 MQ 100,     48831.85,     48284.35,     48543.95,     46689.50,     46909.45,-1922.4
,NiftySml250MQ 100,     47190.50,     46537.90,     46866.30,     44967.45,     45222.05,-1968.45
,Nifty Top 10 EW,      9257.85,      9146.25,      9255.05,      9144.55,      9188.70,-69.15
,Nifty AQL 30,     22433.00,     22258.60,     22326.00,     21930.50,     21964.45,-468.55
,Nifty AQLV 30,     20160.75,     19999.05,     20061.15,     19756.30,     19791.90,-368.85
,Nifty EV,      2911.80,      2883.55,      2895.15,      2816.65,      2829.00,-82.8
,Nifty HighBeta 50,      3321.75,      3283.60,      3306.20,      3165.45,      3176.85,-144.9
,Nifty New Consump,     11360.85,     11184.70,     11210.95,     10865.25,     10893.35,-467.5
,Nifty Corp MAATR,     34529.35,     34172.60,     34256.20,     33518.95,     33581.60,-947.75
,Nifty Low Vol 50,     23766.20,     23547.55,     23642.60,     23323.15,     23358.25,-407.95
,Nifty Mobility,     19143.00,     18919.15,     18945.25,     18459.40,     18489.00,-654
,Nifty Qlty LV 30,     17010.35,     16879.90,     16933.10,     16719.40,     16738.20,-272.15
,Nifty Sml250 Q50,     27539.00,     27196.25,     27419.90,     26334.80,     26530.10,-1008.9
,Nifty Top 15 EW,      9656.70,      9549.20,      9642.00,      9544.15,      9559.90,-96.8
