,16-Jul-2021
The Nifty witnessed an intraday movement of about 79.65 points.The closing index was 0.01 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 63177.53
, Traded Quantity (in Lakhs), 29181.77
, Number of Trades, 21599255
, Total Market Capitalisation (Rs. Crores), 23268220.26

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15924.20,     15958.35,     15962.25,     15882.60,     15923.40,-.8
,NIFTY50 EQL Wgt,     17900.20,     17942.35,     17946.35,     17866.40,     17905.75,5.55
,NIFTY100 EQL Wgt,     19082.20,     19126.30,     19159.55,     19088.85,     19146.85,64.65
,NIFTY100 LowVol30,     12420.60,     12447.00,     12482.40,     12399.20,     12416.65,-3.95
,NIFTY Alpha 50,     28137.90,     28228.05,     28393.50,     28102.10,     28361.35,223.45
,NIFTY MIDCAP 150,     10472.30,     10513.95,     10518.10,     10474.30,     10501.05,28.75
,NIFTY SMLCAP 50,      5231.00,      5261.00,      5338.10,      5260.00,      5327.25,96.25
,NIFTY SMLCAP 250,      8979.10,      9028.35,      9064.35,      9005.70,      9057.05,77.95
,NIFTY MIDSML 400,      9932.40,      9976.70,      9987.45,      9944.30,      9978.45,46.05
,NIFTY200 QUALTY30,     13668.95,     13697.80,     13700.45,     13607.75,     13623.65,-45.3
,Nifty FinSrv25 50,     16982.25,     17026.10,     17033.15,     16935.50,     16952.15,-30.1
,NIFTY AlphaLowVol,     16004.60,     16038.20,     16091.80,     15982.00,     15995.35,-9.25
,Nifty200Momentm30,     18173.15,     18237.75,     18267.45,     18169.10,     18246.15,73
,Nifty100ESGSecLdr,      2702.60,      2708.75,      2711.80,      2701.40,      2709.00,6.4
,Nifty IT,     29718.05,     29734.75,     29734.75,     29287.25,     29400.25,-317.8
,Nifty Next 50,     39001.85,     39082.75,     39217.25,     38982.10,     39188.15,186.3
,Nifty Bank,     35907.65,     35977.95,     35977.95,     35674.75,     35751.80,-155.85
,NIFTY MIDCAP 100,     27754.70,     27868.10,     27894.45,     27746.30,     27851.15,96.45
,Nifty 500,     13720.35,     13756.75,     13761.10,     13706.50,     13742.35,22
,Nifty 100,     16160.20,     16194.70,     16200.30,     16129.40,     16172.05,11.85
,Nifty Midcap 50,      7672.20,      7701.10,      7718.20,      7668.00,      7707.95,35.75
,Nifty Realty,       393.05,       395.45,       402.10,       390.05,       397.55,4.5
,Nifty Infra,      4420.95,      4430.65,      4460.35,      4420.65,      4456.75,35.8
,Nifty Energy,     19436.50,     19484.70,     19589.35,     19424.25,     19567.90,131.4
,Nifty FMCG,     36182.95,     36300.35,     36418.70,     36139.60,     36253.55,70.6
,Nifty MNC,     17676.05,     17727.05,     17735.90,     17672.40,     17720.35,44.3
,Nifty Pharma,     14467.45,     14486.10,     14715.15,     14478.15,     14635.05,167.6
,Nifty PSE,      3589.60,      3599.40,      3610.25,      3588.55,      3605.35,15.75
,Nifty PSU Bank,      2471.95,      2480.25,      2482.45,      2457.15,      2462.65,-9.3
,Nifty Serv Sector,     22254.25,     22287.20,     22289.70,     22104.95,     22150.50,-103.75
,India VIX,12.2700,12.2700,12.3700,11.6250,11.7050,-0.5650
,Nifty Auto,     10426.00,     10458.95,     10459.60,     10400.35,     10428.45,2.45
,Nifty Metal,      5335.40,      5362.10,      5396.80,      5350.50,      5391.30,55.9
,Nifty Media,      1807.85,      1815.65,      1818.60,      1797.30,      1800.90,-6.95
,NIFTY SMLCAP 100,     10333.15,     10393.50,     10462.15,     10364.85,     10447.05,113.9
,Nifty 200,      8448.20,      8468.40,      8469.20,      8435.85,      8457.45,9.25
,Nifty Div Opps 50,      3383.75,      3392.10,      3392.85,      3380.30,      3390.30,6.55
,Nifty Commodities,      5264.10,      5282.45,      5300.85,      5264.85,      5297.10,33
,Nifty Consumption,      6359.15,      6379.35,      6389.30,      6361.35,      6378.20,19.05
,Nifty Fin Service,     16926.30,     16968.45,     16974.05,     16857.40,     16884.10,-42.2
,Nifty50 Div Point,        83.96,        83.96,        83.96,        83.96,        83.96,0
,Nifty100 Liq 15,      4066.70,      4073.65,      4084.60,      4062.60,      4082.05,15.35
,Nifty CPSE,      2053.45,      2057.60,      2061.75,      2050.05,      2055.00,1.55
,Nifty GrowSect 15,      7630.85,      7655.35,      7694.85,      7647.30,      7670.70,39.85
,Nifty50 PR 2x Lev,      7609.90,      7641.85,      7644.65,      7570.10,      7608.45,-1.45
,Nifty50 PR 1x Inv,       276.45,       275.85,       277.20,       275.80,       276.50,.05
,Nifty50 TR 2x Lev,     10266.20,     10309.25,     10313.05,     10212.45,     10264.25,-1.95
,Nifty50 TR 1x Inv,       238.10,       237.65,       238.75,       237.60,       238.15,.05
,Nifty50 Value 20,      8145.40,      8163.55,      8163.70,      8103.20,      8125.90,-19.5
,Nifty Mid Liq 15,      6482.40,      6500.95,      6504.75,      6464.90,      6494.60,12.2
,Nifty Pvt Bank,     18810.00,     18840.85,     18840.85,     18678.55,     18710.00,-100
,NIFTY100 Qualty30,      3652.40,      3660.50,      3661.35,      3633.25,      3638.20,-14.2
,Nifty GS 8 13Yr,      2262.53,      2262.91,      2263.72,      2261.92,      2262.25,-.28
,Nifty GS 10Yr,      2048.26,      2048.60,      2049.22,      2046.25,      2046.83,-1.43
,Nifty GS 10Yr Cln,       944.74,       944.74,       945.03,       943.66,       943.92,-.82
,Nifty GS 4 8Yr,      2427.10,      2427.49,      2432.16,      2427.49,      2429.35,2.25
,Nifty GS 11 15Yr,      2418.70,      2419.15,      2419.34,      2415.83,      2416.95,-1.75
,Nifty GS 15YrPlus,      2572.57,      2573.07,      2573.07,      2569.00,      2569.00,-3.57
,Nifty GS Compsite,      2311.20,      2311.60,      2313.31,      2311.31,      2311.48,.28

,ADVANCES,1007
,DECLINES,975
,UNCHANGED,69

,Total securities that have hit their price bands today,331

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,WIPRO,EQ,       575.90,       577.75,0.32,2131.64
,MADRASFERT,EQ,        32.55,                  5509003.60,168019
,MAESGETF,EQ,        27.14,                   117869.14,4347
,MAFANG,EQ,        54.44,                 26833913.53,492572
,MAGADSUGAR,EQ,       327.00,                  9871697.75,30072
,MAGMA,BE,       154.85,                 24640150.85,158865
,MAGMA,N5,      1212.00,                    73891.25,60
,MAGNUM,BE,        10.75,                   462830.50,43054
,MAHABANK,EQ,        24.00,                 67667304.60,2816316
,MAHAPEXLTD,BE,       116.70,                   727730.20,6164
,MAHASTEEL,EQ,        89.45,                  2393309.70,26761
,MAHEPC,EQ,       167.75,                 26535066.75,156517
,MAHESHWARI,EQ,       105.90,                 14829782.70,136647
,MAHINDCIE,EQ,       250.50,                412446111.70,1668352
,MAHLIFE,EQ,       692.10,                 51024893.60,73257
,MAHLOG,EQ,       581.85,                 31416683.00,53683
,MAHSCOOTER,EQ,      3809.25,                 23771999.90,6287
,MAHSEAMLES,EQ,       318.55,                 38853270.40,121141
,MAITHANALL,EQ,      1038.90,                 46497069.00,44542
,MAJESCO,EQ,        91.85,                 38082780.85,410404
,MALUPAPER,EQ,        36.30,                  2642086.15,71862
,MAN50ETF,EQ,       163.92,                 10733441.53,65494
,MANAKALUCO,BE,        18.30,                   442426.60,24202
,MANAKCOAT,EQ,        14.15,                   965936.10,67818
,MANAKSIA,EQ,        70.75,                  9875916.00,139360
,MANAKSTEEL,EQ,        34.25,                  3972554.75,115987
,MANALIPETC,BE,        82.85,                 29534130.05,357403
,MANAPPURAM,EQ,       186.95,                860851892.90,4562414
,MANGALAM,EQ,       165.80,                 13076910.65,77742
,MANGCHEFER,EQ,        87.45,                 49431977.60,558782
,MANGLMCEM,EQ,       394.65,                 48960288.75,124020
,MANINDS,EQ,       117.75,                229689566.30,1942851
,MANINFRA,EQ,        60.45,                298574727.45,5070523
,MANUGRAPH,BE,        14.45,                    70061.95,4918
,MANXT50,EQ,       391.00,                  2535207.41,6492
,MARALOVER,EQ,        58.35,                  9117336.05,157040
,MARATHON,EQ,        88.15,                 59687688.50,694341
,MARINE,EQ,        56.80,                196914928.85,3412446
,MARKSANS,EQ,        88.10,                424059878.65,4815782
,MARSHALL,SM,        28.00,                  1176000.00,42000
,MASFIN,EQ,       878.85,                 15781243.30,17876
,MASKINVEST,BE,        36.60,                     8682.00,232
,MASTEK,EQ,      2483.50,               1124229855.40,455739
,MATRIMONY,EQ,      1109.00,                 15956192.50,14405
,MAWANASUG,BE,       100.70,                 22910214.90,226977
,MAXHEALTH,EQ,       268.80,                105399137.50,392619
,MAXIND,EQ,        73.20,                 23680199.90,323348
,MAXVIL,EQ,        79.40,                 27552176.60,344884
,MAYURUNIQ,EQ,       491.40,                 39765240.65,80613
,MAZDA,EQ,       616.45,                  1989671.30,3236
,MAZDOCK,EQ,       260.30,                397806983.00,1508517
,MBAPL,EQ,       124.15,                   628488.70,5007
,MBECL,BE,        12.35,                  1336554.05,108223
,MBLINFRA,EQ,        23.85,                  2247849.90,93603
,MCDHOLDING,BE,        59.05,                  2506675.70,42677
,MCL,EQ,        61.50,                 44148653.10,704135
,MCLEODRUSS,BE,        35.10,                 38131122.30,1091538
,MCX,EQ,      1717.50,               2095675240.30,1220821
,MEGASOFT,BE,        15.25,                  7424429.40,488214
,MELSTAR,BZ,         3.55,                    51014.00,14320
,MENONBE,EQ,        80.05,                  7013015.25,87741
,MEP,EQ,        26.50,                  7026820.65,262625
,MERCATOR,BE,         2.80,                  7136503.20,2552191
,METALFORGE,BZ,         7.45,                   181751.65,23934
,METROPOLIS,EQ,      2833.95,                299623702.65,105296
,MFSL,EQ,      1064.50,                672091885.40,625948
,MGEL,EQ,        56.35,                  1463905.00,25613
,MGL,EQ,      1152.75,                285824223.05,247285
,MHHL,SM,        27.05,                   576600.00,21000
,MHRIL,EQ,       324.60,                249280272.15,771571
,MIDHANI,EQ,       199.40,                 54549525.25,273056
,MINDACORP,EQ,       143.10,                203540577.50,1405081
,MINDAIND,EQ,       719.90,                162394487.15,226304
,MINDSPACE,RR,       281.42,                125471028.00,446800
,MINDTECK,EQ,        91.60,                  7653066.25,84033
,MINDTREE,EQ,      2736.20,               2037521640.15,746375
,MIRCELECTR,EQ,        21.80,                 44631724.00,1986902
,MIRZAINT,EQ,        56.65,                236251096.85,4127993
,MITCON,SM,        39.50,                   948000.00,24000
,MITTAL,EQ,        12.20,                   733889.80,60262
,MMFL,EQ,       752.45,                 15932554.50,21181
,MMP,EQ,       139.55,                 18641324.50,131396
,MMTC,EQ,        52.05,                127076616.30,2420400
,MODIRUBBER,BE,        72.65,                   246744.90,3396
,MODISNME,EQ,        87.85,                 12866816.85,144869
,MOGSEC,EQ,        48.30,                    29938.88,620
,MOHITIND,BE,        15.15,                   230219.50,15192
,MOHOTAIND,EQ,         9.70,                   492299.85,50310
,MOIL,EQ,       188.95,                 77293543.75,408162
,MOKSH,EQ,        26.10,                 26325874.05,1014717
,MOLDTECH,EQ,        99.55,                 13634724.90,137106
,MOLDTEKPP,E1,       386.40,                   237643.35,634
,MOLDTKPAC,EQ,       520.25,                 16402210.60,31422
,MOLDTKPAC,W1,       351.50,                    41724.35,120
,MOM100,EQ,        29.16,                  2942782.30,100854
,MOM50,EQ,       157.70,                    48485.47,307
,MON100,EQ,       109.02,                 71859807.84,659794
,MONTECARLO,EQ,       368.40,                 25306932.50,68182
,MORARJEE,EQ,        20.40,                   626819.45,30432
,MOREPENLAB,EQ,        66.80,                126179101.50,1869270
,MOTILALOFS,EQ,      1125.10,               8541269602.50,7622586
,MOTOGENFIN,EQ,        22.90,                   281788.10,12393
,MPHASIS,EQ,      2390.20,               1022410228.80,432057
,MPSLTD,EQ,       635.05,                 11555460.75,17927
,MPTODAY,SM,        25.45,                    50900.00,2000
,MRF,EQ,     82449.85,                919585804.95,11216
,MRO-TEK,EQ,        32.95,                    91387.10,2766
,MRPL,EQ,        47.75,                 52974891.25,1103234
,MSPL,BE,        10.80,                  1929720.60,178515
,MSTCLTD,EQ,       312.70,                162493192.80,513571
,MTARTECH,EQ,      1477.65,               1597798276.55,1053821
,MTEDUCARE,BE,         9.65,                   448552.60,46265
,MTNL,EQ,        22.00,                207215240.30,9180414
,MUKANDLTD,BE,       139.80,                 14608058.05,106055
,MUKANDLTD,P1,         5.55,                    16927.50,3050
,MUKTAARTS,EQ,        37.25,                   832885.60,22292
,MUNJALAU,EQ,        68.10,                 42271106.85,621625
,MUNJALSHOW,EQ,       150.15,                 11298864.45,74830
,MURUDCERA,EQ,        31.10,                  5501986.75,174289
,MUTHOOTCAP,EQ,       412.30,                  8631869.25,20841
,NABARD,N2,      1239.00,                  1245200.00,1005
,NACLIND,EQ,        79.15,                 14894796.30,189457
,NAGAFERT,BE,        18.90,                 41172543.65,2164495
,NAGREEKCAP,EQ,         7.00,                     7119.00,1017
,NAGREEKEXP,EQ,        33.55,                  1242978.25,37456
,NAHARCAP,EQ,       222.10,                 13512109.95,59741
,NAHARINDUS,EQ,       108.20,                 18036892.90,167421
,NAHARPOLY,EQ,       205.85,                130275143.20,622407
,NAHARSPING,BE,       307.15,                 20411714.55,66609
,NAM-INDIA,EQ,       418.60,               5519243496.30,13005295
,NATCOPHARM,EQ,      1108.05,                277910114.70,252274
,NATHBIOGEN,EQ,       376.55,                  8782999.55,23286
,NATIONALUM,EQ,        88.30,               4394726045.05,50313498
,NATNLSTEEL,BE,         3.70,                    62291.90,16620
,NAVINFLUOR,EQ,      3889.35,                818149051.50,209550
,NAVKARCORP,EQ,        51.85,                 96671720.75,1863474
,NAVNETEDUL,EQ,        97.80,                 44275498.15,446856
,NAZARA,EQ,      1922.55,               2100477642.15,1081239
,NBCC,EQ,        52.90,                348264440.95,6549401
,NBIFIN,EQ,      2263.95,                  1919124.35,851
,NBVENTURES,EQ,       115.45,                 54662897.50,469833
,NCC,EQ,        94.30,                413440081.90,4417600
,NCLIND,EQ,       247.70,                109753975.20,446421
,NCPSESDL24,EQ,       104.92,                    13220.48,126
,NDGL,EQ,      1685.25,                  2562251.60,1500
,NDL,BE,        63.80,                  9410454.45,148403
,NDRAUTO,EQ,       369.05,                 12094755.70,32385
,NDTV,EQ,        75.20,                 17468577.65,230472
,NECCLTD,EQ,        14.90,                   697023.25,46552
,NECLIFE,EQ,        40.75,                 38128734.50,926638
,NELCAST,EQ,        87.85,                 49845805.70,565650
,NELCO,EQ,       379.65,                 54511776.25,142591
,NEOGEN,EQ,       890.30,                 60715476.40,67636
,NESCO,EQ,       634.30,                 43263399.15,67545
,NETF,EQ,       195.98,                     9603.02,49
,NETFCONSUM,EQ,        69.29,                   167598.63,2420
,NETFDIVOPP,EQ,        40.46,                   255683.76,6285
,NETFGILT5Y,EQ,        48.26,                    10377.12,215
,NETFIT,EQ,        29.78,                 13728687.78,459625
,NETFLTGILT,EQ,        22.49,                   231745.52,10321
,NETFMID150,EQ,       106.72,                  6538509.93,61484
,NETFNIF100,EQ,       166.85,                   121773.11,736
,NETFNV20,EQ,        88.49,                   223118.94,2517
,NETFPHARMA,EQ,        14.68,                  3644392.53,247690
,NETFSDL26,EQ,       103.60,                    22918.99,221
,NETWORK18,EQ,        51.45,                 74178281.00,1430946
,NEULANDLAB,BE,      2198.60,                 25216211.75,11468
,NEWGEN,BE,       696.15,                 84633727.15,121256
,NEXTMEDIA,EQ,         5.90,                   101844.15,17294
,NFL,EQ,        62.80,                 80077768.25,1269511
,NH,EQ,       504.30,                134112998.85,263500
,NHAI,N2,      1255.30,                   251075.00,200
,NHAI,N8,      1124.00,                    11240.00,10
,NHAI,NA,      1239.01,                 22626690.68,18262
,NHAI,N1,      1087.90,                   111813.90,103
,NHAI,NE,      1274.84,                 21361761.55,16803
,NHAI,N6,      1275.99,                  1461143.01,1145
,NHBTF2014,N6,      7200.00,                    50400.00,7
,NHPC,EQ,        25.90,                267872135.70,10308628
,NHPC,N5,      1279.99,                   185399.13,145
,NIACL,EQ,       164.70,                 54917559.90,331383
,NIBL,BE,        18.65,                   197404.80,10764
,NIFTYBEES,EQ,       171.41,                104519240.13,610263
,NIITLTD,EQ,       291.00,                207587645.40,710100
,NILAINFRA,EQ,         6.75,                  7224951.50,1043857
,NILASPACES,BE,         2.15,                   722644.45,336966
,NILKAMAL,EQ,      2523.30,                 34756143.10,13849
,NIPPOBATRY,EQ,      1098.95,                101842719.70,90303
,NIRAJ,EQ,        49.70,                   712178.30,14279
,NITCO,EQ,        27.10,                  2359438.25,86521
,NITINFIRE,BZ,         1.95,                   120190.20,61636
,NITINSPIN,EQ,       180.25,                562098813.55,3147649
,NITIRAJ,EQ,        50.95,                    74537.90,1448
,NKIND,BE,        27.15,                    75042.30,2741
,NLCINDIA,EQ,        60.05,                140824528.20,2330200
,NOCIL,EQ,       266.45,                484539283.30,1824701
,NOIDATOLL,EQ,         6.50,                   875020.05,134472
,NORBTEAEXP,EQ,         6.55,                      465.30,71
,NOVARTIND,EQ,      1001.10,                 39438557.30,38992
,NPBET,EQ,       187.92,                    20346.16,107
,NRAIL,EQ,       249.15,                  4487678.80,17810
,NRBBEARING,EQ,       142.60,                 22624887.25,158705
,NSIL,EQ,      1781.20,                  1830816.75,1034
,NTL,BE,         1.55,                     6528.60,4212
,NTPC,ND,      1335.00,                   300325.00,225
,NTPC,N5,      1280.60,                    34576.20,27
,NTPC,N7,        13.84,                   343565.44,24852
,NTPC,N6,      1425.00,                    58475.00,41
,NTPC,N3,      1412.00,                 40242000.00,28500
,NTPC,NB,      1155.00,                   135135.00,117
,NUCLEUS,EQ,       705.15,                102917507.15,144195
,NURECA,EQ,      1603.80,                 12599009.70,7813
,NXTDIGITAL,EQ,       502.25,                 17037294.80,34162
,OAL,EQ,       954.40,                285819389.25,292522
,OBEROIRLTY,EQ,       706.75,                517936171.75,732142
,OCCL,EQ,      1111.35,                 31768870.40,28752
,OIL,EQ,       156.65,                231131628.30,1464033
,OILCOUNTUB,BE,         7.40,                   199962.30,28632
,OLECTRA,BE,       244.40,                 33395385.20,136028
,OMAXAUTO,EQ,        69.75,                  7007653.45,100747
,OMAXE,EQ,        94.90,                 17295063.80,182426
,OMINFRAL,EQ,        36.25,                 10185521.65,277346
,OMKARCHEM,EQ,        10.15,                    48364.75,4765
,ONEPOINT,BE,        49.90,                  3706163.55,72143
,ONMOBILE,EQ,       145.05,                138428000.90,950309
,ONWARDTEC,BE,       257.75,                  7060772.70,27610
,OPTIEMUS,BE,       167.90,                  4020152.20,23875
,OPTOCIRCUI,BE,         4.55,                  1485471.00,326324
,ORBTEXP,EQ,        72.80,                  1999451.65,26943
,ORCHPHARMA,BE,       545.85,                 45421483.70,83015
,ORICONENT,EQ,        29.80,                  2416931.75,79878
,ORIENTABRA,EQ,        33.00,                  5238533.90,158112
,ORIENTALTL,EQ,        11.20,                  1858462.05,166134
,ORIENTBELL,EQ,       331.95,                  4158616.85,12535
,ORIENTCEM,EQ,       145.50,                 54702210.50,374609
,ORIENTELEC,EQ,       333.35,                981321958.00,2986733
,ORIENTHOT,EQ,        37.50,                  3221432.00,85699
,ORIENTLTD,EQ,        86.85,                  1352849.90,15520
,ORIENTPPR,EQ,        29.90,                 26087950.30,867011
,ORIENTREF,EQ,       326.25,                 22328658.35,68073
,ORISSAMINE,EQ,      3238.50,                 24894276.30,7664
,ORTEL,BZ,          .95,                     2850.00,3000
,ORTINLAB,EQ,        36.45,                  3257514.00,89405
,OSIAHYPER,SM,       205.00,                   403240.00,2000
,OSWALAGRO,EQ,        18.90,                  4386986.25,230967
,PAEL,BZ,         7.20,                   136657.35,19836
,PAGEIND,EQ,     33140.90,                482340170.30,14517
,PAISALO,EQ,       661.85,                 20020391.55,30059
,PALASHSECU,BE,        75.00,                   125624.90,1678
,PALREDTEC,EQ,       111.15,                  1789422.20,15970
,PANACEABIO,EQ,       358.85,                 86253608.20,239886
,PANACHE,EQ,        78.00,                  5463806.95,69485
,PANAMAPET,EQ,       253.80,                 33808684.15,132166
,PAR,SM,       132.45,                  2907700.00,22000
,PARACABLES,EQ,        20.30,                 51877227.30,2499472
,PARAGMILK,EQ,       143.30,                 74226278.75,517441
,PARSVNATH,EQ,        15.40,                 29176283.20,1902121
,PARTYCRUS,SM,        19.00,                   115000.00,6000
,PATELENG,EQ,        18.90,                 20305702.80,1067185
,PATINTLOG,EQ,        25.80,                  1398203.30,53790
,PATSPINLTD,BE,         8.25,                   430811.40,52326
,PAVNAIND,SM,       191.00,                   752800.00,4000
,PBAINFRA,EQ,        15.10,                   209015.35,13830
,PCJEWELLER,EQ,        27.60,                 62377033.35,2242394
,PDMJEPAPER,EQ,        43.80,                 15140225.10,343317
,PDSMFL,EQ,      1183.00,                 35644707.90,30269
,PEARLPOLY,EQ,        16.95,                   345062.25,20218
,PENIND,EQ,        36.65,                247395833.60,6625296
,PENINLAND,BE,        15.70,                  5173747.40,328797
,PENTAGOLD,SM,        97.55,                   292650.00,3000
,PERSISTENT,EQ,      2841.70,                413570628.20,145448
,PFC,N4,      1085.33,                  1789493.20,1650
,PFC,N8,      1438.00,                    28730.00,20
,PFC,N3,      1328.05,                   337388.95,254
,PFC,N5,      1247.30,                   150760.00,121
,PFIZER,EQ,      5673.05,                230905445.10,40718
,PFOCUS,BE,        60.15,                  4726282.30,79240
,PFS,EQ,        22.35,                317385394.15,14136084
,PGEL,EQ,       391.90,                 13684568.20,34604
,PGHL,EQ,      5622.10,                 46962001.90,8330
,PGIL,EQ,       275.80,                  3457238.30,12578
,PGINVIT,IV,       117.10,                 86211467.00,737700
,PHILIPCARB,EQ,       237.95,                260097696.10,1089882
,PHOENIXLTD,EQ,       875.85,                207126350.40,234768
,PIIND,EQ,      2973.00,               1015528497.35,342439
,PILANIINVS,EQ,      2001.70,                 17113465.20,8526
,PILITA,EQ,         8.35,                 21191223.90,2515334
,PIONDIST,EQ,       132.80,                  7991521.80,61672
,PIONEEREMB,EQ,        58.90,                 43539968.70,729694
,PITTIENG,EQ,       148.75,                 30616936.55,204292
,PKTEA,BE,       327.60,                   502908.45,1557
,PLASTIBLEN,EQ,       276.10,                 45484095.75,160794
,PNBGILTS,EQ,        75.15,                 61553736.90,828785
,PNBHOUSING,BE,       720.95,                 27736751.45,38417
,PNC,BE,        41.55,                   996614.65,24329
,PNCINFRA,EQ,       317.10,                748707978.65,2398605
,PODDARHOUS,EQ,       235.35,                  4363848.20,18525
,PODDARMENT,EQ,       312.40,                 21574951.25,69251
,POKARNA,EQ,       371.75,                 27129018.25,72755
,POLYCAB,EQ,      1936.10,               1082655218.55,554165
,POLYMED,EQ,       969.15,                 28336375.40,29071
,POLYPLEX,EQ,      1524.35,                197344497.00,129648
,PONNIERODE,EQ,       304.30,                  9194482.95,30221
,POWERINDIA,EQ,      1916.00,                 75091210.90,39116
,POWERMECH,EQ,       818.60,                 35801853.60,43531
,PPAP,EQ,       255.05,                 16990482.55,66427
,PPL,EQ,       172.70,                 19539455.80,112392
,PRAENG,EQ,        17.95,                  5153421.50,287093
,PRAJIND,BE,       363.85,                116377785.35,319044
,PRAKASH,EQ,        77.70,                 52503226.00,669063
,PRAKASHSTL,BE,         1.40,                   408668.40,291906
,PRAXIS,EQ,        45.25,                   514801.30,11465
,PRECAM,EQ,        91.95,                 28775514.50,312371
,PRECOT,EQ,       278.10,                 21076299.60,76060
,PRECWIRE,EQ,       228.90,                 14284376.85,62531
,PREMEXPLN,EQ,       212.45,                 24987050.65,115108
,PREMIER,BE,         3.95,                     5713.45,1503
,PREMIERPOL,EQ,        71.60,                  1219219.50,17063
,PRESSMN,EQ,        33.75,                  4588588.70,135498
,PRESTIGE,EQ,       329.65,                995063764.60,3058698
,PRICOLLTD,EQ,       101.20,                 86219386.85,846814
,PRIMESECU,EQ,        89.95,                  5954791.50,66720
,PRINCEPIPE,EQ,       711.35,                260401749.50,364609
,PRITI,SM,        95.90,                   153440.00,1600
,PRIVISCL,EQ,      1368.60,                 33269493.70,24020
,PROINDIA,EQ,         8.45,                    13393.25,1585
,PROLIFE,SM,        96.05,                   288150.00,3000
,PROZONINTU,BE,        33.85,                 12300540.60,364779
,PRSMJOHNSN,EQ,       139.30,                 60770400.70,439491
,PSB,EQ,        19.95,                 10455666.05,522461
,PSPPROJECT,EQ,       470.95,                104994054.35,223252
,PSUBNKBEES,EQ,        26.95,                  5849281.65,217304
,PTC,EQ,       103.60,                 82414300.25,793123
,PTL,EQ,        52.50,                 18413344.25,355384
,PUNJABCHEM,EQ,      1425.40,                 28691242.95,20001
,PUNJLLOYD,BZ,         2.35,                   952080.75,409479
,PURVA,EQ,       112.60,                199077526.90,1753187
,PVR,EQ,      1368.80,                234064012.10,170867
,QGOLDHALF,EQ,      2077.00,                  5801631.30,2793
,QNIFTY,EQ,      1656.00,                    58027.00,35
,QUESS,EQ,       774.95,                322454768.35,423516
,QUICKHEAL,EQ,       308.55,                111351035.30,358228
,RADAAN,BE,         1.00,                    70067.40,72461
,RADICO,EQ,       790.75,                501873927.20,639982
,RADIOCITY,EQ,        25.55,                  9740136.65,380475
,RAILTEL,EQ,       146.35,                120044391.55,818262
,RAIN,EQ,       232.80,                587675583.70,2528238
,RAJESHEXPO,EQ,       575.85,                216429999.75,374331
,RAJMET,BE,       154.00,                   201678.35,1312
,RAJRATAN,BE,      1745.65,                 35873146.20,20836
,RAJRAYON,BZ,          .30,                   121597.75,406552
,RAJSREESUG,BE,        31.20,                  1065158.35,34189
,RAJTV,EQ,        52.05,                   496278.95,9500
,RALLIS,EQ,       338.75,                328608559.75,973254
,RAMANEWS,EQ,        20.65,                  5556192.70,263631
,RAMASTEEL,EQ,       144.00,                  3042350.05,21110
,RAMCOCEM,EQ,      1126.00,                289021116.15,257797
,RAMCOIND,EQ,       289.35,                 47058760.25,162755
,RAMCOSYS,EQ,       667.25,                472003190.50,702091
,RAMKY,BE,       189.40,                 14510789.30,76711
,RANASUG,EQ,        32.40,                 91108713.00,2800019
,RANEENGINE,EQ,       338.85,                  4496582.90,13114
,RANEHOLDIN,EQ,       692.95,                 50830707.40,72918
,RATNAMANI,EQ,      2064.90,                 20543932.05,9956
,RAYMOND,EQ,       453.30,                791045166.45,1736048
,RBL,EQ,      1069.50,                 15550546.70,14431
,RBLBANK,EQ,       214.85,               1070960645.35,4968376
,RCF,EQ,        83.80,                417054235.35,4920183
,RCOM,EQ,         3.95,                 22344467.10,5657283
,RECLTD,EQ,       151.65,                353932938.95,2332969
,RECLTD,N9,      1288.00,                   328440.00,255
,RECLTD,N8,      1128.60,                   749197.06,664
,RECLTD,N1,      1079.34,                     5396.70,5
,RECLTD,NI,      1196.92,                  3922723.85,3302
,RECLTD,NE,      1139.26,                    17088.90,15
,RECLTD,NH,      1324.99,                  1443624.42,1100
,REDINGTON,EQ,       326.10,                285725260.80,875111
,REFEX,EQ,       137.60,                 17080733.20,123429
,RELAXO,EQ,      1159.55,                371922944.50,317110
,RELCAPITAL,EQ,        19.90,                 46657626.60,2320453
,RELIABLE,SM,        24.00,                    57600.00,2400
,RELIANCEP1,E1,      1480.45,                863158933.60,586236
,RELIGARE,EQ,       147.45,               1103954211.75,7488591
,RELINFRA,BE,        80.00,                 88237381.00,1107903
,REMSONSIND,EQ,       252.75,                  5181173.90,20359
,RENUKA,BE,        33.20,                321661106.65,9653506
,REPCOHOME,EQ,       379.05,                 36205978.90,94542
,REPL,EQ,       238.80,                 21479649.95,89718
,REPRO,EQ,       359.90,                  1987017.95,5509
,RESPONIND,EQ,       138.00,                  1573331.15,11412
,REVATHI,EQ,       699.65,                  1448007.20,2072
,RGL,EQ,       547.30,                 20300677.60,36986
,RHFL,BE,         4.55,                 13968879.25,2977581
,RHFL,N4,       230.00,                    59570.00,259
,RHFL,N6,       230.00,                    23000.00,100
,RICOAUTO,EQ,        51.20,                 61723705.75,1197087
