,14-Jan-2021
The Nifty witnessed an intraday movement of about 146.3 points.The closing index was 0.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 70195.9
, Traded Quantity (in Lakhs), 29426.75
, Number of Trades, 19096836
, Total Market Capitalisation (Rs. Crores), 19628052.71

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14564.85,     14550.05,     14617.80,     14471.50,     14595.60,30.75
,NIFTY50 EQL Wgt,     15519.35,     15537.00,     15573.25,     15420.10,     15552.60,33.25
,NIFTY100 EQL Wgt,     16497.25,     16535.30,     16567.45,     16413.85,     16548.60,51.35
,NIFTY100 LowVol30,     11405.15,     11410.00,     11446.30,     11327.95,     11427.60,22.45
,NIFTY Alpha 50,     20389.75,     20471.25,     20537.30,     20249.95,     20502.30,112.55
,NIFTY MIDCAP 150,      8328.30,      8349.35,      8371.60,      8289.80,      8335.15,6.85
,NIFTY SMLCAP 50,      3754.15,      3771.00,      3789.65,      3731.25,      3780.10,25.95
,NIFTY SMLCAP 250,      6360.45,      6383.90,      6395.45,      6331.35,      6388.40,27.95
,NIFTY MIDSML 400,      7624.25,      7646.20,      7661.10,      7589.35,      7638.90,14.65
,NIFTY200 QUALTY30,     12815.95,     12822.45,     12847.35,     12716.00,     12829.45,13.5
,Nifty FinSrv25 50,     15289.40,     15295.90,     15355.65,     15222.70,     15284.05,-5.35
,NIFTY AlphaLowVol,     14361.10,     14366.75,     14456.65,     14260.75,     14428.50,67.4
,Nifty200Momentm30,     14468.60,     14458.40,     14458.40,     14274.95,     14395.10,-73.5
,Nifty100ESGSecLdr,      2510.05,      2507.85,      2525.80,      2493.25,      2521.80,11.75
,Nifty IT,     27004.30,     26804.65,     27176.50,     26245.10,     26965.55,-38.75
,Nifty Next 50,     34156.00,     34264.55,     34357.05,     34018.00,     34318.45,162.45
,Nifty Bank,     32574.65,     32526.70,     32718.95,     32442.35,     32519.75,-54.9
,NIFTY MIDCAP 100,     22155.25,     22198.00,     22271.55,     22041.10,     22169.40,14.15
,Nifty 500,     12041.10,     12043.40,     12081.55,     11976.15,     12069.50,28.4
,Nifty 100,     14694.95,     14688.20,     14750.00,     14608.10,     14731.15,36.2
,Nifty Midcap 50,      6385.15,      6398.80,      6424.55,      6345.75,      6390.90,5.75
,Nifty Realty,       337.60,       338.30,       341.60,       334.75,       337.40,-.2
,Nifty Infra,      3894.70,      3911.75,      3928.40,      3888.00,      3922.60,27.9
,Nifty Energy,     17430.15,     17531.70,     17694.95,     17463.00,     17669.40,239.25
,Nifty FMCG,     34617.60,     34669.10,     34942.20,     34616.00,     34885.70,268.1
,Nifty MNC,     16328.50,     16368.05,     16413.90,     16287.30,     16388.50,60
,Nifty Pharma,     13122.55,     13140.40,     13278.60,     13020.30,     13232.55,110
,Nifty PSE,      3029.50,      3043.95,      3057.95,      3024.40,      3050.70,21.2
,Nifty PSU Bank,      1972.65,      1969.90,      2002.45,      1958.55,      1978.10,5.45
,Nifty Serv Sector,     20688.55,     20628.25,     20741.25,     20479.40,     20675.70,-12.85
,India VIX,23.2925,23.2925,23.7025,22.8075,23.0275,-0.2650
,Nifty Auto,     10208.55,     10237.30,     10285.25,     10148.95,     10238.30,29.75
,Nifty Metal,      3523.25,      3521.05,      3533.95,      3471.10,      3487.40,-35.85
,Nifty Media,      1759.05,      1767.30,      1778.65,      1748.40,      1754.95,-4.1
,NIFTY SMLCAP 100,      7433.75,      7466.60,      7495.10,      7398.50,      7481.30,47.55
,Nifty 200,      7558.70,      7557.35,      7584.05,      7516.10,      7575.65,16.95
,Nifty Div Opps 50,      3041.95,      3042.50,      3061.65,      3023.55,      3058.65,16.7
,Nifty Commodities,      3999.45,      4013.35,      4024.55,      3979.35,      4014.80,15.35
,Nifty Consumption,      6125.70,      6142.85,      6159.90,      6106.50,      6136.80,11.1
,Nifty Fin Service,     15624.05,     15615.35,     15692.70,     15567.60,     15608.95,-15.1
,Nifty50 Div Point,        82.51,        83.98,        83.98,        83.98,        83.98,1.47
,Nifty100 Liq 15,      3513.90,      3517.55,      3528.35,      3500.90,      3515.85,1.95
,Nifty CPSE,      1767.40,      1782.25,      1787.30,      1763.20,      1772.75,5.35
,Nifty GrowSect 15,      7132.00,      7134.20,      7166.05,      7122.40,      7151.05,19.05
,Nifty50 PR 2x Lev,      6575.00,      6561.15,      6621.80,      6491.05,      6602.25,27.25
,Nifty50 PR 1x Inv,       302.00,       302.35,       303.95,       300.95,       301.40,-.6
,Nifty50 TR 2x Lev,      8735.25,      8718.55,      8799.10,      8625.45,      8773.15,37.9
,Nifty50 TR 1x Inv,       262.15,       262.40,       263.80,       261.20,       261.60,-.55
,Nifty50 Value 20,      7322.35,      7303.60,      7384.20,      7242.80,      7358.05,35.7
,Nifty Mid Liq 15,      5591.75,      5618.10,      5641.55,      5571.10,      5623.90,32.15
,Nifty Pvt Bank,     17803.30,     17782.25,     17912.65,     17742.45,     17782.10,-21.2
,NIFTY100 Qualty30,      3435.65,      3435.75,      3447.20,      3410.20,      3441.55,5.9
,Nifty GS 8 13Yr,      2252.35,      2252.72,      2255.46,      2252.62,      2255.46,3.11
,Nifty GS 10Yr,      2027.90,      2028.23,      2031.41,      2028.23,      2031.41,3.51
,Nifty GS 10Yr Cln,       963.51,       963.51,       965.03,       963.51,       965.03,1.52
,Nifty GS 4 8Yr,      2396.75,      2397.12,      2399.37,      2396.36,      2398.19,1.44
,Nifty GS 11 15Yr,      2433.60,      2434.03,      2437.78,      2433.04,      2436.53,2.93
,Nifty GS 15YrPlus,      2697.40,      2697.89,      2697.95,      2697.89,      2697.95,.55
,Nifty GS Compsite,      2294.71,      2295.09,      2297.34,      2294.57,      2297.02,2.31

,ADVANCES,912
,DECLINES,1022
,UNCHANGED,87

,Total securities that have hit their price bands today,356

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,INFY,EQ,      1387.15,      1370.50,-1.2,3741.12
,MANAKSIA,EQ,        54.85,                  8233158.70,149724
,MANAKSTEEL,EQ,        25.80,                   633003.00,24535
,MANALIPETC,EQ,        35.75,                 22884736.65,636943
,MANAPPURAM,EQ,       171.20,                883210100.90,5152056
,MANGALAM,EQ,       132.15,                  4357887.50,32964
,MANGCHEFER,EQ,        61.10,                 70215501.60,1130248
,MANGLMCEM,EQ,       249.20,                  6027704.90,24216
,MANGTIMBER,EQ,         8.95,                   134623.85,14966
,MANINDS,EQ,        82.00,                 16341268.25,198979
,MANINFRA,EQ,        36.65,                126209856.85,3336899
,MANUGRAPH,EQ,        13.80,                   230501.70,16949
,MANXT50,EQ,       341.76,                   681153.34,2002
,MARALOVER,BE,        28.55,                   680786.80,23737
,MARATHON,EQ,        89.65,                  3224484.10,35643
,MARINE,EQ,       218.45,                 12150921.70,56040
,MARKSANS,EQ,        60.00,                 85105960.15,1426181
,MARSHALL,SM,        12.50,                    76050.00,6000
,MASFIN,EQ,       902.25,                 19022188.85,21221
,MASTEK,EQ,      1335.55,                103196446.70,76995
,MATRIMONY,EQ,       822.60,                  3640898.60,4439
,MAWANASUG,BE,        34.25,                   677516.70,19658
,MAXHEALTH,EQ,       161.25,                 54419853.05,335533
,MAXIND,EQ,        61.80,                 27812730.15,450659
,MAXVIL,EQ,        49.15,                  4759017.25,97759
,MAYURUNIQ,EQ,       301.30,                 10656736.95,35235
,MAZDA,EQ,       517.35,                  3136177.40,6078
,MAZDOCK,EQ,       219.95,                393224688.60,1780545
,MBAPL,BE,        72.70,                   158540.50,2190
,MBECL,BE,         5.85,                   104089.90,17669
,MBLINFRA,EQ,        18.45,                  3451778.30,185463
,MCDHOLDING,BE,        34.40,                   485423.10,13971
,MCL,BE,        95.00,                  1525828.20,16180
,MCLEODRUSS,EQ,        22.40,                  2242808.30,99907
,MCX,EQ,      1690.90,                340190526.65,199851
,MEGASOFT,EQ,        12.35,                   707023.15,57893
,MEGH,EQ,        83.20,                149515686.05,1787631
,MELSTAR,BZ,         2.80,                     1408.60,503
,MENONBE,BE,        55.30,                  1807703.20,32867
,MEP,EQ,        18.50,                  2175465.60,116939
,MERCATOR,BE,         1.25,                   328937.50,263150
,METALFORGE,BE,         7.65,                   205996.70,26039
,METKORE,BZ,          .80,                    21555.30,25951
,METROPOLIS,EQ,      2171.70,                135886853.60,62757
,MFSL,EQ,       720.15,                754994591.90,1048756
,MGEL,EQ,        54.75,                  3488108.35,67273
,MGL,EQ,      1110.50,                624104924.20,563608
,MHRIL,EQ,       215.85,                  8018803.35,37143
,MIDHANI,EQ,       200.35,               1263310289.20,6102404
,MINDACORP,EQ,        89.05,                 38834250.35,434040
,MINDAIND,EQ,       403.30,                 55847855.00,138860
,MINDSPACE,RR,       338.79,                 37687212.00,111000
,MINDTECK,EQ,        49.05,                  2437423.45,49361
,MINDTREE,EQ,      1743.75,               2230766775.65,1294936
,MIRCELECTR,BE,        13.25,                  2160701.85,164311
,MIRZAINT,EQ,        56.25,                 17073423.05,302790
,MITTAL,EQ,        12.40,                  1542388.40,123703
,MMFL,EQ,       449.20,                134647044.15,300137
,MMP,EQ,        93.10,                  2885913.00,30772
,MMTC,EQ,        32.00,                171048661.85,5310856
,MODIRUBBER,BE,        39.10,                    57231.75,1482
,MOHITIND,BE,         5.90,                    44167.00,7459
,MOHOTAIND,BE,        11.90,                   374187.45,31834
,MOIL,EQ,       151.55,                 45458673.35,299914
,MOLDTECH,BE,        48.65,                  1022183.75,21035
,MOLDTEKPP,E1,       186.70,                   315566.75,1659
,MOLDTKPAC,EQ,       318.30,                  6706024.35,21033
,MOLDTKPAC,W1,       179.45,                   111266.10,621
,MONTECARLO,EQ,       241.75,                  4912131.40,20214
,MORARJEE,BE,        13.65,                    47667.50,3627
,MOREPENLAB,EQ,        30.75,                 68046891.25,2208761
,MOTILALOFS,EQ,       637.35,                 62645885.85,97907
,MOTOGENFIN,BE,        20.60,                    74294.10,3662
,MPHASIS,EQ,      1696.15,               1194086568.95,714819
,MPSLTD,EQ,       371.20,                 27940411.85,76242
,MRF,EQ,     88749.65,               4878102199.90,55671
,MRPL,EQ,        40.80,                115547541.70,2824665
,MSPL,EQ,         8.75,                   424846.85,48734
,MSTCLTD,EQ,       220.10,               1016613823.30,4687035
,MTEDUCARE,EQ,         9.40,                  1300707.15,138268
,MTNL,EQ,        14.45,                 44263801.75,3011526
,MUKANDENGG,EQ,        13.45,                   170346.60,12601
,MUKANDLTD,EQ,        69.20,                  5549746.70,79497
,MUKANDLTD,P1,         6.00,                     8658.25,1375
,MUKTAARTS,EQ,        32.70,                   515210.15,15501
,MUNJALAU,EQ,        61.20,                  9880483.85,161192
,MUNJALSHOW,EQ,       144.45,                  3883760.10,26894
,MURUDCERA,EQ,        23.65,                  2309966.30,99075
,MUTHOOTCAP,EQ,       420.45,                 10577285.40,25019
,N100,EQ,       934.21,                 22943317.45,24539
,NABARD,N2,      1297.00,                  1408842.95,1085
,NACLIND,EQ,        42.65,                  2206869.55,51681
,NAGAFERT,BE,         5.00,                  1111049.70,224627
,NAGREEKCAP,EQ,         6.20,                     1251.80,199
,NAGREEKEXP,EQ,        20.90,                   248626.70,11783
,NAHARCAP,EQ,        92.65,                   249108.15,2679
,NAHARINDUS,BE,        51.30,                  2018589.30,39677
,NAHARPOLY,EQ,        90.25,                  4689032.25,51178
,NAHARSPING,BE,        82.70,                  3202426.85,39895
,NAM-INDIA,EQ,       312.80,                364487879.95,1166221
,NATCOPHARM,EQ,       936.90,                197788536.75,209489
,NATHBIOGEN,EQ,       277.20,                 14973174.05,53996
,NATIONALUM,EQ,        46.00,                723083439.30,15585634
,NATNLSTEEL,BE,         4.20,                   153547.75,35184
,NAVINFLUOR,EQ,      2578.40,                239211669.80,92800
,NAVKARCORP,EQ,        43.85,                 20635508.00,467498
,NAVNETEDUL,EQ,        87.20,                 72833606.50,840001
,NBCC,EQ,        33.50,                373467018.40,11129139
,NBIFIN,EQ,      1645.05,                   953915.65,579
,NBVENTURES,EQ,        62.80,                 49130913.95,786314
,NCC,EQ,        61.90,                256754003.45,4169645
,NCLIND,EQ,       149.60,                 21970985.35,146298
,NCPSESDL24,EQ,       103.37,                  1565732.96,15157
,NDGL,EQ,       750.00,                   360818.90,495
,NDL,EQ,        29.90,                  2101809.80,69389
,NDRAUTO,EQ,       248.55,                  2007912.15,8013
,NDTV,EQ,        38.90,                  1035832.70,26600
,NECCLTD,EQ,         9.85,                   262064.45,26588
,NECLIFE,EQ,        22.70,                  5791785.05,254036
,NELCAST,EQ,        75.35,                 36636757.75,479687
,NELCO,EQ,       212.55,                 21275602.80,99314
,NEOGEN,EQ,       729.80,                 25083965.50,34118
,NESCO,EQ,       611.25,                 65133942.65,107161
,NETF,EQ,       178.75,                     5541.25,31
,NETFCONSUM,EQ,        66.63,                   188193.63,2820
,NETFDIVOPP,EQ,        34.75,                    73211.60,2081
,NETFIT,EQ,        27.13,                150611976.96,5598186
,NETFLTGILT,EQ,        22.41,                   873741.02,38955
,NETFMID150,EQ,        83.63,                  2586578.93,30799
,NETFNIF100,EQ,       151.55,                    55305.44,365
,NETFNV20,EQ,        79.25,                   249791.11,3159
,NETWORK18,EQ,        37.20,                 66060768.65,1760245
,NEULANDLAB,EQ,      1244.35,                182357193.80,144986
,NEWGEN,EQ,       305.40,                 28420538.45,93112
,NEXTMEDIA,BE,         6.05,                    45497.60,7512
,NFL,EQ,        42.50,                111128827.80,2564788
,NH,EQ,       473.95,                170284919.70,359652
,NHAI,N8,      1180.00,                    11800.00,10
,NHAI,N1,      1064.35,                   666612.95,626
,NHAI,NE,      1270.27,                  2242270.68,1768
,NHAI,NA,      1292.05,                   761976.74,590
,NHAI,N2,      1240.10,                  4285785.72,3450
,NHBTF2014,N5,      6230.00,                    49840.00,8
,NHBTF2014,N6,      7200.00,                   978581.50,136
,NHBTF2023,N6,      6850.00,                   219200.00,32
,NHPC,EQ,        24.90,                237033054.75,9485093
,NHPC,N6,      1475.05,                     7375.25,5
,NIACL,EQ,       132.40,                 68428846.45,513735
,NIFTYBEES,EQ,       155.76,                192944500.40,1242536
,NIITLTD,EQ,       202.30,                114116577.85,560983
,NILAINFRA,BE,         6.10,                  1089680.30,178337
,NILASPACES,BE,         2.00,                   602560.00,301280
,NILKAMAL,EQ,      1488.90,                 15975125.05,10705
,NIPPOBATRY,EQ,       679.00,                  1037002.40,1523
,NIRAJ,BE,        43.00,                   119021.10,2768
,NITCO,EQ,        25.70,                   745336.80,29100
,NITINFIRE,BZ,          .75,                   265498.15,355880
,NITINSPIN,BE,        78.95,                 20432776.30,258565
,NKIND,BE,        20.50,                     8585.00,436
,NLCINDIA,EQ,        55.90,                 57231895.10,1019725
,NOCIL,EQ,       149.50,                 95909163.70,637653
,NOIDATOLL,BE,         6.45,                   212992.65,32589
,NORBTEAEXP,EQ,         8.80,                    16877.85,1937
,NOVARTIND,EQ,       690.75,                  5376721.80,7783
,NPBET,EQ,       176.50,                     4934.00,28
,NRAIL,EQ,       232.80,                 11853256.00,51594
,NRBBEARING,EQ,       106.95,                 34000120.15,316653
,NSIL,EQ,       965.90,                  1134709.35,1174
,NTL,EQ,         1.25,                     7767.50,6214
,NTPC,NA,      2109.00,                    21090.00,10
,NTPC,N5,      1262.00,                  1361698.00,1079
,NTPC,N6,      1430.00,                     1430.00,1
,NTPC,N7,        14.56,                   318267.03,21858
,NTPC,ND,      1325.00,                   134443.00,102
,NUCLEUS,EQ,       602.10,                 25248047.75,41784
,NXTDIGITAL,EQ,       598.45,                  1463040.70,2448
,OAL,EQ,       558.70,                 17750908.95,31606
,OBEROIRLTY,EQ,       579.35,                 91082007.55,156731
,OCCL,EQ,       830.10,                 13091797.65,15748
,OIL,EQ,       117.15,                 95418039.05,817413
,OISL,BZ,         3.15,                    91843.50,28209
,OLECTRA,EQ,       139.15,                 28129329.90,201409
,OMAXAUTO,EQ,        48.15,                  1329692.40,27352
,OMAXE,EQ,        80.95,                  9698283.60,120156
,OMMETALS,EQ,        25.75,                  3363541.35,129693
,ONELIFECAP,BE,         8.85,                    24498.05,2770
,ONEPOINT,BE,        18.70,                     6287.10,332
,ONMOBILE,EQ,        58.50,                 11130685.15,190866
,ONWARDTEC,EQ,       103.95,                 10529902.70,100514
,OPTIEMUS,BE,        87.25,                  3319052.55,37804
,OPTOCIRCUI,BE,         5.70,                  3945912.95,717627
,ORBTEXP,EQ,        77.10,                  1752832.00,22893
,ORCHPHARMA,BE,       200.45,                    40691.35,203
,ORICONENT,BE,        25.50,                  1349370.10,53491
,ORIENTABRA,EQ,        28.00,                 55484231.75,1982900
,ORIENTALTL,EQ,        11.00,                   319347.60,28976
,ORIENTBELL,EQ,       190.55,                  3766136.10,19558
,ORIENTCEM,EQ,        84.80,                 34376691.85,403696
,ORIENTELEC,EQ,       226.30,                133950969.85,588146
,ORIENTHOT,EQ,        25.45,                   415625.95,16310
,ORIENTLTD,EQ,       104.10,                   390454.45,3802
,ORIENTPPR,EQ,        22.20,                 10816422.05,482460
,ORIENTREF,EQ,       231.40,                 22663384.80,98283
,ORISSAMINE,EQ,      2529.50,                 23775473.45,9335
,ORTEL,BZ,         1.30,                    20635.25,15765
,OSWALAGRO,EQ,        11.55,                   584236.70,50402
,OSWALSEEDS,SM,        42.00,                   323800.00,8000
,PAEL,BZ,         2.25,                    22500.00,10000
,PAGEIND,EQ,     29098.10,               1346928702.90,46408
,PAISALO,EQ,       728.30,                 42037628.40,58139
,PALASHSECU,BE,        44.15,                    35851.05,818
,PALREDTEC,BE,        49.75,                   708410.00,14365
,PANACEABIO,EQ,       222.65,                 15496901.60,69531
,PANACHE,EQ,        45.30,                  2123146.50,47538
,PANAMAPET,EQ,        97.85,                  6543418.55,66504
,PARACABLES,EQ,         9.55,                  6621982.75,669083
,PARAGMILK,EQ,       122.40,                332968848.85,2729902
,PARSVNATH,BE,         5.15,                   449386.40,86990
,PATELENG,EQ,        14.10,                  8136305.05,576021
,PATINTLOG,EQ,        31.35,                  1477585.70,46755
,PATSPINLTD,BE,         7.10,                    73068.25,10105
,PCJEWELLER,EQ,        27.75,                 36266189.75,1301784
,PDMJEPAPER,EQ,        22.80,                  2089578.30,91419
,PDSMFL,EQ,       591.45,                  5523823.60,9321
,PEARLPOLY,EQ,        17.65,                    48986.50,2735
,PENIND,EQ,        25.05,                 15278775.30,617415
,PENINLAND,EQ,         6.45,                   747553.75,114544
,PENTAGOLD,SM,        55.55,                   166650.00,3000
,PERSISTENT,EQ,      1672.75,                333521836.05,203153
,PFC,N4,      1061.50,                   203285.15,191
,PFC,N8,      1428.05,                   165916.75,116
,PFIZER,EQ,      5157.40,                181244598.50,35189
,PFOCUS,EQ,        48.60,                  2774795.60,56782
,PFS,EQ,        20.25,                 11559369.00,567631
,PGEL,EQ,       144.65,                  2179455.55,15063
,PGHL,EQ,      6783.15,                 40314010.60,5942
,PGIL,EQ,       198.10,                   301959.55,1539
,PHILIPCARB,EQ,       171.50,                 74568983.80,433741
,PHOENIXLTD,EQ,       773.30,                123211172.05,158656
,PIIND,EQ,      2239.35,                561913048.20,251062
,PILANIINVS,EQ,      1928.90,                  9511099.65,4939
,PILITA,EQ,        11.25,                  2254542.35,200086
,PIONDIST,EQ,       124.15,                  1622011.50,12882
,PIONEEREMB,EQ,        39.30,                  2862955.25,72027
,PITTIENG,EQ,        58.45,                 13427401.65,227448
,PKTEA,BE,       196.50,                   136528.70,669
,PLASTIBLEN,EQ,       253.85,                  8092069.65,31658
,PNBGILTS,EQ,        45.20,                  8799881.65,193951
,PNBHOUSING,EQ,       370.00,                 65092275.25,175400
,PNC,EQ,        20.60,                   500643.40,24135
,PNCINFRA,EQ,       191.95,                200795678.95,1050088
,PODDARHOUS,BE,       210.70,                  1283551.55,6089
,PODDARMENT,EQ,       197.35,                  1430566.70,7208
,POKARNA,BZ,       202.35,                  7415449.45,36393
,POLYCAB,EQ,      1212.25,                200334147.25,164810
,POLYMED,EQ,       535.90,                115347061.00,218343
,POLYPLEX,EQ,       722.05,                 28391869.85,39446
,PONNIERODE,EQ,       163.50,                   501049.65,3084
,POWERINDIA,EQ,      1282.75,                 16566793.25,12837
,POWERMECH,EQ,       428.30,                  8712504.95,20291
,PPAP,EQ,       278.70,                  4887892.30,17507
,PPL,EQ,       118.80,                 40678314.65,342701
,PRABHAT,EQ,        74.15,                 11843160.35,158692
,PRAENG,BE,        10.00,                   173960.85,17600
,PRAJIND,EQ,       123.85,                 99862348.95,802382
,PRAKASH,EQ,        59.15,                 46237084.70,777951
,PRAKASHSTL,BE,         1.05,                    71797.70,73169
,PRAXIS,EQ,        50.35,                   544375.50,10772
,PRECAM,EQ,        46.15,                  9555832.75,203822
,PRECOT,BE,        86.65,                   551053.20,6492
,PRECWIRE,EQ,       158.30,                  1441020.50,9076
,PREMEXPLN,EQ,       153.40,                  2443436.55,15791
,PREMIER,BE,         4.95,                    21369.60,4233
,PREMIERPOL,EQ,        44.70,                  1317788.25,29283
,PRESSMN,EQ,        26.20,                  1259158.75,48445
,PRESTIGE,EQ,       294.60,                 70579083.35,239284
,PRICOLLTD,EQ,        50.50,                 23608063.15,462545
,PRIMESECU,EQ,        43.95,                  4632506.10,107776
,PRINCEPIPE,EQ,       289.85,                 41825062.00,143576
,PRIVISCL,EQ,       563.70,                 19940370.75,35295
,PROZONINTU,EQ,        23.85,                 18549501.40,812669
,PRSMJOHNSN,EQ,        84.45,                 11025397.40,130094
,PSB,EQ,        13.70,                  3956978.85,286192
,PSPPROJECT,EQ,       436.10,                185078061.65,425351
,PSUBNKBEES,EQ,        21.72,                 17598214.11,807751
,PTC,EQ,        59.65,                 69458451.10,1160637
,PTL,EQ,        44.25,                  1374845.05,31171
,PULZ,SM,        14.30,                    57200.00,4000
,PUNJABCHEM,EQ,       797.30,                  3695822.20,4725
,PUNJLLOYD,BZ,         2.30,                   268232.90,116623
,PURVA,EQ,        86.40,                  9806546.65,112435
,PVR,EQ,      1436.65,               1499334672.45,1034417
,QGOLDHALF,EQ,      2122.05,                  1074945.95,506
,QNIFTY,EQ,      1500.00,                    14991.50,10
,QUESS,EQ,       623.55,                959580034.05,1537257
,QUICKHEAL,EQ,       172.90,                287822346.15,1643214
,RADAAN,BE,         1.20,                     8319.60,6933
,RADICO,EQ,       508.75,                208664738.35,406968
,RADIOCITY,BE,        23.10,                  3370863.70,144964
,RAIN,EQ,       145.50,                149903853.60,1022964
,RAJESHEXPO,EQ,       484.20,                107209028.80,220626
,RAJMET,SM,        31.25,                   487600.00,16000
,RAJRATAN,EQ,       447.90,                  3287271.40,7358
,RAJRAYON,BZ,          .15,                    76127.15,414627
,RAJSREESUG,EQ,        16.80,                   188278.60,11108
,RAJTV,EQ,        37.05,                   490750.05,13218
,RALLIS,EQ,       295.10,                 71450759.40,242755
,RAMANEWS,EQ,        15.10,                   946748.55,63546
,RAMASTEEL,BE,        80.70,                 24546908.05,322539
,RAMCOCEM,EQ,       835.50,                412589918.35,490719
,RAMCOIND,EQ,       233.20,                 11477115.70,49214
,RAMCOSYS,EQ,       701.75,                113058125.30,159190
,RAMKY,BE,        49.45,                   714924.60,14375
,RANASUG,EQ,         6.95,                  1227611.25,175367
,RANEENGINE,EQ,       271.45,                  1139062.25,4167
,RANEHOLDIN,EQ,       636.40,                  5274674.40,8275
,RATNAMANI,EQ,      1598.65,                 18297942.45,11441
,RAYMOND,EQ,       344.35,                130295347.05,378486
,RBL,EQ,       787.95,                  2401673.90,3047
,RBLBANK,EQ,       254.20,               2498637639.25,9763818
,RCF,EQ,        54.80,                199366355.10,3586723
,RCOM,EQ,         2.00,                 16485313.70,8216822
,RECLTD,EQ,       143.55,                511737968.10,3551475
,RECLTD,NF,      1310.00,                   275249.50,210
,RECLTD,N1,      1060.00,                  1587477.55,1500
,RECLTD,N9,      1276.53,                  1263402.50,990
,RECLTD,NI,      1257.45,                     5029.66,4
,RECLTD,N2,      1174.00,                   527522.25,449
,RECLTD,NH,      1295.05,                   111374.30,86
,RECLTD,N8,      1112.00,                    26728.00,24
,REDINGTON,EQ,       138.40,                208636822.90,1516642
,REFEX,BZ,        95.05,                  2060647.05,21663
,RELAXO,EQ,       862.25,                212295527.40,244123
,RELCAPITAL,BE,        11.20,                  7366348.20,654392
,RELIABLE,SM,        25.00,                   180000.00,7200
,RELIANCEPP,E1,      1061.80,               1064748501.90,1001322
,RELIGARE,EQ,        67.30,                 16659068.40,245099
,RELINFRA,EQ,        31.45,                 45222288.95,1427878
,REMSONSIND,EQ,       116.75,                   580135.25,5073
,RENUKA,EQ,        11.40,                 40470742.85,3495445
,REPCOHOME,EQ,       257.75,                120419100.60,465940
,REPL,EQ,       141.25,                  2105764.45,14736
,REPRO,EQ,       389.80,                  1623563.15,4189
,RESPONIND,EQ,       184.85,                 14893022.05,80383
,REVATHI,EQ,       603.00,                  1855342.60,3051
,RGL,EQ,       304.80,                  1108785.20,3632
,RHFL,BE,         2.45,                   974895.75,395989
,RHFL,N4,       180.20,                     6365.40,32
,RHFL,N6,       183.00,                    25841.01,136
,RHFL,N8,       155.00,                     9900.00,60
,RICOAUTO,EQ,        38.25,                 13531633.65,353228
,RIIL,EQ,       403.85,                108766754.90,267639
,RITES,EQ,       267.55,                 94245647.65,352611
,RKDL,EQ,         9.05,                    47699.35,5144
,RKEC,EQ,        47.60,                  1407966.80,29912
,RKFORGE,EQ,       585.80,                 26229803.25,44408
,RMCL,BE,         3.45,                   164955.85,48160
,RMDRIP,SM,        31.30,                   878000.00,28000
,RML,EQ,       264.65,                  3700077.85,13875
,RNAVAL,EQ,         3.05,                  4762783.65,1565526
,ROHITFERRO,BE,         1.95,                   145953.55,75934
,ROHLTD,EQ,        76.00,                  4344195.90,57292
,ROLLT,BE,         4.40,                   395353.95,89550
,ROLTA,EQ,         5.90,                  1771668.70,296724
,ROML,BE,        78.25,                   114245.00,1460
,ROSSARI,EQ,       871.95,                 22978910.65,26296
,ROSSELLIND,EQ,       124.30,                   650466.65,5231
,ROUTE,EQ,      1181.80,                523487498.75,452109
,RPGLIFE,EQ,       372.10,                  7968493.80,21497
,RPOWER,BE,         3.40,                 21650850.35,6374174
,RPPINFRA,EQ,        64.30,                  1257801.65,19674
,RSSOFTWARE,EQ,        30.75,                  3873771.85,125778
,RSWM,BE,       168.95,                  1258525.55,7438
,RSYSTEMS,EQ,       119.65,                  2143820.10,17908
,RTNINFRA,EQ,         8.10,                  8134613.70,995548
,RTNPOWER,EQ,         3.35,                107600056.80,33078258
,RUBYMILLS,EQ,       202.10,                  1018100.15,5066
,RUCHI,EQ,       651.00,                  7175040.20,11025
,RUCHINFRA,BE,         7.45,                   375463.95,50552
,RUCHIRA,BE,        63.80,                  1157605.50,18153
,RUPA,EQ,       290.50,                 14302359.15,48899
,RUSHIL,EQ,       174.10,                  4427580.25,25107
,RUSHILPP1,E1,       126.95,                   452635.45,3493
,RVHL,EQ,        28.00,                  2464691.20,86616
,RVNL,EQ,        31.25,                759978895.45,23848133
,S&SPOWER,BE,        11.35,                     4540.00,400
,SABEVENTS,BE,         1.20,                     9768.45,8141
,SADBHAV,EQ,        61.75,                 41685784.60,672291
,SADBHIN,EQ,        20.75,                  2897343.60,138977
,SAFARI,EQ,       555.80,                  3005976.10,5399
,SAGARDEEP,BE,        35.30,                   171836.85,4887
,SAGCEM,EQ,       736.05,                 17376196.60,23686
,SAIL,EQ,        67.20,              21760259070.90,320354600
,SAKAR,EQ,       113.80,                  5773961.75,50277
,SAKHTISUG,EQ,        10.50,                   670920.60,63835
,SAKSOFT,EQ,       381.20,                  5895533.70,15496
,SAKUMA,EQ,         6.85,                  6484102.30,930389
,SALASAR,EQ,       264.65,                 18612861.50,69402
,SALONA,EQ,        70.75,                    24475.50,339
