,26-Jul-2021
The Nifty witnessed an intraday movement of about 96.35 points.The closing index was 0.2 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 61528.46
, Traded Quantity (in Lakhs), 30087.53
, Number of Trades, 22351276
, Total Market Capitalisation (Rs. Crores), 23327563.15

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15856.05,     15849.30,     15893.35,     15797.00,     15824.45,-31.6
,NIFTY50 EQL Wgt,     17846.70,     17848.20,     17903.85,     17801.85,     17848.05,1.35
,NIFTY100 EQL Wgt,     19125.10,     19145.55,     19180.60,     19075.15,     19135.25,10.15
,NIFTY100 LowVol30,     12475.75,     12475.20,     12529.15,     12452.05,     12480.75,5
,NIFTY Alpha 50,     28522.80,     28550.90,     28591.80,     28332.05,     28502.15,-20.65
,NIFTY MIDCAP 150,     10418.50,     10441.40,     10482.75,     10389.60,     10423.15,4.65
,NIFTY SMLCAP 50,      5257.70,      5258.20,      5279.90,      5236.90,      5262.60,4.9
,NIFTY SMLCAP 250,      9026.25,      9043.70,      9099.50,      9018.65,      9059.20,32.95
,NIFTY MIDSML 400,      9914.25,      9935.20,      9981.25,      9898.25,      9928.85,14.6
,NIFTY200 QUALTY30,     13723.50,     13723.30,     13793.50,     13708.10,     13737.95,14.45
,Nifty FinSrv25 50,     16682.55,     16661.25,     16705.80,     16558.35,     16639.15,-43.4
,NIFTY AlphaLowVol,     16141.85,     16141.85,     16212.15,     16115.05,     16159.60,17.75
,Nifty200Momentm30,     18215.20,     18273.00,     18338.80,     18149.85,     18246.95,31.75
,Nifty100ESGSecLdr,      2696.35,      2694.40,      2701.15,      2687.75,      2689.75,-6.6
,Nifty IT,     29894.30,     29886.20,     30139.20,     29859.60,     29940.40,46.1
,Nifty Next 50,     39312.35,     39371.80,     39459.75,     39167.95,     39351.30,38.95
,Nifty Bank,     35034.40,     34947.85,     35138.20,     34669.55,     34949.70,-84.7
,NIFTY MIDCAP 100,     27584.80,     27639.10,     27758.70,     27486.10,     27573.85,-10.95
,Nifty 500,     13687.00,     13692.20,     13731.10,     13648.45,     13675.10,-11.9
,Nifty 100,     16119.10,     16117.25,     16156.20,     16066.15,     16094.20,-24.9
,Nifty Midcap 50,      7574.35,      7592.60,      7614.50,      7537.55,      7549.05,-25.3
,Nifty Realty,       401.05,       401.15,       406.90,       396.20,       397.20,-3.85
,Nifty Infra,      4456.35,      4455.30,      4474.25,      4435.70,      4446.50,-9.85
,Nifty Energy,     19503.80,     19491.50,     19496.55,     19273.45,     19300.10,-203.7
,Nifty FMCG,     36558.65,     36639.15,     36746.50,     36459.05,     36486.75,-71.9
,Nifty MNC,     17755.85,     17773.05,     17819.65,     17688.20,     17779.35,23.5
,Nifty Pharma,     14597.85,     14604.65,     14711.20,     14591.85,     14652.55,54.7
,Nifty PSE,      3597.90,      3597.25,      3614.20,      3580.45,      3589.90,-8
,Nifty PSU Bank,      2428.05,      2428.95,      2429.95,      2405.55,      2408.55,-19.5
,Nifty Serv Sector,     22015.30,     21980.65,     22067.35,     21893.80,     21989.00,-26.3
,India VIX,11.7625,11.7625,12.5400,10.3950,12.4500,0.6875
,Nifty Auto,     10201.35,     10204.65,     10212.65,     10127.15,     10137.95,-63.4
,Nifty Metal,      5353.80,      5402.60,      5421.90,      5350.00,      5387.40,33.6
,Nifty Media,      1754.00,      1760.10,      1786.35,      1755.95,      1759.55,5.55
,NIFTY SMLCAP 100,     10406.95,     10416.10,     10462.25,     10380.75,     10434.75,27.8
,Nifty 200,      8422.70,      8424.05,      8446.30,      8395.25,      8411.00,-11.7
,Nifty Div Opps 50,      3396.20,      3397.05,      3410.55,      3390.65,      3395.90,-.3
,Nifty Commodities,      5303.25,      5320.40,      5328.25,      5283.75,      5307.00,3.75
,Nifty Consumption,      6433.40,      6435.15,      6460.05,      6419.50,      6426.25,-7.15
,Nifty Fin Service,     16611.05,     16574.50,     16632.10,     16462.55,     16574.85,-36.2
,Nifty50 Div Point,        89.87,        89.87,        89.87,        89.87,        89.87,0
,Nifty100 Liq 15,      4086.60,      4087.85,      4096.10,      4060.65,      4072.90,-13.7
,Nifty CPSE,      2040.60,      2039.00,      2055.10,      2031.40,      2042.65,2.05
,Nifty GrowSect 15,      7671.30,      7683.15,      7701.85,      7657.40,      7663.35,-7.95
,Nifty50 PR 2x Lev,      7536.95,      7528.50,      7570.40,      7481.05,      7504.90,-32.05
,Nifty50 PR 1x Inv,       277.75,       277.90,       278.80,       277.15,       278.35,.6
,Nifty50 TR 2x Lev,     10175.30,     10163.90,     10220.45,     10099.85,     10132.05,-43.25
,Nifty50 TR 1x Inv,       239.15,       239.30,       240.05,       238.65,       239.70,.55
,Nifty50 Value 20,      8131.80,      8140.55,      8164.45,      8112.20,      8118.45,-13.35
,Nifty Mid Liq 15,      6388.10,      6386.05,      6422.20,      6314.00,      6339.20,-48.9
,Nifty Pvt Bank,     18287.15,     18281.05,     18386.90,     18137.90,     18270.80,-16.35
,NIFTY100 Qualty30,      3648.80,      3647.80,      3662.85,      3643.90,      3647.70,-1.1
,Nifty GS 8 13Yr,      2261.96,      2262.35,      2262.75,      2262.01,      2262.69,.73
,Nifty GS 10Yr,      2045.98,      2046.33,      2046.64,      2044.08,      2045.00,-.98
,Nifty GS 10Yr Cln,       942.11,       942.11,       942.26,       941.08,       941.50,-.61
,Nifty GS 4 8Yr,      2434.91,      2435.30,      2437.56,      2435.30,      2436.39,1.48
,Nifty GS 11 15Yr,      2419.72,      2420.17,      2422.11,      2420.17,      2420.56,.84
,Nifty GS 15YrPlus,      2582.03,      2582.53,      2590.21,      2582.53,      2588.93,6.9
,Nifty GS Compsite,      2316.27,      2316.67,      2318.83,      2316.67,      2317.72,1.45

,ADVANCES,969
,DECLINES,1062
,UNCHANGED,71

,Total securities that have hit their price bands today,452

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ZOMATO,EQ,       126.00,       140.65,11.63,3362.03
,LINCOLN,EQ,       369.75,                 87311226.00,234744
,LINCPEN,EQ,       205.20,                  1446637.40,7040
,LINDEINDIA,EQ,      1748.20,                678138403.35,395261
,LIQUIDBEES,EQ,       999.99,                750706166.42,750708
,LIQUIDETF,EQ,       999.99,                 12754932.61,12755
,LODHA,EQ,       843.45,                244975956.70,290239
,LOKESHMACH,EQ,        44.95,                  2423830.80,53871
,LOTUSEYE,BE,        47.20,                    82078.20,1726
,LOVABLE,EQ,       116.00,                  3662795.35,31355
,LPDC,BE,         6.50,                   924608.05,142664
,LSIL,BE,         3.35,                 10294220.90,3059277
,LTTS,EQ,      3443.35,                726122426.90,210277
,LUMAXIND,EQ,      1495.30,                  7141305.10,4773
,LUMAXTECH,EQ,       163.85,                 28561096.55,172637
,LUXIND,EQ,      4238.30,                436919453.55,103839
,LXCHEM,EQ,       257.10,                802376017.25,3098406
,LYKALABS,EQ,        65.60,                 30052131.15,463111
,LYPSAGEMS,EQ,         5.35,                   367542.70,68183
,M&MFIN,EQ,       146.30,               3490423081.80,23473563
,M&MFIN,N2,      1088.00,                    21756.00,20
,M14RG,MF,        13.43,                   789706.00,58000
,M15RG,MF,        12.32,                    61948.00,5000
,M17RG,MF,        11.45,                   286294.00,25000
,MAANALU,BE,       395.65,                  9158745.75,23268
,MACPOWER,EQ,       140.80,                  4111731.10,28858
,MADHAV,EQ,        65.25,                  4749691.30,71405
,MADHUCON,EQ,         6.75,                   358978.45,52501
,MADRASFERT,EQ,        31.65,                  9394446.55,298741
,MAESGETF,EQ,        26.90,                   238133.66,8826
,MAFANG,EQ,        54.38,                 13334320.64,244697
,MAGADSUGAR,EQ,       331.80,                  9338401.85,27740
,MAGMA,N4,      1100.00,                    55000.00,50
,MAGMA,BE,       159.45,                 98302838.40,616512
,MAGNUM,BE,        10.25,                    43931.50,4286
,MAHABANK,EQ,        22.75,                 81837070.05,3556076
,MAHAPEXLTD,BE,       118.50,                   325234.85,2700
,MAHASTEEL,EQ,       115.60,                 66586868.00,582238
,MAHEPC,EQ,       145.95,                 28353727.05,192511
,MAHESHWARI,EQ,       105.55,                  4343599.70,41632
,MAHICKRA,SM,        81.90,                   245925.00,3000
,MAHINDCIE,EQ,       268.45,               1528098842.60,5645338
,MAHLIFE,EQ,       725.15,                142843660.05,197066
,MAHLOG,EQ,       601.50,                191925617.85,316928
,MAHSCOOTER,EQ,      4165.65,                241618114.05,57644
,MAHSEAMLES,EQ,       310.75,                 31888278.65,102857
,MAITHANALL,EQ,      1102.90,                381868798.75,339544
,MAJESCO,EQ,        93.05,                 48549422.45,521181
,MALUPAPER,EQ,        36.05,                  1238899.85,34050
,MAN50ETF,EQ,       162.95,                 33034825.94,202690
,MANAKALUCO,EQ,        17.85,                   409061.80,22974
,MANAKCOAT,EQ,        13.25,                   555923.05,41110
,MANAKSIA,EQ,        69.75,                  7679565.00,108913
,MANAKSTEEL,EQ,        35.85,                  5302632.45,149069
,MANALIPETC,BE,        83.65,                 45953850.95,547488
,MANAPPURAM,EQ,       194.35,               1412645953.65,7248790
,MANAV,SM,         7.40,                    29600.00,4000
,MANGALAM,EQ,       188.50,                355763723.00,1945946
,MANGCHEFER,EQ,        83.55,                 26760498.10,316434
,MANGLMCEM,EQ,       448.55,                141558504.75,311973
,MANGTIMBER,BE,        16.10,                 15692271.85,975567
,MANINDS,EQ,       128.50,                151311735.65,1186428
,MANINFRA,EQ,        68.40,                281401339.35,4121472
,MANUGRAPH,EQ,        14.15,                   200586.10,14102
,MANXT50,EQ,       392.68,                  5941887.51,15132
,MARALOVER,EQ,        74.00,                 13392437.75,189423
,MARATHON,EQ,        77.30,                  4711888.20,59529
,MARINE,EQ,        53.10,                 71404933.30,1325234
,MARKSANS,EQ,        85.75,                179772959.45,2078625
,MARSHALL,SM,        28.00,                   581550.00,21000
,MASFIN,EQ,       796.80,                 50608354.10,62886
,MASKINVEST,BE,        33.05,                     1916.90,58
,MASTEK,EQ,      2671.10,                283649305.75,106150
,MATRIMONY,EQ,      1072.30,                441906674.20,398295
,MAWANASUG,BE,        99.80,                  5728260.35,57360
,MAXHEALTH,EQ,       275.85,                228859379.00,827280
,MAXIND,EQ,        72.60,                 16456424.40,225240
,MAXVIL,EQ,        86.55,                128234622.70,1426467
,MAYURUNIQ,EQ,       485.70,                 22088203.35,45362
,MAZDA,EQ,       604.00,                  1685629.45,2766
,MAZDOCK,EQ,       257.95,                145607697.75,559529
,MBAPL,EQ,       134.90,                  3454218.55,25945
,MBECL,BE,        10.55,                   792033.00,74147
,MBLINFRA,EQ,        23.55,                  3268166.40,140670
,MC1RG,MF,        12.36,                   223098.00,18050
,MC2RG,MF,        12.11,                   121100.00,10000
,MCDHOLDING,EQ,        55.75,                  1150970.60,20530
,MCL,EQ,        51.10,                 65062180.80,1381002
,MCLEODRUSS,EQ,        30.10,                 32150466.00,1071462
,MCX,EQ,      1695.25,               1792606638.45,1076615
,MEGA-RE,BE,         3.35,                  2646713.55,808086
,MEGASOFT,BE,        13.90,                  3458111.50,249349
,MELSTAR,BZ,         3.30,                    10048.10,2936
,MENONBE,EQ,        83.70,                  9348135.30,111248
,MEP,EQ,        23.55,                  7855031.50,326776
,MERCATOR,BE,         3.15,                  5921757.80,1810120
,METALFORGE,BZ,         7.50,                   104216.35,14075
,METROPOLIS,EQ,      2895.40,                870759119.75,300375
,MFSL,EQ,      1116.50,                976843636.60,888681
,MGEL,EQ,        55.15,                  3404435.55,61797
,MGL,EQ,      1139.10,                208279299.75,182190
,MHHL,SM,        27.25,                  1423500.00,51000
,MHRIL,EQ,       318.90,                189454896.90,587487
,MIDHANI,EQ,       197.90,                 82982738.00,416686
,MINDACORP,EQ,       133.65,                 69227227.15,514350
,MINDAIND,EQ,       756.10,                358920036.70,481975
,MINDSPACE,RR,       282.94,                 39084610.00,138400
,MINDTECK,EQ,       108.50,                  5689197.50,52435
,MINDTREE,EQ,      2721.30,               1111411693.40,406600
,MIRCELECTR,BE,        20.55,                  7972221.20,392490
,MIRZAINT,EQ,        66.80,                920111994.50,13794231
,MITCON,SM,        47.90,                  1628600.00,34000
,MITTAL,EQ,        12.05,                   451539.15,37152
,MMFL,EQ,       725.35,                 22592187.15,30914
,MMP,EQ,       146.45,                 71719021.45,487065
,MMTC,EQ,        47.60,                126254789.55,2631927
,MODIRUBBER,BE,        74.15,                   341627.00,4698
,MODISNME,EQ,        87.70,                 10764939.15,122007
,MOGSEC,EQ,        48.43,                    12624.25,261
,MOHITIND,BE,        15.15,                   351314.60,23939
,MOHOTAIND,BE,         9.60,                  1092467.85,116793
,MOIL,EQ,       180.10,                 44498130.25,245521
,MOKSH,EQ,        28.45,                 27969722.30,1001280
,MOLDTECH,BE,        92.85,                  3228846.35,34460
,MOLDTEKPP,E1,       391.80,                   244179.95,620
,MOLDTKPAC,EQ,       520.50,                 33277341.55,63493
,MOLDTKPAC,W1,       375.00,                     3676.10,10
,MOM100,EQ,        28.97,                  2254917.45,77994
,MOM50,EQ,       156.93,                    70162.35,448
,MON100,EQ,       110.85,                 61927658.70,558273
,MONTECARLO,EQ,       347.10,                  9625691.65,27365
,MORARJEE,EQ,        18.50,                   367299.50,19712
,MOREPENLAB,EQ,        66.75,                182870445.75,2729457
,MOTILALOFS,EQ,      1069.95,                727140850.15,680623
,MOTOGENFIN,EQ,        23.10,                   320208.25,14024
,MPHASIS,EQ,      2589.15,               3936929589.65,1525148
,MPSLTD,EQ,       675.00,                 55208242.15,82640
,MPTODAY,SM,        26.60,                    53200.00,2000
,MRF,EQ,     80917.75,                485507640.75,5993
,MRO-TEK,EQ,        33.65,                    70931.85,2086
,MRPL,EQ,        44.75,                 83230712.25,1856205
,MSPL,EQ,        10.80,                  1920315.00,176974
,MSTCLTD,EQ,       294.90,                 66885441.15,225268
,MTARTECH,EQ,      1444.05,                257946555.20,176962
,MTEDUCARE,EQ,         8.75,                  1310601.70,148864
,MTNL,EQ,        20.85,                 20704055.30,987000
,MUKANDENGG,BE,        23.15,                   299283.20,12928
,MUKANDLTD,BE,       136.35,                  4658460.90,33786
,MUKANDLTD,P1,         5.55,                       16.65,3
,MUKTAARTS,EQ,        38.25,                  1590304.70,41635
,MUNJALAU,EQ,        67.10,                 56944760.25,845693
,MUNJALSHOW,EQ,       149.70,                  8686386.20,57869
,MURUDCERA,EQ,        29.65,                  2718304.05,91262
,MUTHOOTCAP,EQ,       464.90,                103637001.35,218661
,NABARD,N2,      1247.04,                  3029353.00,2427
,NACLIND,EQ,        80.15,                 16125911.35,200492
,NAGAFERT,BE,        16.20,                 23368065.65,1449427
,NAGREEKCAP,EQ,         7.35,                      742.35,101
,NAGREEKEXP,EQ,        32.90,                  1426338.85,43838
,NAHARCAP,EQ,       247.95,                  7642112.45,30244
,NAHARINDUS,BE,       122.55,                 11585078.95,95635
,NAHARPOLY,EQ,       211.00,                 13116911.35,62000
,NAHARSPING,BE,       335.30,                 26548582.20,79199
,NAM-INDIA,EQ,       397.30,                495306430.95,1234325
,NANDANI,SM,        35.10,                   175500.00,5000
,NATCOPHARM,EQ,      1057.40,                622123628.20,581643
,NATHBIOGEN,EQ,       364.90,                 20691459.30,56674
,NATIONALUM,EQ,        83.55,               1917219308.55,22997571
,NATNLSTEEL,BE,         3.65,                    46363.60,12918
,NAVINFLUOR,EQ,      3707.55,               4238883193.85,1122759
,NAVKARCORP,EQ,        50.20,                 49476974.45,965009
,NAVNETEDUL,EQ,        97.70,                 13288232.00,136966
,NAZARA,EQ,      1846.80,                278801273.10,149394
,NBCC,EQ,        49.85,                232186760.20,4634988
,NBIFIN,EQ,      2278.15,                  7268482.90,3176
,NBVENTURES,EQ,       114.25,                132900735.00,1158708
,NCC,EQ,        88.50,                405754000.50,4509351
,NCLIND,EQ,       258.10,                 57358858.40,221914
,NCPSESDL24,EQ,       105.29,                     6425.69,61
,NDGL,BE,      1556.95,                   843358.00,538
,NDL,EQ,        66.60,                  7255097.80,108431
,NDRAUTO,BE,       363.80,                  3892202.00,11052
,NDTV,EQ,        73.35,                  5153460.90,70147
,NECCLTD,EQ,        15.60,                  3454347.95,223147
,NECLIFE,EQ,        38.30,                 55161363.10,1422713
,NELCAST,EQ,        93.70,                272085401.70,2835748
,NELCO,EQ,       364.30,                 69697334.75,191857
,NEOGEN,EQ,       913.55,                144838437.85,156596
,NESCO,EQ,       599.05,                 51526913.45,85102
,NETF,EQ,       195.66,                   128999.67,661
,NETFCONSUM,EQ,        71.05,                  1258923.92,17662
,NETFDIVOPP,EQ,        41.05,                   111822.64,2679
,NETFGILT5Y,EQ,        48.38,                    11472.41,237
,NETFIT,EQ,        30.49,                 13473447.10,441636
,NETFLTGILT,EQ,        22.44,                   378885.80,16876
,NETFMID150,EQ,       105.62,                111051496.32,1053811
,NETFNIF100,EQ,       165.84,                   127819.03,771
,NETFNV20,EQ,        88.53,                   467019.04,5233
,NETFPHARMA,EQ,        14.65,                  1783885.55,121368
,NETFSDL26,EQ,       103.95,                    12479.50,120
,NETWORK18,EQ,        49.70,                 59386115.90,1187584
,NEULANDLAB,BE,      2076.75,                 43102573.90,20514
,NEWGEN,BE,       625.70,                211109016.55,353429
,NEXTMEDIA,EQ,         5.75,                    50289.80,8656
,NFL,EQ,        62.10,                 82612539.35,1329093
,NH,EQ,       492.20,                 87911176.05,176779
,NHAI,NA,      1235.23,                  7023111.73,5676
,NHAI,NE,      1274.99,                   318747.50,250
,NHAI,N2,      1257.49,                  1991891.25,1585
,NHAI,N1,      1086.69,                   401309.70,370
,NHAI,N6,      1270.96,                  6604704.62,5186
,NHBTF2014,N6,      7222.00,                   101204.00,14
,NHPC,EQ,        25.75,                229377412.60,8873785
,NHPC,N5,      1280.00,                   255500.00,200
,NHPC,N6,      1400.00,                    92125.62,66
,NIACL,EQ,       165.65,                323142144.65,1959466
,NIBL,EQ,        18.45,                   163428.55,9009
,NIFTYBEES,EQ,       170.28,                191837257.71,1124977
,NIFTYEES,EQ,     20351.00,                   307585.00,15
,NIITLTD,EQ,       293.35,                131332814.15,446888
,NILAINFRA,EQ,         6.60,                  2778496.70,417296
,NILASPACES,BE,         2.20,                   620627.30,278379
,NILKAMAL,EQ,      2589.75,                180766526.75,69510
,NIPPOBATRY,EQ,      1109.90,                 65205309.70,57497
,NIRAJ,EQ,        47.50,                  1005215.60,21003
,NITCO,EQ,        26.80,                  1757151.35,66452
,NITINFIRE,BZ,         2.40,                   134354.40,55981
,NITINSPIN,EQ,       204.80,                226528535.05,1113217
,NITIRAJ,EQ,        49.25,                   175598.55,3473
,NKIND,EQ,        26.35,                    38697.35,1481
,NLCINDIA,EQ,        57.05,                103565232.80,1795177
,NOCIL,EQ,       262.40,                966393246.75,3717058
,NOIDATOLL,EQ,         6.30,                  1023641.50,161432
,NORBTEAEXP,EQ,         6.35,                    11767.75,1865
,NOVARTIND,EQ,       986.35,                 30768656.65,30948
,NPBET,EQ,       185.44,                   109053.91,585
,NRAIL,EQ,       248.20,                 29594520.35,118723
,NRBBEARING,EQ,       137.25,                 31970118.45,229905
,NSIL,EQ,      1798.65,                  1740464.55,964
,NTL,EQ,         1.80,                    53409.60,29672
,NTPC,N4,      1151.50,                    34440.00,30
,NTPC,NA,      1330.00,                     1330.00,1
,NTPC,N7,        13.86,                   860258.31,62110
,NTPC,N3,      1693.90,                    11614.70,7
,NUCLEUS,EQ,       693.10,                 58674131.45,84324
,NURECA,EQ,      1574.45,                 10884639.35,6880
,NXTDIGITAL,EQ,       479.50,                  2240419.35,4671
,OAL,EQ,       942.55,                 30238697.30,31723
,OBEROIRLTY,EQ,       703.50,                228306247.95,323649
,OCCL,EQ,      1077.35,                 18400823.70,16968
,OIL,EQ,       161.20,                 48649448.90,301708
,OILCOUNTUB,BE,         7.45,                   119848.95,16183
,OISL,BZ,         1.90,                    35212.30,18517
,OLECTRA,BE,       254.15,                 82052754.55,328214
,OMAXAUTO,BE,        61.65,                  3046846.60,49168
,OMAXE,EQ,        89.80,                  7888559.15,87454
,OMFURN,SM,         9.00,                   645600.00,72000
,OMINFRAL,EQ,        33.15,                  6546781.85,193202
,OMKARCHEM,EQ,        12.85,                   431220.30,33558
,ONEPOINT,BE,        46.40,                  2929696.75,66564
,ONMOBILE,EQ,       139.65,                 52679659.40,375962
,ONWARDTEC,EQ,       258.25,                 34800291.95,131417
,OPTIEMUS,BE,       161.90,                  4359007.80,26716
,OPTOCIRCUI,BE,         4.30,                  1690864.45,392826
,ORBTEXP,EQ,        86.10,                119778687.05,1444197
,ORCHPHARMA,BE,       498.40,                 12820186.05,26189
,ORICONENT,EQ,        28.55,                  2729275.80,95747
,ORIENTABRA,EQ,        35.30,                 19297589.35,548498
,ORIENTALTL,EQ,        10.70,                   920746.10,83971
,ORIENTBELL,EQ,       419.90,                163690037.95,406872
,ORIENTCEM,EQ,       151.95,                196657270.45,1285416
,ORIENTELEC,EQ,       353.80,                239971411.90,678321
,ORIENTHOT,EQ,        36.35,                  2799356.30,77155
,ORIENTLTD,EQ,        80.10,                   715038.30,8887
,ORIENTPPR,EQ,        28.40,                 22615819.70,786501
,ORISSAMINE,EQ,      3010.10,                 36055280.55,11876
,ORTEL,BZ,          .90,                     1245.40,1356
,ORTINLAB,EQ,        33.75,                  2889657.95,84956
,OSIAHYPER,SM,       179.00,                   218400.00,1200
,OSWALAGRO,EQ,        17.20,                  8845310.40,510159
,PAEL,BZ,         7.55,                    19601.90,2591
,PAGEIND,EQ,     32938.00,               1139834742.30,34039
,PAISALO,EQ,       676.95,                 21416907.55,31315
,PALASHSECU,EQ,        75.65,                   639386.70,8569
,PALREDTEC,EQ,       113.55,                  7091243.55,60757
,PANACEABIO,EQ,       335.70,                 58846036.95,174366
,PANACHE,BE,        70.10,                  1334768.40,19530
,PANAMAPET,EQ,       249.60,                 20453359.35,82145
,PAR,SM,       123.35,                  4080000.00,32000
,PARACABLES,BE,        17.20,                 14614786.25,843087
,PARAGMILK,EQ,       137.65,                 46511077.85,335128
,PARSVNATH,EQ,        18.00,                 88745387.85,4752618
,PARTYCRUS,SM,        19.00,                   221000.00,12000
,PASHUPATI,SM,        90.90,                  1849680.00,20800
,PATELENG,EQ,        17.10,                 14994222.00,864971
,PATINTLOG,EQ,        24.50,                  1221472.40,49320
,PATSPINLTD,EQ,        10.40,                    85072.00,8180
,PAVNAIND,SM,       194.00,                   155200.00,800
,PBAINFRA,BE,        13.45,                   218438.25,16118
,PCJEWELLER,EQ,        26.20,                 44217151.25,1682204
,PDMJEPAPER,EQ,        41.25,                  9085225.05,219579
,PDPL,BE,         4.50,                     1266.00,281
,PDSMFL,EQ,      1220.15,                  2766428.60,2260
,PEARLPOLY,EQ,        15.90,                   177404.65,11131
,PENIND,EQ,        38.20,                112728204.20,2888792
,PENINLAND,BE,        15.25,                  5311865.90,348673
,PERSISTENT,EQ,      3250.25,               3290547998.50,1033196
,PFC,N8,      1449.10,                   434710.00,300
,PFC,N3,      1325.44,                   238580.80,180
,PFC,N5,      1245.00,                    24900.00,20
,PFIZER,EQ,      5672.90,                262293082.95,46479
,PFOCUS,EQ,        62.80,                  5608509.75,88540
,PFS,EQ,        21.30,                 36699524.50,1691491
,PGEL,EQ,       372.20,                 14451552.70,38773
,PGHL,EQ,      5444.20,                 48506896.30,8844
,PGIL,EQ,       313.25,                  4083975.55,12949
,PGINVIT,IV,       117.18,                 65743900.00,557900
,PHILIPCARB,EQ,       246.00,               2918514969.20,11721758
,PHOENIXLTD,EQ,       856.40,                 70326657.30,80746
,PIGL,SM,        57.55,                   115100.00,2000
,PIIND,EQ,      3075.35,               2668632857.80,860834
,PILANIINVS,EQ,      1951.20,                 15947070.30,8125
,PILITA,EQ,         7.80,                 15672771.95,1982076
,PIONDIST,EQ,       131.60,                  2267561.85,17049
,PIONEEREMB,EQ,        59.25,                 29620217.90,487324
,PITTIENG,EQ,       174.95,                239785837.30,1384576
,PKTEA,BE,       338.85,                  1374904.40,4073
,PLASTIBLEN,EQ,       265.60,                  9695297.10,36623
,PNBGILTS,EQ,        72.75,                 18603503.95,254453
,PNBHOUSING,BE,       688.50,                 23843194.75,34657
,PNC,EQ,        39.50,                   650956.40,16400
,PNCINFRA,EQ,       319.80,                142778782.25,447836
,PODDARHOUS,EQ,       206.20,                  2686478.05,12672
,PODDARMENT,EQ,       422.90,                 76500089.55,179447
,POKARNA,EQ,       367.70,                 29187944.90,78606
,POLYCAB,EQ,      1858.50,                714520213.00,381916
,POLYMED,EQ,      1016.25,                905842515.10,862624
,POLYPLEX,EQ,      1492.20,                174142484.75,115447
,PONNIERODE,BE,       285.05,                  2126084.15,7390
,POWERFUL,SZ,         2.50,                    50000.00,20000
,POWERINDIA,EQ,      1926.30,                264511711.85,136463
,POWERMECH,EQ,       798.35,                 16357513.35,20477
,PPAP,EQ,       276.15,                 37916805.70,135216
,PPL,EQ,       173.05,                 35469566.35,203932
,PRADIP,BE,         1.00,                       10.00,10
,PRAENG,BE,        22.20,                  4295500.20,193491
,PRAJIND,BE,       377.75,                315030153.65,840372
,PRAKASH,EQ,        77.45,                 78748917.25,1007368
,PRAKASHSTL,BE,         1.45,                   260830.35,179883
,PRAXIS,EQ,        46.85,                   950824.20,20235
,PRECAM,EQ,       109.50,                165186131.40,1534653
,PRECOT,EQ,       286.55,                  9106745.85,31898
,PRECWIRE,EQ,       216.80,                  6490382.15,29762
,PREMEXPLN,BE,       241.30,                  7421459.35,31006
,PREMIER,EQ,         3.90,                    70816.05,18070
,PREMIERPOL,EQ,        90.50,                 39188506.00,453510
,PRESSMN,EQ,        33.00,                  1337771.45,40011
,PRESTIGE,EQ,       342.55,                316767954.95,906269
,PRICOLLTD,EQ,        98.30,                 85306037.45,869174
,PRIMESECU,EQ,       109.95,                 10543053.60,95631
,PRINCEPIPE,EQ,       675.50,                437825024.50,647289
,PRITI,SM,       107.50,                   503200.00,4800
,PRIVISCL,EQ,      1331.05,                 79976069.50,60309
,PROINDIA,BE,        10.65,                     4664.70,438
,PROLIFE,SM,       117.00,                   351000.00,3000
,PROZONINTU,EQ,        31.75,                 19618094.95,625856
,PRSMJOHNSN,EQ,       142.85,                 57727719.25,402278
,PSB,EQ,        19.55,                  7290338.10,370574
,PSPPROJECT,EQ,       480.60,                 70301186.55,145814
,PSUBNKBEES,EQ,        26.31,                 29788255.92,1132459
,PTC,EQ,        99.30,                 59206072.35,592526
,PTL,EQ,        52.65,                  4128882.65,77687
,PUNJABCHEM,EQ,      1411.65,                 11481217.15,8092
,PUNJLLOYD,BZ,         2.30,                   375797.30,162191
,PURVA,EQ,       104.45,                 58867700.90,553308
,PVP,BE,         5.25,                  1072591.45,203735
,PVR,EQ,      1329.95,               3451626082.65,2519105
,QGOLDHALF,EQ,      2061.10,                   282209.45,137
,QNIFTY,EQ,      1650.00,                    24748.00,15
,QUESS,EQ,       797.00,                 84887186.90,105775
,QUICKHEAL,EQ,       293.95,                108386140.60,365820
,QUINTEGRA,BE,         1.30,                   410378.60,304602
,RADAAN,BE,          .90,                     7580.00,8300
,RADICO,EQ,       846.20,                345030842.45,401600
,RADIOCITY,EQ,        25.05,                 12197533.40,485919
,RAILTEL,EQ,       142.15,                185219825.65,1291111
,RAIN,EQ,       254.50,                975601146.30,3834309
,RAJESHEXPO,EQ,       589.15,                162046523.30,276669
,RAJMET,BE,       175.40,                   474660.60,2728
,RAJRATAN,BE,      1960.60,                 40743289.20,20998
,RAJRAYON,BZ,          .30,                    42655.75,155055
,RAJSREESUG,EQ,        30.20,                  1083816.05,36640
,RAJTV,BE,        46.70,                   287760.35,6161
,RAJVIR,BE,         7.25,                     4061.70,536
,RALLIS,EQ,       317.70,                114252334.45,357207
,RAMANEWS,EQ,        20.10,                  2810517.20,138382
