,10-Mar-2021
The Nifty witnessed an intraday movement of about 117.6 points.The closing index was 0.51 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 54391.69
, Traded Quantity (in Lakhs), 25450.88
, Number of Trades, 17560913
, Total Market Capitalisation (Rs. Crores), 20808441.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15098.40,     15202.15,     15218.45,     15100.85,     15174.80,76.4
,NIFTY50 EQL Wgt,     16326.50,     16452.05,     16465.45,     16331.10,     16428.90,102.4
,NIFTY100 EQL Wgt,     17245.80,     17366.35,     17383.25,     17243.60,     17338.20,92.4
,NIFTY100 LowVol30,     11373.80,     11458.05,     11459.40,     11390.05,     11431.60,57.8
,NIFTY Alpha 50,     22215.10,     22383.10,     22623.55,     22344.10,     22599.15,384.05
,NIFTY MIDCAP 150,      9100.55,      9171.35,      9195.45,      9124.80,      9169.25,68.7
,NIFTY SMLCAP 50,      4157.10,      4192.65,      4237.50,      4178.55,      4231.80,74.7
,NIFTY SMLCAP 250,      7112.40,      7165.15,      7191.45,      7139.10,      7187.95,75.55
,NIFTY MIDSML 400,      8390.80,      8455.10,      8476.25,      8416.40,      8462.20,71.4
,NIFTY200 QUALTY30,     12346.30,     12424.10,     12472.45,     12401.40,     12457.20,110.9
,Nifty FinSrv25 50,     16328.70,     16435.15,     16454.45,     16277.30,     16369.50,40.8
,NIFTY AlphaLowVol,     13925.00,     14013.20,     14074.40,     13986.75,     14052.95,127.95
,Nifty200Momentm30,     14597.20,     14719.60,     14825.25,     14674.05,     14802.60,205.4
,Nifty100ESGSecLdr,      2553.95,      2569.90,      2573.65,      2557.20,      2568.40,14.45
,Nifty IT,     25582.35,     25862.05,     26136.55,     25782.30,     26010.10,427.75
,Nifty Next 50,     34927.50,     35143.95,     35223.60,     34947.75,     35138.00,210.5
,Nifty Bank,     35865.65,     36112.25,     36176.90,     35764.35,     35938.30,72.65
,NIFTY MIDCAP 100,     24024.25,     24220.20,     24287.20,     24075.40,     24220.10,195.85
,Nifty 500,     12617.20,     12705.10,     12722.60,     12627.80,     12691.35,74.15
,Nifty 100,     15206.00,     15309.10,     15327.00,     15209.65,     15284.85,78.85
,Nifty Midcap 50,      6931.65,      6992.75,      7019.80,      6945.65,      6996.95,65.3
,Nifty Realty,       350.10,       353.85,       356.65,       350.85,       352.25,2.15
,Nifty Infra,      4247.50,      4278.65,      4281.30,      4234.40,      4256.30,8.8
,Nifty Energy,     19385.15,     19544.25,     19548.45,     19238.70,     19331.25,-53.9
,Nifty FMCG,     33215.85,     33393.05,     33424.50,     33220.00,     33402.75,186.9
,Nifty MNC,     16199.15,     16276.75,     16309.90,     16233.45,     16276.25,77.1
,Nifty Pharma,     12133.85,     12218.45,     12335.90,     12180.15,     12313.25,179.4
,Nifty PSE,      3277.60,      3308.70,      3309.15,      3250.30,      3270.50,-7.1
,Nifty PSU Bank,      2355.55,      2379.65,      2389.60,      2342.90,      2351.90,-3.65
,Nifty Serv Sector,     21308.85,     21452.80,     21491.60,     21326.30,     21416.55,107.7
,India VIX,22.4950,22.4950,22.4950,19.3150,20.7475,-1.7475
,Nifty Auto,     10464.25,     10525.75,     10613.60,     10511.15,     10559.30,95.05
,Nifty Metal,      3802.70,      3838.00,      3886.25,      3786.60,      3873.65,70.95
,Nifty Media,      1724.75,      1735.00,      1745.80,      1724.90,      1730.10,5.35
,NIFTY SMLCAP 100,      8323.90,      8392.20,      8446.05,      8362.60,      8439.35,115.45
,Nifty 200,      7865.90,      7920.60,      7930.90,      7869.65,      7909.55,43.65
,Nifty Div Opps 50,      3063.20,      3087.05,      3087.90,      3065.10,      3080.95,17.75
,Nifty Commodities,      4463.95,      4500.30,      4501.10,      4448.80,      4491.80,27.85
,Nifty Consumption,      5938.70,      5966.70,      5982.55,      5953.55,      5975.85,37.15
,Nifty Fin Service,     16649.75,     16745.45,     16772.55,     16610.35,     16689.70,39.95
,Nifty50 Div Point,       110.23,       110.23,       110.23,       110.23,       110.23,0
,Nifty100 Liq 15,      3790.20,      3815.10,      3821.25,      3786.25,      3810.20,20
,Nifty CPSE,      1892.15,      1905.35,      1906.20,      1870.20,      1881.90,-10.25
,Nifty GrowSect 15,      7252.10,      7287.95,      7299.40,      7247.10,      7268.95,16.85
,Nifty50 PR 2x Lev,      6972.35,      7067.50,      7081.00,      6974.55,      7042.25,69.9
,Nifty50 PR 1x Inv,       290.30,       288.35,       290.30,       288.05,       288.90,-1.4
,Nifty50 TR 2x Lev,      9297.95,      9424.85,      9442.90,      9300.95,      9391.20,93.25
,Nifty50 TR 1x Inv,       251.50,       249.80,       251.50,       249.55,       250.25,-1.25
,Nifty50 Value 20,      7382.15,      7445.25,      7466.25,      7410.00,      7447.70,65.55
,Nifty Mid Liq 15,      5841.50,      5892.70,      5925.55,      5873.75,      5904.10,62.6
,Nifty Pvt Bank,     19192.50,     19328.20,     19371.40,     19154.15,     19250.75,58.25
,NIFTY100 Qualty30,      3366.25,      3388.20,      3397.30,      3379.85,      3393.65,27.4
,Nifty GS 8 13Yr,      2201.44,      2201.82,      2202.88,      2199.88,      2199.88,-1.56
,Nifty GS 10Yr,      2003.01,      2003.34,      2005.31,      1997.22,      1998.03,-4.98
,Nifty GS 10Yr Cln,       942.79,       942.79,       943.73,       939.86,       940.24,-2.55
,Nifty GS 4 8Yr,      2355.59,      2355.95,      2357.38,      2354.07,      2354.48,-1.11
,Nifty GS 11 15Yr,      2352.46,      2352.89,      2354.19,      2350.03,      2350.26,-2.2
,Nifty GS 15YrPlus,      2606.90,      2607.39,      2607.39,      2603.63,      2605.34,-1.56
,Nifty GS Compsite,      2247.98,      2248.36,      2249.53,      2246.27,      2246.31,-1.67

,ADVANCES,1080
,DECLINES,851
,UNCHANGED,101

,Total securities that have hit their price bands today,321

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATAMOTORS,EQ,       315.20,       321.45,1.98,1883.22
,MALUPAPER,EQ,        27.50,                   712288.00,25995
,MAN50ETF,EQ,       154.94,                  3225268.82,20817
,MANAKALUCO,EQ,         8.95,                    59482.70,6669
,MANAKCOAT,EQ,        13.00,                  1950868.60,158173
,MANAKSIA,EQ,        55.20,                  4403997.40,79112
,MANAKSTEEL,EQ,        22.00,                   716533.35,32644
,MANALIPETC,EQ,        61.10,                 30849473.15,506051
,MANAPPURAM,EQ,       162.60,                836513371.10,5138912
,MANGALAM,EQ,       112.30,                  7399606.10,65035
,MANGCHEFER,EQ,        81.25,                 32586122.70,396232
,MANGLMCEM,EQ,       292.80,                 10003761.60,34144
,MANGTIMBER,EQ,        12.00,                    99123.50,8298
,MANINDS,EQ,        84.50,                 32828634.00,386672
,MANINFRA,EQ,        44.85,                195269443.85,4433055
,MANUGRAPH,EQ,        15.05,                   894055.50,59238
,MANXT50,EQ,       349.28,                   519139.68,1491
,MARALOVER,BE,        29.00,                   288140.20,10036
,MARATHON,EQ,        74.70,                  5857444.60,78709
,MARINE,EQ,        68.00,                 16599488.15,243957
,MARKSANS,EQ,        57.55,                165397786.20,2834171
,MARSHALL,SM,        13.50,                    40500.00,3000
,MASFIN,EQ,       866.05,                 19765618.45,22677
,MASKINVEST,BE,        32.60,                     1304.00,40
,MASTEK,EQ,      1219.20,                204040580.20,167312
,MATRIMONY,EQ,      1065.70,                 30530550.25,28199
,MAWANASUG,EQ,        38.85,                  3219112.50,81528
,MAXHEALTH,EQ,       201.55,                162558006.45,810077
,MAXIND,EQ,        66.70,                 11804927.90,176067
,MAXVIL,EQ,        63.55,                 23143070.90,363032
,MAYURUNIQ,EQ,       450.35,                191897415.50,422991
,MAZDA,EQ,       512.50,                  1792803.15,3492
,MAZDOCK,EQ,       226.45,                155465219.15,692482
,MBAPL,BE,        77.15,                   341950.20,4718
,MBECL,BE,         9.55,                   552667.85,56670
,MBLINFRA,EQ,        21.85,                  2812322.95,128995
,MCDHOLDING,EQ,        40.90,                   794699.15,19465
,MCL,EQ,        90.55,                  1797169.05,19863
,MCLEODRUSS,EQ,        23.80,                 10077564.40,424847
,MCX,EQ,      1516.40,                251564785.20,165787
,MEGASOFT,EQ,        10.75,                  1432784.30,133229
,MEGH,EQ,        93.50,                989632660.25,10833597
,MELSTAR,BZ,         1.90,                      221.10,119
,MENONBE,EQ,        57.80,                   581010.20,10052
,MEP,EQ,        19.45,                 12267924.00,624054
,MERCATOR,BE,         1.05,                  1743227.50,1671284
,METALFORGE,BE,         5.70,                    59677.25,10759
,METROPOLIS,EQ,      1925.35,                 52147649.95,27052
,MFSL,EQ,       931.45,                580945115.85,628524
,MGEL,EQ,        46.40,                   211251.85,4607
,MGL,EQ,      1169.15,                524785293.25,447343
,MHHL,SM,        24.90,                   149400.00,6000
,MHRIL,EQ,       229.20,                  5504265.70,23993
,MIC,EQ,          .80,                    74990.40,93738
,MIDHANI,EQ,       195.40,                 81592827.70,415450
,MINDACORP,EQ,       103.25,                 44779982.70,434147
,MINDAIND,EQ,       542.75,                 38639816.35,70972
,MINDSPACE,RR,       301.07,                 88939922.00,295400
,MINDTECK,EQ,        47.45,                   814914.15,17613
,MINDTREE,EQ,      1892.45,               6207916510.70,3329555
,MIRCELECTR,BE,        14.70,                  5498700.80,373057
,MIRZAINT,EQ,        51.70,                  9130153.30,175683
,MITCON,SM,        40.75,                   815000.00,20000
,MITTAL,EQ,        11.00,                   590084.05,53993
,MMFL,EQ,       514.15,                 24159138.90,47711
,MMP,EQ,        90.70,                  1427639.10,15818
,MMTC,EQ,        45.80,                432293674.00,9716745
,MODIRUBBER,BE,       185.80,                   165176.20,889
,MOHITIND,EQ,         7.75,                   184208.05,24269
,MOHOTAIND,BE,         8.45,                   387566.35,47296
,MOIL,EQ,       159.05,                 53697511.40,335467
,MOKSH,SM,        44.00,                  2440350.00,54000
,MOLDTECH,EQ,        44.25,                   690586.45,15543
,MOLDTEKPP,E1,       270.80,                   566672.80,2089
,MOLDTKPAC,EQ,       408.40,                  7324875.85,17892
,MOLDTKPAC,W1,       259.80,                   254986.95,986
,MONTECARLO,EQ,       223.75,                  4301418.75,19211
,MORARJEE,EQ,        17.40,                  1146444.35,66594
,MOREPENLAB,EQ,        36.20,               1419414120.75,38444871
,MOTILALOFS,EQ,       657.40,                 74921639.05,112922
,MOTOGENFIN,EQ,        18.25,                    60912.20,3298
,MPHASIS,EQ,      1646.70,                985810232.00,599154
,MPSLTD,EQ,       493.25,                 28545511.35,57081
,MPTODAY,SM,        13.20,                    26400.00,2000
,MRF,EQ,     88684.10,               1512534191.35,16992
,MRO-TEK,BE,        28.80,                     8678.50,302
,MRPL,EQ,        43.05,                138956868.15,3240774
,MSPL,EQ,         7.85,                   529033.05,67355
,MSTCLTD,EQ,       328.05,                204160216.05,616540
,MTEDUCARE,EQ,         7.85,                  2209655.25,282209
,MTNL,EQ,        21.75,               1385613426.05,67276176
,MUKANDENGG,EQ,        16.50,                  1384277.30,84531
,MUKANDLTD,EQ,        59.75,                  4145391.05,70039
,MUKANDLTD,P1,         6.20,                      268.70,51
,MUKTAARTS,EQ,        31.60,                   467673.30,14783
,MUNJALAU,EQ,        60.20,                  7188461.85,118866
,MUNJALSHOW,EQ,       155.40,                  2511476.65,16103
,MURUDCERA,EQ,        23.00,                  3487123.30,150017
,MUTHOOTCAP,EQ,       402.60,                 10959384.10,27652
,N100,EQ,       920.11,                 70768184.61,77116
,NABARD,N2,      1214.80,                  2005371.74,1648
,NACLIND,EQ,        39.35,                  1051961.55,26550
,NAGAFERT,EQ,         7.20,                 31904792.45,4269730
,NAGREEKCAP,EQ,         6.75,                      789.75,117
,NAGREEKEXP,EQ,        17.25,                    47401.40,2738
,NAHARCAP,EQ,       103.70,                 13365117.10,128036
,NAHARINDUS,EQ,        49.05,                  3256161.55,65760
,NAHARPOLY,EQ,        93.45,                  2447172.05,26018
,NAHARSPING,EQ,       103.20,                  6701364.35,64846
,NAM-INDIA,EQ,       353.40,                314053080.40,890616
,NANDANI,SM,        23.70,                   236750.00,10000
,NATCOPHARM,EQ,       824.60,                279879989.55,336704
,NATHBIOGEN,EQ,       313.90,                 12075613.30,37937
,NATIONALUM,EQ,        58.70,               1500822521.35,25716787
,NATNLSTEEL,EQ,         4.60,                    53452.00,11620
,NAVINFLUOR,EQ,      2691.10,                350782716.95,130512
,NAVKARCORP,EQ,        43.80,                 98858632.95,2262382
,NAVNETEDUL,EQ,        85.35,                 85114054.95,990492
,NBCC,EQ,        49.30,                644493120.85,13067132
,NBIFIN,EQ,      1842.95,                  1387286.25,754
,NBVENTURES,EQ,        70.40,                119884062.70,1712539
,NCC,EQ,        86.80,                327851556.50,3780907
,NCLIND,EQ,       177.05,                 54451564.40,309507
,NCPSESDL24,EQ,       102.00,                   204232.22,2002
,NDGL,EQ,       802.45,                   876289.55,1109
,NDL,EQ,        32.35,                   599845.95,18364
,NDRAUTO,EQ,       224.80,                   533427.90,2378
,NDTV,EQ,        55.20,                  6806705.30,120347
,NECCLTD,EQ,         9.55,                   172106.75,17940
,NECLIFE,EQ,        22.00,                 52675209.30,2353423
,NELCAST,EQ,        65.80,                  3327032.50,50346
,NELCO,EQ,       208.90,                 17934809.10,85468
,NEOGEN,EQ,       839.00,                 24466597.35,29013
,NESCO,EQ,       585.25,                 37325448.30,63462
,NETF,EQ,       174.74,                   362955.54,2074
,NETFCONSUM,EQ,        65.41,                    99660.35,1521
,NETFDIVOPP,EQ,        37.40,                   103036.75,2763
,NETFIT,EQ,        26.26,                 39900953.16,1521944
,NETFLTGILT,EQ,        21.88,                   623872.46,28506
,NETFMID150,EQ,        92.78,                  9882147.13,106695
,NETFNIF100,EQ,       157.05,                    88334.01,563
,NETFNV20,EQ,        80.49,                   317738.19,3944
,NETWORK18,EQ,        44.60,                170179502.00,3815874
,NEULANDLAB,EQ,      2062.65,                252782034.05,125161
,NEWGEN,EQ,       290.60,                 10438550.75,35756
,NEXTMEDIA,EQ,         4.30,                   168596.80,39058
,NFL,EQ,        61.60,                173107218.05,2775347
,NH,EQ,       418.80,                185237089.60,438764
,NHAI,N4,      1156.00,                    12716.00,11
,NHAI,N2,      1228.13,                  7312847.13,5958
,NHAI,NE,      1251.20,                  2248550.95,1795
,NHAI,N6,      1283.60,                   668410.30,518
,NHAI,N8,      1177.01,                   117705.90,100
,NHAI,N1,      1076.99,                   627396.69,585
,NHAI,NA,      1299.90,                    11699.10,9
,NHBTF2014,N1,      5610.00,                   123420.00,22
,NHBTF2014,N6,      7009.00,                  5390084.00,770
,NHPC,EQ,        25.20,                 83862579.55,3310966
,NHPC,N6,      1471.79,                   746200.00,507
,NIACL,EQ,       157.80,                179293205.30,1145863
,NIBL,EQ,        11.25,                    46388.75,4125
,NIFTYBEES,EQ,       162.16,                166475763.46,1026447
,NIFTYEES,EQ,     19477.50,                    19477.50,1
,NIITLTD,EQ,       187.75,                 20762262.70,109784
,NILAINFRA,BE,         4.95,                   754612.60,150172
,NILASPACES,BE,         1.65,                   463532.95,279498
,NILKAMAL,EQ,      1835.20,                 10547123.60,5749
,NIPPOBATRY,EQ,       738.85,                  2849731.50,3853
,NIRAJ,EQ,        41.95,                   250181.85,5887
,NITCO,EQ,        22.70,                  1013336.85,44366
,NITINFIRE,BZ,          .65,                    35919.60,54206
,NITINSPIN,EQ,        85.05,                  2604426.25,30732
,NKIND,EQ,        21.10,                    17974.75,869
,NLCINDIA,EQ,        53.00,                 63665625.60,1198239
,NOCIL,EQ,       181.90,                162344520.55,898387
,NOIDATOLL,EQ,         7.55,                  3681733.65,486025
,NORBTEAEXP,EQ,         7.15,                   271935.10,38211
,NOVARTIND,EQ,       602.70,                  4264487.45,7065
,NPBET,EQ,       188.23,                    49167.56,263
,NRAIL,EQ,       250.65,                  9823942.70,38777
,NRBBEARING,EQ,       118.05,                 32103797.25,270566
,NSIL,EQ,      1072.80,                  1248143.55,1165
,NTL,EQ,         1.05,                    15531.85,15152
,NTPC,NC,      1240.00,                    62000.00,50
,NTPC,ND,      1324.00,                   207868.00,157
,NTPC,N5,      1280.00,                    76800.00,60
,NTPC,N1,      1125.00,                    67500.00,60
,NTPC,NB,      1125.01,                     6740.06,6
,NTPC,N6,      1404.70,                  3503265.07,2496
,NTPC,N7,        13.64,                   600427.93,43954
,NTPC,N4,      1178.83,                     2358.23,2
,NUCLEUS,EQ,       523.65,                 35346795.15,68100
,NURECA,BE,       631.55,                 10009547.75,15790
,NXTDIGITAL,EQ,       488.50,                   455385.70,932
,OAL,EQ,       602.30,                  7471875.75,12418
,OBEROIRLTY,EQ,       536.80,                540217956.60,998966
,OCCL,EQ,       990.00,                 77872818.30,76897
,OIL,EQ,       132.05,                178226111.20,1361424
,OILCOUNTUB,EQ,         4.50,                    26334.00,5852
,OLECTRA,EQ,       216.10,                 28536221.10,132051
,OMAXAUTO,EQ,        45.50,                   896982.85,19546
,OMAXE,EQ,        73.45,                 11158798.15,153325
,OMINFRAL,EQ,        25.25,                  2008101.05,79148
,OMKARCHEM,EQ,         8.15,                    46471.30,5702
,ONEPOINT,EQ,        12.50,                   205908.75,16256
,ONMOBILE,EQ,       102.15,                 71795063.20,711639
,ONWARDTEC,EQ,       126.20,                138210077.40,1146487
,OPTIEMUS,EQ,       187.80,                  6886889.85,36846
,OPTOCIRCUI,BE,         3.95,                  2311607.05,575896
,ORBTEXP,EQ,        64.30,                   351748.10,5463
,ORCHPHARMA,BE,      1277.05,                   211990.30,166
,ORICONENT,BE,        21.90,                   565997.10,25738
,ORIENTABRA,EQ,        23.65,                  1099964.45,46254
,ORIENTALTL,EQ,         7.00,                  1643538.10,234603
,ORIENTBELL,EQ,       241.55,                 11704156.85,48643
,ORIENTCEM,EQ,       102.25,                 48935917.30,471273
,ORIENTELEC,EQ,       289.35,                258829704.25,888992
,ORIENTHOT,EQ,        24.80,                   728211.75,29158
,ORIENTLTD,EQ,        85.80,                    34999.60,393
,ORIENTPPR,EQ,        26.20,                 40882778.90,1555738
,ORIENTREF,EQ,       231.15,                 38007384.90,167352
,ORISSAMINE,EQ,      2473.05,                 19816389.95,7955
,ORTEL,BZ,         1.05,                    26881.20,26312
,OSIAHYPER,SM,       133.35,                  1064800.00,8000
,OSWALAGRO,EQ,        11.00,                   687854.10,61981
,OSWALSEEDS,SM,        28.90,                   115600.00,4000
,PAEL,BZ,         4.85,                     2425.00,500
,PAGEIND,EQ,     28328.30,               1015501646.00,36130
,PAISALO,EQ,       783.40,                104100751.05,133175
,PALASHSECU,EQ,        59.50,                  1586835.65,26206
,PALREDTEC,BE,       101.00,                  1887810.75,18422
,PANACEABIO,EQ,       193.35,                 12116999.25,62419
,PANACHE,EQ,        48.60,                   587711.15,11995
,PANAMAPET,EQ,       172.05,                  9732035.25,56375
,PANSARI,SM,        36.00,                  1734600.00,48000
,PAR,SM,        98.75,                  1975000.00,20000
,PARACABLES,EQ,        10.25,                 36344510.00,3577306
,PARAGMILK,EQ,       107.30,                 18976238.15,176504
,PARSVNATH,EQ,         8.90,                  2413022.00,272684
,PASHUPATI,SM,        60.15,                  2313520.00,38400
,PATELENG,EQ,        13.70,                  5828565.95,423391
,PATINTLOG,EQ,        23.65,                  1439227.65,61485
,PATSPINLTD,EQ,         5.65,                    80859.75,14902
,PAVNAIND,ST,       165.15,                 14803640.00,89600
,PCJEWELLER,EQ,        29.85,                 96276452.70,3225411
,PDMJEPAPER,EQ,        25.25,                  2301204.40,89696
,PDSMFL,EQ,       662.30,                  2996269.30,4515
,PEARLPOLY,EQ,        15.40,                   201022.90,13286
,PENIND,EQ,        20.70,                  7471237.00,360084
,PENINLAND,EQ,         6.20,                  1188608.95,190715
,PENTAGOLD,SM,        80.00,                   480000.00,6000
,PERSISTENT,EQ,      1793.20,                683109058.15,389996
,PFC,N4,      1065.71,                   223811.76,210
,PFC,N6,      1126.50,                   199390.50,177
,PFC,N8,      1406.67,                  1838965.94,1304
,PFC,N3,      1310.10,                     6550.50,5
,PFC,N5,      1225.00,                    12250.00,10
,PFIZER,EQ,      4638.60,                246964248.50,53062
,PFOCUS,EQ,        61.95,                  5419196.30,86503
,PFS,EQ,        20.60,                 12575268.95,612153
,PGEL,BE,       431.10,                 17121657.00,39839
,PGHL,EQ,      6607.70,                 82790646.20,12468
,PGIL,EQ,       176.10,                  5350065.00,31672
,PHILIPCARB,EQ,       213.15,                927148390.75,4355882
,PHOENIXLTD,EQ,       796.05,                 58513259.40,73785
,PIGL,SM,        36.60,                  2196000.00,60000
,PIIND,EQ,      2289.85,                257882979.40,112612
,PILANIINVS,EQ,      1874.40,                 12783202.75,6736
,PILITA,EQ,        17.10,                  6286733.05,373331
,PIONDIST,EQ,       108.85,                  1477579.90,13599
,PIONEEREMB,EQ,        39.60,                  1057999.20,26526
,PITTIENG,EQ,        71.60,                 14274644.55,199916
,PKTEA,BE,       225.05,                   296264.10,1263
,PLASTIBLEN,EQ,       247.65,                 26987701.10,108830
,PNBGILTS,EQ,        52.10,                 21887403.40,418305
,PNBHOUSING,EQ,       423.55,                 75134818.65,176491
,PNC,EQ,        22.50,                   550445.55,23941
,PNCINFRA,EQ,       259.85,                 89091163.15,341979
,PODDARHOUS,BE,       200.00,                   412872.35,2073
,PODDARMENT,EQ,       201.00,                   795620.75,3942
,POKARNA,EQ,       214.35,                  4787210.20,22359
,POLYCAB,EQ,      1366.35,                594625783.45,434354
,POLYMED,EQ,       789.60,                125539396.20,160258
,POLYPLEX,EQ,       900.05,                 99083850.15,109989
,PONNIERODE,EQ,       154.30,                   476047.50,3075
,POWERINDIA,EQ,      1370.70,                112711252.20,82205
,POWERMECH,EQ,       528.75,                 20934269.25,39305
,PPAP,EQ,       240.05,                  4456447.65,18705
,PPL,EQ,       127.35,                 19355015.30,149656
,PRABHAT,EQ,        86.85,                 18162328.60,209833
,PRAENG,EQ,         8.95,                   123775.85,13787
,PRAJIND,EQ,       181.70,                467702789.45,2523636
,PRAKASH,EQ,        63.50,                144330832.25,2259349
,PRAKASHSTL,EQ,          .90,                   282734.60,311735
,PRAXIS,BE,        52.30,                   549253.80,10585
,PRECAM,EQ,        41.60,                  4459534.35,106348
,PRECOT,EQ,       100.50,                  3480843.20,35017
,PRECWIRE,EQ,       190.00,                 17224550.40,89458
,PREMEXPLN,EQ,       158.45,                  1095892.35,6977
,PREMIER,BE,         3.75,                    42982.50,11462
,PREMIERPOL,EQ,        38.00,                   193932.15,5098
,PRESSMN,EQ,        24.40,                  1053078.05,43131
,PRESTIGE,EQ,       291.15,                149882963.20,514187
,PRICOLLTD,EQ,        73.85,                 88346795.35,1190889
,PRIMESECU,EQ,        49.65,                   576471.20,11489
,PRINCEPIPE,EQ,       450.65,                221213847.80,496560
,PRIVISCL,EQ,       647.40,                 34157105.55,53698
,PROZONINTU,EQ,        19.75,                  1499068.25,75970
,PRSMJOHNSN,EQ,       114.85,                 29404988.85,254714
,PSB,EQ,        17.90,                  7458391.60,417345
,PSPPROJECT,EQ,       480.60,                 43694499.35,90462
,PSUBNKBEES,EQ,        25.56,                  4962649.84,193079
,PTC,EQ,        75.35,                 63315308.05,835791
,PTL,EQ,        40.75,                  1444155.30,35212
,PUNJABCHEM,EQ,       943.60,                  2114610.90,2229
,PUNJLLOYD,BZ,         2.00,                   436449.10,219299
,PURVA,EQ,        84.95,                125625166.10,1487406
,PVR,EQ,      1442.90,                918820596.55,638121
,QGOLDHALF,EQ,      1936.10,                  1026732.25,530
,QNIFTY,EQ,      1567.00,                     9408.00,6
,QUESS,EQ,       727.70,                136293750.20,185976
,QUICKHEAL,EQ,       204.65,               1395085566.95,6860940
,RADAAN,BE,          .85,                      453.90,534
,RADICO,EQ,       567.65,                180928824.80,315123
,RADIOCITY,EQ,        24.65,                  6306206.20,256741
,RAILTEL,EQ,       148.40,               1674403892.90,11249859
,RAIN,EQ,       152.90,                353819611.45,2330676
,RAJESHEXPO,EQ,       513.45,                170939070.60,331903
,RAJMET,EQ,        89.65,                  1228019.30,13944
,RAJRATAN,EQ,       636.45,                  3384815.00,5343
,RAJRAYON,BZ,          .25,                    23816.30,108543
,RAJSREESUG,EQ,        20.80,                  1764532.65,82556
,RAJTV,EQ,        34.95,                  1586029.15,45916
,RALLIS,EQ,       268.70,                 87096901.20,324798
,RAMANEWS,EQ,        18.15,                  8281546.10,444483
,RAMASTEEL,BE,        73.00,                   716900.10,9882
,RAMCOCEM,EQ,      1019.10,                176877527.40,173683
,RAMCOIND,EQ,       262.20,                 37582706.15,141837
,RAMCOSYS,EQ,       577.20,                 38294197.50,66203
,RAMKY,EQ,        93.45,                 18295891.20,194451
,RAMSARUP,BZ,         1.10,                       11.00,10
,RANASUG,EQ,         9.35,                  7865422.55,829442
,RANEENGINE,EQ,       320.20,                  1609370.80,4981
,RANEHOLDIN,EQ,       679.80,                 14097007.80,20625
,RATNAMANI,EQ,      1971.90,                 68638703.15,34993
,RAYMOND,EQ,       381.95,                247673960.80,648355
,RBL,EQ,       830.50,                  8583774.55,10292
,RBLBANK,EQ,       241.90,               3283739767.40,13512341
,RCF,EQ,        84.75,                327457679.35,3835759
,RCOM,EQ,         1.95,                 34587722.70,17754784
,RECLTD,EQ,       151.20,               1685169866.35,11196096
,RECLTD,N9,      1265.25,                   126547.50,100
,RECLTD,N6,      1285.00,                     6425.00,5
,RECLTD,N2,      1175.00,                  1522657.00,1300
,RECLTD,N1,      1075.50,                   441498.32,413
,RECLTD,NI,      1243.01,                    74580.60,60
,REDINGTON,EQ,       174.65,                 55724785.85,314878
,REFEX,EQ,        87.35,                  3941042.05,44989
,RELAXO,EQ,       845.65,                 64767358.40,76554
,RELCAPITAL,EQ,        12.75,                101062288.95,8209856
,RELIABLE,SM,        23.75,                    57000.00,2400
,RELIANCEPP,E1,      1275.30,               2172100685.70,1695517
,RELIGARE,EQ,        88.90,                 44337685.45,493662
,RELINFRA,EQ,        39.15,                260708966.80,6799718
,REMSONSIND,EQ,       141.00,                   254887.20,1804
,RENUKA,EQ,        10.20,                 56471167.85,5472875
,REPCOHOME,EQ,       344.05,                 62117444.35,181137
,REPL,EQ,       201.40,                  9844807.35,48717
,REPRO,EQ,       404.90,                 45269591.15,112343
,RESPONIND,EQ,       173.85,                  2666194.50,15307
,REVATHI,EQ,       522.45,                  4715596.20,8889
,RGL,EQ,       299.00,                  2531936.55,8522
,RHFL,EQ,         2.75,                  7379919.10,2758059
,RHFL,N4,       201.10,                    20412.20,102
,RHFL,N6,       206.21,                   131220.09,629
,RICOAUTO,EQ,        40.55,                 31170109.50,761912
,RIIL,EQ,       408.55,                 77459433.05,188917
,RITES,EQ,       260.00,                 68074401.55,262951
,RKDL,EQ,         7.65,                    59745.45,7790
,RKEC,EQ,        58.95,                   910334.60,15271
,RKFORGE,EQ,       547.45,                 27952293.35,51110
,RMCL,BE,         2.55,                    84683.35,33267
,RMDRIP,SM,        24.00,                    48000.00,2000
,RML,EQ,       426.95,                 19055956.15,44146
,RNAVAL,BZ,         3.65,                 29478170.40,8177294
,ROHLTD,EQ,        74.25,                  3900588.70,52214
,ROLLT,BE,         3.30,                    95213.75,28748
,ROLTA,EQ,         4.20,                  6656721.60,1589820
,ROML,BE,       109.00,                   257240.00,2360
,ROSSARI,EQ,       993.10,                 68707275.55,69241
,ROSSELLIND,EQ,       121.05,                  1380122.50,11489
,ROUTE,EQ,      1599.35,                553268770.35,345480
,RPGLIFE,EQ,       404.40,                  4941103.40,12197
,RPOWER,EQ,         5.35,                253367540.20,47552944
,RPPINFRA,EQ,        71.75,                  4591609.60,63529
,RPSGVENT,EQ,       324.25,                 16331134.30,50566
,RSSOFTWARE,EQ,        28.70,                  2859160.00,98696
,RSWM,EQ,       175.50,                  3726085.80,21209
