,15-Jun-2021
The Nifty witnessed an intraday movement of about 59.2 points.The closing index was 0.36 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 67123.48
, Traded Quantity (in Lakhs), 34416.34
, Number of Trades, 22698476
, Total Market Capitalisation (Rs. Crores), 22997088.23

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15811.85,     15866.95,     15901.60,     15842.40,     15869.25,57.4
,NIFTY50 EQL Wgt,     17908.15,     17957.65,     17994.00,     17914.10,     17929.85,21.7
,NIFTY100 EQL Wgt,     19109.00,     19159.55,     19189.60,     19118.80,     19134.30,25.3
,NIFTY100 LowVol30,     12372.85,     12401.05,     12447.40,     12394.45,     12407.55,34.7
,NIFTY Alpha 50,     27557.30,     27608.55,     27669.65,     27480.15,     27537.15,-20.15
,NIFTY MIDCAP 150,     10233.45,     10264.80,     10316.30,     10253.95,     10292.10,58.65
,NIFTY SMLCAP 50,      4903.25,      4931.90,      4949.60,      4905.85,      4911.00,7.75
,NIFTY SMLCAP 250,      8362.80,      8408.75,      8443.80,      8393.95,      8404.45,41.65
,NIFTY MIDSML 400,      9561.30,      9597.70,      9639.30,      9593.65,      9613.90,52.6
,NIFTY200 QUALTY30,     13365.90,     13409.30,     13453.80,     13400.15,     13432.60,66.7
,Nifty FinSrv25 50,     16642.75,     16703.00,     16740.90,     16656.30,     16705.45,62.7
,NIFTY AlphaLowVol,     15657.85,     15686.65,     15771.55,     15680.90,     15724.90,67.05
,Nifty200Momentm30,     17930.60,     18020.35,     18057.70,     17958.55,     17998.60,68
,Nifty100ESGSecLdr,      2703.20,      2712.05,      2715.55,      2706.75,      2709.00,5.8
,Nifty IT,     28314.10,     28384.70,     28544.60,     28325.90,     28377.85,63.75
,Nifty Next 50,     39121.95,     39246.90,     39351.60,     39172.35,     39248.75,126.8
,Nifty Bank,     34950.60,     35038.05,     35317.40,     34917.90,     35247.75,297.15
,NIFTY MIDCAP 100,     27198.50,     27260.95,     27432.05,     27236.65,     27364.35,165.85
,Nifty 500,     13554.15,     13601.35,     13634.35,     13587.75,     13607.80,53.65
,Nifty 100,     16079.70,     16134.30,     16167.60,     16113.60,     16136.65,56.95
,Nifty Midcap 50,      7572.00,      7603.65,      7656.15,      7593.00,      7623.80,51.8
,Nifty Realty,       352.40,       355.00,       358.60,       354.05,       357.05,4.65
,Nifty Infra,      4472.35,      4496.90,      4499.10,      4469.35,      4475.90,3.55
,Nifty Energy,     20902.70,     21022.95,     21066.10,     20851.75,     20900.10,-2.6
,Nifty FMCG,     35659.95,     35691.40,     35953.65,     35673.90,     35921.50,261.55
,Nifty MNC,     17309.85,     17345.35,     17426.90,     17321.05,     17412.85,103
,Nifty Pharma,     14449.60,     14464.50,     14505.00,     14309.55,     14322.65,-126.95
,Nifty PSE,      3723.45,      3739.10,      3755.35,      3712.60,      3716.45,-7
,Nifty PSU Bank,      2488.75,      2489.70,      2514.20,      2478.70,      2482.40,-6.35
,Nifty Serv Sector,     21815.25,     21904.90,     21965.40,     21858.80,     21931.85,116.6
,India VIX,14.7150,14.7150,15.1625,13.2775,14.6050,-0.1100
,Nifty Auto,     10753.10,     10768.20,     10803.25,     10739.40,     10754.40,1.3
,Nifty Metal,      5371.60,      5397.55,      5412.75,      5356.15,      5368.95,-2.65
,Nifty Media,      1869.85,      1878.70,      1923.05,      1875.70,      1907.30,37.45
,NIFTY SMLCAP 100,      9717.05,      9766.35,      9811.70,      9749.15,      9760.45,43.4
,Nifty 200,      8389.25,      8416.55,      8437.30,      8406.90,      8421.75,32.5
,Nifty Div Opps 50,      3329.65,      3339.65,      3348.50,      3334.55,      3336.25,6.6
,Nifty Commodities,      5283.15,      5295.85,      5323.50,      5276.40,      5288.85,5.7
,Nifty Consumption,      6300.25,      6316.45,      6361.10,      6313.20,      6357.40,57.15
,Nifty Fin Service,     16581.70,     16642.35,     16700.50,     16587.30,     16676.80,95.1
,Nifty50 Div Point,        59.80,        59.80,        59.80,        59.80,        59.80,0
,Nifty100 Liq 15,      4039.15,      4054.55,      4068.60,      4048.30,      4055.60,16.45
,Nifty CPSE,      2109.05,      2120.55,      2125.45,      2097.90,      2100.20,-8.85
,Nifty GrowSect 15,      7601.20,      7606.75,      7627.30,      7593.95,      7602.35,1.15
,Nifty50 PR 2x Lev,      7527.45,      7579.25,      7611.85,      7560.10,      7581.45,54
,Nifty50 PR 1x Inv,       277.75,       276.85,       277.20,       276.25,       276.80,-.95
,Nifty50 TR 2x Lev,     10123.80,     10193.45,     10237.35,     10167.75,     10196.40,72.6
,Nifty50 TR 1x Inv,       239.60,       238.80,       239.10,       238.30,       238.75,-.85
,Nifty50 Value 20,      8017.60,      8031.05,      8055.40,      8017.95,      8023.20,5.6
,Nifty Mid Liq 15,      6403.15,      6425.10,      6446.15,      6412.15,      6431.60,28.45
,Nifty Pvt Bank,     18352.70,     18412.35,     18577.20,     18352.55,     18549.95,197.25
,NIFTY100 Qualty30,      3606.10,      3616.90,      3633.15,      3614.70,      3626.05,19.95
,Nifty GS 8 13Yr,      2277.09,      2277.47,      2277.47,      2271.08,      2271.63,-5.46
,Nifty GS 10Yr,      2064.80,      2065.14,      2065.14,      2058.83,      2060.08,-4.72
,Nifty GS 10Yr Cln,       957.31,       957.31,       957.31,       954.38,       954.96,-2.35
,Nifty GS 4 8Yr,      2435.97,      2436.35,      2436.35,      2426.03,      2426.50,-9.47
,Nifty GS 11 15Yr,      2440.46,      2440.91,      2440.91,      2430.37,      2430.65,-9.81
,Nifty GS 15YrPlus,      2635.40,      2635.90,      2636.06,      2630.34,      2630.47,-4.93
,Nifty GS Compsite,      2323.22,      2323.61,      2323.61,      2314.91,      2315.46,-7.76

,ADVANCES,1188
,DECLINES,810
,UNCHANGED,67

,Total securities that have hit their price bands today,357

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ADANIPORTS,EQ,       768.45,       761.85,-0.86,3488.7
,M50,EQ,       157.18,                   399312.03,2551
,MAANALU,EQ,       324.90,                228129747.15,717440
,MACPOWER,EQ,       138.25,                  4348468.70,31723
,MADHAV,EQ,        58.35,                  1423138.75,24020
,MADHUCON,EQ,         6.25,                  1270362.55,204117
,MADRASFERT,EQ,        32.40,                 44893060.70,1383429
,MAESGETF,EQ,        27.10,                   423902.14,15626
,MAFANG,EQ,        50.60,                 16026511.25,317520
,MAGADSUGAR,EQ,       262.85,                 17993528.90,68253
,MAGMA,BE,       156.75,                 51466981.95,327592
,MAGNUM,BE,         7.00,                   337892.45,48625
,MAHABANK,EQ,        26.20,                145699922.40,5521255
,MAHAPEXLTD,BE,        85.25,                   614531.20,7111
,MAHASTEEL,EQ,       100.55,                 15870016.70,156649
,MAHEPC,EQ,       159.45,                 23142947.05,143209
,MAHESHWARI,EQ,       108.05,                  6075987.60,55533
,MAHICKRA,SM,        84.10,                   126150.00,1500
,MAHINDCIE,EQ,       214.90,                 30045410.15,141151
,MAHLIFE,EQ,       614.65,                106796774.40,173951
,MAHLOG,EQ,       594.15,                 38433991.05,64976
,MAHSCOOTER,EQ,      3812.20,                 20068215.20,5205
,MAHSEAMLES,EQ,       313.40,                 92359616.50,287660
,MAITHANALL,EQ,       863.25,                217213290.70,243961
,MAJESCO,EQ,        95.90,                268958888.65,2785896
,MALUPAPER,EQ,        34.25,                  7634690.40,226176
,MAN50ETF,EQ,       167.14,                 10048032.64,61435
,MANAKALUCO,BE,        19.40,                   936589.85,48668
,MANAKCOAT,EQ,        15.95,                  2378835.50,149014
,MANAKSIA,EQ,        73.50,                 42512505.00,569068
,MANAKSTEEL,EQ,        25.80,                  8417104.55,320295
,MANALIPETC,BE,        80.55,                 28056464.25,347950
,MANAPPURAM,EQ,       168.30,               1149345711.55,6842486
,MANGALAM,EQ,       147.35,                141394634.85,987136
,MANGCHEFER,EQ,        85.40,                 37142598.20,430390
,MANGLMCEM,EQ,       319.35,                 25956492.90,81769
,MANGTIMBER,EQ,        13.40,                   416327.60,31396
,MANINDS,EQ,       111.95,                 37815419.90,335498
,MANINFRA,EQ,        59.95,                 59665134.80,986704
,MANUGRAPH,EQ,        15.15,                   225955.30,14833
,MANXT50,EQ,       390.77,                   237870.31,608
,MARALOVER,EQ,        44.60,                  2177109.40,48822
,MARATHON,EQ,        71.55,                  3840226.50,53483
,MARINE,EQ,        69.05,                 82227341.30,1176688
,MARKSANS,EQ,        88.90,               2817118063.40,30290991
,MARSHALL,SM,        15.25,                    91500.00,6000
,MASFIN,EQ,       898.30,                  8424582.10,9356
,MASKINVEST,BE,        32.80,                    13674.00,417
,MASTEK,EQ,      2076.70,                194456938.35,93852
,MATRIMONY,EQ,       986.85,                 54379173.60,54998
,MAWANASUG,EQ,        64.20,                 19741111.10,302037
,MAXHEALTH,EQ,       251.60,                219255976.85,872121
,MAXIND,EQ,        70.20,                 24975628.40,353819
,MAXVIL,EQ,        75.10,                 13800769.20,182407
,MAYURUNIQ,EQ,       503.75,                 41309689.75,81648
,MAZDA,EQ,       644.00,                  6270878.05,9712
,MAZDOCK,EQ,       256.00,                611720457.35,2346843
,MBAPL,EQ,       118.85,                  3925410.25,32172
,MBECL,BE,         9.25,                   974839.20,105911
,MBLINFRA,EQ,        24.45,                  7142757.60,297690
,MCDHOLDING,EQ,        65.55,                 31593384.30,482326
,MCL,EQ,        91.75,                 11209732.20,119479
,MCLEODRUSS,EQ,        37.30,                 52022399.40,1350752
,MCX,EQ,      1546.15,                175359277.45,112972
,MEGASOFT,BE,        12.85,                   956918.40,74732
,MELSTAR,BZ,         2.65,                    20286.50,7858
,MENONBE,EQ,        68.05,                  2822650.90,41264
,MEP,EQ,        26.65,                 37212210.75,1406700
,MERCATOR,EQ,         1.60,                  4192066.75,2622196
,METALFORGE,BZ,         8.25,                   154344.30,18757
,METROPOLIS,EQ,      2887.90,                346217905.15,117428
,MFSL,EQ,      1024.70,                885993645.70,870593
,MGEL,EQ,        48.75,                  1910523.35,39039
,MGL,EQ,      1265.80,               2510033011.65,1993785
,MHHL,SM,        26.80,                   806250.00,30000
,MHRIL,EQ,       267.65,                631333908.30,2355630
,MIDHANI,EQ,       212.60,                726936241.40,3351784
,MILTON,SM,        23.30,                   102520.00,4400
,MINDACORP,EQ,       134.80,                 83359943.95,615976
,MINDAIND,EQ,       637.40,                940349851.15,1491789
,MINDSPACE,RR,       292.27,                 38489194.00,130400
,MINDTECK,EQ,        70.60,                  1916605.90,27017
,MINDTREE,EQ,      2469.70,                676938443.95,273589
,MIRCELECTR,EQ,        18.65,                 24134901.60,1278224
,MIRZAINT,EQ,        57.10,                 45094730.60,781012
,MITCON,SM,        36.45,                    72900.00,2000
,MITTAL,EQ,        12.30,                   372062.90,30142
,MMFL,EQ,       586.60,                 11848504.20,20180
,MMP,EQ,       101.25,                  7571826.95,73499
,MMTC,EQ,        59.80,                409164816.75,6929078
,MODIRUBBER,BE,        75.75,                   338241.80,4470
,MODISNME,EQ,        67.70,                  7050791.60,103156
,MOHITIND,EQ,        11.90,                   265502.80,22349
,MOHOTAIND,EQ,         8.10,                   454809.70,55506
,MOIL,EQ,       188.95,                120081995.65,628130
,MOKSH,EQ,        80.00,                  2525017.10,31631
,MOLDTECH,EQ,        58.55,                  2021858.15,34383
,MOLDTEKPP,E1,       351.20,                  1101256.30,3080
,MOLDTKPAC,EQ,       497.60,                 94256322.80,189492
,MOLDTKPAC,W1,       335.00,                     2010.00,6
,MONTECARLO,EQ,       307.05,                 13948278.65,45067
,MORARJEE,EQ,        18.10,                   578201.55,31165
,MOREPENLAB,EQ,        68.80,               1011079628.05,14386905
,MOTILALOFS,EQ,       810.95,                525757349.50,645753
,MOTOGENFIN,EQ,        22.00,                   692906.15,31671
,MPHASIS,EQ,      2061.45,               1717040154.00,842577
,MPSLTD,EQ,       555.20,                  4663229.40,8382
,MRF,EQ,     82862.70,                997312488.60,12061
,MRO-TEK,EQ,        28.55,                   109842.15,3915
,MRPL,EQ,        54.85,               1906283795.95,34898018
,MSPL,BE,        12.00,                  3815263.75,318680
,MSTCLTD,EQ,       269.80,                214462113.90,785328
,MTARTECH,EQ,      1021.20,                 97417121.00,95147
,MTEDUCARE,EQ,        12.75,                 44738970.80,3674406
,MTNL,EQ,        21.00,                 44416188.90,2090931
,MUKANDENGG,BE,        18.95,                    36752.70,1980
,MUKANDLTD,BE,       118.00,                  3654279.25,30727
,MUKANDLTD,P1,         5.90,                      713.55,121
,MUKTAARTS,EQ,        37.30,                   831853.45,22113
,MUNJALAU,EQ,        69.85,                 50772779.35,727216
,MUNJALSHOW,EQ,       161.80,                 14648043.75,90381
,MURUDCERA,EQ,        26.45,                  2087191.65,78640
,MUTHOOTCAP,EQ,       426.35,                 16363140.10,38518
,N100,EQ,      1021.86,                 37868505.99,37147
,NABARD,N2,      1243.35,                  1324349.50,1061
,NACLIND,EQ,        78.00,                 14874534.05,187158
,NAGAFERT,EQ,         9.15,                  5340666.70,581042
,NAGREEKCAP,EQ,         8.05,                    69808.30,8702
,NAGREEKEXP,EQ,        29.45,                  1235765.45,42727
,NAHARCAP,EQ,       157.10,                  8494126.95,53382
,NAHARINDUS,EQ,        75.45,                  6955577.90,91963
,NAHARPOLY,EQ,       159.55,                 13378364.30,82940
,NAHARSPING,EQ,       179.35,                 13279110.50,74183
,NAM-INDIA,EQ,       372.10,                209957990.45,564582
,NANDANI,SM,        35.85,                  1613000.00,45000
,NATCOPHARM,EQ,      1107.30,                662709693.20,595414
,NATHBIOGEN,EQ,       407.30,                 17065486.30,41352
,NATIONALUM,EQ,        71.85,                802743958.60,11165235
,NAVINFLUOR,EQ,      3354.95,                414737032.60,122797
,NAVKARCORP,EQ,        41.90,                 20470711.70,484820
,NAVNETEDUL,EQ,        94.25,                 88304810.00,937148
,NAZARA,EQ,      1679.15,                228612911.95,135347
,NBCC,EQ,        57.65,               2306493661.00,39778859
,NBIFIN,EQ,      2319.10,                  7213581.80,3106
,NBVENTURES,EQ,       117.35,                353811225.75,2942572
,NCC,EQ,        89.90,                662209153.10,7259554
,NCLIND,EQ,       216.35,                165009992.40,762549
,NCPSESDL24,EQ,       105.30,                  9491073.27,90088
,NDGL,EQ,       996.45,                  1437351.30,1408
,NDL,BE,        46.65,                   923464.40,19763
,NDRAUTO,EQ,       217.05,                  3056440.55,13996
,NDTV,EQ,        71.55,                  5789850.40,80101
,NECCLTD,EQ,        12.65,                   877032.35,68759
,NECLIFE,EQ,        41.70,                 95578524.70,2265398
,NELCAST,EQ,        77.55,                 67947427.35,883672
,NELCO,EQ,       269.45,                 88951778.40,328466
,NEOGEN,EQ,       861.75,                 81219053.30,94653
,NESCO,EQ,       574.40,                 29055521.35,50240
,NETF,EQ,       195.09,                    29653.68,152
,NETFCONSUM,EQ,        68.67,                   253547.24,3719
,NETFDIVOPP,EQ,        40.50,                   352723.50,8674
,NETFGILT5Y,EQ,        48.42,                     2566.39,53
,NETFIT,EQ,        28.82,                  8563046.02,296528
,NETFLTGILT,EQ,        22.59,                   495176.78,21918
,NETFMID150,EQ,       103.95,                  5629267.92,54027
,NETFNIF100,EQ,       166.79,                   496804.35,2971
,NETFNV20,EQ,        87.55,                   887694.65,10129
,NETWORK18,EQ,        55.00,                199270523.05,3586160
,NEULANDLAB,BE,      2079.15,                 42128077.25,20067
,NEWGEN,EQ,       499.25,                803816258.95,1620946
,NEXTMEDIA,EQ,         6.30,                   490216.80,78562
,NFL,EQ,        67.25,                113313226.75,1671738
,NH,EQ,       482.75,                 55281618.20,113986
,NHAI,N4,      1172.00,                   348839.50,301
,NHAI,N8,      1132.17,                   226591.43,200
,NHAI,ND,      1275.60,                     2551.20,2
,NHAI,N6,      1287.10,                  1444901.45,1121
,NHAI,N9,      1235.02,                   290227.55,235
,NHAI,N2,      1262.33,                 10846770.42,8564
,NHAI,N1,      1082.56,                 30598669.84,28262
,NHAI,NE,      1276.01,                  4727140.07,3704
,NHAI,NA,      1240.97,                  2165161.75,1744
,NHBTF2014,N5,      6500.00,                   468000.00,72
,NHBTF2014,N2,      6480.00,                  2864160.00,442
,NHBTF2014,N6,      7256.00,                   565687.00,78
,NHBTF2023,N6,      6547.00,                   130940.00,20
,NHPC,EQ,        27.10,                326268677.30,12044701
,NHPC,N6,      1431.00,                    14310.00,10
,NHPC,N4,      1134.00,                   113400.00,100
,NHPC,N5,      1294.71,                    31115.64,24
,NIACL,EQ,       165.90,                 90094475.30,538798
,NIBL,BE,        22.35,                   745830.00,33373
,NIFTYBEES,EQ,       170.27,                122687539.11,720652
,NIITLTD,EQ,       275.35,                382865590.80,1376804
,NILAINFRA,EQ,         5.80,                  5603280.05,995303
,NILASPACES,EQ,         1.95,                  2122372.40,1109351
,NILKAMAL,EQ,      2232.55,                 39474402.00,17659
,NIPPOBATRY,EQ,       992.85,                  4168775.25,4192
,NIRAJ,EQ,        42.60,                   173017.55,4057
,NITCO,EQ,        29.90,                 13157983.60,436898
,NITINFIRE,BZ,         1.20,                  1285963.35,1045553
,NITINSPIN,EQ,       125.40,                 85291783.75,666081
,NITIRAJ,EQ,        52.65,                    68322.45,1291
,NKIND,BE,        29.40,                    26343.80,897
,NLCINDIA,EQ,        63.45,                188616644.85,2952565
,NOCIL,EQ,       205.25,                198324336.05,964747
,NOIDATOLL,EQ,         7.95,                  4866794.45,603903
,NORBTEAEXP,EQ,         7.70,                    38809.20,4996
,NOVARTIND,EQ,       924.10,                532522051.75,563425
,NPBET,EQ,       191.87,                  3953455.53,20380
,NRAIL,EQ,       230.10,                 18255486.55,79399
,NRBBEARING,EQ,       129.90,                 62710183.85,481937
,NSIL,EQ,      1732.05,                   497005.10,287
,NTL,BE,         1.30,                     2152.80,1656
,NTPC,N7,        13.74,                   294229.68,21419
,NTPC,NC,      1299.99,                     1299.99,1
,NTPC,N1,      1170.00,                  7433010.00,6353
,NTPC,ND,      1348.76,                    93062.39,69
,NTPC,N6,      1440.00,                  3966517.50,2758
,NTPC,N5,      1296.00,                    60912.00,47
,NTPC,NB,      1152.11,                    89864.58,78
,NUCLEUS,EQ,       604.70,                162272440.60,269347
,NURECA,EQ,      1551.75,                 75738320.15,48619
,NXTDIGITAL,EQ,       493.70,                  4135550.80,8361
,OAL,EQ,       783.60,                 20036841.65,25499
,OBEROIRLTY,EQ,       653.00,                254496892.50,386132
,OCCL,EQ,      1123.55,                 13098494.35,11524
,OIL,EQ,       149.00,                560421300.95,3786471
,OILCOUNTUB,BE,         7.00,                     1407.50,200
,OLECTRA,EQ,       185.70,                 57067005.50,304729
,OMAXAUTO,EQ,        60.20,                102651012.00,1775330
,OMAXE,EQ,        83.75,                 10270616.95,122632
,OMINFRAL,EQ,        26.80,                  5365144.25,199012
,OMKARCHEM,BE,         9.55,                   239734.55,25587
,ONEPOINT,BE,        23.65,                   876014.60,37488
,ONMOBILE,EQ,       121.25,                 70801395.80,578815
,ONWARDTEC,BE,       189.80,                  6059841.60,32070
,OPTIEMUS,BE,       128.55,                  3912456.40,30024
,OPTOCIRCUI,BE,         4.75,                  2254540.65,475885
,ORBTEXP,EQ,        69.90,                  2907355.40,41374
,ORCHPHARMA,EQ,      1353.95,                 14296240.20,10679
,ORICONENT,EQ,        24.85,                  6299585.15,249498
,ORIENTABRA,EQ,        26.25,                  2683646.00,100637
,ORIENTALTL,EQ,         9.85,                   943895.10,95865
,ORIENTBELL,EQ,       319.30,                  8504217.90,26399
,ORIENTCEM,EQ,       133.75,                 62966916.60,461867
,ORIENTELEC,EQ,       316.85,                132501921.55,417906
,ORIENTHOT,EQ,        39.25,                  6451294.10,163621
,ORIENTLTD,EQ,        89.90,                  3327662.10,37191
,ORIENTPPR,EQ,        28.75,                134053451.65,4666185
,ORIENTREF,EQ,       308.35,                 28217820.50,91019
,ORISSAMINE,EQ,      3309.30,                129749822.45,38942
,ORTEL,BZ,         1.40,                     6413.40,4581
,ORTINLAB,EQ,        30.25,                  4778287.00,155491
,OSIAHYPER,SM,       173.00,                   138400.00,800
,OSWALAGRO,EQ,        14.40,                  5936560.50,404213
,PAEL,BZ,         8.15,                    46727.45,5771
,PAGEIND,EQ,     30046.35,                438991300.30,14542
,PAISALO,EQ,       615.75,                 83308382.35,135953
,PALASHSECU,EQ,        83.90,                  1389588.00,16159
,PALREDTEC,EQ,       148.30,                  4181327.75,29285
,PANACEABIO,EQ,       390.30,                108194650.90,273166
,PANACHE,EQ,        64.05,                 16342589.35,249175
,PANAMAPET,EQ,       241.95,                117557001.65,489572
,PANSARI,SM,        53.00,                  6928800.00,126000
,PAR,SM,        77.85,                  3016100.00,38000
,PARACABLES,EQ,        13.10,                 12459732.60,939700
,PARAGMILK,EQ,       146.10,                331179280.50,2286847
,PARSVNATH,EQ,        14.80,                 10090018.85,694154
,PASHUPATI,SM,        74.95,                  3737520.00,49600
,PATELENG,EQ,        14.85,                 52962953.25,3512601
,PATINTLOG,EQ,        28.10,                  4216634.20,148094
,PATSPINLTD,BE,         6.80,                   112476.25,16554
,PAVNAIND,SM,       173.50,                  1381560.00,8000
,PBAINFRA,EQ,        13.65,                   114564.45,8393
,PCJEWELLER,EQ,        27.15,                 96487245.30,3531527
,PDMJEPAPER,EQ,        34.90,                 55857458.20,1620529
,PDSMFL,EQ,       971.00,                  7019473.05,7161
,PEARLPOLY,EQ,        18.95,                   620341.65,32412
,PENIND,EQ,        27.80,                 54619243.90,1921117
,PENINLAND,BE,        11.70,                  7122728.70,626244
,PENTAGOLD,SM,        85.90,                   257700.00,3000
,PERSISTENT,EQ,      2542.20,                295419540.00,116026
,PFC,N4,      1080.00,                    48600.00,45
,PFC,N6,      1164.00,                    29100.00,25
,PFC,N8,      1446.59,                   464434.98,321
,PFC,N5,      1245.00,                 36972668.30,29578
,PFIZER,EQ,      5499.80,                260802075.55,47290
,PFOCUS,BE,        62.25,                   894899.45,14349
,PFS,EQ,        20.30,                106143971.20,5233901
,PGEL,EQ,       415.40,                 14818000.40,34906
,PGHL,EQ,      5806.15,                 41258523.55,7099
,PGIL,EQ,       225.65,                  5021941.95,22441
,PGINVIT,IV,       113.87,                 90456193.00,793500
,PHILIPCARB,EQ,       234.85,                349049600.55,1476045
,PHOENIXLTD,EQ,       819.40,                 88346911.10,107316
,PIGL,SM,        70.40,                   281600.00,4000
,PIIND,EQ,      2882.90,               1302197265.05,451675
,PILANIINVS,EQ,      1944.30,                 33651725.80,17197
,PILITA,EQ,         9.75,                138832506.10,13768027
,PIONDIST,EQ,       131.70,                  3216794.50,24309
,PIONEEREMB,EQ,        56.05,                 10648110.55,187011
,PITTIENG,EQ,       115.35,                130622405.65,1158146
,PKTEA,BE,       260.25,                   879645.00,3380
,PLASTIBLEN,EQ,       247.65,                 70229018.55,276869
,PNBGILTS,EQ,        81.45,                 60508292.95,741064
,PNBHOUSING,BE,       736.25,                130627158.10,176041
,PNC,BE,        41.75,                   578578.20,13742
,PNCINFRA,EQ,       246.80,                 97453819.85,389190
,PODDARHOUS,EQ,       184.60,                   638517.85,3464
,PODDARMENT,EQ,       242.45,                  2814226.40,11557
,POKARNA,EQ,       402.05,                 59484253.35,146939
,POLYCAB,EQ,      1864.65,                991510932.50,536279
,POLYMED,EQ,       945.65,                170029789.80,177550
,POLYPLEX,EQ,      1333.10,                135058844.70,100968
,PONNIERODE,EQ,       226.30,                 13782716.05,60996
,POWERINDIA,EQ,      1818.55,                 28946445.65,15777
,POWERMECH,EQ,       713.70,                 97538673.30,134875
,PPAP,EQ,       233.95,                 20663416.40,88516
,PPL,EQ,       175.95,                 26809480.30,151806
,PRAENG,EQ,        12.20,                 14414181.90,1158132
,PRAJIND,BE,       366.25,                184026958.95,499270
,PRAKASH,EQ,        82.05,                120953460.10,1451132
,PRAKASHSTL,BE,         1.10,                   453966.80,408213
,PRAXIS,EQ,        46.95,                  2352710.35,49528
,PRECAM,EQ,        71.75,                107254680.30,1514998
,PRECOT,EQ,       211.15,                 16702230.15,79931
,PRECWIRE,EQ,       229.75,                 34506584.35,149329
,PREMEXPLN,EQ,       139.60,                  3793706.20,26987
,PREMIER,BE,         3.75,                    86082.40,22247
,PREMIERPOL,EQ,        49.90,                   411005.15,8265
,PRESSMN,EQ,        28.60,                  2494861.10,87141
,PRESTIGE,EQ,       287.95,                113325288.45,390399
,PRICOLLTD,EQ,        95.55,                130480043.95,1364185
,PRIMESECU,EQ,        56.95,                  1232226.05,21518
,PRINCEPIPE,EQ,       706.15,                184990070.85,259790
,PRIVISCL,EQ,      1096.20,                109572312.00,97741
,PROINDIA,EQ,         3.05,                      951.60,312
,PROZONINTU,BE,        48.50,                  9177170.00,189220
,PRSMJOHNSN,EQ,       130.80,                307662120.65,2383528
,PSB,EQ,        20.10,                 14586662.70,723522
,PSPPROJECT,EQ,       444.05,                 26605812.30,59504
,PSUBNKBEES,EQ,        27.11,                 39632819.43,1449722
,PTC,EQ,       107.20,               1347739027.35,12528744
,PTL,EQ,        51.85,                 41274840.75,801076
,PULZ,SM,        16.15,                   597800.00,36000
,PUNJABCHEM,EQ,      1404.20,                134798853.65,95276
,PUNJLLOYD,BZ,         2.50,                  2039703.40,814584
,PURVA,EQ,        87.75,                 34160126.80,383924
,PVR,EQ,      1454.70,                907955170.00,624478
,QGOLDHALF,EQ,      2094.40,                   528244.55,252
,QNIFTY,EQ,      1645.00,                    26306.00,16
,QUESS,EQ,       810.15,                 80066826.25,98709
,QUICKHEAL,EQ,       254.95,                310695543.45,1215899
,RADAAN,EQ,         1.45,                    52005.70,35866
,RADICO,EQ,       738.85,                652720557.45,897816
,RADIOCITY,EQ,        27.60,                132929218.20,4652731
,RAILTEL,EQ,       150.45,                612606886.70,4034660
,RAIN,EQ,       199.40,               5491407339.70,27868612
,RAJESHEXPO,EQ,       588.30,                556837891.75,909274
,RAJMET,EQ,       138.60,                   766640.05,5588
,RAJRATAN,EQ,      1108.65,                  6229255.50,5635
,RAJRAYON,BZ,          .50,                  3083618.50,6246416
,RAJSREESUG,EQ,        27.45,                  2816610.70,98862
,RAJTV,EQ,        39.25,                   624836.50,15758
,RALLIS,EQ,       340.75,                225030096.95,660538
,RAMANEWS,EQ,        20.20,                 11381658.85,564861
,RAMASTEEL,EQ,        88.70,                 18512920.60,216311
,RAMCOCEM,EQ,      1024.30,               1038134308.40,1018849
,RAMCOIND,EQ,       268.40,                 48325089.00,179894
,RAMCOSYS,EQ,       545.25,                 44446817.15,81208
,RAMKY,EQ,       135.60,                 19937363.15,147183
,RANASUG,EQ,        22.80,                 18752846.25,825581
,RANEENGINE,EQ,       317.25,                  2529917.80,7954
,RANEHOLDIN,EQ,       669.70,                 44527434.10,66122
,RATNAMANI,EQ,      2032.90,                 58661393.45,28937
,RAYMOND,EQ,       411.40,                187891435.75,453341
,RBL,EQ,       912.75,                  4975765.10,5450
,RBLBANK,EQ,       219.55,               2009769095.80,9108491
,RCF,EQ,        82.20,                181638324.85,2191848
,RCOM,EQ,         3.75,                  6693495.00,1784932
,RECLTD,EQ,       156.40,                919361206.30,5842644
,RECLTD,N9,      1287.05,                  2319065.35,1794
,RECLTD,NI,      1216.98,                  1670617.45,1375
,RECLTD,N2,      1200.01,                   163201.26,136
,REDINGTON,EQ,       270.25,                 96915450.50,356787
,REFEX,EQ,       143.45,                 16382954.20,113083
,RELAXO,EQ,      1108.80,                120747815.45,108748
,RELCAPITAL,EQ,        22.40,                  5565078.40,248441
,RELIANCEP1,E1,      1615.45,               1160764099.00,714245
,RELIGARE,EQ,       130.20,                159218570.60,1208327
,RELINFRA,EQ,        91.60,                324801413.05,3571511
,REMSONSIND,EQ,       205.80,                  2735110.40,13786
,RENUKA,EQ,        26.15,                 28256696.30,1080562
,REPCOHOME,EQ,       402.90,                150648582.40,365673
