,30-Apr-2021
The Nifty witnessed an intraday movement of about 253.75 points.The closing index was 1.77 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 80367.63
, Traded Quantity (in Lakhs), 33514.98
, Number of Trades, 21913859
, Total Market Capitalisation (Rs. Crores), 20556970.9

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14894.90,     14747.35,     14855.45,     14601.70,     14631.10,-263.8
,NIFTY50 EQL Wgt,     16456.00,     16337.10,     16521.55,     16290.55,     16331.40,-124.6
,NIFTY100 EQL Wgt,     17278.95,     17175.20,     17365.50,     17138.35,     17189.45,-89.5
,NIFTY100 LowVol30,     11273.10,     11224.05,     11310.40,     11175.75,     11196.10,-77
,NIFTY Alpha 50,     24681.25,     24481.45,     24781.80,     24437.60,     24547.70,-133.55
,NIFTY MIDCAP 150,      9168.30,      9113.55,      9203.90,      9090.65,      9128.70,-39.6
,NIFTY SMLCAP 50,      4309.20,      4285.10,      4329.25,      4270.15,      4283.05,-26.15
,NIFTY SMLCAP 250,      7293.05,      7250.80,      7333.75,      7238.40,      7271.15,-21.9
,NIFTY MIDSML 400,      8496.40,      8446.15,      8533.25,      8427.60,      8463.05,-33.35
,NIFTY200 QUALTY30,     12194.00,     12142.60,     12224.85,     12076.30,     12108.80,-85.2
,Nifty FinSrv25 50,     15806.50,     15601.10,     15676.25,     15375.80,     15403.75,-402.75
,NIFTY AlphaLowVol,     14340.05,     14286.40,     14408.45,     14264.25,     14288.40,-51.65
,Nifty200Momentm30,     16466.65,     16370.30,     16587.15,     16303.95,     16351.85,-114.8
,Nifty100ESGSecLdr,      2540.95,      2519.95,      2535.85,      2492.00,      2496.30,-44.65
,Nifty IT,     25874.30,     25777.75,     26154.30,     25593.90,     25664.45,-209.85
,Nifty Next 50,     34926.20,     34746.35,     35129.30,     34676.35,     34759.20,-167
,Nifty Bank,     33714.50,     33112.40,     33455.25,     32663.40,     32781.80,-932.7
,NIFTY MIDCAP 100,     24286.45,     24109.70,     24410.50,     24032.70,     24195.90,-90.55
,Nifty 500,     12532.80,     12425.80,     12524.10,     12341.20,     12364.35,-168.45
,Nifty 100,     15029.95,     14891.25,     15005.40,     14760.30,     14790.60,-239.35
,Nifty Midcap 50,      6765.50,      6710.95,      6821.50,      6677.15,      6725.20,-40.3
,Nifty Realty,       312.20,       308.50,       313.35,       307.70,       309.60,-2.6
,Nifty Infra,      4067.35,      4040.90,      4117.20,      4031.60,      4053.10,-14.25
,Nifty Energy,     18063.10,     17926.70,     18387.35,     17897.05,     18031.10,-32
,Nifty FMCG,     34009.00,     33970.25,     34098.90,     33544.85,     33623.45,-385.55
,Nifty MNC,     16051.65,     16018.35,     16089.35,     15905.60,     15935.75,-115.9
,Nifty Pharma,     13298.65,     13271.35,     13619.55,     13263.35,     13469.25,170.6
,Nifty PSE,      3125.05,      3104.60,      3226.00,      3093.30,      3175.85,50.8
,Nifty PSU Bank,      2076.80,      2045.00,      2103.60,      2035.00,      2055.25,-21.55
,Nifty Serv Sector,     20863.90,     20595.65,     20766.55,     20345.90,     20387.55,-476.35
,India VIX,23.3050,23.3050,23.7650,22.5975,23.0275,-0.2775
,Nifty Auto,      9773.70,      9701.30,      9780.35,      9619.00,      9640.85,-132.85
,Nifty Metal,      4855.30,      4819.60,      4936.50,      4791.65,      4847.95,-7.35
,Nifty Media,      1553.55,      1540.65,      1571.60,      1536.35,      1547.95,-5.6
,NIFTY SMLCAP 100,      8599.15,      8544.70,      8645.10,      8524.80,      8565.10,-34.05
,Nifty 200,      7796.30,      7726.25,      7787.25,      7668.50,      7683.95,-112.35
,Nifty Div Opps 50,      3053.35,      3039.70,      3070.45,      3027.85,      3033.90,-19.45
,Nifty Commodities,      4714.85,      4687.00,      4760.70,      4668.90,      4699.85,-15
,Nifty Consumption,      5917.80,      5887.30,      5917.35,      5820.80,      5836.95,-80.85
,Nifty Fin Service,     16047.05,     15790.80,     15872.95,     15526.60,     15560.10,-486.95
,Nifty50 Div Point,         6.67,         6.67,         6.67,         6.67,         6.67,0
,Nifty100 Liq 15,      3730.35,      3684.15,      3737.85,      3673.50,      3684.45,-45.9
,Nifty CPSE,      1787.30,      1776.25,      1845.85,      1770.85,      1813.75,26.45
,Nifty GrowSect 15,      7190.40,      7173.45,      7219.45,      7123.55,      7138.30,-52.1
,Nifty50 PR 2x Lev,      6721.05,      6587.30,      6684.75,      6456.45,      6482.40,-238.65
,Nifty50 PR 1x Inv,       294.25,       297.20,       300.05,       295.05,       299.50,5.25
,Nifty50 TR 2x Lev,      8978.45,      8799.75,      8929.95,      8625.00,      8659.65,-318.8
,Nifty50 TR 1x Inv,       254.70,       257.25,       259.70,       255.40,       259.20,4.5
,Nifty50 Value 20,      7470.60,      7433.35,      7515.45,      7391.10,      7409.35,-61.25
,Nifty Mid Liq 15,      5757.90,      5721.75,      5820.90,      5686.50,      5700.25,-57.65
,Nifty Pvt Bank,     18006.30,     17711.95,     17927.45,     17524.15,     17582.45,-423.85
,NIFTY100 Qualty30,      3299.20,      3277.70,      3299.20,      3259.10,      3266.80,-32.4
,Nifty GS 8 13Yr,      2247.94,      2248.32,      2251.57,      2247.62,      2250.57,2.63
,Nifty GS 10Yr,      2042.20,      2042.53,      2046.59,      2040.77,      2044.41,2.21
,Nifty GS 10Yr Cln,       953.67,       953.67,       955.61,       952.83,       954.57,.9
,Nifty GS 4 8Yr,      2411.75,      2412.12,      2414.06,      2410.62,      2412.41,.66
,Nifty GS 11 15Yr,      2411.47,      2411.91,      2415.67,      2411.37,      2412.42,.95
,Nifty GS 15YrPlus,      2655.65,      2656.14,      2658.54,      2656.14,      2657.12,1.47
,Nifty GS Compsite,      2297.73,      2298.12,      2300.50,      2297.39,      2298.59,.86

,ADVANCES,799
,DECLINES,1087
,UNCHANGED,105

,Total securities that have hit their price bands today,275

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,      1031.35,      1034.00,0.26,2902.85
,HFCL,EQ,        27.80,                112709367.75,4023778
,HGINFRA,EQ,       277.10,                 10632846.80,38422
,HGS,EQ,      1717.95,                 55464219.85,32284
,HIKAL,EQ,       265.15,                386137165.95,1457174
,HIL,EQ,      3609.40,                 52884357.85,14559
,HILTON,BE,        11.40,                    49059.50,4350
,HIMATSEIDE,EQ,       156.55,                 42382637.35,271947
,HINDCOMPOS,EQ,       263.00,                   764991.85,2917
,HINDCOPPER,EQ,       154.80,               1153290916.35,7298813
,HINDMOTORS,EQ,         6.75,                   713936.60,104710
,HINDNATGLS,EQ,        31.80,                   544952.15,17270
,HINDOILEXP,EQ,       101.95,                304904117.10,2938383
,HIRECT,EQ,       122.40,                  3435566.05,27826
,HISARMETAL,EQ,       114.10,                  3552111.55,30635
,HITECH,EQ,       370.45,                 24801714.00,66900
,HITECHCORP,EQ,       144.30,                  3217976.75,21961
,HITECHGEAR,EQ,       169.05,                  1294349.05,7681
,HLEGLAS,EQ,      2613.30,                 54173761.35,20618
,HLVLTD,EQ,         5.75,                   964435.65,165931
,HMT,BZ,        26.55,                   282422.70,10552
,HMVL,EQ,        60.95,                  4454392.85,72652
,HNDFDS,EQ,      2057.45,                 17435128.50,8420
,HNGSNGBEES,EQ,       366.94,                  1205530.63,3274
,HOMEFIRST,EQ,       497.70,                179178683.50,357479
,HONAUT,EQ,     43114.95,                 86047252.50,1990
,HONDAPOWER,EQ,      1004.80,                  8862659.25,8864
,HOVS,EQ,        44.95,                   262528.40,5813
,HPL,EQ,        46.15,                  5478869.50,118046
,HSCL,EQ,        44.60,                184513026.60,4083663
,HSIL,EQ,       153.15,                 11318777.35,73641
,HTMEDIA,EQ,        22.35,                  4804275.60,217836
,HUBTOWN,EQ,        16.60,                   189439.75,11483
,HUDCO,EQ,        41.70,                 56351658.80,1348098
,HUDCO,N8,      1242.75,                    62137.50,50
,HUDCO,N2,      1238.03,                  1516033.78,1229
,HUDCO,N3,      1044.99,                  2488912.95,2381
,HUDCO,NE,      1450.00,                    33364.01,23
,HUDCO,N4,      1063.11,                   709097.65,667
,HUHTAMAKI,EQ,       273.35,                 20902485.05,76290
,IBMFNIFTY,EQ,       147.99,                    28864.40,196
,IBREALEST,EQ,        77.30,                382637556.30,4902922
,IBUCCREDIT,N4,      1207.66,                    30438.30,25
,IBUCCREDIT,N7,       925.00,                    52891.01,57
,IBUCCREDIT,NB,       882.00,                    30644.50,35
,IBULHSGFIN,EQ,       181.05,               1838232904.65,10062923
,IBULHSGFIN,NE,       960.00,                    62400.00,65
,IBULHSGFIN,N6,      1030.00,                    11330.00,11
,ICEMAKE,EQ,        68.45,                   783618.00,11412
,ICICI500,EQ,       203.15,                   954434.81,4689
,ICICIALPLV,EQ,       144.46,                  2678510.56,18536
,ICICIB22,EQ,        35.75,                 17065378.34,475455
,ICICIBANKN,EQ,       325.98,                 96355733.43,291669
,ICICIBANKP,EQ,       173.26,                  2784410.47,15883
,ICICIGOLD,EQ,        41.62,                 11474061.20,275659
,ICICILIQ,EQ,       999.99,                  8765950.67,8766
,ICICILOVOL,EQ,       117.71,                  3121785.90,26395
,ICICIM150,EQ,        92.20,                  5000989.55,54032
,ICICIMCAP,EQ,        84.74,                   523961.33,6159
,ICICINF100,EQ,       160.35,                   909927.62,5651
,ICICINIFTY,EQ,       156.12,                 35121378.90,223238
,ICICINV20,EQ,        78.24,                   656466.42,8368
,ICICINXT50,EQ,        35.47,                   878933.82,24691
,ICICISENSX,EQ,       526.64,                  7940782.26,14901
,ICICITECH,EQ,       258.99,                 92489881.08,354026
,ICIL,EQ,       131.60,                 26739053.80,205419
,ICRA,EQ,      3351.45,                 49089789.20,14349
,IDBI,EQ,        35.25,                362588139.45,10260701
,IDBIGOLD,EQ,      4366.85,                   697858.30,160
,IDEA,EQ,         8.35,                828556641.05,98167086
,IDFC,EQ,        53.00,                530598301.35,10077275
,IDFCFIRSTB,EQ,        54.70,               1930907254.45,35247446
,IDFCFIRSTB,NC,     10800.00,                    64790.00,6
,IDFCFIRSTB,NB,      5099.01,                   168267.04,33
,IDFCFIRSTB,N9,      5220.00,                    57410.00,11
,IDFNIFTYET,EQ,       153.42,                    88577.33,579
,IEX,EQ,       370.35,                402969369.90,1078291
,IFBAGRO,EQ,       418.20,                 19028187.80,44629
,IFBIND,EQ,       983.85,                 58836833.30,59155
,IFCI,EQ,        10.90,                 20866334.95,1900491
,IFCI,NF,      1050.00,                     6300.00,6
,IFCI,NH,      1083.00,                   483770.00,446
,IFGLEXPOR,EQ,       371.05,                 11969103.55,32037
,IGARASHI,EQ,       361.55,                 52683627.20,143848
,IGPL,EQ,       465.35,                 12209324.75,25786
,IIFCL,N1,      1285.00,                    64250.00,50
,IIFCL,N4,      1419.50,                   525115.20,370
,IIFL,EQ,       267.15,                 33907305.90,126347
,IIFL,N4,      1016.03,                   132055.55,130
,IIFL,NE,      1005.90,                   126680.80,126
,IIFL,N5,      1038.50,                    18693.00,18
,IIFL,NF,       998.00,                  1629531.54,1632
,IIFL,N9,      1012.25,                    86038.75,85
,IIFL,NG,      1000.00,                   300200.00,300
,IIFLSEC,EQ,        52.25,                 36996217.15,722990
,IIFLWAM,EQ,      1127.35,                 31058944.65,27660
,IITL,EQ,        54.55,                   133837.55,2428
,IL&FSENGG,BZ,         3.55,                   258547.80,73416
,IL&FSTRANS,BZ,         2.45,                   123421.75,50603
,IMAGICAA,EQ,         5.80,                   590490.90,102216
,IMFA,EQ,       441.55,                 43058872.20,95607
,IMPAL,EQ,       649.90,                  2824913.35,4283
,INDBANK,EQ,        13.20,                   818097.20,61281
,INDHOTEL,EQ,       111.50,                377305335.80,3370405
,INDIACEM,EQ,       163.20,                423461154.45,2548479
,INDIAGLYCO,EQ,       472.70,                218492231.85,456489
,INDIAMART,EQ,      7948.65,               4630014786.65,571964
,INDIANB,EQ,       110.00,                184616580.55,1664813
,INDIANCARD,EQ,       129.40,                   141276.15,1089
,INDIANHUME,EQ,       171.80,                  5302775.75,30761
,INDIGOPNTS,EQ,      2315.50,                191161934.65,82072
,INDIGRID,IV,       126.85,                 87732987.30,695709
,INDLMETER,EQ,        14.30,                   101727.15,7013
,INDNIPPON,EQ,       367.00,                  4217400.80,11413
,INDOCO,EQ,       328.50,                 33282400.80,101046
,INDORAMA,EQ,        37.10,                  1455200.35,38837
,INDOSOLAR,BZ,         1.80,                   130486.80,72681
,INDOSTAR,EQ,       303.95,                  3792517.30,12374
,INDOTECH,EQ,        94.15,                  1717767.05,18136
,INDOTHAI,BE,        49.50,                   137648.85,2715
,INDOWIND,EQ,         3.45,                   345447.50,102970
,INDRAMEDCO,EQ,        66.75,                 59575912.25,872695
,INDSWFTLAB,EQ,        80.50,                 17654864.15,214671
,INDTERRAIN,EQ,        27.60,                  2117529.90,75942
,INDUSTOWER,EQ,       252.50,                496470229.75,1951318
,INEOSSTYRO,EQ,      1108.95,                 33106009.95,29504
,INFIBEAM,EQ,        39.30,                 49288736.55,1250245
,INFOBEAN,EQ,       193.05,                  9840053.85,50747
,INFOMEDIA,EQ,         3.80,                    66273.55,17560
,INFRABEES,EQ,       421.36,                  1191473.27,2817
,INGERRAND,EQ,       746.00,                 41430650.35,55295
,INNOVANA,SM,       188.00,                  1135200.00,6000
,INNOVATIVE,SM,         7.00,                    21000.00,3000
,INOXLEISUR,EQ,       271.90,                 65105926.30,239169
,INOXWIND,EQ,        77.20,                 22953440.40,296262
,INSECTICID,EQ,       483.80,                  5155488.85,10662
,INSPIRISYS,EQ,        47.75,                   835940.80,17383
,INTELLECT,EQ,       681.30,                351101826.75,512062
,INTENTECH,EQ,        43.80,                  7239515.45,161656
,INVENTURE,EQ,        24.70,                   534431.80,21513
,IOB,EQ,        15.70,                 84885059.65,5392011
,IOLCP,EQ,       591.65,                272199663.40,453127
,IPCALAB,EQ,      2105.30,                316526259.50,150675
,IRB,EQ,       104.60,                100497856.70,955206
,IRBINVIT,IV,        55.03,                 10718125.00,195000
,IRCON,EQ,        89.55,                144618197.35,1603547
,IRCTC,EQ,      1791.40,               1350659357.25,756655
,IREDA,N7,      1253.00,                   914397.00,731
,IREDA,N5,      1276.00,                   927305.15,727
,IRFC,EQ,        21.30,                248738593.70,11713860
,IRFC,NB,      1175.00,                    11750.00,10
,IRFC,N6,      1211.00,                    18165.00,15
,IRFC,NE,      1291.00,                  1414949.92,1096
,IRFC,N2,      1255.51,                  1379960.50,1100
,IRFC,N4,      1224.49,                   121124.50,100
,IRFC,NJ,      1244.23,                    16174.99,13
,IRFC,NA,      1265.00,                  2480524.22,1960
,IRFC,NI,      1160.00,                    97440.00,84
,IRFC,N1,      1074.00,                    16086.58,15
,IRFC,N3,      1093.00,                   218600.00,200
,IRFC,N9,      1220.00,                   235580.00,200
,IRISDOREME,EQ,       112.25,                  6065606.75,55613
,ISEC,EQ,       453.95,                202877807.15,441570
,ISFT,EQ,        86.45,                  5332428.60,61176
,ISMTLTD,EQ,        10.95,                  5407361.80,482364
,ITDC,EQ,       329.30,                 21494171.45,65470
,ITDCEM,EQ,        71.60,                 29429515.05,405993
,ITI,EQ,       107.80,                 15607525.70,144063
,IVC,EQ,         4.85,                  1737176.45,352134
,IVP,EQ,       115.90,                   578695.65,4828
,IVZINGOLD,EQ,      4225.00,                   528243.70,125
,IVZINNIFTY,EQ,      1577.65,                   173622.40,108
,IZMO,EQ,        68.15,                  3302655.10,48287
,J&KBANK,EQ,        23.75,                 54368149.15,2278919
,JAGRAN,EQ,        54.20,                 10847481.80,198418
,JAGSNPHARM,EQ,        95.40,                  9392296.00,97406
,JAIBALAJI,EQ,        54.80,                  2215210.95,40436
,JAICORPLTD,EQ,        86.00,                 79594112.60,917812
,JAMNAAUTO,EQ,        68.30,                 27110423.85,396397
,JASH,EQ,       371.10,                  9316800.95,24726
,JAYAGROGN,EQ,       162.50,                 42570439.60,267946
,JAYBARMARU,EQ,       307.30,                308075322.70,1038122
,JAYNECOIND,EQ,        13.65,                  7283962.00,515099
,JAYSREETEA,EQ,        80.45,                 71199738.05,875963
,JBCHEPHARM,EQ,      1395.35,                224238840.60,160889
,JBFIND,BE,        17.10,                 13654463.35,839754
,JBMA,EQ,       394.05,                 27639034.40,69783
,JCHAC,EQ,      2335.35,                 33319502.60,14188
,JETAIRWAYS,BZ,        93.80,                  6208455.15,65886
,JHS,EQ,        20.05,                   607044.35,30098
,JIKIND,BE,          .55,                    91695.60,175176
,JINDALPHOT,BE,        63.95,                   919489.45,14215
,JINDALPOLY,EQ,       728.60,                 70670307.50,96355
,JINDALSAW,EQ,        85.55,                830467260.70,9807199
,JINDALSTEL,EQ,       441.50,               7425795923.80,16715876
,JINDRILL,EQ,        93.80,                  7372434.05,77982
,JINDWORLD,EQ,        45.70,                  6637025.45,145001
,JISLDVREQS,EQ,        13.00,                   262742.45,20085
,JISLJALEQS,EQ,        19.10,                 21115586.50,1096568
,JITFINFRA,BE,         8.50,                   198711.05,22837
,JIYAECO,BE,         4.95,                    55054.70,11079
,JKCEMENT,EQ,      2806.40,                 35424101.50,12683
,JKIL,EQ,       183.00,                 16146008.60,87672
,JKLAKSHMI,EQ,       402.75,                 98216767.30,241221
,JKPAPER,EQ,       139.80,                146714057.80,1023945
,JKTYRE,EQ,       121.50,                429701244.70,3504824
,JMA,EQ,        39.20,                   271950.35,6837
,JMCPROJECT,EQ,        81.95,                 12036620.65,144896
,JMFINANCIL,EQ,        80.35,                 55487635.60,682802
,JMTAUTOLTD,EQ,         2.50,                   417711.65,168307
,JOCIL,EQ,       167.80,                  2603811.30,15362
,JPASSOCIAT,EQ,         7.10,                125193433.75,17031245
,JPINFRATEC,EQ,         1.45,                  2471016.55,1667939
,JPPOWER,EQ,         3.15,                 97605726.50,31028156
,JSL,EQ,        89.25,                272849189.15,3015428
,JSLHISAR,EQ,       163.25,                191625665.35,1152548
,JSWENERGY,EQ,       109.60,               1024505231.40,9324766
,JSWHL,EQ,      4029.25,                  1865828.05,462
,JSWISPL,EQ,        45.85,                 46838073.95,1022069
,JTEKTINDIA,EQ,        83.05,                 84865705.20,1025100
,JUBLFOOD,EQ,      2891.70,               1126043699.90,386049
,JUBLINDS,EQ,       332.20,                109945664.75,323594
,JUBLINGREA,EQ,       410.15,               1967040934.95,4805983
,JUBLPHARMA,EQ,       798.50,                209303489.15,262129
,JUMPNET,EQ,         7.85,                 12310949.25,1563825
,JUNIORBEES,EQ,       364.34,                 19484153.65,53304
,JUSTDIAL,EQ,       877.60,               1935256339.55,2167678
,JYOTHYLAB,EQ,       146.25,                 96684850.95,657849
,JYOTISTRUC,BZ,         5.25,                   152687.80,28775
,KABRAEXTRU,EQ,       164.25,                  9402454.50,56355
,KAJARIACER,EQ,       912.95,                143508673.50,156110
,KAKATCEM,EQ,       188.60,                 15820174.50,82471
,KALPATPOWR,EQ,       368.65,                 43378499.40,116598
,KALYANIFRG,BE,       176.80,                   217285.85,1224
,KALYANKJIL,EQ,        59.90,                141560047.20,2347572
,KAMATHOTEL,EQ,        29.15,                  1425350.10,49535
,KAMDHENU,EQ,       157.80,                 27178497.85,170996
,KANANIIND,EQ,         4.25,                   133620.35,32453
,KANORICHEM,EQ,       123.90,                  3392081.45,27106
,KANPRPLA,EQ,       147.55,                 10708657.70,73192
,KANSAINER,EQ,       555.75,                 86209401.00,155435
,KAPSTON,BE,        93.65,                    33726.90,364
,KARDA,EQ,       121.30,                 14954767.35,121885
,KARMAENG,EQ,        12.95,                    45222.50,3517
,KARURVYSYA,EQ,        52.20,                 44483084.20,846805
,KAUSHALYA,EQ,         1.35,                     6507.00,4820
,KAYA,EQ,       268.15,                  3507698.10,12892
,KCP,EQ,        98.25,                127149058.40,1262960
,KCPSUGIND,EQ,        17.65,                 66418039.90,3688490
,KDDL,EQ,       314.65,                  3799636.80,12064
,KDDL-RE,BE,       189.65,                  9486540.40,49676
,KEC,EQ,       401.40,                112806768.75,282355
,KECL,EQ,        13.05,                   522164.85,40139
,KEERTI,EQ,        24.00,                  3442562.75,140496
,KEI,EQ,       520.90,                 82830346.20,159092
,KELLTONTEC,EQ,        66.40,                 32010213.60,480099
,KENNAMET,EQ,      1048.80,                  1694490.60,1601
,KERNEX,BE,        42.70,                   238955.50,5644
,KESORAMIND,EQ,        75.85,                132735991.35,1721817
,KEYFINSERV,EQ,        59.20,                    51656.65,839
,KHADIM,EQ,       138.85,                  4259452.95,30503
,KHAICHEM,EQ,        22.30,                  1591874.75,70737
,KHANDSE,EQ,        14.05,                    57359.45,4136
,KICL,EQ,      1583.65,                  2231390.75,1402
,KILITCH,EQ,       106.15,                  4321489.25,40080
,KINGFA,EQ,       591.35,                  1349198.25,2262
,KIOCL,EQ,       163.85,                 47176746.20,286637
,KIRIINDUS,EQ,       444.20,                120024056.70,267932
,KIRLFER,EQ,       214.40,                116838275.05,553637
,KIRLOSBROS,EQ,       244.15,                 12707899.80,51590
,KIRLOSENG,EQ,       175.25,                 53396159.30,299219
,KIRLOSIND,EQ,      1307.60,                  2384430.10,1822
,KITEX,EQ,        97.95,                  3710482.35,37950
,KKCL,EQ,       823.70,                   675673.00,814
,KMSUGAR,EQ,        16.45,                114303560.70,7069243
,KNRCON,EQ,       200.05,                 59184707.35,295100
,KOKUYOCMLN,EQ,        55.00,                  5139198.90,93147
,KOLTEPATIL,EQ,       212.25,                 21731664.10,100984
,KOPRAN,EQ,       169.25,                161696449.10,934842
,KOTAKBKETF,EQ,       329.47,                160986961.27,486559
,KOTAKGOLD,EQ,       408.35,                  8437373.65,20655
,KOTAKIT,EQ,        25.76,                    66284.68,2544
,KOTAKNIFTY,EQ,       153.35,                 10620491.09,69122
,KOTAKNV20,EQ,        79.15,                   456608.53,5725
,KOTAKPSUBK,EQ,       202.69,                  3964113.94,19509
,KOTARISUG,EQ,        23.90,                 49349834.70,2031030
,KOTHARIPET,EQ,        28.90,                  2371016.05,80678
,KOTHARIPRO,EQ,        64.00,                   515497.20,8026
,KPITTECH,EQ,       197.25,                426818920.10,2137098
,KPRMILL,EQ,      1377.45,                 73653179.80,53841
,KRBL,EQ,       184.60,                 74940245.70,401250
,KREBSBIO,EQ,       127.00,                  6156091.10,48489
,KRIDHANINF,EQ,         3.95,                   593647.35,153558
,KRISHANA,EQ,        89.25,                   221822.30,2476
,KSB,EQ,       884.45,                 60856185.10,68584
,KSCL,EQ,       604.35,                240527430.90,391729
,KSL,EQ,       367.30,                 73431634.60,195314
,KSOLVES,SM,       922.00,                  2468340.00,2700
,KTKBANK,EQ,        61.45,                 56371951.35,911364
,KUANTUM,EQ,        64.15,                  2647194.60,40570
,L&TFH,EQ,        87.05,               2108899714.05,23968400
,L&TFINANCE,NY,      1058.01,                    56081.34,53
,L&TFINANCE,Y7,      1070.00,                    10700.98,10
,L&TFINANCE,Y3,      1025.00,                   131200.00,128
,L&TFINANCE,NK,      1039.50,                   613350.00,600
,L&TFINANCE,Y9,      1110.00,                   110975.00,100
,L&TFINANCE,NQ,      1150.00,                    19160.00,17
,L&TFINANCE,NC,      1125.00,                    87993.00,80
,LAGNAM,SM,        21.05,                   899850.00,42000
,LALPATHLAB,EQ,      2932.70,               1628880672.10,553159
,LAMBODHARA,EQ,        55.60,                  1402866.60,24903
,LAOPALA,EQ,       218.25,                 16891002.80,76252
,LASA,EQ,        77.30,                 19811771.25,254696
,LAURUSLABS,EQ,       452.75,               2846146991.35,6211537
,LAXMIMACH,EQ,      6251.95,                126571707.10,20509
,LCCINFOTEC,EQ,         2.00,                   106826.00,53413
,LEMONTREE,EQ,        35.40,                 36980268.40,1038983
,LEXUS,SM,        15.25,                    31650.00,2000
,LFIC,EQ,        81.35,                   133505.15,1679
,LGBBROSLTD,EQ,       302.10,                 16258375.00,53328
,LGBFORGE,EQ,         3.75,                   188313.50,49641
,LIBAS,EQ,        44.25,                  2231626.25,50898
,LIBERTSHOE,EQ,       126.85,                 17068407.05,132745
,LICHSGFIN,EQ,       405.70,               1012160666.05,2458547
,LICNETFGSC,EQ,        21.91,                    24393.00,1113
,LICNETFN50,EQ,       169.72,                   406004.09,2389
,LICNETFSEN,EQ,       526.80,                    23187.80,44
,LICNFNHGP,EQ,       154.99,                    29107.03,190
,LIKHITHA,EQ,       374.20,                 18561046.95,49265
,LINCOLN,EQ,       282.50,                345328776.70,1205285
,LINCPEN,EQ,       152.00,                   264591.20,1765
,LINDEINDIA,EQ,      1834.70,                110050699.70,60018
,LIQUIDBEES,EQ,      1000.00,                805642762.72,805642
,LIQUIDETF,EQ,       999.99,                 11969937.26,11970
,LODHA,EQ,       593.70,                208422233.05,344790
,LOKESHMACH,BE,        47.05,                   874962.45,18448
,LOTUSEYE,EQ,        42.75,                   480927.70,11203
,LOVABLE,EQ,        90.00,                  9275975.80,101933
,LPDC,EQ,         2.10,                    21508.85,10856
,LSIL,EQ,         1.45,                  1003485.55,692059
,LTTS,EQ,      2728.90,               1526107700.30,562025
,LUMAXIND,EQ,      1521.55,                  5745620.45,3773
,LUMAXTECH,EQ,       146.80,                 48329861.75,325259
,LUXIND,EQ,      1905.35,                411245157.15,211574
,LXCHEM,EQ,       207.85,                491759162.50,2343085
,LYKALABS,EQ,        41.30,                  9784351.85,238793
,LYPSAGEMS,EQ,         4.25,                    68812.45,16426
,M&MFIN,EQ,       161.85,               2976017681.00,18405989
,M&MFIN,N2,      1159.10,                    77674.15,67
,M&MFIN,N1,      1068.00,                   213310.00,200
,M100,EQ,        25.60,                  1471377.58,57475
,M14RG,MF,         9.83,                   114658.32,11804
,M15RG,MF,         9.72,                   194400.00,20000
,M16RG,MF,         9.00,                    27000.00,3000
,M17RD,MF,         7.76,                   269933.80,31505
,M17RG,MF,         7.20,                     7200.00,1000
,M50,EQ,       143.78,                   323003.41,2234
,MAANALU,EQ,       185.85,                103199849.45,540183
,MACPOWER,EQ,        89.10,                    65771.05,734
,MADHAV,EQ,        49.90,                   925358.75,18376
,MADHUCON,EQ,         4.85,                    86505.80,17984
,MADRASFERT,EQ,        25.40,                  1720000.10,67458
,MAESGETF,EQ,        24.94,                  3697091.80,146569
,MAGADSUGAR,EQ,       168.25,                246349530.60,1464547
,MAGMA,EQ,       118.20,                343415937.30,2827442
,MAGNUM,EQ,         4.35,                    45460.80,10457
,MAHABANK,EQ,        24.05,                214924976.80,8822796
,MAHAPEXLTD,BE,        66.95,                   232857.75,3479
,MAHASTEEL,EQ,        92.70,                  5264730.25,56092
,MAHEPC,EQ,       147.25,                 34098711.40,226519
,MAHESHWARI,EQ,       103.25,                  4688278.00,45081
,MAHINDCIE,EQ,       170.70,                 68420269.40,397995
,MAHLIFE,EQ,       499.85,                 79509331.60,159345
,MAHLOG,EQ,       534.10,                 68840459.30,126705
,MAHSCOOTER,EQ,      3595.80,                 12652552.40,3476
,MAHSEAMLES,EQ,       289.50,                118508864.35,404466
,MAITHANALL,EQ,       789.75,                159875151.90,199037
,MAJESCO,EQ,        71.65,                 17658903.65,246640
,MALUPAPER,EQ,        24.95,                   489862.85,19439
,MAN50ETF,EQ,       150.06,                  1752512.85,11633
,MANAKALUCO,EQ,        10.40,                   147449.20,14168
,MANAKCOAT,EQ,        15.60,                  2135452.50,137550
,MANAKSIA,EQ,        56.30,                  3607176.80,63329
,MANAKSTEEL,EQ,        25.00,                  1373155.30,53079
,MANALIPETC,EQ,        78.85,                 64101647.45,806537
,MANAPPURAM,EQ,       149.05,               1073519657.35,7131339
,MANGALAM,EQ,       141.25,                 27581120.30,193945
,MANGCHEFER,EQ,        78.55,                 63665366.10,799046
,MANGLMCEM,EQ,       273.95,                  4476195.85,16229
,MANGTIMBER,EQ,        10.25,                   114566.20,10982
,MANINDS,EQ,        90.85,                416698803.90,4524311
