,15-Jul-2021
The Nifty witnessed an intraday movement of about 97.35 points.The closing index was 0.44 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 62013.69
, Traded Quantity (in Lakhs), 25222.53
, Number of Trades, 21792678
, Total Market Capitalisation (Rs. Crores), 23206523.8

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15853.95,     15872.15,     15952.35,     15855.00,     15924.20,70.25
,NIFTY50 EQL Wgt,     17849.00,     17867.15,     17928.90,     17827.00,     17900.20,51.2
,NIFTY100 EQL Wgt,     19025.20,     19064.40,     19099.40,     19044.45,     19082.20,57
,NIFTY100 LowVol30,     12347.55,     12371.55,     12431.30,     12356.90,     12420.60,73.05
,NIFTY Alpha 50,     27522.80,     27642.25,     28182.70,     27607.15,     28137.90,615.1
,NIFTY MIDCAP 150,     10435.85,     10469.30,     10483.00,     10457.20,     10472.30,36.45
,NIFTY SMLCAP 50,      5147.55,      5162.80,      5237.90,      5162.00,      5231.00,83.45
,NIFTY SMLCAP 250,      8917.10,      8950.90,      8993.40,      8950.15,      8979.10,62
,NIFTY MIDSML 400,      9887.00,      9920.55,      9943.50,      9916.15,      9932.40,45.4
,NIFTY200 QUALTY30,     13549.50,     13596.90,     13695.45,     13592.00,     13668.95,119.45
,Nifty FinSrv25 50,     16874.15,     16914.25,     17027.50,     16861.90,     16982.25,108.1
,NIFTY AlphaLowVol,     15899.85,     15927.15,     16018.50,     15916.45,     16004.60,104.75
,Nifty200Momentm30,     18063.60,     18088.55,     18208.10,     18075.65,     18173.15,109.55
,Nifty100ESGSecLdr,      2691.30,      2694.80,      2706.45,      2693.30,      2702.60,11.3
,Nifty IT,     29339.85,     29303.35,     29835.90,     29284.80,     29718.05,378.2
,Nifty Next 50,     38874.00,     38987.20,     39066.65,     38930.80,     39001.85,127.85
,Nifty Bank,     35668.25,     35757.45,     35985.25,     35625.70,     35907.65,239.4
,NIFTY MIDCAP 100,     27623.30,     27705.95,     27777.35,     27675.30,     27754.70,131.4
,Nifty 500,     13661.10,     13686.35,     13738.60,     13677.35,     13720.35,59.25
,Nifty 100,     16091.50,     16114.10,     16184.70,     16100.15,     16160.20,68.7
,Nifty Midcap 50,      7654.50,      7667.25,      7685.60,      7654.85,      7672.20,17.7
,Nifty Realty,       377.20,       378.70,       394.30,       376.30,       393.05,15.85
,Nifty Infra,      4402.15,      4412.85,      4436.90,      4408.15,      4420.95,18.8
,Nifty Energy,     19524.75,     19545.00,     19560.30,     19397.55,     19436.50,-88.25
,Nifty FMCG,     36073.20,     36181.15,     36223.20,     35948.40,     36182.95,109.75
,Nifty MNC,     17647.95,     17688.25,     17702.40,     17638.70,     17676.05,28.1
,Nifty Pharma,     14507.00,     14530.60,     14564.20,     14444.30,     14467.45,-39.55
,Nifty PSE,      3615.90,      3617.75,      3620.10,      3586.60,      3589.60,-26.3
,Nifty PSU Bank,      2480.15,      2489.15,      2491.75,      2465.55,      2471.95,-8.2
,Nifty Serv Sector,     22130.60,     22144.05,     22309.70,     22120.75,     22254.25,123.65
,India VIX,12.5900,12.5900,12.9450,11.0825,12.2700,-0.3200
,Nifty Auto,     10467.90,     10480.95,     10488.25,     10404.25,     10426.00,-41.9
,Nifty Metal,      5299.95,      5300.55,      5358.10,      5285.45,      5335.40,35.45
,Nifty Media,      1814.25,      1818.45,      1822.50,      1801.60,      1807.85,-6.4
,NIFTY SMLCAP 100,     10235.80,     10267.30,     10364.90,     10266.20,     10333.15,97.35
,Nifty 200,      8411.75,      8425.30,      8459.65,      8418.35,      8448.20,36.45
,Nifty Div Opps 50,      3361.75,      3363.90,      3390.50,      3362.35,      3383.75,22
,Nifty Commodities,      5246.45,      5249.45,      5272.85,      5236.05,      5264.10,17.65
,Nifty Consumption,      6365.95,      6380.15,      6380.15,      6345.00,      6359.15,-6.8
,Nifty Fin Service,     16823.05,     16866.95,     16976.65,     16803.80,     16926.30,103.25
,Nifty50 Div Point,        80.35,        83.96,        83.96,        83.96,        83.96,3.61
,Nifty100 Liq 15,      4048.70,      4057.25,      4074.75,      4047.85,      4066.70,18
,Nifty CPSE,      2076.30,      2073.45,      2075.50,      2051.30,      2053.45,-22.85
,Nifty GrowSect 15,      7631.50,      7645.10,      7646.40,      7606.05,      7630.85,-.65
,Nifty50 PR 2x Lev,      7543.70,      7560.35,      7636.45,      7547.30,      7609.90,66.2
,Nifty50 PR 1x Inv,       277.65,       277.35,       277.60,       275.95,       276.45,-1.2
,Nifty50 TR 2x Lev,     10172.30,     10199.40,     10302.00,     10181.80,     10266.20,93.9
,Nifty50 TR 1x Inv,       239.20,       238.90,       239.10,       237.70,       238.10,-1.1
,Nifty50 Value 20,      8075.35,      8073.15,      8161.80,      8069.20,      8145.40,70.05
,Nifty Mid Liq 15,      6474.30,      6483.70,      6504.60,      6475.30,      6482.40,8.1
,Nifty Pvt Bank,     18694.00,     18731.05,     18862.55,     18669.00,     18810.00,116
,NIFTY100 Qualty30,      3632.10,      3639.60,      3660.20,      3636.15,      3652.40,20.3
,Nifty GS 8 13Yr,      2261.75,      2262.14,      2263.21,      2262.11,      2262.77,1.02
,Nifty GS 10Yr,      2047.00,      2047.34,      2049.20,      2047.11,      2048.36,1.36
,Nifty GS 10Yr Cln,       944.32,       944.32,       945.18,       944.21,       944.79,.47
,Nifty GS 4 8Yr,      2426.64,      2427.03,      2429.46,      2426.46,      2427.14,.5
,Nifty GS 11 15Yr,      2419.23,      2419.68,      2422.46,      2417.73,      2418.38,-.85
,Nifty GS 15YrPlus,      2571.66,      2572.16,      2574.34,      2571.00,      2571.00,-.66
,Nifty GS Compsite,      2310.65,      2311.05,      2313.20,      2310.39,      2310.98,.33

,ADVANCES,927
,DECLINES,1067
,UNCHANGED,69

,Total securities that have hit their price bands today,336

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,LTTS,EQ,      2910.95,      3461.25,18.9,1965.76
,MADHAV,EQ,        68.05,                 13030832.95,193661
,MADHUCON,EQ,         6.20,                   618361.95,99230
,MADRASFERT,EQ,        32.90,                  8378384.70,252357
,MAESGETF,EQ,        27.09,                   132951.61,4913
,MAFANG,EQ,        55.06,                 15080893.53,274029
,MAGADSUGAR,EQ,       332.85,                 23015991.20,67800
,MAGMA,N6,      1017.56,                    66700.00,65
,MAGMA,BE,       156.05,                 44274956.65,282231
,MAGNUM,BE,        10.25,                   509548.00,49712
,MAHABANK,EQ,        24.15,                 65869878.70,2725228
,MAHAPEXLTD,BE,       115.05,                  1093414.50,9273
,MAHASTEEL,EQ,        89.70,                  4281971.95,47752
,MAHEPC,EQ,       170.70,                 37846384.50,219031
,MAHESHWARI,EQ,       111.05,                  2801985.35,24874
,MAHICKRA,SM,        82.10,                   123150.00,1500
,MAHINDCIE,EQ,       236.75,                 38397676.60,162541
,MAHLIFE,EQ,       698.70,                126234846.00,181815
,MAHLOG,EQ,       580.95,                 45626543.75,78090
,MAHSCOOTER,EQ,      3735.60,                 11303692.10,3005
,MAHSEAMLES,EQ,       323.75,                 55267682.60,168305
,MAITHANALL,EQ,      1042.85,                 70416054.10,67178
,MAJESCO,EQ,        94.00,                 76465900.35,811848
,MALUPAPER,EQ,        36.60,                  2457821.65,66137
,MAN50ETF,EQ,       163.74,                   379476.11,2320
,MANAKALUCO,BE,        18.30,                   879052.00,47451
,MANAKCOAT,EQ,        14.30,                  1131279.60,78429
,MANAKSIA,EQ,        71.25,                 27448712.10,385034
,MANAKSTEEL,EQ,        32.65,                  5128106.95,157063
,MANALIPETC,BE,        82.65,                 68633494.55,833873
,MANAPPURAM,EQ,       188.80,               1003814276.20,5324810
,MANGALAM,EQ,       166.80,                 23427858.15,138287
,MANGCHEFER,EQ,        90.75,                258515304.95,2842710
,MANGLMCEM,EQ,       393.80,                 52940954.60,135313
,MANINDS,EQ,       110.25,                 17274457.20,155382
,MANINFRA,EQ,        57.55,                296269130.40,5069540
,MANUGRAPH,BE,        14.55,                   395585.10,26788
,MANXT50,EQ,       388.27,                   177153.28,456
,MARALOVER,EQ,        55.50,                  4015962.40,70870
,MARATHON,EQ,        80.15,                 20777261.35,265983
,MARINE,EQ,        57.70,                235615886.10,3993161
,MARKSANS,EQ,        86.20,                160702015.10,1856512
,MARSHALL,SM,        29.45,                  2492850.00,81000
,MASFIN,EQ,       875.75,                 12284570.95,13983
,MASKINVEST,BE,        38.50,                    16289.90,404
,MASTEK,EQ,      2435.75,               1926481501.05,807671
,MATRIMONY,EQ,      1105.90,                 33283781.75,30139
,MAWANASUG,BE,       106.00,                 33882544.00,313480
,MAXHEALTH,EQ,       266.30,                172165374.60,644829
,MAXIND,EQ,        74.35,                 49710209.35,660035
,MAXVIL,EQ,        78.05,                 20977806.55,263962
,MAYURUNIQ,EQ,       496.65,                 46302235.05,92458
,MAZDA,EQ,       612.95,                  3849099.80,6248
,MAZDOCK,EQ,       263.70,               1064809392.85,4072175
,MBAPL,EQ,       128.35,                  2264224.15,17477
,MBECL,BE,        11.80,                   902339.75,76505
,MBLINFRA,EQ,        24.30,                  2906498.75,121359
,MCDHOLDING,BE,        57.50,                  1094947.65,19418
,MCL,EQ,        64.95,                 82251929.50,1247914
,MCLEODRUSS,BE,        34.20,                 23698754.60,693305
,MCX,EQ,      1698.70,               3196561240.15,1914233
,MDL,SM,        21.05,                    42100.00,2000
,MEGASOFT,BE,        14.55,                  3822591.05,275842
,MELSTAR,BZ,         3.45,                    38182.55,11266
,MENONBE,EQ,        77.80,                  7120589.00,90438
,MEP,EQ,        27.00,                 23346666.30,856198
,MERCATOR,BE,         2.70,                   499419.00,184970
,METALFORGE,BZ,         7.40,                    99561.45,14017
,METROPOLIS,EQ,      2808.05,                257116460.50,90874
,MFSL,EQ,      1058.75,                776237720.20,723207
,MGEL,EQ,        56.30,                  1153021.70,20669
,MGL,EQ,      1160.75,                356781694.45,304898
,MHHL,SM,        28.50,                   258900.00,9000
,MHRIL,EQ,       319.85,                293812090.75,896407
,MIDHANI,EQ,       199.10,                 53980749.00,270055
,MINDACORP,EQ,       145.20,                608870548.30,4259567
,MINDAIND,EQ,       712.10,                207732963.80,292898
,MINDSPACE,RR,       280.75,                107009884.00,380000
,MINDTECK,EQ,        87.25,                 11791351.70,135405
,MINDTREE,EQ,      2732.10,               6024861989.30,2215615
,MIRCELECTR,EQ,        21.90,                 27744938.80,1242692
,MIRZAINT,EQ,        55.10,                 39550041.60,712361
,MITCON,SM,        40.60,                   324800.00,8000
,MITTAL,EQ,        12.05,                   708603.25,58864
,MMFL,EQ,       747.20,                  4586715.95,6092
,MMP,EQ,       138.00,                 12044108.85,88935
,MMTC,EQ,        52.65,                157678432.55,2967588
,MODIRUBBER,BE,        72.05,                   135124.50,1883
,MODISNME,EQ,        88.80,                 22675261.35,255575
,MOGSEC,EQ,        48.30,                   124342.05,2549
,MOHITIND,BE,        15.80,                   699757.80,45540
,MOHOTAIND,EQ,         9.90,                   982876.80,96989
,MOIL,EQ,       188.20,                 92060199.40,486266
,MOKSH,EQ,        25.60,                 47687906.80,1868194
,MOLDTECH,EQ,        96.50,                 13516859.70,138025
,MOLDTEKPP,E1,       398.00,                   340076.50,852
,MOLDTKPAC,EQ,       520.20,                 38525451.85,73757
,MOLDTKPAC,W1,       352.05,                    29646.85,82
,MOM100,EQ,        29.07,                  3066713.23,105342
,MOM50,EQ,       157.06,                   185836.31,1180
,MON100,EQ,       109.60,                 71174960.99,647878
,MONTECARLO,EQ,       368.50,                 46643412.40,125983
,MORARJEE,EQ,        20.70,                   854369.60,40882
,MOREPENLAB,EQ,        67.30,                160766997.25,2365121
,MOTILALOFS,EQ,      1021.90,                548552166.95,537314
,MOTOGENFIN,EQ,        21.95,                   374200.35,16753
,MPHASIS,EQ,      2389.00,               2105642572.10,885491
,MPSLTD,EQ,       657.30,                 18737304.80,28721
,MRF,EQ,     81445.20,                838052705.65,10241
,MRO-TEK,EQ,        32.80,                   196211.95,5864
,MRPL,EQ,        48.25,                 46912075.75,965693
,MSPL,BE,        10.90,                  6638357.60,612829
,MSTCLTD,EQ,       315.15,                300142340.45,944685
,MTARTECH,EQ,      1481.85,               2061878929.55,1399113
,MTEDUCARE,BE,         9.75,                   985939.65,102198
,MTNL,EQ,        22.85,                160555432.65,7093330
,MUKANDLTD,BE,       135.05,                  5806969.70,42949
,MUKANDLTD,P1,         5.55,                     1590.15,285
,MUKTAARTS,EQ,        37.65,                   455565.90,12092
,MUNJALAU,EQ,        66.70,                 20436942.30,303234
,MUNJALSHOW,EQ,       150.90,                 56194180.90,373541
,MURUDCERA,EQ,        31.60,                 14142329.70,446442
,MUTHOOTCAP,EQ,       413.55,                 13687511.15,32738
,NABARD,N2,      1240.03,                   796926.60,641
,NACLIND,EQ,        80.75,                 24114857.60,294368
,NAGAFERT,BE,        19.65,                 71895759.60,3645140
,NAGREEKCAP,EQ,         7.15,                      722.20,101
,NAGREEKEXP,EQ,        32.00,                  1022441.80,31184
,NAHARCAP,EQ,       219.50,                 26013843.45,116948
,NAHARINDUS,EQ,       103.05,                 19073973.25,186124
,NAHARPOLY,EQ,       198.90,                152710565.15,782231
,NAHARSPING,EQ,       292.55,                 41872563.40,143319
,NAM-INDIA,EQ,       396.35,               1071227273.05,2713384
,NANDANI,SM,        36.90,                   351750.00,10000
,NATCOPHARM,EQ,      1105.90,                402684527.60,367002
,NATHBIOGEN,EQ,       376.65,                 14722711.85,38950
,NATIONALUM,EQ,        83.95,               1419939369.85,16939947
,NATNLSTEEL,BE,         3.85,                    47841.25,12788
,NAVINFLUOR,EQ,      3848.10,                747788860.15,192686
,NAVKARCORP,EQ,        50.20,                161331388.80,3132386
,NAVNETEDUL,EQ,        97.80,                 18223559.95,186021
,NAZARA,EQ,      1866.70,               1156611619.60,619857
,NBCC,EQ,        53.25,                306949224.10,5727900
,NBIFIN,EQ,      2276.25,                  1196992.15,528
,NBVENTURES,EQ,       115.25,                 57407849.75,491888
,NCC,EQ,        92.45,                323138950.70,3466603
,NCLIND,EQ,       241.10,                 85713191.15,356211
,NCPSESDL24,EQ,       104.86,                     5346.02,51
,NDGL,EQ,      1663.80,                   899680.20,535
,NDL,BE,        60.85,                  6613903.55,108493
,NDRAUTO,EQ,       379.60,                 20667637.90,54067
,NDTV,EQ,        74.90,                  3895484.75,51763
,NECCLTD,EQ,        15.05,                  2633963.90,170985
,NECLIFE,EQ,        41.15,                 48981539.15,1177083
,NELCAST,EQ,        87.75,                302372177.10,3398043
,NELCO,EQ,       381.05,                 92043083.95,239628
,NEOGEN,EQ,       912.25,                 57214282.95,62262
,NESCO,EQ,       638.70,                 64425700.85,100022
,NETF,EQ,       195.45,                     3322.65,17
,NETFCONSUM,EQ,        68.44,                  1606858.24,23141
,NETFDIVOPP,EQ,        40.83,                   671941.45,16573
,NETFGILT5Y,EQ,        48.25,                    48837.93,1012
,NETFIT,EQ,        30.09,                 19750668.87,658040
,NETFLTGILT,EQ,        22.46,                   165211.47,7369
,NETFMID150,EQ,       105.52,                  8321175.60,78795
,NETFNIF100,EQ,       166.62,                   176854.87,1063
,NETFNV20,EQ,        88.22,                  1277283.92,14469
,NETFPHARMA,EQ,        14.53,                  2856053.60,195911
,NETFSDL26,EQ,       103.55,                 20717793.19,200072
,NETWORK18,EQ,        52.00,                 80779094.25,1556579
,NEULANDLAB,BE,      2211.65,                 15135619.55,6824
,NEWGEN,BE,       701.20,                141401973.10,199579
,NEXTMEDIA,EQ,         5.75,                    85502.15,14847
,NFL,EQ,        62.70,                 73451219.45,1163350
,NH,EQ,       515.70,                256820984.95,496246
,NHAI,N6,      1270.21,                  3856483.37,3026
,NHAI,N9,      1230.00,                  1230000.00,1000
,NHAI,N8,      1129.14,                  2231414.76,1967
,NHAI,NA,      1240.00,                 65935397.00,53176
,NHAI,N4,      1123.49,                    11209.08,10
,NHAI,N2,      1254.00,                  8140461.85,6493
,NHAI,N1,      1085.30,                  1790263.10,1646
,NHAI,NE,      1267.11,                  2482771.66,1957
,NHBTF2014,N4,      5620.00,                    73070.00,13
,NHBTF2014,N6,      7200.00,                  1569420.62,218
,NHBTF2023,N7,      7101.00,                   177516.00,25
,NHPC,EQ,        26.10,                 65964565.05,2527777
,NHPC,N5,      1269.99,                   375811.00,297
,NIACL,EQ,       165.60,                 37866090.10,228270
,NIBL,BE,        18.10,                   723190.35,41051
,NIFTYBEES,EQ,       171.28,                130953568.74,765208
,NIITLTD,EQ,       293.55,                313329291.95,1055701
,NILAINFRA,EQ,         6.80,                 11608636.90,1713620
,NILASPACES,BE,         2.10,                  1238786.90,596381
,NILKAMAL,EQ,      2517.20,                 39928340.50,15937
,NIPPOBATRY,EQ,      1153.55,                381926769.60,332891
,NIRAJ,EQ,        49.60,                  1304862.15,26245
,NITCO,EQ,        27.65,                  1624148.55,58726
,NITINFIRE,BZ,         1.90,                    81521.40,42906
,NITINSPIN,EQ,       164.80,                139723850.40,841934
,NITIRAJ,EQ,        51.85,                    22324.60,425
,NKIND,BE,        27.45,                    11447.20,416
,NLCINDIA,EQ,        60.30,                180943764.00,2973573
,NOCIL,EQ,       261.90,                432125741.00,1657720
,NOIDATOLL,EQ,         6.50,                  4663218.75,714802
,NORBTEAEXP,EQ,         6.80,                    44116.00,6677
,NOVARTIND,EQ,      1013.85,                 63802402.35,61927
,NPBET,EQ,       190.12,                    66029.42,346
,NRAIL,EQ,       251.95,                  8426222.70,33092
,NRBBEARING,EQ,       141.80,                 25891308.25,181800
,NSIL,EQ,      1776.00,                   879861.10,492
,NTL,BE,         1.50,                    26703.00,17802
,NTPC,N7,        13.82,                   475102.14,34395
,NTPC,NB,      1159.00,                     3477.00,3
,NTPC,ND,      1345.00,                   412848.77,307
,NTPC,N5,      1301.00,                    65050.00,50
,NTPC,N3,      1412.00,                  3530000.00,2500
,NTPC,N4,      1159.79,                   227443.79,201
,NUCLEUS,EQ,       711.80,                290881441.30,408342
,NURECA,EQ,      1615.45,                 21983589.45,13583
,NXTDIGITAL,EQ,       489.55,                  9367152.40,18878
,OAL,EQ,       874.95,                 14603532.40,16537
,OBEROIRLTY,EQ,       714.85,                866971779.65,1227449
,OCCL,EQ,      1077.40,                 69077072.50,63084
,OIL,EQ,       161.35,                138425539.95,849816
,OILCOUNTUB,BE,         7.05,                    45186.55,6401
,OLECTRA,BE,       242.65,                 51916802.80,212297
,OMAXAUTO,EQ,        69.00,                  8947783.75,127217
,OMAXE,EQ,        94.30,                 60708359.00,634642
,OMINFRAL,EQ,        36.30,                 25287165.05,694453
,OMKARCHEM,EQ,         9.70,                   178615.80,18414
,ONEPOINT,BE,        52.50,                  7109977.80,135721
,ONMOBILE,EQ,       144.25,                152027051.30,1039689
,ONWARDTEC,BE,       245.50,                 21875195.55,89768
,OPTIEMUS,BE,       168.75,                  3649133.15,21547
,OPTOCIRCUI,BE,         4.60,                  1354229.95,296887
,ORBTEXP,EQ,        74.50,                  7166357.30,93299
,ORCHPHARMA,BE,       574.55,                291920130.45,538782
,ORICONENT,EQ,        30.10,                  4642005.30,151462
,ORIENTABRA,EQ,        33.50,                  5906929.30,174718
,ORIENTALTL,EQ,        11.00,                  1901500.35,170678
,ORIENTBELL,EQ,       325.00,                  3406642.30,10378
,ORIENTCEM,EQ,       146.10,                229183558.70,1564103
,ORIENTELEC,EQ,       311.00,                119656171.35,385083
,ORIENTHOT,EQ,        37.70,                  3098665.60,82105
,ORIENTLTD,EQ,        87.85,                  4117853.10,46608
,ORIENTPPR,EQ,        29.90,                 33012288.65,1090029
,ORIENTREF,EQ,       328.35,                 45057087.95,136915
,ORISSAMINE,EQ,      3232.90,                 59821551.60,18382
,ORTEL,BZ,         1.00,                     3000.00,3000
,ORTINLAB,EQ,        36.05,                  3624206.80,99788
,OSIAHYPER,SM,       188.10,                   150440.00,800
,OSWALAGRO,EQ,        18.85,                  9738817.55,509888
,PAEL,BZ,         6.90,                    59281.25,8636
,PAGEIND,EQ,     33046.40,                769005304.95,23185
,PAISALO,EQ,       660.40,                 99983605.15,149752
,PALASHSECU,BE,        72.10,                   280209.60,3872
,PALREDTEC,EQ,       111.80,                  4360862.40,38249
,PANACEABIO,EQ,       365.05,                 53465847.80,146368
,PANACHE,EQ,        79.80,                  4015862.60,49916
,PANAMAPET,EQ,       257.80,                 39269186.55,150844
,PAR,SM,       126.15,                  4265600.00,34000
,PARACABLES,EQ,        21.10,                 84108515.35,3870914
,PARAGMILK,EQ,       142.10,                339836690.05,2347433
,PARIN,SM,        46.10,                    92200.00,2000
,PARSVNATH,EQ,        14.70,                 19366552.10,1325613
,PATELENG,EQ,        19.30,                 33867182.45,1755230
,PATINTLOG,EQ,        25.95,                  8123344.95,304524
,PATSPINLTD,BE,         7.90,                    64365.85,8237
,PAVNAIND,SM,       191.00,                   297600.00,1600
,PBAINFRA,EQ,        15.25,                   877736.60,55692
,PCJEWELLER,EQ,        27.70,                137727840.65,4942132
,PDMJEPAPER,EQ,        44.20,                 17355921.50,385591
,PDSMFL,EQ,      1129.95,                 42374980.40,37381
,PEARLPOLY,EQ,        16.85,                   223735.40,12944
,PENIND,EQ,        35.85,                128109522.35,3635650
,PENINLAND,BE,        15.00,                  6537010.70,436985
,PERSISTENT,EQ,      2845.75,                925058001.75,324528
,PFC,N4,      1084.90,                  2541440.70,2343
,PFC,N8,      1437.95,                    35939.75,25
,PFC,N3,      1335.00,                   185565.00,139
,PFC,N5,      1250.00,                  3358365.50,2690
,PFIZER,EQ,      5653.70,                485585303.25,85171
,PFOCUS,BE,        57.85,                  2874017.05,49811
,PFS,EQ,        21.30,                364764098.40,16843522
,PGEL,EQ,       401.45,                 11004394.75,27271
,PGHL,EQ,      5665.05,                 31486813.20,5545
,PGIL,EQ,       271.85,                  3653335.20,13445
,PGINVIT,IV,       115.96,                 80352735.00,695300
,PHILIPCARB,EQ,       242.60,                243934190.90,1008589
,PHOENIXLTD,EQ,       860.20,                261275546.30,303799
,PIIND,EQ,      2959.90,                409284794.85,137516
,PILANIINVS,EQ,      1995.30,                 10635996.90,5316
,PILITA,EQ,         8.50,                 22823264.45,2644141
,PIONDIST,EQ,       128.20,                  5518015.95,43035
,PIONEEREMB,EQ,        58.70,                 23919596.60,396058
,PITTIENG,EQ,       147.70,                 39924783.75,264844
,PKTEA,BE,       328.55,                   777032.55,2321
,PLASTIBLEN,EQ,       289.25,                 80587414.75,276520
,PNBGILTS,EQ,        73.00,                 18023068.10,247250
,PNBHOUSING,BE,       729.20,                 35682160.35,48569
,PNC,BE,        40.55,                   340488.15,8373
,PNCINFRA,EQ,       303.00,                178456286.60,590842
,PODDARHOUS,EQ,       239.45,                 17265515.30,70328
,PODDARMENT,EQ,       309.90,                 13506076.35,43144
,POKARNA,EQ,       371.25,                 93407657.95,249771
,POLYCAB,EQ,      1899.25,                420409453.60,220964
,POLYMED,EQ,       978.80,                 33084792.65,33674
,POLYPLEX,EQ,      1505.25,                161417341.60,106573
,PONNIERODE,EQ,       302.90,                 15019587.35,48706
,POWERINDIA,EQ,      1923.40,                 55425662.10,28600
,POWERMECH,EQ,       831.45,                 37893055.65,45406
,PPAP,EQ,       260.20,                 36568042.75,140205
,PPL,EQ,       175.30,                 44243894.95,252595
,PRADIP,BE,         1.10,                    17000.30,14182
,PRAENG,EQ,        17.70,                  7456614.55,408740
,PRAJIND,BE,       365.60,                115244587.70,315228
,PRAKASH,EQ,        78.45,                 70977387.95,901760
,PRAKASHSTL,BE,         1.35,                  1524705.75,1182553
,PRAXIS,EQ,        43.60,                   315324.40,7174
,PRECAM,EQ,        91.05,                 42382416.05,464477
,PRECOT,EQ,       264.90,                 30111098.70,113354
,PRECWIRE,EQ,       222.40,                  3276145.50,14664
,PREMEXPLN,EQ,       216.65,                  3922295.70,18135
,PREMIER,BE,         3.80,                    14016.15,3648
,PREMIERPOL,EQ,        71.60,                  1534850.10,21322
,PRESSMN,EQ,        35.30,                  9586125.15,267496
,PRESTIGE,EQ,       318.35,               1322564904.15,4206233
,PRICOLLTD,EQ,       103.45,                219473510.10,2106734
,PRIMESECU,EQ,        85.70,                 11370342.30,134402
,PRINCEPIPE,EQ,       715.00,                252473597.20,351668
,PRIVISCL,EQ,      1369.75,                 43009236.55,30923
,PROINDIA,EQ,         8.05,                    27498.80,3416
,PROLIFE,SM,        91.50,                  1058700.00,12000
,PROZONINTU,BE,        33.10,                 12626297.95,381847
,PRSMJOHNSN,EQ,       139.40,                 90484892.50,639453
,PSB,EQ,        20.20,                  7249102.95,357935
,PSPPROJECT,EQ,       460.80,                 59626551.30,128764
,PSUBNKBEES,EQ,        26.99,                 16549590.40,611180
,PTC,EQ,       103.15,                125906990.80,1218196
,PTL,EQ,        50.75,                  8408035.50,165555
,PUNJABCHEM,EQ,      1418.30,                 79684612.35,55370
,PUNJLLOYD,BZ,         2.40,                   924839.15,385077
,PURVA,EQ,       113.15,                374653492.30,3337689
,PVR,EQ,      1368.35,                430598232.35,314150
,QGOLDHALF,EQ,      2085.50,                   716236.45,344
,QNIFTY,EQ,      1659.00,                    71311.66,43
,QUESS,EQ,       743.35,                601391495.65,804451
,QUICKHEAL,EQ,       309.00,                128168650.05,410907
,RADAAN,BE,         1.00,                     3902.00,3902
,RADICO,EQ,       757.80,                127598183.45,167689
,RADIOCITY,EQ,        25.55,                 10910529.50,424188
,RAILTEL,EQ,       148.30,                259761903.35,1757486
,RAIN,EQ,       231.45,                942407482.95,4059048
,RAJESHEXPO,EQ,       575.90,                348006458.55,596621
,RAJMET,BE,       153.00,                   328858.75,2149
,RAJRATAN,BE,      1662.90,                  7628513.95,4584
,RAJRAYON,BZ,          .30,                    42449.85,132957
,RAJSREESUG,BE,        32.60,                  1429351.25,43692
,RAJTV,EQ,        52.90,                   586251.30,11085
,RALLIS,EQ,       335.30,                823017963.30,2478047
,RAMANEWS,EQ,        20.70,                  9135843.50,427551
,RAMASTEEL,EQ,       146.20,                  8662210.45,58853
,RAMCOCEM,EQ,      1113.85,                237934666.65,214231
,RAMCOIND,EQ,       291.15,                 55847689.65,191924
,RAMCOSYS,EQ,       649.15,                637325538.75,969283
,RAMKY,BE,       180.40,                 20161498.65,112352
,RANASUG,EQ,        34.10,                163414802.10,4743152
,RANEENGINE,EQ,       342.95,                 12194351.65,35344
,RANEHOLDIN,EQ,       699.30,                 52899401.65,74889
,RATNAMANI,EQ,      2065.85,                 27746427.05,13424
,RAYMOND,EQ,       442.15,                264432233.10,595153
,RBL,EQ,      1090.95,                 83852103.15,77383
,RBLBANK,EQ,       214.95,               2519933822.35,11697750
,RCF,EQ,        83.35,                268578469.70,3213929
,RCOM,EQ,         3.80,                250796204.85,66396794
,RECLTD,EQ,       150.75,                942726362.05,6234301
,RECLTD,NE,      1139.00,                    11382.50,10
,RECLTD,NI,      1189.17,                   541827.28,456
,RECLTD,N8,      1125.22,                  1362869.00,1210
,RECLTD,NF,      1315.00,                    65750.00,50
,RECLTD,N9,      1288.00,                    38640.00,30
,RECLTD,N1,      1079.34,                   215934.40,200
,RECLTD,N5,      1199.99,                     9599.92,8
,REDINGTON,EQ,       334.15,                384400555.95,1145637
,REFEX,EQ,       139.50,                 15006468.75,107060
,RELAXO,EQ,      1168.00,                104895381.00,89824
,RELCAPITAL,EQ,        20.05,                 55305374.80,2726873
,RELIANCEP1,E1,      1453.55,                181173888.50,124381
,RELIGARE,EQ,       139.80,                306488517.00,2187191
,RELINFRA,BE,        80.90,                 81848664.85,1005861
,REMSONSIND,EQ,       262.80,                  2319917.30,8754
,RENUKA,BE,        34.90,                490230099.90,13981578
,REPCOHOME,EQ,       386.15,                 66315218.60,172118
,REPL,EQ,       236.20,                  6992820.90,29647
,REPRO,EQ,       362.80,                  3244778.45,8934
