,23-Apr-2021
The Nifty witnessed an intraday movement of about 187.85 points.The closing index was 0.45 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 65545.12
, Traded Quantity (in Lakhs), 25247.71
, Number of Trades, 19551105
, Total Market Capitalisation (Rs. Crores), 20103744.22

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14406.15,     14326.35,     14461.15,     14273.30,     14341.35,-64.8
,NIFTY50 EQL Wgt,     15977.00,     15912.15,     16050.05,     15823.40,     15914.40,-62.6
,NIFTY100 EQL Wgt,     16876.20,     16828.65,     16968.65,     16753.60,     16855.40,-20.8
,NIFTY100 LowVol30,     11201.70,     11181.50,     11226.30,     11100.90,     11149.55,-52.15
,NIFTY Alpha 50,     24055.55,     24096.90,     24372.40,     23956.75,     24120.20,64.65
,NIFTY MIDCAP 150,      8863.70,      8866.90,      8966.50,      8840.40,      8892.85,29.15
,NIFTY SMLCAP 50,      4091.65,      4096.65,      4138.20,      4092.05,      4121.50,29.85
,NIFTY SMLCAP 250,      6987.25,      6997.40,      7071.00,      6982.65,      7015.95,28.7
,NIFTY MIDSML 400,      8191.95,      8197.55,      8286.75,      8175.45,      8220.85,28.9
,NIFTY200 QUALTY30,     12147.70,     12117.20,     12171.95,     12039.00,     12087.75,-59.95
,Nifty FinSrv25 50,     15059.80,     14927.60,     15238.70,     14927.30,     15116.80,57
,NIFTY AlphaLowVol,     14289.20,     14277.70,     14351.25,     14154.25,     14239.05,-50.15
,Nifty200Momentm30,     15978.05,     15977.55,     16094.65,     15788.25,     15907.95,-70.1
,Nifty100ESGSecLdr,      2477.25,      2467.90,      2484.15,      2454.65,      2465.35,-11.9
,Nifty IT,     25826.70,     25746.45,     25926.05,     25531.95,     25609.10,-217.6
,Nifty Next 50,     34242.85,     34196.80,     34483.20,     34078.80,     34284.85,42
,Nifty Bank,     31782.60,     31490.60,     32148.40,     31377.15,     31722.30,-60.3
,NIFTY MIDCAP 100,     23432.65,     23434.90,     23707.30,     23340.55,     23492.75,60.1
,Nifty 500,     12132.05,     12086.20,     12199.40,     12044.90,     12105.60,-26.45
,Nifty 100,     14564.25,     14492.20,     14625.10,     14439.90,     14510.95,-53.3
,Nifty Midcap 50,      6506.95,      6503.25,      6583.80,      6462.25,      6512.90,5.95
,Nifty Realty,       305.15,       304.25,       306.75,       299.50,       301.80,-3.35
,Nifty Infra,      3946.95,      3941.30,      3968.30,      3909.85,      3932.55,-14.4
,Nifty Energy,     17370.95,     17323.20,     17594.10,     17304.40,     17537.70,166.75
,Nifty FMCG,     34043.05,     33938.10,     34002.85,     33631.70,     33726.10,-316.95
,Nifty MNC,     15853.80,     15814.90,     15890.35,     15739.95,     15796.50,-57.3
,Nifty Pharma,     13378.95,     13373.10,     13476.55,     13169.00,     13319.75,-59.2
,Nifty PSE,      3011.65,      3002.00,      3058.45,      3000.65,      3042.35,30.7
,Nifty PSU Bank,      1961.25,      1941.65,      1998.60,      1940.65,      1967.20,5.95
,Nifty Serv Sector,     20112.10,     19959.40,     20245.40,     19935.45,     20062.05,-50.05
,India VIX,23.0250,23.0250,23.0525,20.2100,22.6900,-0.3350
,Nifty Auto,      9644.55,      9569.25,      9695.90,      9534.90,      9596.95,-47.6
,Nifty Metal,      4460.90,      4471.75,      4528.20,      4396.65,      4446.85,-14.05
,Nifty Media,      1506.55,      1503.80,      1530.05,      1497.65,      1513.65,7.1
,NIFTY SMLCAP 100,      8216.00,      8221.75,      8308.65,      8202.90,      8250.55,34.55
,Nifty 200,      7550.70,      7518.05,      7588.30,      7490.65,      7528.90,-21.8
,Nifty Div Opps 50,      3002.15,      2992.45,      3010.75,      2978.15,      2992.05,-10.1
,Nifty Commodities,      4483.25,      4482.30,      4520.35,      4443.35,      4480.25,-3
,Nifty Consumption,      5862.70,      5844.85,      5868.90,      5794.35,      5818.90,-43.8
,Nifty Fin Service,     15239.50,     15095.65,     15381.70,     15049.80,     15238.25,-1.25
,Nifty50 Div Point,         1.92,         1.92,         1.92,         1.92,         1.92,0
,Nifty100 Liq 15,      3510.50,      3487.05,      3534.85,      3480.10,      3502.55,-7.95
,Nifty CPSE,      1716.30,      1708.85,      1748.15,      1708.15,      1741.15,24.85
,Nifty GrowSect 15,      7219.45,      7193.25,      7215.80,      7119.65,      7159.95,-59.5
,Nifty50 PR 2x Lev,      6293.95,      6223.70,      6340.95,      6178.10,      6236.80,-57.15
,Nifty50 PR 1x Inv,       304.15,       305.90,       307.00,       303.05,       305.55,1.4
,Nifty50 TR 2x Lev,      8402.60,      8308.75,      8465.30,      8247.90,      8326.20,-76.4
,Nifty50 TR 1x Inv,       263.35,       264.85,       265.80,       262.40,       264.60,1.25
,Nifty50 Value 20,      7347.40,      7315.05,      7364.75,      7265.60,      7301.10,-46.3
,Nifty Mid Liq 15,      5502.25,      5481.80,      5572.60,      5470.30,      5519.00,16.75
,Nifty Pvt Bank,     16918.35,     16782.30,     17133.30,     16717.60,     16911.00,-7.35
,NIFTY100 Qualty30,      3259.70,      3248.35,      3268.35,      3232.20,      3246.35,-13.35
,Nifty GS 8 13Yr,      2243.19,      2243.57,      2243.79,      2241.52,      2243.39,.2
,Nifty GS 10Yr,      2041.07,      2041.40,      2041.71,      2037.05,      2040.09,-.98
,Nifty GS 10Yr Cln,       954.23,       954.23,       954.38,       952.15,       953.60,-.63
,Nifty GS 4 8Yr,      2399.07,      2399.44,      2402.46,      2398.56,      2401.02,1.95
,Nifty GS 11 15Yr,      2402.02,      2402.46,      2404.35,      2398.64,      2402.93,.91
,Nifty GS 15YrPlus,      2640.61,      2641.10,      2641.10,      2641.10,      2641.10,.49
,Nifty GS Compsite,      2289.48,      2289.86,      2291.41,      2287.76,      2290.56,1.08

,ADVANCES,1028
,DECLINES,864
,UNCHANGED,112

,Total securities that have hit their price bands today,283

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,       921.40,       925.60,0.46,2303.79
,MANUGRAPH,EQ,        10.50,                    33804.80,3283
,MANXT50,EQ,       341.90,                  3418143.10,10000
,MARALOVER,BE,        31.60,                  1444057.90,46866
,MARATHON,EQ,        51.95,                  2710282.65,51821
,MARINE,EQ,        68.90,                 81023133.85,1183282
,MARKSANS,EQ,        70.40,               2650597722.40,36209303
,MARSHALL,SM,        11.55,                   136800.00,12000
,MASFIN,EQ,       820.25,                 13844197.40,16811
,MASTEK,EQ,      1374.20,                356719110.30,252602
,MATRIMONY,EQ,       863.40,                 30769404.90,34838
,MAWANASUG,EQ,        39.00,                  4866170.40,121742
,MAXHEALTH,EQ,       224.45,                335486176.55,1482866
,MAXIND,EQ,        64.90,                184756702.35,2861774
,MAXVIL,EQ,        55.75,                  3540614.05,63020
,MAYURUNIQ,EQ,       414.85,                 20996748.35,50772
,MAZDA,EQ,       446.15,                  3905674.80,8727
,MAZDOCK,EQ,       195.20,                 56941109.70,290914
,MBAPL,BE,        78.60,                     1650.60,21
,MBECL,BE,         7.15,                    99022.95,13934
,MBLINFRA,EQ,        18.50,                  2658126.15,145892
,MCDHOLDING,EQ,        40.35,                   230048.45,5761
,MCL,EQ,        90.95,                  1656257.95,18355
,MCLEODRUSS,EQ,        20.80,                  2370617.60,113972
,MCX,EQ,      1459.05,                184192071.10,126316
,MEGASOFT,EQ,         9.85,                   757474.05,78749
,MEGH,EQ,       123.20,                591334727.05,4627437
,MELSTAR,BZ,         1.90,                     3390.85,1749
,MENONBE,EQ,        50.15,                  2660571.80,52427
,MEP,EQ,        15.40,                  1456722.35,93944
,MERCATOR,BE,          .75,                   105593.65,136805
,METALFORGE,BE,         5.50,                    91845.00,16770
,METROPOLIS,EQ,      2386.90,                160410718.95,66920
,MFSL,EQ,       863.60,                433440481.05,502189
,MGEL,EQ,        46.50,                   130864.95,2814
,MGL,EQ,      1108.85,                333123035.05,302773
,MHRIL,EQ,       202.55,                  9399749.35,46619
,MIC,BE,          .65,                    41266.65,60065
,MIDHANI,EQ,       179.80,                 80271732.70,441248
,MILTON,SM,        18.20,                  4084080.00,224400
,MINDACORP,EQ,        96.15,                 30320536.60,317115
,MINDAIND,EQ,       536.65,                211356957.95,387797
,MINDSPACE,RR,       298.22,                 37176470.00,124800
,MINDTECK,EQ,        43.75,                   559209.65,12848
,MINDTREE,EQ,      2018.30,               1570755179.55,771071
,MIRCELECTR,BE,        12.55,                  2613715.20,208591
,MIRZAINT,EQ,        44.65,                 11411846.65,255771
,MITTAL,EQ,         8.65,                   534144.70,62317
,MMFL,EQ,       452.00,                  3943022.85,8772
,MMP,EQ,        84.70,                   535713.30,6255
,MMTC,EQ,        39.10,                244773080.50,6198601
,MODIRUBBER,BE,        77.35,                   301495.35,3940
,MOHITIND,EQ,         6.50,                    11752.60,1798
,MOHOTAIND,BE,         6.20,                    66649.10,10839
,MOIL,EQ,       151.35,                 20619680.85,135354
,MOKSH,SM,        50.70,                   603750.00,12000
,MOLDTECH,EQ,        40.60,                   521062.35,12818
,MOLDTEKPP,E1,       268.80,                   449638.10,1732
,MOLDTKPAC,EQ,       405.95,                 15954873.30,38810
,MOLDTKPAC,W1,       260.00,                   286573.00,1103
,MONTECARLO,EQ,       223.85,                 13158496.00,57880
,MORARJEE,EQ,        14.05,                   102922.15,7292
,MOREPENLAB,EQ,        50.00,               2062478540.55,39645293
,MOTILALOFS,EQ,       591.35,                 74785310.35,126319
,MOTOGENFIN,EQ,        20.40,                   105711.65,5200
,MPHASIS,EQ,      1696.50,               1026384601.75,606412
,MPSLTD,EQ,       621.10,                 13266546.00,21168
,MPTODAY,SM,        20.70,                    82800.00,4000
,MRF,EQ,     78214.15,               1401225828.00,17859
,MRPL,EQ,        37.45,                104883544.70,2769083
,MSPL,EQ,         9.95,                   414048.05,41539
,MSTCLTD,EQ,       266.60,                 70818795.80,265432
,MTARTECH,EQ,       957.65,                145975657.70,151055
,MTEDUCARE,EQ,         6.80,                   422245.40,62217
,MTNL,EQ,        16.50,                 93463618.55,5792622
,MUKANDLTD,EQ,       107.30,                 31705071.85,294603
,MUKANDLTD,P1,         5.30,                       68.90,13
,MUKTAARTS,EQ,        27.75,                   535002.55,19143
,MUNJALAU,EQ,        49.75,                  2987964.05,59739
,MUNJALSHOW,EQ,       131.00,                  3489485.15,26397
,MURUDCERA,EQ,        19.10,                   480661.80,24955
,MUTHOOTCAP,EQ,       362.20,                  8379182.65,23090
,N100,EQ,      1018.75,                 57126075.83,56098
,NABARD,N2,      1240.99,                   989271.73,800
,NACLIND,EQ,        37.70,                  1572545.25,41548
,NAGAFERT,BE,         5.30,                   710722.10,135428
,NAGREEKCAP,EQ,         5.85,                     3249.60,554
,NAGREEKEXP,EQ,        17.05,                   197396.60,11356
,NAHARCAP,EQ,        90.80,                   384449.35,4199
,NAHARINDUS,EQ,        40.75,                   456912.65,11204
,NAHARPOLY,EQ,       106.80,                  4384305.55,40632
,NAHARSPING,EQ,        95.40,                  2382023.20,24616
,NAM-INDIA,EQ,       325.70,                252461471.65,771352
,NANDANI,SM,        26.50,                  1173750.00,45000
,NATCOPHARM,EQ,       877.70,                646495718.35,729034
,NATHBIOGEN,EQ,       332.50,                 20289956.85,59759
,NATIONALUM,EQ,        56.75,               1044712331.65,18244497
,NATNLSTEEL,BE,         4.15,                    54762.60,12952
,NAVINFLUOR,EQ,      3172.20,               1245456656.30,390027
,NAVKARCORP,EQ,        34.50,                 71606676.00,2038762
,NAVNETEDUL,EQ,        74.75,                  2217485.00,29672
,NAZARA,EQ,      1689.85,               1131389924.25,671624
,NBCC,EQ,        39.75,                289044918.40,7217660
,NBIFIN,EQ,      1862.60,                   938444.30,508
,NBVENTURES,EQ,        72.40,                 50408807.50,688853
,NCC,EQ,        74.40,                200032108.50,2690250
,NCLIND,EQ,       172.35,                 32812242.50,188491
,NCPSESDL24,EQ,       103.49,                   132392.51,1279
,NDGL,EQ,       720.00,                    97369.65,132
,NDL,EQ,        30.65,                   862551.95,27620
,NDRAUTO,EQ,       194.40,                   306037.20,1580
,NDTV,EQ,        54.25,                  2144647.75,39150
,NECCLTD,EQ,         8.45,                   248913.35,29323
,NECLIFE,EQ,        25.70,                341466182.20,12380296
,NELCAST,EQ,        64.05,                  1394385.90,21635
,NELCO,EQ,       186.45,                 10371299.70,55536
,NEOGEN,EQ,       867.70,                 21173742.45,24227
,NESCO,EQ,       486.20,                 46883920.60,95476
,NETF,EQ,       175.66,                   108305.74,633
,NETFCONSUM,EQ,        63.20,                  1423608.35,22373
,NETFDIVOPP,EQ,        36.52,                   385156.38,10597
,NETFGILT5Y,EQ,        47.89,                      910.11,19
,NETFIT,EQ,        25.83,                 14102957.03,541887
,NETFLTGILT,EQ,        22.27,                   594622.77,26702
,NETFMID150,EQ,        89.91,                 12881248.97,143169
,NETFNIF100,EQ,       149.50,                   305262.95,2035
,NETFNV20,EQ,        79.41,                   245665.23,3084
,NETFSDL26,EQ,       102.51,                    14867.43,145
,NETWORK18,EQ,        40.50,                409356050.10,9634235
,NEULANDLAB,EQ,      2506.35,                373593793.55,146715
,NEWGEN,EQ,       311.10,                 15174315.15,48289
,NEXTMEDIA,EQ,         4.85,                   157791.70,31949
,NFL,EQ,        51.95,                 58154553.75,1113354
,NH,EQ,       398.70,                 26502010.95,66160
,NHAI,N2,      1240.00,                 20177598.32,16275
,NHAI,NE,      1269.00,                   760080.00,600
,NHAI,NC,      1153.50,                   346050.00,300
,NHAI,NA,      1232.05,                  2220093.12,1802
,NHAI,N1,      1077.50,                  1706994.90,1585
,NHAI,N6,      1275.01,                   308427.21,241
,NHBTF2014,N4,      5624.50,                   954890.00,170
,NHBTF2014,N6,      7148.59,                   929365.94,130
,NHBTF2023,N7,      8280.00,                     8280.00,1
,NHPC,EQ,        24.40,                105543327.35,4356361
,NIACL,EQ,       148.90,                 71808765.65,478897
,NIBL,EQ,        17.10,                   164775.60,9636
,NIFTYBEES,EQ,       153.86,                230836092.97,1497148
,NIITLTD,EQ,       167.15,                 49933475.95,295477
,NILAINFRA,BE,         4.40,                   112718.00,25737
,NILASPACES,BE,         1.30,                   179363.80,136963
,NILKAMAL,EQ,      1890.50,                 16273955.55,8554
,NIPPOBATRY,EQ,       749.70,                  1228970.65,1633
,NIRAJ,EQ,        40.50,                   754974.15,18743
,NITCO,EQ,        18.35,                   669278.55,36364
,NITINFIRE,BZ,          .60,                   183106.65,278645
,NITINSPIN,EQ,        80.80,                  6406524.20,79839
,NITIRAJ,EQ,        43.35,                    10902.15,253
,NKIND,EQ,        20.00,                     7765.70,380
,NLCINDIA,EQ,        47.05,                 22453710.90,475174
,NOCIL,EQ,       173.45,                153365769.85,870319
,NOIDATOLL,BE,         6.15,                   133691.15,21917
,NORBTEAEXP,EQ,         5.35,                     2676.00,510
,NOVARTIND,EQ,       646.50,                 30246000.25,46171
,NPBET,EQ,       168.12,                    10257.88,60
,NRAIL,EQ,       206.15,                  8105965.80,38987
,NRBBEARING,EQ,       102.50,                 19726026.75,191614
,NSIL,EQ,      1269.70,                   982524.80,776
,NTL,EQ,          .75,                     2777.25,3703
,NTPC,NB,      1150.00,                   180550.00,157
,NTPC,N7,        13.57,                   560610.15,41247
,NTPC,N4,      1150.00,                   421639.50,367
,NUCLEUS,EQ,       533.35,                 18909174.90,35228
,NURECA,EQ,      1279.65,                 48573430.40,38156
,NXTDIGITAL,EQ,       474.35,                   467737.50,978
,OAL,EQ,       726.00,                  9617712.70,13148
,OBEROIRLTY,EQ,       521.60,                102319613.90,194870
,OCCL,EQ,       873.70,                 11363134.35,12827
,OIL,EQ,       115.95,                 44548812.95,384589
,OILCOUNTUB,BE,         6.00,                    95920.25,16065
,OLECTRA,EQ,       186.50,                 53032213.65,278542
,OMAXAUTO,EQ,        40.45,                  3775894.70,89337
,OMAXE,EQ,        68.90,                  6079548.55,88138
,OMINFRAL,EQ,        20.70,                  1219093.80,58984
,ONELIFECAP,BE,         6.20,                    14506.20,2451
,ONEPOINT,EQ,        15.60,                  5118980.70,321589
,ONMOBILE,EQ,       101.45,                 68423977.15,659614
,ONWARDTEC,EQ,       114.70,                  5801854.25,50484
,OPTIEMUS,EQ,       118.90,                  6188218.85,51711
,OPTOCIRCUI,BE,         4.65,                   699880.80,150512
,ORBTEXP,EQ,        56.55,                   258756.90,4549
,ORCHPHARMA,BE,      1585.40,                   261591.00,165
,ORICONENT,BE,        19.10,                   422206.95,22048
,ORIENTABRA,EQ,        23.35,                  9951529.40,425177
,ORIENTALTL,EQ,         7.75,                  2659103.75,330498
,ORIENTBELL,EQ,       208.55,                  1927430.85,9182
,ORIENTCEM,EQ,       105.15,                 57154931.80,537425
,ORIENTELEC,EQ,       283.95,                115187213.15,409029
,ORIENTHOT,EQ,        22.80,                   697859.15,30990
,ORIENTLTD,EQ,        80.60,                    14569.20,183
,ORIENTPPR,EQ,        22.65,                 16597332.85,729851
,ORIENTREF,EQ,       312.25,                301248385.90,959482
,ORISSAMINE,EQ,      2306.65,                 11496692.55,4957
,ORTEL,BZ,         1.05,                    15788.45,15146
,ORTINLAB,EQ,        31.35,                  9446358.20,295127
,OSWALAGRO,EQ,         8.85,                   238057.80,26455
,OSWALSEEDS,SM,        39.75,                   159000.00,4000
,PAEL,BZ,         9.35,                    14127.85,1511
,PAGEIND,EQ,     29127.40,               1143641860.00,38733
,PAISALO,EQ,       641.20,                 25679490.30,40052
,PALASHSECU,EQ,        51.15,                   100682.45,1940
,PALREDTEC,BE,       138.55,                  2676034.15,20163
,PANACEABIO,EQ,       351.00,               1649945691.55,4742963
,PANACHE,EQ,        57.20,                   473178.30,8141
,PANAMAPET,EQ,       167.25,                144209760.55,848415
,PANSARI,SM,        51.50,                   921000.00,18000
,PAR,SM,       117.35,                   940100.00,8000
,PARACABLES,EQ,         8.75,                  2121713.25,241174
,PARAGMILK,EQ,       111.75,                118277769.75,1058052
,PARSVNATH,BE,         7.45,                   277370.90,38021
,PARTYCRUS,SM,        27.60,                   276000.00,10000
,PASHUPATI,SM,        76.70,                  3946000.00,51200
,PATELENG,EQ,        11.55,                  1257684.90,107955
,PATINTLOG,EQ,        18.00,                   624139.75,34553
,PATSPINLTD,EQ,         4.60,                    93523.35,21388
,PAVNAIND,SM,       165.95,                   793160.00,4800
,PCJEWELLER,EQ,        22.95,                 20104392.85,867846
,PDMJEPAPER,EQ,        22.15,                   339616.95,15293
,PDSMFL,EQ,       687.30,                  1169316.40,1694
,PEARLPOLY,EQ,        16.85,                   201751.00,12460
,PENIND,EQ,        17.80,                  5864392.40,324388
,PENINLAND,BE,         7.25,                   694610.55,94631
,PENTAGOLD,SM,        98.40,                  3837600.00,39000
,PERSISTENT,EQ,      1875.00,                 80510638.75,42532
,PFC,N4,      1073.50,                  1662930.00,1550
,PFC,N8,      1431.00,                  1532693.00,1071
,PFC,N3,      1330.00,                    13300.00,10
,PFC,N5,      1229.00,                   307250.00,250
,PFIZER,EQ,      5175.70,               1631458327.45,312786
,PFOCUS,EQ,        70.50,                  5425763.50,75538
,PFS,EQ,        16.75,                  9856383.65,583579
,PGEL,BE,       324.95,                 12805818.55,37778
,PGHL,EQ,      6314.10,                 27501393.00,4348
,PGIL,EQ,       177.05,                  4571769.50,25847
,PHILIPCARB,EQ,       201.25,                306126413.90,1495857
,PHOENIXLTD,EQ,       678.75,                 63815597.90,93662
,PIGL,SM,        58.25,                  1692800.00,28000
,PIIND,EQ,      2522.55,                775123334.80,304231
,PILANIINVS,EQ,      1673.75,                 14123562.35,8457
,PILITA,EQ,        13.00,                  2644295.10,204497
,PIONDIST,EQ,       103.05,                  1915064.55,18672
,PIONEEREMB,EQ,        45.60,                 24349476.85,531774
,PITTIENG,EQ,        64.35,                 12795648.15,198582
,PKTEA,BE,       209.30,                    10918.60,56
,PLASTIBLEN,EQ,       231.55,                  7536846.70,32688
,PNBGILTS,EQ,        50.05,                  6171701.95,122560
,PNBHOUSING,EQ,       357.65,                 33548174.60,92831
,PNC,BE,        55.20,                  5944046.70,103892
,PNCINFRA,EQ,       235.05,                 45173609.65,189188
,PODDARHOUS,BE,       154.00,                    89861.60,592
,PODDARMENT,EQ,       209.60,                  2285351.60,10875
,POKARNA,EQ,       245.80,                 44455207.15,179272
,POLYCAB,EQ,      1485.30,               1137384947.50,768870
,POLYMED,EQ,      1024.10,                480880302.60,464815
,POLYPLEX,EQ,       886.55,                 48255841.20,54423
,PONNIERODE,EQ,       163.45,                  1716445.85,10595
,POWERFUL,SZ,         2.80,                    11200.00,4000
,POWERINDIA,EQ,      1511.80,                 85902000.05,56609
,POWERMECH,EQ,       560.35,                 24546798.50,43381
,PPAP,EQ,       187.80,                  4453018.35,23643
,PPL,EQ,       127.15,                 49642658.65,389822
,PRAENG,EQ,         7.95,                   151077.85,19080
,PRAJIND,EQ,       218.20,                504699738.55,2296424
,PRAKASH,EQ,        74.60,                125753840.20,1632911
,PRAKASHSTL,EQ,          .75,                    58250.75,77548
,PRAXIS,BE,        35.50,                   185221.80,5111
,PRECAM,EQ,        42.55,                  2391163.25,55471
,PRECOT,EQ,       112.30,                  1120478.30,9986
,PRECWIRE,EQ,       180.10,                  4025938.60,22351
,PREMEXPLN,BE,       149.55,                   535148.90,3558
,PREMIER,BE,         2.05,                    17474.20,8524
,PREMIERPOL,EQ,        35.75,                   114136.60,3187
,PRESSMN,EQ,        22.35,                   516694.50,23463
,PRESTIGE,EQ,       275.75,                 78050716.50,284124
,PRICOLLTD,EQ,        72.75,                 36514743.00,500925
,PRIMESECU,BE,        42.15,                    49840.20,1174
,PRINCEPIPE,EQ,       490.05,                149845777.55,300405
,PRIVISCL,EQ,       884.40,                 34553724.50,38485
,PROZONINTU,EQ,        17.00,                  2323704.20,135890
,PRSMJOHNSN,EQ,       124.95,                 28985228.40,233424
,PSB,EQ,        16.75,                  5199258.35,306677
,PSPPROJECT,EQ,       427.75,                  8129188.15,19020
,PSUBNKBEES,EQ,        21.46,                  6666762.02,310313
,PTC,EQ,        82.00,                124258935.10,1520067
,PTL,EQ,        35.95,                  4715071.60,130685
,PUNJABCHEM,EQ,       866.80,                  6396136.25,7355
,PUNJLLOYD,BZ,         1.40,                   208047.65,152483
,PURVA,EQ,        65.30,                  1992257.00,30249
,PVR,EQ,      1145.25,               3409824938.45,3045833
,QGOLDHALF,EQ,      2062.00,                  1688356.85,819
,QNIFTY,EQ,      1483.00,                     5958.00,4
,QUESS,EQ,       564.70,                325992913.55,574690
,QUICKHEAL,EQ,       193.45,                 24913471.85,128561
,RADAAN,BE,          .85,                    21884.45,26699
,RADICO,EQ,       515.95,                 51394252.80,99866
,RADIOCITY,EQ,        23.90,                  2102513.40,87713
,RAILTEL,EQ,       123.20,               1601517669.35,13116395
,RAIN,EQ,       173.85,               3057334374.05,17475987
,RAJESHEXPO,EQ,       506.05,                 54753408.65,108218
,RAJMET,BE,        88.00,                    32623.00,375
,RAJRATAN,EQ,       839.15,                 10866262.95,12815
,RAJRAYON,BZ,          .25,                    72277.75,354007
,RAJSREESUG,BE,        17.75,                   312360.55,17851
,RAJTV,EQ,        36.70,                  1427974.75,39248
,RALLIS,EQ,       274.95,               1175857509.40,4145553
,RAMANEWS,EQ,        14.80,                   301816.60,20434
,RAMASTEEL,BE,        71.50,                   135289.90,1845
,RAMCOCEM,EQ,       958.65,                752857692.65,774515
,RAMCOIND,EQ,       251.75,                 17562984.15,69601
,RAMCOSYS,EQ,       505.35,                 59426854.95,117005
,RAMKY,EQ,        64.05,                  3219806.20,49973
,RAMSARUP,BZ,          .60,                    19587.00,32645
,RANASUG,EQ,         9.85,                 15838869.00,1559185
,RANEENGINE,EQ,       266.85,                 16138058.00,58816
,RANEHOLDIN,EQ,       610.10,                134904826.50,217130
,RATNAMANI,EQ,      1922.80,                 10605403.10,5498
,RAYMOND,EQ,       317.85,                115260391.85,363565
,RBL,EQ,       829.95,                 20191152.30,23707
,RBLBANK,EQ,       178.20,               3761704045.85,20997883
,RCF,EQ,        71.20,                179176875.45,2488124
,RCOM,EQ,         1.55,                 10922704.55,7015982
,RECLTD,EQ,       126.35,                317133155.95,2510618
,RECLTD,NI,      1249.00,                   468375.00,375
,RECLTD,N2,      1200.00,                   454310.00,380
,RECLTD,N8,      1125.00,                    32714.70,29
,RECLTD,NF,      1300.00,                   165100.27,127
,RECLTD,N9,      1284.05,                   403125.00,314
,REDINGTON,EQ,       171.20,                 39910610.15,226861
,REFEX,EQ,       148.10,                465269745.60,3239470
,RELAXO,EQ,       882.70,                123008603.55,137724
,RELCAPITAL,EQ,         9.75,                  5769527.10,584542
,RELIANCEPP,E1,       978.70,                310332307.10,315618
,RELIGARE,EQ,        89.65,                 32030687.15,356972
,RELINFRA,EQ,        33.25,                107619566.10,3177167
,REMSONSIND,EQ,       157.45,                  1761972.20,11543
,RENUKA,EQ,         9.90,                 54391688.15,5457691
,REPCOHOME,EQ,       315.65,                 23391638.35,74194
,REPL,EQ,       201.30,                  2374413.90,11816
,REPRO,EQ,       341.25,                   896188.90,2622
,RESPONIND,EQ,       159.30,                  2443527.80,15332
,REVATHI,EQ,       490.00,                   462340.25,957
,RGL,EQ,       379.45,                 15876275.65,41674
,RHFL,EQ,         2.60,                  1596327.20,613972
,RHFL,N4,       159.00,                    16129.10,101
,RICOAUTO,EQ,        38.35,                 10501805.80,272190
,RIIL,EQ,       357.55,                 17717303.70,49199
,RITES,EQ,       239.00,                 54353776.85,227011
,RKDL,EQ,         9.65,                  2282094.90,244685
,RKEC,EQ,        57.55,                  2123746.95,36061
,RKFORGE,EQ,       508.30,                  5271682.75,10282
,RMCL,BE,         2.15,                   139902.75,65164
,RMDRIP,SM,        19.75,                   197500.00,10000
,RML,EQ,       345.85,                 24583690.75,69685
,RNAVAL,BZ,         2.85,                  3793321.10,1354749
,ROHITFERRO,BE,         1.40,                     1195.60,854
,ROHLTD,EQ,        60.25,                  2129683.25,35240
,ROLLT,BE,         3.15,                    79368.15,25519
,ROLTA,EQ,         4.10,                  2150538.80,526748
,ROML,BE,        89.80,                   433732.30,4837
,ROSSARI,EQ,      1121.70,                238766537.75,213865
,ROSSELLIND,EQ,       104.90,                   730999.30,6955
,ROUTE,EQ,      1527.55,                399885199.05,258108
,RPGLIFE,EQ,       466.55,                149161639.80,312596
,RPOWER,EQ,         4.50,                 64436499.30,14272437
,RPPINFRA,EQ,        59.15,                 15742014.45,267600
,RPSGVENT,EQ,       336.15,                  7887735.75,23132
,RSSOFTWARE,EQ,        26.20,                   979326.75,36841
,RSWM,EQ,       171.85,                  3032545.60,17392
,RSYSTEMS,EQ,       116.55,                  2372949.05,20390
,RTNINDIA,EQ,         8.10,                  1772814.60,218866
,RTNPOWER,EQ,         2.50,                  8772622.85,3497105
,RUBYMILLS,EQ,       160.30,                   882558.00,5460
,RUCHI,EQ,       706.95,                 68304721.10,98275
,RUCHINFRA,BE,         5.85,                   663179.00,115255
,RUCHIRA,EQ,        59.00,                  1270445.30,21546
,RUPA,EQ,       298.70,                 11933901.65,40010
,RUSHIL,EQ,       194.50,                  5770103.10,29170
,RVHL,EQ,        17.35,                   767923.55,44356
,RVNL,EQ,        26.50,                155331064.75,5838338
,S&SPOWER,BE,        20.00,                    14221.15,708
,SABEVENTS,BE,         1.20,                     1374.95,1142
,SADBHAV,EQ,        60.45,                 13153273.20,216069
,SADBHIN,EQ,        19.10,                  1032514.40,53735
,SAFARI,EQ,       582.55,                  6538869.45,11187
,SAGARDEEP,EQ,        32.75,                   311931.80,9562
,SAGCEM,EQ,       726.60,                  8147820.15,11144
,SAIL,EQ,        93.10,               6896357392.20,72844016
,SAKAR,EQ,       115.70,                 12891862.90,109047
,SAKHTISUG,EQ,         9.70,                  2150426.70,217135
