,28-Nov-2024
The Nifty witnessed an intraday movement of about 472.4 points.The closing index was 1.49 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 116893.73
, Traded Quantity (in Lakhs), 45470.76
, Number of Trades, 39730669
, Total Market Capitalisation (Rs. Crores), 43939308.11

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24274.90,     24274.15,     24345.75,     23873.35,     23914.15,-360.75
,NIFTY50 EQL Wgt,     30113.70,     30138.00,     30198.40,     29606.80,     29663.15,-450.55
,NIFTY100 EQL Wgt,     31943.30,     32035.05,     32236.40,     31757.95,     31824.35,-118.95
,NIFTY100 LowVol30,     19415.35,     19430.15,     19463.35,     19084.00,     19139.80,-275.55
,NIFTY Alpha 50,     55640.20,     55911.80,     56618.75,     55768.80,     56086.80,446.6
,NIFTY MIDCAP 150,     20838.20,     20885.65,     21001.30,     20794.20,     20839.90,1.7
,NIFTY SMLCAP 50,      8911.45,      8948.85,      8996.75,      8881.80,      8900.15,-11.3
,NIFTY SMLCAP 250,     17552.65,     17612.10,     17737.80,     17532.35,     17577.85,25.2
,NIFTY MIDSML 400,     19713.95,     19766.80,     19885.35,     19683.20,     19725.25,11.3
,NIFTY200 QUALTY30,     21478.70,     21503.80,     21539.00,     21140.25,     21188.05,-290.65
,Nifty FinSrv25 50,     25958.10,     25999.75,     26163.05,     25596.70,     25691.45,-266.65
,NIFTY AlphaLowVol,     27745.80,     27770.50,     27840.30,     27404.20,     27473.75,-272.05
,Nifty200Momentm30,     34208.20,     34261.90,     34466.95,     33853.50,     33940.45,-267.75
,Nifty100ESGSecLdr,      4033.95,      4035.55,      4047.85,      3975.00,      3980.85,-53.1
,NIFTY100 ESG,      4807.05,      4811.65,      4825.55,      4740.40,      4749.95,-57.1
,NIFTY M150 QLTY50,     24369.65,     24407.95,     24462.70,     24244.40,     24296.75,-72.9
,NIFTY INDIA MFG,     14043.55,     14065.70,     14109.45,     13920.75,     13946.10,-97.45
,Nifty200 Alpha 30,     26248.15,     26295.35,     26434.75,     26036.60,     26105.40,-142.75
,NiftyM150Momntm50,     63499.20,     63653.90,     64182.25,     63417.50,     63698.05,198.85
,Nifty IT,     44018.70,     43948.00,     44013.10,     42864.80,     42968.75,-1049.95
,Nifty Next 50,     70185.40,     70442.90,     70872.40,     70050.75,     70254.25,68.85
,Nifty Bank,     52301.80,     52389.95,     52760.20,     51782.90,     51906.85,-394.95
,NIFTY MIDCAP 100,     56272.35,     56414.10,     56768.95,     56169.65,     56300.75,28.4
,Nifty 500,     22691.70,     22722.30,     22821.75,     22472.25,     22514.35,-177.35
,Nifty 100,     25115.15,     25135.90,     25230.10,     24791.60,     24836.25,-278.9
,Nifty Midcap 50,     15730.40,     15761.40,     15815.60,     15628.85,     15661.85,-68.55
,Nifty Realty,      1024.90,      1028.40,      1041.20,      1022.10,      1025.35,.45
,Nifty Infra,      8700.80,      8698.60,      8732.40,      8584.90,      8602.50,-98.3
,Nifty Energy,     37256.00,     37338.20,     37628.25,     36903.50,     36979.20,-276.8
,Nifty FMCG,     58028.60,     58068.50,     58788.85,     57444.80,     57706.05,-322.55
,Nifty MNC,     28843.60,     28928.80,     29001.85,     28587.95,     28650.65,-192.95
,Nifty Pharma,     21828.60,     21855.80,     21884.50,     21649.50,     21728.60,-100
,Nifty PSE,     10153.00,     10175.45,     10240.70,     10069.90,     10101.35,-51.65
,Nifty PSU Bank,      6783.95,      6804.55,      6883.85,      6771.95,      6846.85,62.9
,Nifty Serv Sector,     32224.90,     32237.25,     32351.45,     31684.65,     31752.00,-472.9
,India VIX,14.6250,14.6250,15.5625,14.2700,15.2050,0.5800
,Nifty Auto,     23517.35,     23509.25,     23549.70,     23091.80,     23134.70,-382.65
,Nifty Metal,      8987.35,      9020.45,      9074.85,      8947.00,      8964.85,-22.5
,Nifty Media,      1962.10,      1966.35,      1993.10,      1958.30,      1968.35,6.25
,NIFTY SMLCAP 100,     18502.85,     18579.35,     18712.35,     18468.10,     18511.55,8.7
,Nifty 200,     13649.85,     13664.95,     13720.80,     13499.30,     13524.75,-125.1
,Nifty Div Opps 50,      6516.50,      6518.15,      6542.00,      6429.45,      6449.10,-67.4
,Nifty Commodities,      8443.30,      8474.75,      8529.35,      8387.50,      8406.85,-36.45
,Nifty Consumption,     11468.20,     11475.70,     11528.00,     11327.85,     11349.60,-118.6
,Nifty Fin Service,     24171.55,     24211.90,     24378.05,     23854.70,     23919.60,-251.95
,Nifty50 Div Point,       233.03,       233.03,       233.03,       233.03,       233.03,0
,Nifty100 Liq 15,      6353.60,      6351.90,      6389.75,      6277.30,      6287.15,-66.45
,Nifty CPSE,      6578.35,      6594.85,      6617.15,      6503.95,      6525.55,-52.8
,Nifty GrowSect 15,     12013.90,     11993.00,     12025.05,     11758.70,     11789.25,-224.65
,Nifty50 PR 2x Lev,     13716.45,     13713.05,     13793.90,     13261.30,     13306.20,-410.25
,Nifty50 PR 1x Inv,       205.20,       205.25,       208.65,       204.65,       208.30,3.1
,Nifty50 TR 2x Lev,     20023.05,     20018.05,     20136.10,     19358.60,     19424.20,-598.85
,Nifty50 TR 1x Inv,       170.00,       170.05,       172.85,       169.55,       172.60,2.6
,Nifty50 Value 20,     13854.10,     13843.55,     13875.65,     13599.30,     13633.35,-220.75
,Nifty Mid Liq 15,     14085.10,     14090.80,     14179.35,     13992.95,     14021.80,-63.3
,Nifty Pvt Bank,     25517.95,     25541.95,     25689.10,     25189.55,     25234.85,-283.1
,NIFTY100 Qualty30,      5774.95,      5782.75,      5790.40,      5684.15,      5696.60,-78.35
,Nifty GS 8 13Yr,      2739.95,      2740.47,      2743.35,      2740.46,      2741.64,1.69
,Nifty GS 10Yr,      2421.99,      2422.44,      2424.98,      2422.44,      2423.54,1.55
,Nifty GS 10Yr Cln,       886.66,       886.66,       887.60,       886.66,       887.07,.41
,Nifty GS 4 8Yr,      2960.19,      2960.75,      2962.59,      2960.74,      2961.95,1.76
,Nifty GS 11 15Yr,      3035.37,      3035.95,      3038.54,      3035.94,      3036.57,1.2
,Nifty GS 15YrPlus,      3353.71,      3354.36,      3355.83,      3350.82,      3350.86,-2.85
,Nifty GS Compsite,      2835.74,      2836.29,      2838.89,      2836.27,      2837.15,1.41
,NIFTY HEALTHCARE,     13950.85,     13974.90,     13991.65,     13809.55,     13844.65,-106.2
,NIFTY CONSR DURBL,     40243.90,     40298.10,     40457.10,     39683.60,     39785.90,-458
,NIFTY OIL AND GAS,     10984.85,     10998.20,     11144.90,     10935.00,     10966.95,-17.9
,NIFTY500 MULTICAP,     15888.25,     15917.30,     15996.65,     15775.65,     15805.80,-82.45
,NIFTY LARGEMID250,     15793.25,     15817.80,     15889.75,     15675.65,     15706.75,-86.5
,NIFTY MID SELECT,     12619.25,     12642.00,     12688.55,     12529.20,     12553.75,-65.5
,NIFTY TOTAL MKT,     12799.20,     12817.65,     12876.35,     12682.30,     12706.15,-93.05
,NIFTY MICROCAP250,     24741.75,     24836.40,     25079.90,     24745.65,     24906.30,164.55
,NIFTY IND DIGITAL,      9608.80,      9608.00,      9611.85,      9467.40,      9510.30,-98.5
,Nifty Tata 25 Cap,     16740.65,     16714.60,     16763.70,     16466.90,     16495.50,-245.15
,Nifty MidSml Hlth,     41553.55,     41674.40,     41702.50,     41277.35,     41316.40,-237.15
,Nifty Multi Mfg,     14792.90,     14802.90,     14841.55,     14638.40,     14663.55,-129.35
,Nifty Multi Infra,     13728.70,     13742.00,     13815.00,     13626.70,     13652.70,-76
,BHARATBOND-APR25,      1281.00,      1281.22,      1281.25,      1281.18,      1281.18,.18
,BHARATBOND-APR30,      1441.18,      1441.47,      1441.47,      1441.02,      1441.02,-.16
,BHARATBOND-APR31,      1313.52,      1313.77,      1313.78,      1313.77,      1313.77,.25
,BHARATBOND-APR32,      1199.11,      1199.34,      1199.34,      1199.34,      1199.34,.23
,BHARATBOND-APR33,      1168.37,      1168.60,      1168.60,      1168.59,      1168.59,.22
,Nifty Ind Defence,      6594.20,      6642.10,      6744.80,      6623.60,      6702.10,107.9
,Nifty Ind Tourism,      8593.60,      8610.45,      8663.10,      8569.65,      8593.80,.2
,Nifty Capital Mkt,      3729.75,      3752.55,      3783.60,      3720.45,      3737.85,8.1
,Nifty500Momentm50,     58942.30,     59134.50,     59808.90,     58878.55,     59029.25,86.95
,NiftyMS400 MQ 100,     51465.55,     51622.40,     51941.15,     51396.25,     51538.05,72.5
,NiftySml250MQ 100,     50502.95,     50740.00,     51176.70,     50509.05,     50668.30,165.35
,Nifty Top 10 EW,      9539.85,      9529.20,      9564.30,      9374.90,      9398.30,-141.55

,ADVANCES,1477
,DECLINES,1294
,UNCHANGED,63

,Total securities that have hit their price bands today,175

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ADANIENT,EQ,      2397.80,      2437.10,1.64,3564.76
,ADANIPOWER,EQ,       523.05,       561.00,7.26,3420.55
,HDFCBANK,EQ,      1812.30,      1793.15,-1.06,3230.11
,ICICIBANK,EQ,      1300.70,      1286.35,-1.1,2947.8
