,06-Dec-2024
The Nifty witnessed an intraday movement of about 130.55 points.The closing index was 0.12 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 108779.08
, Traded Quantity (in Lakhs), 41207.01
, Number of Trades, 36913356
, Total Market Capitalisation (Rs. Crores), 45555196.31

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24708.40,     24729.45,     24751.05,     24620.50,     24677.80,-30.6
,NIFTY50 EQL Wgt,     30532.25,     30584.35,     30606.65,     30454.40,     30539.55,7.3
,NIFTY100 EQL Wgt,     32765.10,     32852.30,     32969.75,     32752.35,     32869.20,104.1
,NIFTY100 LowVol30,     19704.95,     19732.95,     19742.45,     19659.40,     19677.90,-27.05
,NIFTY Alpha 50,     58300.35,     58503.05,     59113.75,     58316.50,     59045.70,745.35
,NIFTY MIDCAP 150,     21577.65,     21622.55,     21686.95,     21532.65,     21665.40,87.75
,NIFTY SMLCAP 50,      9349.70,      9366.95,      9438.85,      9319.65,      9427.85,78.15
,NIFTY SMLCAP 250,     18230.40,     18276.25,     18348.55,     18181.75,     18328.95,98.55
,NIFTY MIDSML 400,     20435.95,     20481.70,     20543.85,     20389.15,     20529.00,93.05
,NIFTY200 QUALTY30,     21612.40,     21653.45,     21688.85,     21589.45,     21610.25,-2.15
,Nifty FinSrv25 50,     26474.55,     26504.00,     26616.10,     26345.60,     26502.15,27.6
,NIFTY AlphaLowVol,     28331.85,     28399.20,     28467.50,     28329.75,     28405.00,73.15
,Nifty200Momentm30,     35072.25,     35217.50,     35390.30,     35122.75,     35303.70,231.45
,Nifty100ESGSecLdr,      4129.05,      4134.25,      4136.25,      4115.25,      4124.55,-4.5
,NIFTY100 ESG,      4902.65,      4910.85,      4914.95,      4890.90,      4903.75,1.1
,NIFTY M150 QLTY50,     24944.30,     24981.50,     25044.20,     24905.70,     24962.85,18.55
,NIFTY INDIA MFG,     14366.20,     14404.30,     14446.40,     14349.90,     14432.40,66.2
,Nifty200 Alpha 30,     26885.10,     27001.25,     27146.80,     26940.95,     27074.05,188.95
,NiftyM150Momntm50,     66221.60,     66454.20,     66979.90,     66311.75,     66915.25,693.65
,Nifty IT,     44806.40,     44780.45,     44852.30,     44519.70,     44716.05,-90.35
,Nifty Next 50,     72487.05,     72789.10,     73218.60,     72619.35,     73040.40,553.35
,Nifty Bank,     53603.55,     53634.20,     53868.50,     53160.65,     53509.50,-94.05
,NIFTY MIDCAP 100,     58441.55,     58571.70,     58768.75,     58307.55,     58704.60,263.05
,Nifty 500,     23277.95,     23315.80,     23358.20,     23221.70,     23312.10,34.15
,Nifty 100,     25657.85,     25693.30,     25735.55,     25593.85,     25663.90,6.05
,Nifty Midcap 50,     16270.95,     16302.25,     16344.50,     16232.95,     16322.25,51.3
,Nifty Realty,      1074.45,      1076.75,      1077.25,      1061.95,      1073.90,-.55
,Nifty Infra,      8936.80,      8951.50,      8980.55,      8924.05,      8933.20,-3.6
,Nifty Energy,     37884.70,     37944.45,     38093.50,     37818.60,     37842.80,-41.9
,Nifty FMCG,     57605.20,     57742.90,     57997.55,     57602.10,     57744.30,139.1
,Nifty MNC,     29300.15,     29348.50,     29541.00,     29266.05,     29462.25,162.1
,Nifty Pharma,     22463.40,     22548.55,     22562.95,     22398.05,     22434.75,-28.65
,Nifty PSE,     10277.30,     10291.60,     10397.45,     10263.30,     10326.25,48.95
,Nifty PSU Bank,      7125.55,      7155.25,      7248.25,      7056.00,      7155.25,29.7
,Nifty Serv Sector,     32979.95,     32982.15,     33013.50,     32811.65,     32882.65,-97.3
,India VIX,14.5275,14.5275,15.0225,14.0450,14.1400,-0.3875
,Nifty Auto,     23736.25,     23799.75,     23982.50,     23722.85,     23960.25,224
,Nifty Metal,      9282.75,      9300.30,      9416.60,      9270.10,      9397.15,114.4
,Nifty Media,      2083.95,      2087.00,      2088.80,      2057.40,      2077.05,-6.9
,NIFTY SMLCAP 100,     19333.55,     19377.55,     19514.90,     19285.90,     19492.10,158.55
,Nifty 200,     13983.40,     14004.75,     14029.55,     13949.20,     13996.80,13.4
,Nifty Div Opps 50,      6617.35,      6627.95,      6653.75,      6613.25,      6640.60,23.25
,Nifty Commodities,      8729.10,      8749.80,      8786.25,      8727.15,      8764.30,35.2
,Nifty Consumption,     11626.40,     11663.40,     11695.40,     11625.25,     11658.55,32.15
,Nifty Fin Service,     24731.25,     24731.85,     24830.85,     24562.90,     24703.70,-27.55
,Nifty50 Div Point,       233.03,       233.03,       233.03,       233.03,       233.03,0
,Nifty100 Liq 15,      6471.40,      6476.90,      6480.30,      6437.50,      6465.15,-6.25
,Nifty CPSE,      6594.15,      6595.00,      6645.45,      6575.70,      6600.95,6.8
,Nifty GrowSect 15,     12157.25,     12170.85,     12180.20,     12126.45,     12170.65,13.4
,Nifty50 PR 2x Lev,     14183.45,     14205.00,     14229.35,     14080.15,     14145.75,-37.7
,Nifty50 PR 1x Inv,       201.80,       201.65,       202.55,       201.50,       202.10,.3
,Nifty50 TR 2x Lev,     20704.75,     20736.25,     20771.75,     20553.95,     20649.70,-55.05
,Nifty50 TR 1x Inv,       167.20,       167.10,       167.80,       166.95,       167.45,.25
,Nifty50 Value 20,     14005.05,     14026.35,     14054.05,     13971.90,     13987.00,-18.05
,Nifty Mid Liq 15,     14548.15,     14592.90,     14606.00,     14510.00,     14573.25,25.1
,Nifty Pvt Bank,     25958.45,     25965.75,     26091.90,     25757.60,     25956.35,-2.1
,NIFTY100 Qualty30,      5794.55,      5803.85,      5811.10,      5785.15,      5790.60,-3.95
,Nifty GS 8 13Yr,      2765.41,      2765.93,      2768.89,      2754.30,      2755.29,-10.12
,Nifty GS 10Yr,      2448.21,      2448.67,      2453.84,      2436.17,      2437.98,-10.23
,Nifty GS 10Yr Cln,       895.02,       895.02,       896.93,       890.40,       891.07,-3.95
,Nifty GS 4 8Yr,      2984.23,      2984.81,      2986.13,      2975.63,      2977.06,-7.17
,Nifty GS 11 15Yr,      3061.66,      3062.25,      3065.64,      3045.30,      3050.05,-11.61
,Nifty GS 15YrPlus,      3387.26,      3387.91,      3390.02,      3369.66,      3370.40,-16.86
,Nifty GS Compsite,      2861.67,      2862.22,      2865.06,      2850.16,      2851.39,-10.28
,NIFTY HEALTHCARE,     14431.05,     14476.45,     14482.40,     14391.50,     14422.05,-9
,NIFTY CONSR DURBL,     41732.45,     41867.40,     42263.05,     41749.20,     42186.95,454.5
,NIFTY OIL AND GAS,     11319.05,     11341.70,     11404.00,     11304.95,     11322.60,3.55
,NIFTY500 MULTICAP,     16353.95,     16384.10,     16417.40,     16314.65,     16394.85,40.9
,NIFTY LARGEMID250,     16244.75,     16272.95,     16306.60,     16208.00,     16280.10,35.35
,NIFTY MID SELECT,     12935.60,     12967.25,     12987.05,     12910.90,     12959.55,23.95
,NIFTY TOTAL MKT,     13138.90,     13161.35,     13186.20,     13108.35,     13160.65,21.75
,NIFTY MICROCAP250,     25843.00,     25937.95,     26066.30,     25836.30,     26005.80,162.8
,NIFTY IND DIGITAL,      9882.75,      9898.45,      9942.80,      9849.90,      9936.10,53.35
,Nifty Tata 25 Cap,     17177.55,     17219.55,     17349.30,     17123.45,     17326.50,148.95
,Nifty MidSml Hlth,     43347.95,     43441.40,     43475.40,     43108.50,     43361.50,13.55
,Nifty Multi Mfg,     15122.30,     15157.80,     15188.85,     15099.70,     15165.45,43.15
,Nifty Multi Infra,     14224.05,     14250.10,     14280.85,     14201.30,     14233.30,9.25
,BHARATBOND-APR25,      1282.94,      1283.16,      1283.27,      1283.15,      1283.27,.33
,BHARATBOND-APR30,      1448.44,      1448.73,      1448.73,      1448.72,      1448.72,.28
,BHARATBOND-APR31,      1319.89,      1320.14,      1320.14,      1320.08,      1320.08,.19
,BHARATBOND-APR32,      1206.24,      1206.47,      1206.48,      1206.47,      1206.47,.23
,BHARATBOND-APR33,      1175.96,      1176.19,      1176.19,      1176.19,      1176.19,.23
,Nifty Ind Defence,      6899.40,      6917.50,      6950.30,      6876.20,      6898.70,-.7
,Nifty Ind Tourism,      8844.40,      8867.25,      8997.90,      8854.15,      8984.45,140.05
,Nifty Capital Mkt,      4027.15,      4052.55,      4122.10,      4012.20,      4100.90,73.75
,Nifty500Momentm50,     61039.40,     61293.50,     61797.25,     61153.45,     61527.05,487.65
,NiftyMS400 MQ 100,     53269.45,     53370.40,     53666.90,     53229.35,     53620.95,351.5
,NiftySml250MQ 100,     52474.20,     52593.45,     53049.35,     52387.55,     52951.35,477.15
,Nifty Top 10 EW,      9699.70,      9703.55,      9725.05,      9668.40,      9691.95,-7.75

,ADVANCES,1671
,DECLINES,1119
,UNCHANGED,55

,Total securities that have hit their price bands today,202

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,BSE,EQ,      5194.90,      5396.45,3.88,3374.42
,ITI,EQ,       283.50,       321.20,13.3,2436.57
,HBLPOWER,EQ,       633.15,       674.50,6.53,1770.81
,HDFCBANK,EQ,      1865.75,      1855.85,-0.53,1650.93
,TATAMOTORS,EQ,       792.55,       816.80,3.06,1582.41
,CDSL,EQ,      1855.95,      1883.80,1.5,1497.09
,ZOMATO,EQ,       299.35,       302.95,1.2,1480.21
,ANGELONE,EQ,      3221.70,      3292.80,2.21,1404.72
,MAZDOCK,EQ,      4861.55,      4879.40,0.37,1372.12
,VEDL,EQ,       472.50,       501.40,6.12,1280.2
,SBIN,EQ,       865.45,       863.65,-0.21,1258.52
,ICICIBANK,EQ,      1336.50,      1328.75,-0.58,1193.51
,RELIANCE,EQ,      1322.05,      1311.55,-0.79,1187.97
,PAYTM,EQ,       955.85,       976.25,2.13,1088.01
,WAAREEENER,EQ,      2839.35,      2903.10,2.25,1082.54
,IRFC,EQ,       150.84,       158.00,4.75,976.59
,MOTHERSON,EQ,       167.00,       170.39,2.03,911.39
,AXISBANK,EQ,      1166.40,      1184.55,1.56,892.47
,MCX,EQ,      6488.25,      6920.00,6.65,878.73
,M&M,EQ,      3071.60,      3073.00,0.05,828.75
,TCS,EQ,      4464.05,      4445.50,-0.42,817.75
,TRENT,EQ,      6970.10,      6999.95,0.43,763.79
,TATAPOWER,EQ,       430.85,       439.70,2.05,760.76
,SWIGGY,EQ,       540.00,       544.70,0.87,742.84
,POLICYBZR,EQ,      2017.40,      2142.30,6.19,725.11

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TATAMOTORS,EQ,       816.80,       792.55,3.06
,BAJAJ-AUTO,EQ,      9099.90,      8891.95,2.34
,AXISBANK,EQ,      1184.55,      1166.40,1.56
,MARUTI,EQ,     11317.95,     11182.25,1.21
,SBILIFE,EQ,      1448.55,      1431.85,1.17

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ADANIPORTS,EQ,      1259.05,      1277.05,-1.41
,CIPLA,EQ,      1477.40,      1498.25,-1.39
,BHARTIARTL,EQ,      1597.85,      1615.35,-1.08
,HDFCLIFE,EQ,       636.50,       643.15,-1.03
,ASIANPAINT,EQ,      2429.70,      2452.20,-0.92

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,1003IIFL29,NC,       985.00,                    23640.00,24
,1003ISFL28,N4,       950.00,                   216735.50,226
,1015ECL29,NR,       993.00,                    14900.00,15
,1018GS2026,GS,       113.00,                   152487.31,1357
,1025SCL34A,ZT,       959.00,                     4795.00,5
,1025SCL34B,N1,       990.00,                   594000.00,600
,1030ICCL28,NM,      1001.00,                     2000.00,2
,1035UCL26,NA,       760.00,                   313185.00,407
,1040UCL25,N4,       999.00,                     9990.00,10
,1040UCL27B,N1,      1000.00,                   123060.00,120
,1049DLS25A,Y5,       994.75,                   139198.50,140
,1050IIFL29,ND,       965.00,                    88050.00,90
,1050ISFL28,N5,       964.99,                  1552828.63,1623
,1050NFL26,N7,       985.31,                   197044.80,200
,1050UCL25,N7,       991.00,                     9910.00,10
,105IIFL29,N7,      1173.00,                    93840.00,80
,1060ECL29,NS,      1098.99,                    94635.96,84
,1065NFL27,NC,       992.01,                   129680.10,130
,1075UCL25,N9,      1080.00,                   109196.96,102
,10IIFL28,N4,       967.93,                  2564486.35,2697
,10IIFL28A,NE,       991.70,                    78289.75,79
,10IIFL29,N6,       988.00,                    54505.00,55
,10NFL25,N9,       990.00,                   297000.00,300
,10SCL30A,BV,       948.00,                     2844.00,3
,182D080525,TB,        96.90,                     9690.00,100
,182D100425,TB,        97.01,                   213548.00,2200
,182D130325,TB,        98.12,                  1589532.00,16200
,182D150525,TB,        97.00,                     9700.00,100
,182D170425,TB,        97.46,                     9746.00,100
,182D200225,TB,        98.22,                     9822.00,100
,182D230125,TB,        99.07,                     9907.00,100
,182D240425,TB,        97.33,                   145995.00,1500
,182D300125,TB,        98.96,                    79138.00,800
,20MICRONS,BE,       261.93,                 36889888.38,147509
,21STCENMGM,BE,        99.72,                  3264178.66,32319
,360ONE,EQ,      1120.65,                236681791.45,211439
,364D030425,TB,        97.76,                    58656.00,600
,364D031025,TB,        90.72,                    90895.00,1000
,364D050625,TB,        96.55,                   588955.00,6100
,364D070825,TB,        95.44,                     9544.00,100
,364D121224,TB,        99.70,                    19940.00,200
,364D130225,TB,        98.69,                   177642.00,1800
,364D200325,TB,        97.99,                    88191.00,900
,364D211125,TB,        93.63,                    28095.00,300
,364D230525,TB,        96.79,                    38716.00,400
,364D270225,TB,        98.43,                    29529.00,300
,364D271125,TB,        94.00,                  1745892.00,18600
,3IINFOLTD,EQ,        28.91,                 17725527.02,610947
,3MINDIA,EQ,     31392.80,                161076754.60,5140
,3PLAND,EQ,        60.83,                  6002524.35,97618
,515GS2025,GS,        98.33,                    49357.44,502
,563GS2026,GS,       101.74,                   536500.00,5273
,5PAISA,EQ,       503.45,                 15233400.25,30161
,610GS2031,GS,        98.20,                    98789.20,1006
,63MOONS,EQ,       792.75,               1207460612.00,1512047
,654GS2032,GS,       101.30,                   303900.00,3000
,667GS2035,GS,       101.10,                      101.10,1
,667GS2050,GS,        99.99,                    85267.00,850
,676GS2061,GS,        98.70,                   254665.90,2575
,679GS2034,GS,       100.55,                    10055.00,100
,68GS2060,GS,        98.00,                     2063.05,21
,695GS2061,GS,       102.78,                  1027347.50,9999
,697GR2034,GS,       101.85,                    38590.52,402
,699GS2026,GS,       101.11,                   404440.00,4000
,699GS2051,GS,       101.25,                      101.25,1
,702GS2027,GS,       101.20,                  1133287.95,11202
,702GS2031,GS,       104.17,                  1020866.00,9800
,704GS2029,GS,       103.09,                   412391.00,4000
,706GS2028,GS,       102.34,                   102204.74,1002
,709GS2054,GS,       103.20,                    25807.50,250
,709GS2074,GS,       100.50,                    10050.00,100
,710GS2029,GS,       102.49,                  7543846.68,73631
,716GS2050,GS,       103.00,                   103000.00,1000
,717GS2030,GS,       103.11,                  1655082.98,16051
,718GS2033,GS,       105.00,                    10500.25,100
,718GS2037,GS,       105.11,                  2646536.74,25221
,719HUDCO28,N7,      1097.00,                    54850.00,50
,723GS2039,GS,       105.79,                  2952339.00,27905
,725GS2063,GS,       107.40,                    37297.50,350
,726GS2032,GS,       104.95,                 13045868.50,124730
,729NHAI26,NC,      1040.53,                     1040.53,1
,732GS2030,GS,       102.25,                   141105.00,1380
,732IRFC25,NI,      1018.99,                  1763839.50,1754
,734GS2064,GS,       105.90,                    55999.20,529
,734IRFC28,N4,      1057.01,                   211402.00,200
,735NABAR31,N1,      1140.10,                     2280.20,2
,736NTPC25D,NB,      1013.03,                     3039.09,3
,737GS2028,GS,       103.25,                 12098470.00,117600
,737NTPC35C,NA,      1312.79,                    76322.79,58
,738GS2027,GS,       105.10,                  3850051.50,36510
,739NHAI26,N8,      1062.05,                   189969.45,179
,73GS2053,GS,       107.00,                   727053.95,6800
,741GS2036,GS,       108.02,                  3683060.39,34104
,743REC35,NH,      1157.00,                   161980.00,140
,746GS2073,GS,       106.60,                   509361.81,4802
,753IRFC30,NJ,      1099.00,                  3477184.30,3164
,753NTPC30E,NC,      1089.22,                    13070.64,12
,754GS2036,GS,       106.30,                 26829772.49,252620
,757GS2033,GS,       107.50,                   260242.40,2403
,758GJ32,SG,       101.00,                    10100.00,100
,762NTPC35F,ND,      1184.71,                   204288.73,173
,764HUDCO31,N8,      1164.00,                     1164.00,1
,764IRFC31,NO,      1109.00,                  2561375.25,2300
,769HUDCO31,N9,      1107.93,                  3139173.40,2843
,769NHAI31,NE,      1117.99,                   134147.59,120
,76NHAI31,NA,      1147.66,                  1897815.29,1654
,772GS2049,GS,       110.01,                    34362.92,311
,772GS2055,GS,       108.00,                    21600.00,200
,772KA35A,SG,       100.00,                    19500.00,200
,78ABFL33,N4,      1030.00,                     1030.00,1
,797IGT31,NL,      1009.00,                   220180.00,220
,79NHIT35,N1,       306.50,                   565971.80,1846
,79NHIT40,N2,       307.00,                   306693.00,999
,79NHIT47,N3,       408.50,                   557323.10,1364
,801TCH25,N4,      1015.00,                   230015.00,230
,805ABFL28,N2,       975.00,                     1950.00,2
,810IRFC27,N2,      1064.63,                   546340.20,513
,812REC27,NI,      1090.00,                  3428039.86,3156
,81ABFL33,N5,      1015.00,                   304500.00,300
,824GS2027,GS,       105.01,                   138652.00,1315
,828GS2027,GS,       104.90,                     2098.00,20
,828GS2032,GS,       112.00,                   113581.93,1014
,82IGT31,NJ,      1053.20,                   609875.79,579
,830NHAI27,N2,      1069.93,                   512907.00,479
,830PFCL27,N5,      1064.10,                   418170.30,393
,83GS2040,GS,       121.59,                     7903.35,65
,83TCHF25,N6,      1069.97,                   887127.90,829
,840CIFCL28,N4,      1040.00,                    17655.25,17
,842IIFL26,NL,       956.50,                  1523362.00,1593
,843IHFL29,NC,       930.00,                   132600.00,143
,847SCL25,Z2,       997.85,                    22950.55,23
,849NTPC25,N7,         5.33,                   139507.11,26179
,850IIFL27,NA,      1015.00,                   507500.00,500
,851HUDCO28,NB,      1130.00,                    11300.00,10
,854NHPC28,N2,      1152.00,                  1609361.00,1397
,85IFL26,NX,       987.80,                   146194.40,148
,85IIFL25,NO,      1062.00,                   584100.00,550
,865IIFL28,NS,       940.00,                   735250.00,785
,865IRFC29,NA,      1157.00,                  2091815.00,1800
,865TCAPS27,N8,      1038.00,                    77706.00,75
,866SCFL25,Y8,       992.00,                    69579.00,70
,871REC28,N9,      1102.27,                  6607733.93,5994
,875IHFL29,ND,      1000.00,                    55000.00,55
,875NHAI29,N6,      1180.27,                  1946932.81,1649
,875PCHFL26,N8,      1007.16,                   503053.50,500
,875SFL27,ZF,      1010.00,                    65833.00,65
,876HUDCO28,ND,      1119.99,                    55874.75,50
,879NHPC28,N5,      1179.00,                     4716.00,4
,87LTF27,NH,      1022.00,                   319797.00,312
,880IREDA34,N6,      1290.30,                   645150.00,500
,885TCAPS29,NC,      1059.00,                   801839.80,761
,888ERFL28,N5,       914.00,                     4570.00,5
,888IHFL25F,NC,      1020.00,                     3060.00,3
,888IRFC29,NE,      1177.30,                  2445025.10,2078
,888NHB29,N5,      6010.00,                   162270.00,27
,891IIFCL34,N4,      1321.01,                   132101.00,100
,891NTPC33,N6,      1277.39,                  5714913.50,4444
,892PFCL33,N8,      1256.53,                   929825.72,739
,894SCL27,ZY,       804.00,                      804.00,1
,897MOFSL29,N4,      1010.00,                   543500.37,538
,898LTF29,N7,      1053.52,                    23184.00,22
,8ABFL26,N0,      1000.25,                    25006.25,25
,901HUDCO34,NE,      1340.00,                   901890.79,673
,903SFL28,YI,      1040.00,                     7279.97,7
,910TCAP28,NA,      1065.00,                    12726.00,12
,91D121224,TB,        99.75,                   309168.00,3100
,91SFL27,ZI,      1080.00,                   270000.00,250
,921ISFL25,N0,       985.00,                    99485.00,101
,925ERFL28,N6,       973.70,                    19474.00,20
,925IHFL25D,N6,      1001.02,                     5005.10,5
,925SCL25B,Y3,       960.50,                   211310.00,220
,925SCL26F,N1,       927.01,                     9297.01,10
,92GS2030,GS,       113.98,                   154251.50,1353
,930SFL28,YP,      1049.10,                    31473.00,30
,931SFL26,Z5,      1030.00,                     8240.00,8
,932AEL27,N3,      1017.00,                    40680.00,40
,935MOFSL29,N5,      1064.00,                    53200.00,50
,93MOFSL34,N6,      1031.00,                   102904.20,100
,93SCL24,ZP,      1080.00,                    35670.00,33
,943ECL28,NJ,       946.99,                    95446.99,101
,948SCL26A,NN,       756.16,                    11342.40,15
,948SCL26B,Y8,       975.00,                    19500.00,20
,948SCL27D,N1,       990.00,                      990.00,1
,94IFCI25,NL,      1073.00,                   214575.00,200
,950SCL23A,AP,      1017.00,                    11187.00,11
,957ISFL26,N2,       975.00,                    13650.00,14
,957NIDO26,N5,       999.00,                     5994.00,6
,960ISFL25,N1,       983.16,                    29494.80,30
,965AEL27,N4,      1020.00,                    20400.00,20
,965SCL25C,N0,       841.30,                     2523.90,3
,96IIFL28,N5,       951.21,                  1598403.20,1688
,96IIFL28A,NF,       940.45,                  1305029.60,1395
,96SFL24A,NB,       945.00,                    95434.00,101
,975SCL28,NT,       980.55,                   122564.75,125
,97SFL28,YS,      1050.00,                   105000.00,100
,97SFL29,YZ,      1122.37,                   241751.68,215
,985IIFL22,NC,      1004.00,                   233066.40,233
,990SCL26,N7,       780.00,                    25740.00,33
,99AEL29,N7,      1022.07,                    27588.50,27
,9ICCL23A,N0,      1038.20,                    25955.00,25
,9IIFL28A,NT,      1003.00,                  1482279.05,1481
,9SCL26BA,NA,       965.00,                    19300.00,20
,A2ZINFRA,EQ,        18.20,                  6403403.59,356674
,AAATECH,EQ,       117.17,                  3153970.13,27102
,AADHARHFC,EQ,       430.15,                182646605.60,424497
,AAKASH,EQ,        10.91,                  2148836.09,196885
,AAREYDRUGS,BE,        62.00,                   710238.28,11603
,AARON,EQ,       327.65,                  3525386.50,10673
,AARTECH,EQ,        79.73,                 18269981.41,230293
,AARTIDRUGS,EQ,       455.15,                 35592601.65,78227
,AARTIIND,EQ,       451.60,                561336612.15,1245036
,AARTIPHARM,EQ,       631.80,                106878008.50,168222
,AARTISURF,BE,       653.90,                  5073569.45,7738
,AARTISURF,P1,       145.00,                      145.00,1
,AARVEEDEN,BE,        84.94,                   540728.04,6366
,AARVI,EQ,       142.40,                  1115581.80,7793
,AATMAJ,SM,        26.95,                  1120900.00,42000
,AAVAS,EQ,      1653.15,                130524780.30,78852
,ABAN,EQ,        68.10,                 19378795.18,284274
,ABBOTINDIA,EQ,     29035.25,                146192139.40,5016
,ABCAPITAL,EQ,       198.68,                498078546.94,2497482
,ABCOTS,ST,       431.45,                 10360550.00,24000
,ABDL,EQ,       368.15,                649573862.45,1793305
,ABFRL,EQ,       307.20,               1344138476.30,4393562
,ABGSEC,EQ,       104.43,                    61277.68,591
,ABHAPOWER,ST,        70.25,                  3034800.00,43200
,ABINFRA,BE,       101.80,                  1114822.41,10965
,ABMINTLLTD,BE,        69.00,                   263786.47,3807
,ABREL,EQ,      2848.10,                187062055.15,65524
,ABSLAMC,EQ,       849.60,                169297266.90,198499
,ABSLBANETF,EQ,        54.32,                 22620593.77,416543
,ABSLLIQUID,EQ,      1000.00,                  3282012.97,3282
,ABSLNN50ET,EQ,        75.76,                  1398020.02,18465
,ABSLPSE,EQ,        10.39,                  3566633.37,346556
,ABSMARINE,SM,       216.50,                  7701950.00,35500
,ACC,EQ,      2258.35,                316022530.25,139487
,ACCELYA,EQ,      1573.00,                 19135721.80,12183
,ACCENTMIC,SM,       266.00,                  4632800.00,17500
,ACCORD,SM,        29.90,                    59800.00,2000
,ACCURACY,EQ,        11.42,                  7060729.93,628257
,ACE,EQ,      1416.40,               1317392797.10,916783
,ACEINTEG,EQ,        33.80,                  1235676.92,36539
,ACI,EQ,       695.50,                192525202.95,275731
,ACL,EQ,        85.25,                  3986274.70,46755
,ACLGATI,EQ,        96.32,                 24193914.36,250086
,ACMESOLAR,EQ,       275.60,                667317576.95,2428679
,ACSAL,ST,        91.85,                  1515525.00,16500
