,14-Nov-2024
The Nifty witnessed an intraday movement of about 191.75 points.The closing index was 0.11 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 85953.11
, Traded Quantity (in Lakhs), 29099.71
, Number of Trades, 37921370
, Total Market Capitalisation (Rs. Crores), 42737596.47

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23559.05,     23542.15,     23675.90,     23484.15,     23532.70,-26.35
,NIFTY50 EQL Wgt,     29592.95,     29595.65,     29728.30,     29428.00,     29502.15,-90.8
,NIFTY100 EQL Wgt,     31199.85,     31246.80,     31460.05,     31162.75,     31237.35,37.5
,NIFTY100 LowVol30,     19075.65,     19069.75,     19120.80,     18979.30,     19018.95,-56.7
,NIFTY Alpha 50,     52646.25,     52684.00,     53364.75,     52675.90,     52789.80,143.55
,NIFTY MIDCAP 150,     20010.75,     20033.45,     20247.20,     20030.40,     20105.25,94.5
,NIFTY SMLCAP 50,      8427.70,      8449.40,      8570.20,      8446.90,      8498.45,70.75
,NIFTY SMLCAP 250,     16670.35,     16697.00,     16940.35,     16695.05,     16801.55,131.2
,NIFTY MIDSML 400,     18855.60,     18880.15,     19102.65,     18877.65,     18966.05,110.45
,NIFTY200 QUALTY30,     20891.05,     20889.45,     20986.10,     20766.60,     20811.70,-79.35
,Nifty FinSrv25 50,     25068.50,     25039.50,     25305.50,     25013.90,     25102.60,34.1
,NIFTY AlphaLowVol,     27266.80,     27238.75,     27331.95,     27054.90,     27113.65,-153.15
,Nifty200Momentm30,     32983.45,     33019.70,     33227.10,     32676.80,     32921.10,-62.35
,Nifty100ESGSecLdr,      3915.40,      3915.60,      3939.65,      3907.00,      3917.90,2.5
,NIFTY100 ESG,      4672.60,      4673.60,      4701.25,      4661.40,      4671.25,-1.35
,NIFTY M150 QLTY50,     23835.05,     23814.55,     24000.30,     23772.70,     23822.80,-12.25
,NIFTY INDIA MFG,     13576.45,     13598.70,     13698.70,     13526.05,     13608.25,31.8
,Nifty200 Alpha 30,     25239.50,     25253.90,     25464.15,     25114.40,     25244.80,5.3
,NiftyM150Momntm50,     60998.70,     61051.25,     61920.45,     61018.15,     61291.55,292.85
,Nifty IT,     42369.50,     42318.75,     42633.00,     42162.80,     42390.85,21.35
,Nifty Next 50,     67101.45,     67221.85,     67926.30,     66925.35,     67408.65,307.2
,Nifty Bank,     50088.35,     50053.45,     50561.80,     49939.35,     50179.55,91.2
,NIFTY MIDCAP 100,     53800.85,     53875.50,     54471.40,     53870.75,     54043.10,242.25
,Nifty 500,     21914.95,     21924.10,     22096.85,     21907.55,     21963.10,48.15
,Nifty 100,     24347.00,     24348.80,     24508.30,     24305.80,     24366.05,19.05
,Nifty Midcap 50,     14966.50,     14991.35,     15150.80,     14986.55,     15048.10,81.6
,Nifty Realty,       937.25,       938.80,       954.25,       937.60,       946.95,9.7
,Nifty Infra,      8430.85,      8432.55,      8480.30,      8393.05,      8432.85,2
,Nifty Energy,     37114.65,     37127.65,     37378.60,     36965.05,     37047.55,-67.1
,Nifty FMCG,     56647.85,     56634.75,     56774.05,     55689.20,     55782.70,-865.15
,Nifty MNC,     28011.05,     28017.60,     28123.20,     27739.60,     27783.30,-227.75
,Nifty Pharma,     21809.30,     21802.65,     22012.00,     21693.90,     21752.00,-57.3
,Nifty PSE,      9795.45,      9786.35,      9840.25,      9676.35,      9704.95,-90.5
,Nifty PSU Bank,      6538.15,      6549.55,      6621.70,      6481.15,      6492.65,-45.5
,Nifty Serv Sector,     31127.50,     31100.55,     31387.15,     31099.15,     31208.65,81.15
,India VIX,15.4350,15.4350,15.6850,13.4075,14.7750,-0.6600
,Nifty Auto,     22765.20,     22831.55,     23036.15,     22659.05,     22914.50,149.3
,Nifty Metal,      8836.75,      8866.80,      8948.60,      8812.90,      8828.70,-8.05
,Nifty Media,      1881.95,      1876.65,      1928.35,      1876.05,      1924.40,42.45
,NIFTY SMLCAP 100,     17458.90,     17500.70,     17749.15,     17497.10,     17601.05,142.15
,Nifty 200,     13201.95,     13205.80,     13300.35,     13189.30,     13220.40,18.45
,Nifty Div Opps 50,      6337.75,      6332.60,      6358.20,      6279.65,      6293.30,-44.45
,Nifty Commodities,      8413.80,      8423.95,      8475.65,      8381.80,      8400.70,-13.1
,Nifty Consumption,     11072.50,     11094.25,     11150.30,     11033.05,     11087.85,15.35
,Nifty Fin Service,     23138.40,     23100.15,     23365.10,     23089.55,     23200.30,61.9
,Nifty50 Div Point,       228.06,       232.60,       232.60,       232.60,       232.60,4.54
,Nifty100 Liq 15,      6231.50,      6233.70,      6262.45,      6206.30,      6220.60,-10.9
,Nifty CPSE,      6322.60,      6305.95,      6340.95,      6248.90,      6263.70,-58.9
,Nifty GrowSect 15,     11750.75,     11736.95,     11779.70,     11635.60,     11661.50,-89.25
,Nifty50 PR 2x Lev,     12961.85,     12940.95,     13087.80,     12877.40,     12930.55,-31.3
,Nifty50 PR 1x Inv,       211.10,       211.30,       211.80,       210.10,       211.35,.25
,Nifty50 TR 2x Lev,     18913.50,     18890.30,     19104.55,     18797.55,     18875.10,-38.4
,Nifty50 TR 1x Inv,       174.95,       175.05,       175.50,       174.05,       175.15,.2
,Nifty50 Value 20,     13502.65,     13488.65,     13544.70,     13409.55,     13443.70,-58.95
,Nifty Mid Liq 15,     13384.20,     13407.95,     13544.00,     13379.65,     13454.15,69.95
,Nifty Pvt Bank,     24530.40,     24519.35,     24752.90,     24477.45,     24610.60,80.2
,NIFTY100 Qualty30,      5566.05,      5569.75,      5594.25,      5542.00,      5553.90,-12.15
,Nifty GS 8 13Yr,      2735.73,      2736.26,      2736.26,      2728.78,      2728.96,-6.77
,Nifty GS 10Yr,      2419.41,      2419.87,      2419.87,      2413.52,      2413.70,-5.71
,Nifty GS 10Yr Cln,       888.39,       888.39,       888.39,       886.05,       886.11,-2.28
,Nifty GS 4 8Yr,      2954.29,      2954.85,      2954.85,      2949.61,      2949.61,-4.68
,Nifty GS 11 15Yr,      3034.64,      3035.22,      3035.22,      3023.00,      3023.39,-11.25
,Nifty GS 15YrPlus,      3368.14,      3368.79,      3368.79,      3343.75,      3343.75,-24.39
,Nifty GS Compsite,      2833.65,      2834.19,      2834.19,      2824.90,      2824.90,-8.75
,NIFTY HEALTHCARE,     13912.40,     13921.90,     14024.85,     13826.80,     13865.60,-46.8
,NIFTY CONSR DURBL,     38682.85,     38530.45,     39072.95,     38517.30,     38705.90,23.05
,NIFTY OIL AND GAS,     10825.00,     10827.50,     10876.15,     10749.20,     10810.30,-14.7
,NIFTY500 MULTICAP,     15288.00,     15298.90,     15440.60,     15298.50,     15341.70,53.7
,NIFTY LARGEMID250,     15237.75,     15246.95,     15373.50,     15241.05,     15279.70,41.95
,NIFTY MID SELECT,     12071.10,     12080.35,     12173.95,     12043.60,     12100.10,29
