,02-Dec-2024
The Nifty witnessed an intraday movement of about 293.05 points.The closing index was 0.6 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 99059.85
, Traded Quantity (in Lakhs), 32137.09
, Number of Trades, 35878888
, Total Market Capitalisation (Rs. Crores), 44617444.47

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24131.10,     24140.85,     24301.70,     24008.65,     24276.05,144.95
,NIFTY50 EQL Wgt,     29910.20,     29929.30,     30140.40,     29810.15,     30110.75,200.55
,NIFTY100 EQL Wgt,     32097.40,     32099.05,     32268.70,     32013.15,     32245.25,147.85
,NIFTY100 LowVol30,     19336.40,     19342.90,     19487.75,     19276.30,     19468.80,132.4
,NIFTY Alpha 50,     56108.85,     56158.50,     56859.60,     55986.20,     56810.40,701.55
,NIFTY MIDCAP 150,     20906.65,     20911.05,     21126.45,     20849.65,     21105.95,199.3
,NIFTY SMLCAP 50,      8984.95,      8991.95,      9093.55,      8971.80,      9090.60,105.65
,NIFTY SMLCAP 250,     17716.45,     17726.25,     17849.00,     17634.90,     17840.10,123.65
,NIFTY MIDSML 400,     19822.10,     19828.70,     20007.35,     19762.40,     19992.55,170.45
,NIFTY200 QUALTY30,     21263.25,     21258.00,     21430.40,     21180.15,     21415.90,152.65
,Nifty FinSrv25 50,     25768.45,     25768.70,     25854.50,     25634.95,     25822.35,53.9
,NIFTY AlphaLowVol,     27792.35,     27821.65,     27999.90,     27731.50,     27972.05,179.7
,Nifty200Momentm30,     34248.85,     34288.75,     34514.35,     34204.50,     34500.15,251.3
,Nifty100ESGSecLdr,      4022.80,      4025.10,      4053.60,      4005.35,      4050.80,28
,NIFTY100 ESG,      4783.70,      4784.50,      4815.10,      4767.35,      4813.15,29.45
,NIFTY M150 QLTY50,     24513.20,     24531.75,     24650.75,     24441.10,     24633.60,120.4
,NIFTY INDIA MFG,     14093.10,     14116.65,     14253.30,     14083.80,     14248.25,155.15
,Nifty200 Alpha 30,     26319.50,     26345.00,     26595.70,     26279.40,     26583.65,264.15
,NiftyM150Momntm50,     63774.00,     63790.15,     64579.45,     63615.45,     64463.85,689.85
,Nifty IT,     43146.25,     43171.75,     43578.00,     42860.80,     43547.00,400.75
,Nifty Next 50,     70726.85,     70690.20,     71197.95,     70572.70,     71164.35,437.5
,Nifty Bank,     52055.60,     52087.65,     52197.25,     51693.95,     52109.00,53.4
,NIFTY MIDCAP 100,     56392.65,     56400.65,     57060.65,     56227.15,     57000.85,608.2
,Nifty 500,     22687.00,     22695.40,     22843.50,     22603.10,     22835.85,148.85
,Nifty 100,     25053.95,     25063.55,     25221.10,     24953.25,     25198.15,144.2
,Nifty Midcap 50,     15697.75,     15707.35,     15945.30,     15652.00,     15923.55,225.8
,Nifty Realty,      1020.15,      1022.35,      1054.30,      1016.15,      1051.20,31.05
,Nifty Infra,      8734.30,      8723.65,      8812.05,      8683.00,      8803.80,69.5
,Nifty Energy,     37481.95,     37462.85,     37654.40,     37262.65,     37594.40,112.45
,Nifty FMCG,     57943.70,     57839.30,     58090.80,     57543.55,     57917.00,-26.7
,Nifty MNC,     28852.00,     28852.50,     29020.00,     28782.65,     29001.85,149.85
,Nifty Pharma,     22240.20,     22323.95,     22517.55,     22269.40,     22450.20,210
,Nifty PSE,     10121.45,     10109.50,     10123.20,     10045.05,     10101.10,-20.35
,Nifty PSU Bank,      6813.85,      6801.60,      6827.55,      6758.50,      6800.40,-13.45
,Nifty Serv Sector,     31964.85,     31994.00,     32157.70,     31809.25,     32132.00,167.15
,India VIX,14.4250,14.4250,15.0800,13.3125,14.7000,0.2750
,Nifty Auto,     23368.55,     23433.00,     23615.45,     23353.75,     23599.60,231.05
,Nifty Metal,      9034.00,      9032.50,      9143.60,      8996.30,      9133.60,99.6
,Nifty Media,      1996.80,      2010.25,      2022.05,      1999.95,      2017.25,20.45
,NIFTY SMLCAP 100,     18650.95,     18666.80,     18853.85,     18593.75,     18845.05,194.1
,Nifty 200,     13627.00,     13631.70,     13722.80,     13578.40,     13716.95,89.95
,Nifty Div Opps 50,      6465.65,      6460.55,      6494.20,      6431.85,      6485.55,19.9
,Nifty Commodities,      8536.60,      8540.75,      8626.45,      8514.10,      8619.20,82.6
,Nifty Consumption,     11447.40,     11460.75,     11551.35,     11428.20,     11540.10,92.7
,Nifty Fin Service,     24010.15,     24033.40,     24101.15,     23854.80,     24072.65,62.5
,Nifty50 Div Point,       233.03,       233.03,       233.03,       233.03,       233.03,0
,Nifty100 Liq 15,      6359.85,      6363.40,      6416.00,      6341.60,      6407.45,47.6
,Nifty CPSE,      6526.15,      6521.65,      6530.15,      6478.15,      6512.25,-13.9
,Nifty GrowSect 15,     11901.10,     11916.20,     11992.00,     11852.40,     11980.25,79.15
,Nifty50 PR 2x Lev,     13545.15,     13548.80,     13729.25,     13400.60,     13700.60,155.45
,Nifty50 PR 1x Inv,       206.45,       206.50,       207.60,       205.10,       205.30,-1.15
,Nifty50 TR 2x Lev,     19773.00,     19778.35,     20041.70,     19561.95,     19999.95,226.95
,Nifty50 TR 1x Inv,       171.05,       171.05,       172.00,       169.95,       170.10,-.95
,Nifty50 Value 20,     13694.10,     13692.10,     13786.15,     13614.20,     13763.90,69.8
,Nifty Mid Liq 15,     14130.55,     14152.20,     14271.80,     14096.75,     14261.85,131.3
,Nifty Pvt Bank,     25327.95,     25317.90,     25378.95,     25156.60,     25339.95,12
,NIFTY100 Qualty30,      5716.10,      5715.45,      5748.40,      5692.50,      5744.85,28.75
,Nifty GS 8 13Yr,      2752.83,      2753.35,      2761.43,      2753.34,      2759.43,6.6
,Nifty GS 10Yr,      2433.65,      2434.10,      2442.29,      2434.10,      2440.61,6.96
,Nifty GS 10Yr Cln,       890.30,       890.30,       893.33,       890.30,       892.71,2.41
,Nifty GS 4 8Yr,      2970.66,      2971.22,      2982.41,      2971.20,      2980.14,9.48
,Nifty GS 11 15Yr,      3046.00,      3046.58,      3056.17,      3046.57,      3055.49,9.49
,Nifty GS 15YrPlus,      3363.08,      3363.73,      3376.26,      3363.72,      3375.50,12.42
,Nifty GS Compsite,      2847.69,      2848.23,      2857.19,      2848.21,      2855.52,7.83
,NIFTY HEALTHCARE,     14127.05,     14173.15,     14322.45,     14140.40,     14311.10,184.05
,NIFTY CONSR DURBL,     40172.90,     40288.50,     41040.95,     40139.50,     41006.55,833.65
,NIFTY OIL AND GAS,     11103.75,     11082.40,     11154.10,     10982.20,     11138.20,34.45
,NIFTY500 MULTICAP,     15919.00,     15925.10,     16035.60,     15860.85,     16030.40,111.4
,NIFTY LARGEMID250,     15800.20,     15804.90,     15928.80,     15752.35,     15921.25,121.05
,NIFTY MID SELECT,     12619.50,     12634.35,     12733.25,     12584.25,     12726.30,106.8
,NIFTY TOTAL MKT,     12803.95,     12809.00,     12893.20,     12756.70,     12888.80,84.85
,NIFTY MICROCAP250,     25115.75,     25140.25,     25335.15,     25016.90,     25321.45,205.7
,NIFTY IND DIGITAL,      9532.90,      9534.10,      9667.15,      9485.95,      9640.70,107.8
,Nifty Tata 25 Cap,     16630.85,     16623.70,     16756.70,     16558.45,     16744.95,114.1
,Nifty MidSml Hlth,     42096.50,     42129.50,     42735.30,     42084.55,     42690.20,593.7
,Nifty Multi Mfg,     14842.20,     14868.25,     15010.05,     14832.90,     15004.35,162.15
,Nifty Multi Infra,     13800.40,     13802.25,     13945.25,     13730.60,     13936.30,135.9
,BHARATBOND-APR25,      1281.86,      1282.08,      1282.11,      1282.07,      1282.11,.25
,BHARATBOND-APR30,      1442.22,      1442.51,      1443.04,      1442.50,      1443.04,.82
,BHARATBOND-APR31,      1315.26,      1315.50,      1316.50,      1315.50,      1316.50,1.24
,BHARATBOND-APR32,      1200.65,      1200.88,      1200.88,      1200.88,      1200.88,.23
,BHARATBOND-APR33,      1169.93,      1170.16,      1170.16,      1170.16,      1170.16,.23
,Nifty Ind Defence,      6706.75,      6717.65,      6792.90,      6699.10,      6720.10,13.35
,Nifty Ind Tourism,      8670.90,      8681.85,      8730.50,      8631.25,      8713.80,42.9
,Nifty Capital Mkt,      3772.85,      3776.15,      3818.90,      3764.55,      3804.30,31.45
,Nifty500Momentm50,     59207.35,     59282.80,     59709.70,     59149.50,     59633.30,425.95
,NiftyMS400 MQ 100,     51690.65,     51784.80,     52280.15,     51614.75,     52250.65,560
,NiftySml250MQ 100,     50933.60,     51013.50,     51384.25,     50780.00,     51359.85,426.25
,Nifty Top 10 EW,      9494.55,      9487.05,      9541.45,      9426.10,      9526.60,32.05

,ADVANCES,1782
,DECLINES,1047
,UNCHANGED,54

,Total securities that have hit their price bands today,268

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ADANIGREEN,EQ,      1323.90,      1327.95,0.31,2689.54
,DIXON,EQ,     15807.40,     16763.90,6.05,2346.03
,OLAELEC,EQ,        87.41,        93.29,6.73,1513.7
,RELIANCE,EQ,      1292.20,      1309.15,1.31,1431.6
,HDFCBANK,EQ,      1796.05,      1804.70,0.48,1353.79
,ICICIBANK,EQ,      1300.10,      1304.65,0.35,1254.76
,CDSL,EQ,      1639.45,      1665.05,1.56,1020.55
,ZOMATO,EQ,       279.76,       282.50,0.98,996.45
,INOXWIND,EQ,       191.04,       200.95,5.19,988.16
,PREMIERENE,EQ,      1222.95,      1243.70,1.7,947.91
,ADANIENT,EQ,      2463.15,      2457.05,-0.25,935.19
,MAZDOCK,EQ,      4594.15,      4545.25,-1.06,856.69
,ADANIPORTS,EQ,      1190.05,      1215.80,2.16,836.23
,CIPLA,EQ,      1533.90,      1507.70,-1.71,808.1
,WAAREEENER,EQ,      2667.75,      2740.30,2.72,792.71
,KOTAKBANK,EQ,      1765.25,      1753.95,-0.64,747
,ULTRACEMCO,EQ,     11202.15,     11648.55,3.98,735.89
,BSE,EQ,      4670.75,      4563.85,-2.29,726.84
,ADANIPOWER,EQ,       554.80,       548.90,-1.06,719.59
,TCS,EQ,      4270.85,      4276.65,0.14,713.15
,M&M,EQ,      2966.10,      3016.40,1.7,696.64
,ADANIENSOL,EQ,       840.50,       807.00,-3.99,692.97
,TATAMOTORS,EQ,       786.45,       790.05,0.46,665.98
,BHARTIARTL,EQ,      1627.15,      1643.60,1.01,620.23
,BAJFINANCE,EQ,      6575.90,      6650.65,1.14,605.99

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ULTRACEMCO,EQ,     11648.55,     11202.15,3.98
,APOLLOHOSP,EQ,      7065.80,      6828.90,3.47
,GRASIM,EQ,      2693.55,      2606.25,3.35
,SHRIRAMFIN,EQ,      3094.20,      3019.65,2.47
,JSWSTEEL,EQ,       989.80,       966.00,2.46

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,HDFCLIFE,EQ,       640.20,       657.75,-2.67
,CIPLA,EQ,      1507.70,      1533.90,-1.71
,NTPC,EQ,       358.20,       363.65,-1.5
,SBILIFE,EQ,      1422.05,      1437.75,-1.09
,BRITANNIA,EQ,      4907.25,      4941.15,-0.69

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,0MOFSL27,N3,      1000.00,                    50000.00,50
,1003IIFL29,NC,       940.00,                   473315.00,500
,1003ISFL28,N4,       940.91,                   344620.44,367
,1003SCL30A,NV,       988.00,                     2964.00,3
,1015ECL29,NR,       988.00,                   194772.00,197
,1015UCL26,N1,      1000.00,                    21422.00,22
,1018GS2026,GS,       112.80,                  1011308.21,8986
,1025NFL25,N5,       998.99,                   887745.20,892
,1025SCL34,Z8,       980.00,                    98000.00,100
,1025SCL34A,ZT,       950.00,                    95000.00,100
,1025SCL34B,N1,       950.00,                   190000.00,200
,1030ICC26,NJ,      1177.00,                    28248.00,24
,1035UCL26,NA,       729.14,                    12386.00,17
,1040UCL25,N4,       999.90,                    49995.00,50
,1040UCL27B,N1,      1008.99,                    30264.80,30
,1050ISFL28,N5,       997.74,                  1712124.50,1719
,1050NFL26,N7,       989.00,                    19848.00,20
,1050UCL25,N7,      1005.00,                    17035.00,17
,105IIFL29,N7,      1174.00,                    95174.00,81
,1060ECL29,NS,      1047.00,                    98418.00,94
,1065NFL27,NC,       995.00,                   315105.00,317
,1075UCL25,N9,      1041.48,                     3124.44,3
,10CAGL27,N5,      1015.00,                   108605.00,107
,10IIFL28,N4,       933.80,                   515177.30,554
,10IIFL28A,NE,       989.50,                   168265.00,170
,10IIFL29,N6,       999.00,                   169115.50,169
,10ISFL26,N3,      1031.20,                    97966.00,95
,10NFL25,N9,       975.20,                      975.20,1
,10NIDO26,N6,      1010.00,                   224381.00,223
,10SCL30A,BV,       988.00,                     2964.00,3
,11DLSL25,NV,      1080.00,                     7560.00,7
,182D100425,TB,        97.00,                     9700.00,100
,182D261224,TB,        98.00,                     9800.00,100
,182D270225,TB,        98.47,                    19694.00,200
,182D300125,TB,        98.90,                   108750.00,1100
,20MICRONS,BE,       245.22,                  7161895.32,29206
,21STCENMGM,BE,        93.59,                  1160598.81,12400
,360ONE,EQ,      1144.60,                461590138.25,410493
,364D030425,TB,        97.40,                     9740.00,100
,364D030725,TB,        96.48,                    48240.00,500
,364D031025,TB,        95.50,                    95500.00,1000
,364D051224,TB,        99.85,                  1417850.00,14200
,364D120625,TB,        96.25,                     9625.00,100
,364D191224,TB,        96.56,                    48412.00,500
,3IINFOLTD,EQ,        28.46,                  7436936.55,260716
,3MINDIA,EQ,     31686.35,                152898259.60,4815
,3PLAND,EQ,        64.37,                 28994994.86,439651
,522GS2025,GS,       100.04,                   200080.00,2000
,563GS2026,GS,        99.25,                       99.25,1
,574GS2026,GS,        97.22,                      486.10,5
,5PAISA,EQ,       490.00,                 13710465.65,27953
,63MOONS,EQ,       686.25,                562714450.05,835622
,654GS2032,GS,       101.25,                  1032753.84,10198
,667GS2050,GS,        99.00,                  1020027.00,10303
,676GS2061,GS,        98.75,                   102902.00,1042
,689GS2025,GS,       102.37,                     8701.45,85
,68GS2060,GS,       102.25,                     5100.25,50
,695GS2061,GS,       102.00,                    47430.00,465
,697GR2034,GS,        97.00,                     9603.00,99
,699GS2026,GS,       100.58,                      100.58,1
,702GS2027,GS,       100.75,                    70555.64,701
,702GS2031,GS,       104.18,                    11430.28,111
,704GS2029,GS,       104.35,                  1776653.03,17377
,706GS2028,GS,       101.60,                  1089870.59,10710
,709GS2054,GS,       102.00,                    41010.05,402
,709GS2074,GS,       100.21,                    20021.00,200
,710GS2029,GS,       102.48,                  1354767.21,13241
,716GS2050,GS,       102.50,                  2194020.04,21405
,717GS2030,GS,       102.84,                  1636201.00,16001
,718GS2037,GS,       104.76,                   220137.40,2100
,71GS2034,GS,       101.75,                    10175.00,100
,723GS2039,GS,       105.80,                   708820.00,6700
,725GS2063,GS,       106.10,                  1884936.70,17741
,726GS2032,GS,       104.70,                 29358017.31,280670
,726GS2033,GS,       104.10,                   156150.00,1500
,729NHAI26,NC,      1024.05,                    52771.55,51
,732GS2030,GS,       102.88,                  1234156.30,12030
,732IRFC25,NI,      1020.00,                  4263880.00,4180
,733GS2026,GS,       102.10,                  2663119.80,26100
,734GS2064,GS,       105.84,                  4911651.24,46429
,734IRFC28,N4,      1054.00,                   316200.00,300
,736GS2052,GS,       106.15,                    11036.68,104
,737GS2028,GS,       103.18,                   479464.28,4646
,737NTPC35C,NA,      1625.00,                    77375.00,55
,738GS2027,GS,       105.03,                 23485702.09,223941
,738REC27TF,N2,      1047.99,                  1321901.50,1262
,739NHAI26,N8,      1065.74,                     1065.74,1
,73GS2053,GS,       106.20,                   127440.00,1200
,741GS2036,GS,       107.41,                   322230.00,3000
,743REC35,NH,      1151.93,                   271005.00,235
,746GS2073,GS,       106.65,                    10666.70,100
,74GS2035,GS,       104.20,                    55747.00,535
,751HUDCO28,N5,      1109.26,                   709926.40,640
,753IRFC30,NJ,      1096.88,                  1632794.05,1488
,753NTPC30E,NC,      1088.11,                     1088.11,1
,754GS2036,GS,       105.70,                 38114225.25,361351
,764HUDCO31,N8,      1150.61,                     6898.66,6
,764IRFC31,NO,      1109.10,                  1109100.00,1000
,764NABAR31,N2,      1149.45,                  1546348.25,1350
,769HUDCO31,N9,      1098.56,                  1268013.95,1160
,769IGT28,NH,       985.00,                   295500.00,300
,769NHAI31,NE,      1117.50,                     1117.50,1
,76NHAI31,NA,      1150.00,                  1427110.35,1245
,773UP34,SG,        97.90,                     9790.00,100
,774IREDA31,N7,      1162.00,                    58100.00,50
,79NHIT47,N3,       408.20,                   367385.00,900
,801TCH25,N4,      1000.00,                    10000.00,10
,810IRFC27,N2,      1071.98,                    30014.47,28
,824GS2027,GS,       105.00,                     2625.00,25
,825IIFL25,N7,      1072.00,                    94118.60,88
,828GS2027,GS,       105.75,                  2162587.50,20450
,829LTF24,NL,      1003.65,                   270299.57,271
,82IGT31,NJ,      1050.00,                  5242692.00,4997
,830NHAI27,N2,      1072.58,                  7282706.22,6811
,830PFCL27,N5,      1068.00,                   120896.80,113
,835IFL25,NV,      1018.55,                     5092.75,5
,835SCL23B,YM,       939.27,                    56356.20,60
,842IIFL26,NL,       959.00,                   177378.75,185
,846REC28,N6,      1098.90,                  9656625.85,8841
,849NTPC25,N7,         5.29,                    23009.02,4355
,85IIFL25,NO,      1055.25,                    78025.60,74
,862REC33,NA,      1200.00,                  1441802.25,1200
,863IRFC29,NC,      1184.00,                    23680.00,20
,865IFL28,NZ,       925.00,                  1451895.00,1577
,865IIFL28,NS,       939.44,                  1914465.62,2061
,865IRFC29,NA,      1161.00,                   156810.00,135
,865LTF26,NN,      1084.00,                   379400.00,350
,865TCAPS27,N8,      1034.00,                     2067.95,2
