,09-Dec-2024
The Nifty witnessed an intraday movement of about 124.95 points.The closing index was 0.24 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 106673.96
, Traded Quantity (in Lakhs), 37214.6
, Number of Trades, 37216875
, Total Market Capitalisation (Rs. Crores), 45558653.09

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24677.80,     24633.90,     24705.00,     24580.05,     24619.00,-58.8
,NIFTY50 EQL Wgt,     30539.55,     30506.65,     30552.45,     30358.75,     30450.45,-89.1
,NIFTY100 EQL Wgt,     32869.20,     32839.85,     32881.75,     32680.35,     32776.55,-92.65
,NIFTY100 LowVol30,     19677.90,     19650.20,     19674.95,     19538.65,     19599.60,-78.3
,NIFTY Alpha 50,     59045.70,     59101.35,     59504.20,     58931.05,     59148.05,102.35
,NIFTY MIDCAP 150,     21665.40,     21661.00,     21774.85,     21646.50,     21748.50,83.1
,NIFTY SMLCAP 50,      9427.85,      9436.45,      9472.70,      9404.50,      9437.45,9.6
,NIFTY SMLCAP 250,     18328.95,     18365.85,     18428.20,     18331.60,     18396.45,67.5
,NIFTY MIDSML 400,     20529.00,     20541.45,     20631.20,     20521.00,     20606.60,77.6
,NIFTY200 QUALTY30,     21610.25,     21566.45,     21588.05,     21390.25,     21441.75,-168.5
,Nifty FinSrv25 50,     26502.15,     26459.05,     26660.20,     26444.75,     26532.40,30.25
,NIFTY AlphaLowVol,     28405.00,     28404.65,     28436.60,     28228.95,     28245.40,-159.6
,Nifty200Momentm30,     35303.70,     35312.25,     35467.45,     35177.65,     35250.50,-53.2
,Nifty100ESGSecLdr,      4124.55,      4117.15,      4125.85,      4104.50,      4110.90,-13.65
,NIFTY100 ESG,      4903.75,      4895.15,      4900.95,      4872.10,      4885.05,-18.7
,NIFTY M150 QLTY50,     24962.85,     24966.30,     25067.15,     24920.00,     25047.45,84.6
,NIFTY INDIA MFG,     14432.40,     14427.95,     14454.25,     14379.20,     14415.45,-16.95
,Nifty200 Alpha 30,     27074.05,     27090.75,     27217.85,     26985.15,     27030.50,-43.55
,NiftyM150Momntm50,     66915.25,     66974.75,     67543.45,     66881.85,     67372.70,457.45
,Nifty IT,     44716.05,     44648.30,     44913.30,     44477.15,     44832.00,115.95
,Nifty Next 50,     73040.40,     72894.50,     73001.40,     72538.60,     72708.10,-332.3
,Nifty Bank,     53509.50,     53380.75,     53775.10,     53326.40,     53407.75,-101.75
,NIFTY MIDCAP 100,     58704.60,     58675.05,     59083.65,     58649.95,     58998.75,294.15
,Nifty 500,     23312.10,     23289.40,     23351.90,     23243.30,     23292.00,-20.1
,Nifty 100,     25663.90,     25622.75,     25687.65,     25556.05,     25594.20,-69.7
,Nifty Midcap 50,     16322.25,     16296.20,     16425.60,     16292.55,     16409.50,87.25
,Nifty Realty,      1073.90,      1071.40,      1084.40,      1070.90,      1076.90,3
,Nifty Infra,      8933.20,      8921.80,      8979.60,      8911.50,      8944.70,11.5
,Nifty Energy,     37842.80,     37798.85,     37987.20,     37623.95,     37689.40,-153.4
,Nifty FMCG,     57744.30,     57481.95,     57562.80,     56305.95,     56460.60,-1283.7
,Nifty MNC,     29462.25,     29452.65,     29473.75,     29132.35,     29241.30,-220.95
,Nifty Pharma,     22434.75,     22434.50,     22463.25,     22266.30,     22309.10,-125.65
,Nifty PSE,     10326.25,     10337.90,     10397.60,     10315.60,     10352.95,26.7
,Nifty PSU Bank,      7155.25,      7135.55,      7171.65,      7109.25,      7114.85,-40.4
,Nifty Serv Sector,     32882.65,     32816.30,     32965.75,     32796.70,     32879.45,-3.2
,India VIX,14.1400,14.1400,14.6350,13.4500,14.1075,-0.0325
,Nifty Auto,     23960.25,     23948.50,     23986.05,     23750.60,     23775.05,-185.2
,Nifty Metal,      9397.15,      9397.60,      9462.40,      9299.85,      9455.25,58.1
,Nifty Media,      2077.05,      2081.85,      2085.20,      2032.80,      2035.15,-41.9
,NIFTY SMLCAP 100,     19492.10,     19521.55,     19578.75,     19456.85,     19528.60,36.5
,Nifty 200,     13996.80,     13977.00,     14018.15,     13951.45,     13977.20,-19.6
,Nifty Div Opps 50,      6640.60,      6632.30,      6637.80,      6604.00,      6620.50,-20.1
,Nifty Commodities,      8764.30,      8769.30,      8787.60,      8716.30,      8762.75,-1.55
,Nifty Consumption,     11658.55,     11634.15,     11643.55,     11523.70,     11544.90,-113.65
,Nifty Fin Service,     24703.70,     24648.20,     24856.75,     24626.40,     24722.60,18.9
,Nifty50 Div Point,       233.03,       233.03,       233.03,       233.03,       233.03,0
,Nifty100 Liq 15,      6465.15,      6446.30,      6485.95,      6438.50,      6443.85,-21.3
,Nifty CPSE,      6600.95,      6611.20,      6638.15,      6578.90,      6597.20,-3.75
