,18-Nov-2024
The Nifty witnessed an intraday movement of about 256.4 points.The closing index was 0.34 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 89842.21
, Traded Quantity (in Lakhs), 31365.88
, Number of Trades, 37908239
, Total Market Capitalisation (Rs. Crores), 42583335.89

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23532.70,     23605.30,     23606.80,     23350.40,     23453.80,-78.9
,NIFTY50 EQL Wgt,     29502.15,     29591.65,     29604.15,     29268.40,     29411.25,-90.9
,NIFTY100 EQL Wgt,     31237.35,     31387.60,     31405.05,     30982.75,     31170.90,-66.45
,NIFTY100 LowVol30,     19018.95,     19083.15,     19090.90,     18857.80,     18924.45,-94.5
,NIFTY Alpha 50,     52789.80,     53074.80,     53264.25,     52398.05,     52665.50,-124.3
,NIFTY MIDCAP 150,     20105.25,     20181.80,     20213.90,     19936.85,     20068.55,-36.7
,NIFTY SMLCAP 50,      8498.45,      8521.50,      8547.55,      8380.25,      8448.15,-50.3
,NIFTY SMLCAP 250,     16801.55,     16816.35,     16852.55,     16550.65,     16693.35,-108.2
,NIFTY MIDSML 400,     18966.05,     19018.20,     19051.70,     18762.70,     18899.85,-66.2
,NIFTY200 QUALTY30,     20811.70,     20892.40,     20893.10,     20542.80,     20628.15,-183.55
,Nifty FinSrv25 50,     25102.60,     25163.80,     25250.55,     25050.35,     25135.85,33.25
,NIFTY AlphaLowVol,     27113.65,     27167.70,     27191.30,     26918.50,     27059.25,-54.4
,Nifty200Momentm30,     32921.10,     33207.85,     33261.35,     32788.35,     32888.90,-32.2
,Nifty100ESGSecLdr,      3917.90,      3931.10,      3931.45,      3881.35,      3897.95,-19.95
,NIFTY100 ESG,      4671.25,      4683.55,      4684.15,      4623.40,      4646.35,-24.9
,NIFTY M150 QLTY50,     23822.80,     23848.45,     23878.40,     23511.55,     23561.35,-261.45
,NIFTY INDIA MFG,     13608.25,     13699.30,     13747.30,     13574.10,     13622.20,13.95
,Nifty200 Alpha 30,     25244.80,     25407.15,     25451.80,     25120.85,     25173.10,-71.7
,NiftyM150Momntm50,     61291.55,     61508.65,     61749.55,     60912.60,     61279.30,-12.25
,Nifty IT,     42390.85,     42442.85,     42442.85,     41035.40,     41406.55,-984.3
,Nifty Next 50,     67408.65,     67913.65,     68080.10,     67013.20,     67472.00,63.35
,Nifty Bank,     50179.55,     50312.45,     50445.80,     50074.00,     50363.80,184.25
,NIFTY MIDCAP 100,     54043.10,     54292.00,     54369.50,     53680.20,     54044.80,1.7
,Nifty 500,     21963.10,     22045.90,     22049.15,     21787.35,     21899.40,-63.7
,Nifty 100,     24366.05,     24467.55,     24468.05,     24195.35,     24301.00,-65.05
,Nifty Midcap 50,     15048.10,     15137.65,     15164.40,     15000.55,     15079.15,31.05
,Nifty Realty,       946.95,       961.05,       962.70,       946.60,       952.25,5.3
,Nifty Infra,      8432.85,      8461.75,      8481.15,      8353.60,      8401.60,-31.25
,Nifty Energy,     37047.55,     37285.25,     37382.30,     36523.85,     36757.20,-290.35
,Nifty FMCG,     55782.70,     56029.50,     56420.95,     55546.45,     56314.35,531.65
,Nifty MNC,     27783.30,     27883.90,     28059.05,     27649.35,     27902.85,119.55
,Nifty Pharma,     21752.00,     21802.65,     21851.40,     21475.95,     21544.15,-207.85
,Nifty PSE,      9704.95,      9792.95,      9830.50,      9625.10,      9654.65,-50.3
,Nifty PSU Bank,      6492.65,      6524.05,      6565.50,      6398.50,      6534.75,42.1
,Nifty Serv Sector,     31208.65,     31351.20,     31351.20,     30907.95,     31011.70,-196.95
,India VIX,14.7750,14.7750,16.5800,13.7550,15.1675,0.3925
,Nifty Auto,     22914.50,     23044.75,     23261.85,     22854.55,     23043.85,129.35
,Nifty Metal,      8828.70,      8918.30,      9129.65,      8894.80,      8996.65,167.95
,Nifty Media,      1924.40,      1919.45,      1924.65,      1892.40,      1898.95,-25.45
,NIFTY SMLCAP 100,     17601.05,     17641.65,     17695.70,     17367.45,     17507.25,-93.8
,Nifty 200,     13220.40,     13276.40,     13276.45,     13128.65,     13191.00,-29.4
,Nifty Div Opps 50,      6293.30,      6326.05,      6326.10,      6214.80,      6261.35,-31.95
,Nifty Commodities,      8400.70,      8452.25,      8475.05,      8350.95,      8392.85,-7.85
,Nifty Consumption,     11087.85,     11184.95,     11186.85,     11041.10,     11113.15,25.3
,Nifty Fin Service,     23200.30,     23270.25,     23347.90,     23194.60,     23257.70,57.4
,Nifty50 Div Point,       232.60,       232.60,       232.60,       232.60,       232.60,0
,Nifty100 Liq 15,      6220.60,      6253.80,      6265.25,      6182.85,      6232.75,12.15
,Nifty CPSE,      6263.70,      6316.00,      6342.95,      6198.85,      6239.45,-24.25
,Nifty GrowSect 15,     11661.50,     11705.50,     11705.50,     11476.65,     11559.05,-102.45
,Nifty50 PR 2x Lev,     12930.55,     13001.65,     13001.65,     12721.80,     12835.20,-95.35
,Nifty50 PR 1x Inv,       211.35,       210.85,       213.15,       210.85,       212.20,.85
,Nifty50 TR 2x Lev,     18875.10,     18978.90,     18978.90,     18570.40,     18735.90,-139.2
