,23-Dec-2024
The Nifty witnessed an intraday movement of about 222.35 points.The closing index was 0.7 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 82921.6
, Traded Quantity (in Lakhs), 27272.84
, Number of Trades, 33506551
, Total Market Capitalisation (Rs. Crores), 43803421.7

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23587.50,     23738.20,     23869.55,     23647.20,     23753.45,165.95
,NIFTY50 EQL Wgt,     29209.15,     29396.40,     29564.35,     29253.30,     29359.95,150.8
,NIFTY100 EQL Wgt,     31223.95,     31415.35,     31593.90,     31239.05,     31374.90,150.95
,NIFTY100 LowVol30,     19152.95,     19253.45,     19318.40,     19137.30,     19199.35,46.4
,NIFTY Alpha 50,     56427.75,     56780.60,     56883.95,     55920.30,     56385.70,-42.05
,NIFTY MIDCAP 150,     21050.60,     21144.65,     21197.00,     20933.00,     21076.15,25.55
,NIFTY SMLCAP 50,      8925.85,      8972.15,      9000.90,      8853.50,      8893.75,-32.1
,NIFTY SMLCAP 250,     17693.65,     17788.25,     17830.80,     17495.85,     17618.10,-75.55
,NIFTY MIDSML 400,     19899.40,     19994.65,     20022.55,     19750.50,     19883.95,-15.45
,NIFTY200 QUALTY30,     20753.85,     20858.65,     20923.95,     20725.95,     20780.55,26.7
,Nifty FinSrv25 50,     25238.95,     25364.70,     25499.95,     25291.60,     25361.75,122.8
,NIFTY AlphaLowVol,     27263.45,     27404.35,     27534.90,     27225.05,     27361.00,97.55
,Nifty200Momentm30,     33126.55,     33374.90,     33530.75,     32979.80,     33245.30,118.75
,Nifty100ESGSecLdr,      3932.15,      3953.65,      3974.40,      3935.25,      3951.60,19.45
,NIFTY100 ESG,      4686.65,      4711.75,      4735.90,      4690.00,      4704.75,18.1
,NIFTY M150 QLTY50,     24350.65,     24416.40,     24471.80,     24196.80,     24265.75,-84.9
,NIFTY INDIA MFG,     13771.10,     13858.45,     13908.80,     13737.30,     13796.05,24.95
,Nifty200 Alpha 30,     26087.80,     26280.15,     26420.00,     25985.45,     26185.90,98.1
,NiftyM150Momntm50,     64986.65,     65359.10,     65712.90,     64612.60,     65304.30,317.65
,Nifty IT,     43771.05,     44011.50,     44267.40,     43643.95,     43828.35,57.3
,Nifty Next 50,     68702.65,     69096.40,     69456.35,     68633.95,     68888.95,186.3
,Nifty Bank,     50759.20,     51044.40,     51417.35,     51030.40,     51317.60,558.4
,NIFTY MIDCAP 100,     56906.75,     57198.85,     57438.75,     56680.10,     57092.90,186.15
,Nifty 500,     22319.40,     22446.60,     22535.20,     22331.50,     22412.30,92.9
,Nifty 100,     24448.85,     24597.30,     24735.75,     24502.80,     24599.75,150.9
,Nifty Midcap 50,     15881.10,     15962.20,     16069.25,     15848.25,     15955.25,74.15
,Nifty Realty,      1060.10,      1064.55,      1086.70,      1062.80,      1075.65,15.55
,Nifty Infra,      8452.40,      8511.75,      8568.70,      8465.50,      8510.10,57.7
,Nifty Energy,     34910.60,     35205.10,     35424.50,     34930.30,     35147.75,237.15
,Nifty FMCG,     55600.80,     55970.15,     56304.45,     55701.00,     56135.05,534.25
,Nifty MNC,     28098.10,     28177.80,     28246.10,     27931.65,     28000.75,-97.35
,Nifty Pharma,     22501.85,     22603.80,     22705.45,     22363.55,     22572.05,70.2
,Nifty PSE,      9569.25,      9653.75,      9710.75,      9540.75,      9625.35,56.1
,Nifty PSU Bank,      6575.70,      6613.65,      6666.25,      6545.00,      6646.50,70.8
,Nifty Serv Sector,     31563.85,     31711.35,     31890.20,     31589.60,     31724.00,160.15
,India VIX,15.0725,15.0725,16.8825,13.4175,13.5200,-1.5525
,Nifty Auto,     22580.00,     22699.95,     22765.55,     22488.30,     22557.75,-22.25
,Nifty Metal,      8813.25,      8902.05,      8979.45,      8828.45,      8891.40,78.15
,Nifty Media,      1887.90,      1901.50,      1912.40,      1875.55,      1880.45,-7.45
,NIFTY SMLCAP 100,     18714.30,     18822.50,     18871.45,     18546.45,     18687.80,-26.5
,Nifty 200,     13373.90,     13452.95,     13525.05,     13399.55,     13449.75,75.85
,Nifty Div Opps 50,      6316.00,      6361.60,      6385.00,      6315.45,      6344.80,28.8
,Nifty Commodities,      8188.45,      8259.30,      8318.05,      8202.90,      8246.95,58.5
,Nifty Consumption,     11234.05,     11280.25,     11358.20,     11238.75,     11273.15,39.1
,Nifty Fin Service,     23591.70,     23713.80,     23889.15,     23703.20,     23785.55,193.85
,Nifty50 Div Point,       233.03,       233.03,       233.03,       233.03,       233.03,0
,Nifty100 Liq 15,      6154.50,      6196.80,      6239.15,      6164.55,      6185.85,31.35
,Nifty CPSE,      6093.75,      6144.90,      6163.20,      6069.95,      6118.10,24.35
,Nifty GrowSect 15,     11766.25,     11836.65,     11871.85,     11754.70,     11808.05,41.8
,Nifty50 PR 2x Lev,     12881.25,     13038.75,     13182.10,     12939.70,     13055.40,174.15
,Nifty50 PR 1x Inv,       211.85,       210.60,       211.40,       209.40,       210.45,-1.4
,Nifty50 TR 2x Lev,     18803.80,     19033.75,     19243.05,     18889.15,     19058.05,254.25
,Nifty50 TR 1x Inv,       175.50,       174.50,       175.15,       173.50,       174.35,-1.15
,Nifty50 Value 20,     13485.60,     13577.00,     13624.10,     13495.65,     13563.85,78.25
,Nifty Mid Liq 15,     14261.50,     14340.15,     14462.35,     14233.70,     14338.65,77.15
,Nifty Pvt Bank,     24617.60,     24738.00,     24907.85,     24723.30,     24833.35,215.75
,NIFTY100 Qualty30,      5527.35,      5556.80,      5575.10,      5523.20,      5540.95,13.6
,Nifty GS 8 13Yr,      2757.14,      2757.66,      2760.98,      2757.66,      2759.95,2.81
,Nifty GS 10Yr,      2437.00,      2437.45,      2440.88,      2437.45,      2439.31,2.31
,Nifty GS 10Yr Cln,       888.02,       888.02,       889.29,       888.02,       888.71,.69
,Nifty GS 4 8Yr,      2979.16,      2979.74,      2981.50,      2979.72,      2981.44,2.28
,Nifty GS 11 15Yr,      3054.43,      3055.02,      3057.51,      3054.98,      3057.07,2.64
,Nifty GS 15YrPlus,      3367.99,      3368.65,      3372.42,      3368.65,      3370.21,2.22
,Nifty GS Compsite,      2853.17,      2853.72,      2856.61,      2853.70,      2855.74,2.57
,NIFTY HEALTHCARE,     14474.90,     14526.05,     14601.75,     14397.40,     14469.55,-5.35
,NIFTY CONSR DURBL,     41304.65,     41535.15,     41760.60,     41070.75,     41650.50,345.85
,NIFTY OIL AND GAS,     10607.60,     10673.55,     10784.20,     10617.70,     10689.65,82.05
,NIFTY500 MULTICAP,     15748.90,     15835.25,     15869.60,     15712.90,     15784.40,35.5
,NIFTY LARGEMID250,     15666.00,     15748.20,     15810.95,     15650.40,     15722.90,56.9
,NIFTY MID SELECT,     12683.15,     12746.50,     12854.40,     12678.10,     12756.05,72.9
,NIFTY TOTAL MKT,     12606.65,     12679.05,     12721.45,     12605.50,     12652.70,46.05
,NIFTY MICROCAP250,     25227.10,     25396.55,     25471.45,     24820.85,     25003.80,-223.3
,NIFTY IND DIGITAL,      9671.15,      9695.10,      9781.35,      9660.40,      9684.40,13.25
,Nifty Tata 25 Cap,     16363.25,     16495.25,     16549.95,     16378.45,     16436.30,73.05
,Nifty MidSml Hlth,     43007.80,     43176.00,     43270.85,     42696.80,     42977.75,-30.05
,Nifty Multi Mfg,     14551.55,     14630.45,     14701.75,     14504.50,     14607.40,55.85
,Nifty Multi Infra,     13681.95,     13771.85,     13813.90,     13657.25,     13711.60,29.65
,BHARATBOND-APR25,      1286.89,      1287.11,      1287.14,      1287.10,      1287.14,.25
,BHARATBOND-APR30,      1447.55,      1447.84,      1447.87,      1447.83,      1447.87,.32
,BHARATBOND-APR31,      1320.42,      1320.67,      1320.67,      1320.66,      1320.67,.25
,BHARATBOND-APR32,      1206.37,      1206.60,      1206.60,      1206.60,      1206.60,.23
,BHARATBOND-APR33,      1177.97,      1178.20,      1178.20,      1178.19,      1178.19,.22
,Nifty Ind Defence,      6573.55,      6664.35,      6670.80,      6444.65,      6555.20,-18.35
,Nifty Ind Tourism,      8912.60,      8959.10,      9029.85,      8893.10,      8988.25,75.65
,Nifty Capital Mkt,      4069.15,      4086.50,      4104.75,      3987.40,      4039.80,-29.35
,Nifty500Momentm50,     58200.05,     58645.30,     58727.85,     57700.95,     58334.75,134.7
,NiftyMS400 MQ 100,     51830.75,     52132.05,     52204.10,     51362.70,     51670.45,-160.3
,NiftySml250MQ 100,     50646.90,     50998.40,     51117.15,     50018.25,     50305.20,-341.7
,Nifty Top 10 EW,      9285.55,      9346.15,      9385.40,      9304.60,      9351.25,65.7
,Nifty AQL 30,     22725.75,     22853.75,     22889.30,     22638.30,     22750.90,25.15
,Nifty AQLV 30,     20398.45,     20531.00,     20608.80,     20363.20,     20471.00,72.55
,Nifty EV,      2958.35,      2975.70,      2978.90,      2938.90,      2943.50,-14.85
,Nifty HighBeta 50,      3553.00,      3581.95,      3602.65,      3549.40,      3576.75,23.75
,Nifty New Consump,     11653.25,     11693.40,     11781.05,     11639.85,     11689.30,36.05
